"GEO_ID","NAME","B05012_001E","B05012_001EA","B05012_001M","B05012_001MA","B05012_002E","B05012_002EA","B05012_002M","B05012_002MA","B05012_003E","B05012_003EA","B05012_003M","B05012_003MA",
"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Estimate!!Total!!Native","Annotation of Estimate!!Total!!Native","Margin of Error!!Total!!Native","Annotation of Margin of Error!!Total!!Native","Estimate!!Total!!Foreign-Born","Annotation of Estimate!!Total!!Foreign-Born","Margin of Error!!Total!!Foreign-Born","Annotation of Margin of Error!!Total!!Foreign-Born",
"0100000US","United States","318558162","null","*****","*****","276363808","null","109174","null","42194354","null","109226","null",
"0500000US01001","Autauga County, Alabama","55049","null","*****","*****","54037","null","262","null","1012","null","262","null",
"0500000US01003","Baldwin County, Alabama","199510","null","*****","*****","192987","null","706","null","6523","null","706","null",
"0500000US01005","Barbour County, Alabama","26614","null","*****","*****","25853","null","82","null","761","null","82","null",
"0500000US01007","Bibb County, Alabama","22572","null","*****","*****","22267","null","85","null","305","null","85","null",
"0500000US01009","Blount County, Alabama","57704","null","*****","*****","55239","null","283","null","2465","null","283","null",
"0500000US01011","Bullock County, Alabama","10552","null","*****","*****","10392","null","122","null","160","null","122","null",
"0500000US01013","Butler County, Alabama","20280","null","*****","*****","19997","null","56","null","283","null","56","null",
"0500000US01015","Calhoun County, Alabama","115883","null","*****","*****","113109","null","333","null","2774","null","333","null",
"0500000US01017","Chambers County, Alabama","34018","null","*****","*****","33681","null","56","null","337","null","56","null",
"0500000US01019","Cherokee County, Alabama","25897","null","*****","*****","25709","null","108","null","188","null","108","null",
"0500000US01021","Chilton County, Alabama","43817","null","*****","*****","41382","null","249","null","2435","null","249","null",
"0500000US01023","Choctaw County, Alabama","13287","null","*****","*****","13265","null","17","null","22","null","17","null",
"0500000US01025","Clarke County, Alabama","24847","null","*****","*****","24731","null","75","null","116","null","75","null",
"0500000US01027","Clay County, Alabama","13483","null","*****","*****","13228","null","58","null","255","null","58","null",
"0500000US01029","Cleburne County, Alabama","14991","null","*****","*****","14729","null","50","null","262","null","50","null",
"0500000US01031","Coffee County, Alabama","50991","null","*****","*****","49085","null","304","null","1906","null","304","null",
"0500000US01033","Colbert County, Alabama","54377","null","*****","*****","53528","null","156","null","849","null","156","null",
"0500000US01035","Conecuh County, Alabama","12697","null","*****","*****","12589","null","49","null","108","null","49","null",
"0500000US01037","Coosa County, Alabama","10864","null","*****","*****","10728","null","122","null","136","null","122","null",
"0500000US01039","Covington County, Alabama","37729","null","*****","*****","37369","null","82","null","360","null","82","null",
"0500000US01041","Crenshaw County, Alabama","13896","null","*****","*****","13578","null","85","null","318","null","85","null",
"0500000US01043","Cullman County, Alabama","81316","null","*****","*****","79012","null","228","null","2304","null","228","null",
"0500000US01045","Dale County, Alabama","49607","null","*****","*****","48245","null","239","null","1362","null","239","null",
"0500000US01047","Dallas County, Alabama","41426","null","*****","*****","40816","null","133","null","610","null","133","null",
"0500000US01049","DeKalb County, Alabama","70937","null","*****","*****","65775","null","440","null","5162","null","440","null",
"0500000US01051","Elmore County, Alabama","80957","null","*****","*****","79377","null","276","null","1580","null","276","null",
"0500000US01053","Escambia County, Alabama","37875","null","*****","*****","37596","null","130","null","279","null","130","null",
"0500000US01055","Etowah County, Alabama","103363","null","*****","*****","100384","null","342","null","2979","null","342","null",
"0500000US01057","Fayette County, Alabama","16783","null","*****","*****","16689","null","83","null","94","null","83","null",
"0500000US01059","Franklin County, Alabama","31573","null","*****","*****","28768","null","280","null","2805","null","280","null",
"0500000US01061","Geneva County, Alabama","26765","null","*****","*****","26316","null","121","null","449","null","121","null",
"0500000US01063","Greene County, Alabama","8587","null","*****","*****","8565","null","24","null","22","null","24","null",
"0500000US01065","Hale County, Alabama","15159","null","*****","*****","15002","null","58","null","157","null","58","null",
"0500000US01067","Henry County, Alabama","17187","null","*****","*****","16893","null","102","null","294","null","102","null",
"0500000US01069","Houston County, Alabama","103891","null","*****","*****","101484","null","184","null","2407","null","184","null",
"0500000US01071","Jackson County, Alabama","52608","null","*****","*****","51421","null","284","null","1187","null","284","null",
"0500000US01073","Jefferson County, Alabama","659096","null","*****","*****","633221","null","1037","null","25875","null","1037","null",
"0500000US01075","Lamar County, Alabama","14066","null","*****","*****","13947","null","90","null","119","null","90","null",
"0500000US01077","Lauderdale County, Alabama","92641","null","*****","*****","90739","null","330","null","1902","null","330","null",
"0500000US01079","Lawrence County, Alabama","33433","null","*****","*****","33190","null","111","null","243","null","111","null",
"0500000US01081","Lee County, Alabama","153947","null","*****","*****","146007","null","813","null","7940","null","813","null",
"0500000US01083","Limestone County, Alabama","90257","null","*****","*****","86349","null","425","null","3908","null","425","null",
"0500000US01085","Lowndes County, Alabama","10565","null","*****","*****","10533","null","31","null","32","null","31","null",
"0500000US01087","Macon County, Alabama","19684","null","*****","*****","19462","null","105","null","222","null","105","null",
"0500000US01089","Madison County, Alabama","349973","null","*****","*****","330512","null","1034","null","19461","null","1034","null",
"0500000US01091","Marengo County, Alabama","20066","null","*****","*****","19884","null","151","null","182","null","151","null",
"0500000US01093","Marion County, Alabama","30239","null","*****","*****","29750","null","182","null","489","null","182","null",
"0500000US01095","Marshall County, Alabama","94534","null","*****","*****","87755","null","417","null","6779","null","417","null",
"0500000US01097","Mobile County, Alabama","414291","null","*****","*****","401427","null","834","null","12864","null","834","null",
"0500000US01099","Monroe County, Alabama","21975","null","*****","*****","21931","null","46","null","44","null","46","null",
"0500000US01101","Montgomery County, Alabama","227392","null","*****","*****","217480","null","633","null","9912","null","633","null",
"0500000US01103","Morgan County, Alabama","119555","null","*****","*****","114392","null","386","null","5163","null","386","null",
"0500000US01105","Perry County, Alabama","9856","null","*****","*****","9819","null","53","null","37","null","53","null",
"0500000US01107","Pickens County, Alabama","20042","null","*****","*****","19730","null","115","null","312","null","115","null",
"0500000US01109","Pike County, Alabama","33277","null","*****","*****","31984","null","328","null","1293","null","328","null",
"0500000US01111","Randolph County, Alabama","22615","null","*****","*****","22254","null","90","null","361","null","90","null",
"0500000US01113","Russell County, Alabama","58636","null","*****","*****","56969","null","418","null","1667","null","418","null",
"0500000US01115","St. Clair County, Alabama","86576","null","*****","*****","85056","null","263","null","1520","null","263","null",
"0500000US01117","Shelby County, Alabama","205951","null","*****","*****","194705","null","695","null","11246","null","695","null",
"0500000US01119","Sumter County, Alabama","13285","null","*****","*****","13016","null","121","null","269","null","121","null",
"0500000US01121","Talladega County, Alabama","81057","null","*****","*****","79808","null","234","null","1249","null","234","null",
"0500000US01123","Tallapoosa County, Alabama","40958","null","*****","*****","40361","null","100","null","597","null","100","null",
"0500000US01125","Tuscaloosa County, Alabama","202471","null","*****","*****","195344","null","455","null","7127","null","455","null",
"0500000US01127","Walker County, Alabama","65593","null","*****","*****","64656","null","151","null","937","null","151","null",
"0500000US01129","Washington County, Alabama","16909","null","*****","*****","16735","null","133","null","174","null","133","null",
"0500000US01131","Wilcox County, Alabama","11119","null","*****","*****","11119","null","18","null","0","null","18","null",
"0500000US01133","Winston County, Alabama","24013","null","*****","*****","23699","null","98","null","314","null","98","null",
"0500000US02013","Aleutians East Borough, Alaska","3299","null","*****","*****","1957","null","225","null","1342","null","225","null",
"0500000US02016","Aleutians West Census Area, Alaska","5714","null","*****","*****","3609","null","131","null","2105","null","131","null",
"0500000US02020","Anchorage Municipality, Alaska","299321","null","*****","*****","268515","null","1489","null","30806","null","1489","null",
"0500000US02050","Bethel Census Area, Alaska","17885","null","*****","*****","17563","null","119","null","322","null","119","null",
"0500000US02060","Bristol Bay Borough, Alaska","942","null","71","null","919","null","71","null","23","null","15","null",
"0500000US02068","Denali Borough, Alaska","2125","null","121","null","1993","null","167","null","132","null","129","null",
"0500000US02070","Dillingham Census Area, Alaska","4980","null","*****","*****","4858","null","69","null","122","null","69","null",
"0500000US02090","Fairbanks North Star Borough, Alaska","100150","null","*****","*****","94951","null","614","null","5199","null","614","null",
"0500000US02100","Haines Borough, Alaska","2528","null","*****","*****","2405","null","69","null","123","null","69","null",
"0500000US02105","Hoonah-Angoon Census Area, Alaska","2107","null","*****","*****","1980","null","74","null","127","null","74","null",
"0500000US02110","Juneau City and Borough, Alaska","32524","null","*****","*****","29868","null","272","null","2656","null","272","null",
"0500000US02122","Kenai Peninsula Borough, Alaska","57637","null","*****","*****","56013","null","269","null","1624","null","269","null",
"0500000US02130","Ketchikan Gateway Borough, Alaska","13715","null","*****","*****","12593","null","101","null","1122","null","101","null",
"0500000US02150","Kodiak Island Borough, Alaska","13918","null","*****","*****","11312","null","203","null","2606","null","203","null",
"0500000US02158","Kusilvak Census Area, Alaska","7993","null","*****","*****","7915","null","39","null","78","null","39","null",
"0500000US02164","Lake and Peninsula Borough, Alaska","1411","null","121","null","1359","null","124","null","52","null","48","null",
"0500000US02170","Matanuska-Susitna Borough, Alaska","98679","null","*****","*****","95443","null","358","null","3236","null","358","null",
"0500000US02180","Nome Census Area, Alaska","9879","null","*****","*****","9703","null","48","null","176","null","48","null",
"0500000US02185","North Slope Borough, Alaska","9681","null","*****","*****","9087","null","139","null","594","null","139","null",
"0500000US02188","Northwest Arctic Borough, Alaska","7723","null","*****","*****","7625","null","40","null","98","null","40","null",
"0500000US02195","Petersburg Borough, Alaska","3196","null","*****","*****","2946","null","95","null","250","null","95","null",
"0500000US02198","Prince of Wales-Hyder Census Area, Alaska","6374","null","*****","*****","6248","null","33","null","126","null","33","null",
"0500000US02220","Sitka City and Borough, Alaska","8921","null","*****","*****","8167","null","103","null","754","null","103","null",
"0500000US02230","Skagway Municipality, Alaska","1014","null","95","null","927","null","71","null","87","null","62","null",
"0500000US02240","Southeast Fairbanks Census Area, Alaska","6970","null","*****","*****","6219","null","223","null","751","null","223","null",
"0500000US02261","Valdez-Cordova Census Area, Alaska","9522","null","*****","*****","9020","null","183","null","502","null","183","null",
"0500000US02275","Wrangell City and Borough, Alaska","2401","null","*****","*****","2291","null","65","null","110","null","65","null",
"0500000US02282","Yakutat City and Borough, Alaska","646","null","74","null","605","null","74","null","41","null","36","null",
"0500000US02290","Yukon-Koyukuk Census Area, Alaska","5600","null","*****","*****","5517","null","33","null","83","null","33","null",
"0500000US04001","Apache County, Arizona","72346","null","*****","*****","71102","null","210","null","1244","null","210","null",
"0500000US04003","Cochise County, Arizona","128177","null","*****","*****","113490","null","695","null","14687","null","695","null",
"0500000US04005","Coconino County, Arizona","138064","null","*****","*****","131402","null","568","null","6662","null","568","null",
"0500000US04007","Gila County, Arizona","53179","null","*****","*****","50919","null","330","null","2260","null","330","null",
"0500000US04009","Graham County, Arizona","37529","null","*****","*****","35883","null","266","null","1646","null","266","null",
"0500000US04011","Greenlee County, Arizona","9224","null","*****","*****","8802","null","95","null","422","null","95","null",
"0500000US04012","La Paz County, Arizona","20304","null","*****","*****","17995","null","325","null","2309","null","325","null",
"0500000US04013","Maricopa County, Arizona","4088549","null","*****","*****","3486333","null","5958","null","602216","null","5958","null",
"0500000US04015","Mohave County, Arizona","203629","null","*****","*****","189438","null","912","null","14191","null","912","null",
"0500000US04017","Navajo County, Arizona","108209","null","*****","*****","105055","null","389","null","3154","null","389","null",
"0500000US04019","Pima County, Arizona","1003338","null","*****","*****","873873","null","2363","null","129465","null","2363","null",
"0500000US04021","Pinal County, Arizona","397604","null","*****","*****","358349","null","1919","null","39255","null","1919","null",
"0500000US04023","Santa Cruz County, Arizona","46547","null","*****","*****","31352","null","806","null","15195","null","806","null",
"0500000US04025","Yavapai County, Arizona","218586","null","*****","*****","204472","null","1175","null","14114","null","1175","null",
"0500000US04027","Yuma County, Arizona","203292","null","*****","*****","148564","null","1434","null","54728","null","1434","null",
"0500000US05001","Arkansas County, Arkansas","18569","null","*****","*****","18360","null","88","null","209","null","88","null",
"0500000US05003","Ashley County, Arkansas","20989","null","*****","*****","20444","null","111","null","545","null","111","null",
"0500000US05005","Baxter County, Arkansas","40992","null","*****","*****","40027","null","199","null","965","null","199","null",
"0500000US05007","Benton County, Arkansas","245231","null","*****","*****","217657","null","874","null","27574","null","874","null",
"0500000US05009","Boone County, Arkansas","37301","null","*****","*****","37003","null","68","null","298","null","68","null",
"0500000US05011","Bradley County, Arkansas","11096","null","*****","*****","10360","null","114","null","736","null","114","null",
"0500000US05013","Calhoun County, Arkansas","5210","null","*****","*****","5179","null","22","null","31","null","22","null",
"0500000US05015","Carroll County, Arkansas","27690","null","*****","*****","25401","null","298","null","2289","null","298","null",
"0500000US05017","Chicot County, Arkansas","11189","null","*****","*****","10903","null","121","null","286","null","121","null",
"0500000US05019","Clark County, Arkansas","22684","null","*****","*****","22027","null","113","null","657","null","113","null",
"0500000US05021","Clay County, Arkansas","15202","null","*****","*****","14995","null","81","null","207","null","81","null",
"0500000US05023","Cleburne County, Arkansas","25587","null","*****","*****","25232","null","140","null","355","null","140","null",
"0500000US05025","Cleveland County, Arkansas","8421","null","*****","*****","8277","null","92","null","144","null","92","null",
"0500000US05027","Columbia County, Arkansas","24168","null","*****","*****","23529","null","233","null","639","null","233","null",
"0500000US05029","Conway County, Arkansas","21060","null","*****","*****","20629","null","82","null","431","null","82","null",
"0500000US05031","Craighead County, Arkansas","102884","null","*****","*****","98978","null","416","null","3906","null","416","null",
"0500000US05033","Crawford County, Arkansas","61927","null","*****","*****","59323","null","351","null","2604","null","351","null",
"0500000US05035","Crittenden County, Arkansas","49511","null","*****","*****","48748","null","163","null","763","null","163","null",
"0500000US05037","Cross County, Arkansas","17329","null","*****","*****","17243","null","59","null","86","null","59","null",
"0500000US05039","Dallas County, Arkansas","7738","null","*****","*****","7551","null","122","null","187","null","122","null",
"0500000US05041","Desha County, Arkansas","12234","null","*****","*****","11907","null","107","null","327","null","107","null",
"0500000US05043","Drew County, Arkansas","18688","null","*****","*****","18481","null","76","null","207","null","76","null",
"0500000US05045","Faulkner County, Arkansas","120417","null","*****","*****","116961","null","442","null","3456","null","442","null",
"0500000US05047","Franklin County, Arkansas","17799","null","*****","*****","17419","null","163","null","380","null","163","null",
"0500000US05049","Fulton County, Arkansas","12186","null","*****","*****","12084","null","60","null","102","null","60","null",
"0500000US05051","Garland County, Arkansas","97119","null","*****","*****","93702","null","434","null","3417","null","434","null",
"0500000US05053","Grant County, Arkansas","18046","null","*****","*****","17889","null","86","null","157","null","86","null",
"0500000US05055","Greene County, Arkansas","43745","null","*****","*****","43408","null","149","null","337","null","149","null",
"0500000US05057","Hempstead County, Arkansas","22208","null","*****","*****","20688","null","210","null","1520","null","210","null",
"0500000US05059","Hot Spring County, Arkansas","33440","null","*****","*****","33083","null","104","null","357","null","104","null",
"0500000US05061","Howard County, Arkansas","13487","null","*****","*****","12750","null","101","null","737","null","101","null",
"0500000US05063","Independence County, Arkansas","37030","null","*****","*****","35839","null","244","null","1191","null","244","null",
"0500000US05065","Izard County, Arkansas","13461","null","*****","*****","13164","null","79","null","297","null","79","null",
"0500000US05067","Jackson County, Arkansas","17495","null","*****","*****","17368","null","65","null","127","null","65","null",
"0500000US05069","Jefferson County, Arkansas","72385","null","*****","*****","71149","null","163","null","1236","null","163","null",
"0500000US05071","Johnson County, Arkansas","26025","null","*****","*****","24012","null","206","null","2013","null","206","null",
"0500000US05073","Lafayette County, Arkansas","7127","null","*****","*****","7058","null","31","null","69","null","31","null",
"0500000US05075","Lawrence County, Arkansas","16915","null","*****","*****","16812","null","48","null","103","null","48","null",
"0500000US05077","Lee County, Arkansas","9781","null","*****","*****","9725","null","48","null","56","null","48","null",
"0500000US05079","Lincoln County, Arkansas","13935","null","*****","*****","13635","null","50","null","300","null","50","null",
"0500000US05081","Little River County, Arkansas","12616","null","*****","*****","12522","null","44","null","94","null","44","null",
"0500000US05083","Logan County, Arkansas","21935","null","*****","*****","21429","null","125","null","506","null","125","null",
"0500000US05085","Lonoke County, Arkansas","71279","null","*****","*****","69768","null","268","null","1511","null","268","null",
"0500000US05087","Madison County, Arkansas","15761","null","*****","*****","15331","null","135","null","430","null","135","null",
"0500000US05089","Marion County, Arkansas","16404","null","*****","*****","16215","null","60","null","189","null","60","null",
"0500000US05091","Miller County, Arkansas","43666","null","*****","*****","43149","null","155","null","517","null","155","null",
"0500000US05093","Mississippi County, Arkansas","44199","null","*****","*****","43384","null","212","null","815","null","212","null",
"0500000US05095","Monroe County, Arkansas","7542","null","*****","*****","7457","null","37","null","85","null","37","null",
"0500000US05097","Montgomery County, Arkansas","9100","null","*****","*****","8880","null","125","null","220","null","125","null",
"0500000US05099","Nevada County, Arkansas","8668","null","*****","*****","8571","null","91","null","97","null","91","null",
"0500000US05101","Newton County, Arkansas","7988","null","*****","*****","7918","null","51","null","70","null","51","null",
"0500000US05103","Ouachita County, Arkansas","24728","null","*****","*****","24501","null","92","null","227","null","92","null",
"0500000US05105","Perry County, Arkansas","10246","null","*****","*****","10187","null","44","null","59","null","44","null",
"0500000US05107","Phillips County, Arkansas","19929","null","*****","*****","19803","null","91","null","126","null","91","null",
"0500000US05109","Pike County, Arkansas","11017","null","*****","*****","10542","null","104","null","475","null","104","null",
"0500000US05111","Poinsett County, Arkansas","24131","null","*****","*****","23903","null","101","null","228","null","101","null",
"0500000US05113","Polk County, Arkansas","20290","null","*****","*****","19534","null","123","null","756","null","123","null",
"0500000US05115","Pope County, Arkansas","63107","null","*****","*****","60117","null","423","null","2990","null","423","null",
"0500000US05117","Prairie County, Arkansas","8334","null","*****","*****","8332","null","3","null","2","null","3","null",
"0500000US05119","Pulaski County, Arkansas","391806","null","*****","*****","371527","null","993","null","20279","null","993","null",
"0500000US05121","Randolph County, Arkansas","17584","null","*****","*****","17435","null","89","null","149","null","89","null",
"0500000US05123","St. Francis County, Arkansas","27023","null","*****","*****","26308","null","250","null","715","null","250","null",
"0500000US05125","Saline County, Arkansas","115577","null","*****","*****","112337","null","426","null","3240","null","426","null",
"0500000US05127","Scott County, Arkansas","10661","null","*****","*****","10187","null","128","null","474","null","128","null",
"0500000US05129","Searcy County, Arkansas","7938","null","*****","*****","7875","null","50","null","63","null","50","null",
"0500000US05131","Sebastian County, Arkansas","127351","null","*****","*****","115279","null","602","null","12072","null","602","null",
"0500000US05133","Sevier County, Arkansas","17193","null","*****","*****","14250","null","206","null","2943","null","206","null",
"0500000US05135","Sharp County, Arkansas","17027","null","*****","*****","16871","null","58","null","156","null","58","null",
"0500000US05137","Stone County, Arkansas","12503","null","*****","*****","12459","null","35","null","44","null","35","null",
"0500000US05139","Union County, Arkansas","40334","null","*****","*****","39482","null","119","null","852","null","119","null",
"0500000US05141","Van Buren County, Arkansas","16892","null","*****","*****","16574","null","124","null","318","null","124","null",
"0500000US05143","Washington County, Arkansas","219930","null","*****","*****","195212","null","1016","null","24718","null","1016","null",
"0500000US05145","White County, Arkansas","78823","null","*****","*****","76855","null","331","null","1968","null","331","null",
"0500000US05147","Woodruff County, Arkansas","6873","null","*****","*****","6823","null","48","null","50","null","48","null",
"0500000US05149","Yell County, Arkansas","21716","null","*****","*****","19421","null","205","null","2295","null","205","null",
"0500000US06001","Alameda County, California","1605217","null","*****","*****","1096456","null","4119","null","508761","null","4119","null",
"0500000US06003","Alpine County, California","1184","null","191","null","1147","null","188","null","37","null","21","null",
"0500000US06005","Amador County, California","36963","null","*****","*****","34709","null","302","null","2254","null","302","null",
"0500000US06007","Butte County, California","223877","null","*****","*****","206376","null","1014","null","17501","null","1014","null",
"0500000US06009","Calaveras County, California","44787","null","*****","*****","42134","null","496","null","2653","null","496","null",
"0500000US06011","Colusa County, California","21361","null","*****","*****","16027","null","399","null","5334","null","399","null",
"0500000US06013","Contra Costa County, California","1107925","null","*****","*****","837610","null","3790","null","270315","null","3790","null",
"0500000US06015","Del Norte County, California","27628","null","*****","*****","26065","null","250","null","1563","null","250","null",
"0500000US06017","El Dorado County, California","183000","null","*****","*****","165840","null","1016","null","17160","null","1016","null",
"0500000US06019","Fresno County, California","963160","null","*****","*****","757394","null","3132","null","205766","null","3132","null",
"0500000US06021","Glenn County, California","27976","null","*****","*****","22657","null","356","null","5319","null","356","null",
"0500000US06023","Humboldt County, California","135182","null","*****","*****","127986","null","727","null","7196","null","727","null",
"0500000US06025","Imperial County, California","178807","null","*****","*****","121866","null","1500","null","56941","null","1500","null",
"0500000US06027","Inyo County, California","18326","null","*****","*****","16570","null","260","null","1756","null","260","null",
"0500000US06029","Kern County, California","871337","null","*****","*****","694690","null","2846","null","176647","null","2846","null",
"0500000US06031","Kings County, California","150261","null","*****","*****","122641","null","1287","null","27620","null","1287","null",
"0500000US06033","Lake County, California","64076","null","*****","*****","58312","null","495","null","5764","null","495","null",
"0500000US06035","Lassen County, California","31945","null","*****","*****","30020","null","196","null","1925","null","196","null",
"0500000US06037","Los Angeles County, California","10057155","null","*****","*****","6582850","null","12510","null","3474305","null","12510","null",
"0500000US06039","Madera County, California","153366","null","*****","*****","120399","null","1431","null","32967","null","1431","null",
"0500000US06041","Marin County, California","259358","null","*****","*****","211698","null","1390","null","47660","null","1390","null",
"0500000US06043","Mariposa County, California","17645","null","*****","*****","16402","null","269","null","1243","null","269","null",
"0500000US06045","Mendocino County, California","87409","null","*****","*****","76404","null","766","null","11005","null","766","null",
"0500000US06047","Merced County, California","265001","null","*****","*****","197563","null","1872","null","67438","null","1872","null",
"0500000US06049","Modoc County, California","9033","null","*****","*****","8468","null","162","null","565","null","162","null",
"0500000US06051","Mono County, California","14051","null","*****","*****","11669","null","282","null","2382","null","282","null",
"0500000US06053","Monterey County, California","430201","null","*****","*****","301048","null","2710","null","129153","null","2710","null",
"0500000US06055","Napa County, California","140823","null","*****","*****","108653","null","1121","null","32170","null","1121","null",
"0500000US06057","Nevada County, California","98639","null","*****","*****","92380","null","658","null","6259","null","658","null",
"0500000US06059","Orange County, California","3132211","null","*****","*****","2180736","null","6530","null","951475","null","6530","null",
"0500000US06061","Placer County, California","370571","null","*****","*****","331842","null","1309","null","38729","null","1309","null",
"0500000US06063","Plumas County, California","18754","null","*****","*****","17981","null","186","null","773","null","186","null",
"0500000US06065","Riverside County, California","2323892","null","*****","*****","1815433","null","4908","null","508459","null","4908","null",
"0500000US06067","Sacramento County, California","1479300","null","*****","*****","1175929","null","4674","null","303371","null","4674","null",
"0500000US06069","San Benito County, California","58051","null","*****","*****","46669","null","671","null","11382","null","671","null",
"0500000US06071","San Bernardino County, California","2106754","null","*****","*****","1657758","null","4839","null","448996","null","4839","null",
"0500000US06073","San Diego County, California","3253356","null","*****","*****","2487823","null","6196","null","765533","null","6196","null",
"0500000US06075","San Francisco County, California","850282","null","*****","*****","553433","null","3806","null","296849","null","3806","null",
"0500000US06077","San Joaquin County, California","714860","null","*****","*****","548616","null","2653","null","166244","null","2653","null",
"0500000US06079","San Luis Obispo County, California","278680","null","*****","*****","249597","null","1452","null","29083","null","1452","null",
"0500000US06081","San Mateo County, California","754748","null","*****","*****","494172","null","3051","null","260576","null","3051","null",
"0500000US06083","Santa Barbara County, California","439395","null","*****","*****","338381","null","1887","null","101014","null","1887","null",
"0500000US06085","Santa Clara County, California","1885056","null","*****","*****","1167486","null","5229","null","717570","null","5229","null",
"0500000US06087","Santa Cruz County, California","270931","null","*****","*****","222193","null","1665","null","48738","null","1665","null",
"0500000US06089","Shasta County, California","179228","null","*****","*****","170614","null","671","null","8614","null","671","null",
"0500000US06091","Sierra County, California","2931","null","191","null","2804","null","188","null","127","null","69","null",
"0500000US06093","Siskiyou County, California","43668","null","*****","*****","41508","null","287","null","2160","null","287","null",
"0500000US06095","Solano County, California","429596","null","*****","*****","343140","null","1755","null","86456","null","1755","null",
"0500000US06097","Sonoma County, California","497776","null","*****","*****","414126","null","1978","null","83650","null","1978","null",
"0500000US06099","Stanislaus County, California","530561","null","*****","*****","422608","null","2464","null","107953","null","2464","null",
"0500000US06101","Sutter County, California","95406","null","*****","*****","73853","null","711","null","21553","null","711","null",
"0500000US06103","Tehama County, California","63015","null","*****","*****","57772","null","604","null","5243","null","604","null",
"0500000US06105","Trinity County, California","13180","null","*****","*****","12538","null","263","null","642","null","263","null",
"0500000US06107","Tulare County, California","455769","null","*****","*****","353310","null","2116","null","102459","null","2116","null",
"0500000US06109","Tuolumne County, California","53864","null","*****","*****","51366","null","417","null","2498","null","417","null",
"0500000US06111","Ventura County, California","843110","null","*****","*****","650713","null","3333","null","192397","null","3333","null",
"0500000US06113","Yolo County, California","209671","null","*****","*****","163206","null","1578","null","46465","null","1578","null",
"0500000US06115","Yuba County, California","73897","null","*****","*****","64935","null","615","null","8962","null","615","null",
"0500000US08001","Adams County, Colorado","479977","null","*****","*****","406693","null","2287","null","73284","null","2287","null",
"0500000US08003","Alamosa County, Colorado","16353","null","*****","*****","15050","null","374","null","1303","null","374","null",
"0500000US08005","Arapahoe County, Colorado","617668","null","*****","*****","526624","null","2480","null","91044","null","2480","null",
"0500000US08007","Archuleta County, Colorado","12355","null","*****","*****","11591","null","191","null","764","null","191","null",
"0500000US08009","Baca County, Colorado","3648","null","*****","*****","3531","null","39","null","117","null","39","null",
"0500000US08011","Bent County, Colorado","5816","null","*****","*****","5495","null","99","null","321","null","99","null",
"0500000US08013","Boulder County, Colorado","313961","null","*****","*****","280253","null","1142","null","33708","null","1142","null",
"0500000US08014","Broomfield County, Colorado","62449","null","*****","*****","56943","null","549","null","5506","null","549","null",
"0500000US08015","Chaffee County, Colorado","18507","null","*****","*****","17962","null","127","null","545","null","127","null",
"0500000US08017","Cheyenne County, Colorado","2071","null","166","null","1926","null","161","null","145","null","67","null",
"0500000US08019","Clear Creek County, Colorado","9238","null","*****","*****","8964","null","144","null","274","null","144","null",
"0500000US08021","Conejos County, Colorado","8213","null","*****","*****","7926","null","106","null","287","null","106","null",
"0500000US08023","Costilla County, Colorado","3590","null","*****","*****","3293","null","74","null","297","null","74","null",
"0500000US08025","Crowley County, Colorado","5537","null","*****","*****","5223","null","107","null","314","null","107","null",
"0500000US08027","Custer County, Colorado","4375","null","*****","*****","4273","null","66","null","102","null","66","null",
"0500000US08029","Delta County, Colorado","30221","null","*****","*****","28921","null","206","null","1300","null","206","null",
"0500000US08031","Denver County, Colorado","663303","null","*****","*****","558135","null","2857","null","105168","null","2857","null",
"0500000US08033","Dolores County, Colorado","1789","null","166","null","1765","null","170","null","24","null","18","null",
"0500000US08035","Douglas County, Colorado","314238","null","*****","*****","291837","null","1073","null","22401","null","1073","null",
"0500000US08037","Eagle County, Colorado","52894","null","*****","*****","43260","null","624","null","9634","null","624","null",
"0500000US08039","Elbert County, Colorado","24225","null","*****","*****","23157","null","250","null","1068","null","250","null",
"0500000US08041","El Paso County, Colorado","665171","null","*****","*****","617968","null","1853","null","47203","null","1853","null",
"0500000US08043","Fremont County, Colorado","46835","null","*****","*****","45514","null","247","null","1321","null","247","null",
"0500000US08045","Garfield County, Colorado","57495","null","*****","*****","48854","null","568","null","8641","null","568","null",
"0500000US08047","Gilpin County, Colorado","5708","null","*****","*****","5459","null","143","null","249","null","143","null",
"0500000US08049","Grand County, Colorado","14490","null","*****","*****","13354","null","266","null","1136","null","266","null",
"0500000US08051","Gunnison County, Colorado","15889","null","*****","*****","15386","null","127","null","503","null","127","null",
"0500000US08053","Hinsdale County, Colorado","856","null","95","null","846","null","97","null","10","null","9","null",
"0500000US08055","Huerfano County, Colorado","6521","null","*****","*****","6375","null","71","null","146","null","71","null",
"0500000US08057","Jackson County, Colorado","1306","null","109","null","1237","null","93","null","69","null","53","null",
"0500000US08059","Jefferson County, Colorado","558810","null","*****","*****","521411","null","1528","null","37399","null","1528","null",
"0500000US08061","Kiowa County, Colorado","1465","null","109","null","1455","null","109","null","10","null","9","null",
"0500000US08063","Kit Carson County, Colorado","8174","null","*****","*****","7473","null","121","null","701","null","121","null",
