"GEO_ID","NAME","B05012_001E","B05012_001EA","B05012_001M","B05012_001MA","B05012_002E","B05012_002M","B05012_002MA","B05012_002EA","B05012_003E","B05012_003M","B05012_003MA","B05012_003EA",
"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Estimate!!Total!!Native","Margin of Error!!Total!!Native","Annotation of Margin of Error!!Total!!Native","Annotation of Estimate!!Total!!Native","Estimate!!Total!!Foreign-Born","Margin of Error!!Total!!Foreign-Born","Annotation of Margin of Error!!Total!!Foreign-Born","Annotation of Estimate!!Total!!Foreign-Born",
"0500000US13101","Echols County, Georgia","3994","null","*****","*****","3705","131","null","null","289","131","null","null",
"0500000US13103","Effingham County, Georgia","58689","null","*****","*****","56967","331","null","null","1722","331","null","null",
"0500000US13105","Elbert County, Georgia","19212","null","*****","*****","18724","123","null","null","488","123","null","null",
"0500000US13107","Emanuel County, Georgia","22499","null","*****","*****","22067","133","null","null","432","133","null","null",
"0500000US13109","Evans County, Georgia","10727","null","*****","*****","10248","137","null","null","479","137","null","null",
"0500000US13111","Fannin County, Georgia","24925","null","*****","*****","24391","132","null","null","534","132","null","null",
"0500000US13113","Fayette County, Georgia","111369","null","*****","*****","100123","688","null","null","11246","688","null","null",
"0500000US13115","Floyd County, Georgia","96824","null","*****","*****","90174","645","null","null","6650","645","null","null",
"0500000US13117","Forsyth County, Georgia","219880","null","*****","*****","183138","1188","null","null","36742","1188","null","null",
"0500000US13119","Franklin County, Georgia","22514","null","*****","*****","21763","106","null","null","751","106","null","null",
"0500000US13121","Fulton County, Georgia","1021902","null","*****","*****","891823","3044","null","null","130079","3044","null","null",
"0500000US13123","Gilmer County, Georgia","29922","null","*****","*****","27862","290","null","null","2060","290","null","null",
"0500000US13125","Glascock County, Georgia","3009","null","*****","*****","3003","9","null","null","6","9","null","null",
"0500000US13127","Glynn County, Georgia","83974","null","*****","*****","79439","485","null","null","4535","485","null","null",
"0500000US13129","Gordon County, Georgia","56790","null","*****","*****","51557","495","null","null","5233","495","null","null",
"0500000US13131","Grady County, Georgia","24926","null","*****","*****","23495","118","null","null","1431","118","null","null",
"0500000US13133","Greene County, Georgia","16976","null","*****","*****","16173","140","null","null","803","140","null","null",
"0500000US13135","Gwinnett County, Georgia","902298","null","*****","*****","673782","4305","null","null","228516","4305","null","null",
"0500000US13137","Habersham County, Georgia","44289","null","*****","*****","40209","425","null","null","4080","425","null","null",
"0500000US13139","Hall County, Georgia","195961","null","*****","*****","163325","1259","null","null","32636","1259","null","null",
"0500000US13141","Hancock County, Georgia","8535","null","*****","*****","8349","116","null","null","186","116","null","null",
"0500000US13143","Haralson County, Georgia","28956","null","*****","*****","28593","129","null","null","363","129","null","null",
"0500000US13145","Harris County, Georgia","33590","null","*****","*****","32821","216","null","null","769","216","null","null",
"0500000US13147","Hart County, Georgia","25631","null","*****","*****","24971","141","null","null","660","141","null","null",
"0500000US13149","Heard County, Georgia","11677","null","*****","*****","11453","121","null","null","224","121","null","null",
"0500000US13151","Henry County, Georgia","221307","null","*****","*****","204324","1024","null","null","16983","1024","null","null",
"0500000US13153","Houston County, Georgia","151682","null","*****","*****","143546","696","null","null","8136","696","null","null",
"0500000US13155","Irwin County, Georgia","9268","null","*****","*****","9178","68","null","null","90","68","null","null",
"0500000US13157","Jackson County, Georgia","65755","null","*****","*****","62172","456","null","null","3583","456","null","null",
"0500000US13159","Jasper County, Georgia","13784","null","*****","*****","13513","59","null","null","271","59","null","null",
"0500000US13161","Jeff Davis County, Georgia","14991","null","*****","*****","14305","181","null","null","686","181","null","null",
"0500000US13163","Jefferson County, Georgia","15772","null","*****","*****","15389","63","null","null","383","63","null","null",
"0500000US13165","Jenkins County, Georgia","8827","null","*****","*****","8407","173","null","null","420","173","null","null",
"0500000US13167","Johnson County, Georgia","9730","null","*****","*****","9651","46","null","null","79","46","null","null",
"0500000US13169","Jones County, Georgia","28548","null","*****","*****","28261","93","null","null","287","93","null","null",
"0500000US13171","Lamar County, Georgia","18513","null","*****","*****","18043","168","null","null","470","168","null","null",
"0500000US13173","Lanier County, Georgia","10366","null","*****","*****","10213","103","null","null","153","103","null","null",
"0500000US13175","Laurens County, Georgia","47418","null","*****","*****","46728","166","null","null","690","166","null","null",
"0500000US13177","Lee County, Georgia","29348","null","*****","*****","28278","213","null","null","1070","213","null","null",
"0500000US13179","Liberty County, Georgia","62108","null","*****","*****","58633","438","null","null","3475","438","null","null",
"0500000US13181","Lincoln County, Georgia","7799","null","*****","*****","7706","45","null","null","93","45","null","null",
"0500000US13183","Long County, Georgia","18156","null","*****","*****","16989","290","null","null","1167","290","null","null",
"0500000US13185","Lowndes County, Georgia","114582","null","*****","*****","109759","635","null","null","4823","635","null","null",
"0500000US13187","Lumpkin County, Georgia","31951","null","*****","*****","30815","258","null","null","1136","258","null","null",
"0500000US13189","McDuffie County, Georgia","21498","null","*****","*****","20834","224","null","null","664","224","null","null",
"0500000US13191","McIntosh County, Georgia","14120","null","*****","*****","13792","246","null","null","328","246","null","null",
"0500000US13193","Macon County, Georgia","13480","null","*****","*****","13228","74","null","null","252","74","null","null",
"0500000US13195","Madison County, Georgia","28900","null","*****","*****","27744","167","null","null","1156","167","null","null",
"0500000US13197","Marion County, Georgia","8484","null","*****","*****","8044","228","null","null","440","228","null","null",
"0500000US13199","Meriwether County, Georgia","21113","null","*****","*****","20861","108","null","null","252","108","null","null",
"0500000US13201","Miller County, Georgia","5836","null","*****","*****","5827","15","null","null","9","15","null","null",
"0500000US13205","Mitchell County, Georgia","22432","null","*****","*****","21716","109","null","null","716","109","null","null",
"0500000US13207","Monroe County, Georgia","27010","null","*****","*****","26257","233","null","null","753","233","null","null",
"0500000US13209","Montgomery County, Georgia","9036","null","*****","*****","8442","102","null","null","594","102","null","null",
"0500000US13211","Morgan County, Georgia","18235","null","*****","*****","17798","143","null","null","437","143","null","null",
"0500000US13213","Murray County, Georgia","39557","null","*****","*****","36518","289","null","null","3039","289","null","null",
"0500000US13215","Muscogee County, Georgia","196670","null","*****","*****","186336","724","null","null","10334","724","null","null",
"0500000US13217","Newton County, Georgia","106497","null","*****","*****","100141","753","null","null","6356","753","null","null",
"0500000US13219","Oconee County, Georgia","37017","null","*****","*****","34790","301","null","null","2227","301","null","null",
"0500000US13221","Oglethorpe County, Georgia","14784","null","*****","*****","14520","121","null","null","264","121","null","null",
"0500000US13223","Paulding County, Georgia","155840","null","*****","*****","147364","1002","null","null","8476","1002","null","null",
"0500000US13225","Peach County, Georgia","26966","null","*****","*****","25461","170","null","null","1505","170","null","null",
"0500000US13227","Pickens County, Georgia","30832","null","*****","*****","30167","199","null","null","665","199","null","null",
"0500000US13229","Pierce County, Georgia","19164","null","*****","*****","18661","73","null","null","503","73","null","null",
"0500000US13231","Pike County, Georgia","18082","null","*****","*****","17806","108","null","null","276","108","null","null",
"0500000US13233","Polk County, Georgia","41621","null","*****","*****","38908","309","null","null","2713","309","null","null",
"0500000US13235","Pulaski County, Georgia","11295","null","*****","*****","11078","135","null","null","217","135","null","null",
"0500000US13237","Putnam County, Georgia","21503","null","*****","*****","20705","253","null","null","798","253","null","null",
"0500000US13239","Quitman County, Georgia","2276","null","152","null","2155","167","null","null","121","92","null","null",
"0500000US13241","Rabun County, Georgia","16457","null","*****","*****","15585","192","null","null","872","192","null","null",
"0500000US13243","Randolph County, Georgia","7087","null","*****","*****","7052","27","null","null","35","27","null","null",
"0500000US13245","Richmond County, Georgia","201463","null","*****","*****","194097","769","null","null","7366","769","null","null",
"0500000US13247","Rockdale County, Georgia","89011","null","*****","*****","79962","742","null","null","9049","742","null","null",
"0500000US13249","Schley County, Georgia","5211","null","*****","*****","5167","36","null","null","44","36","null","null",
"0500000US13251","Screven County, Georgia","13990","null","*****","*****","13749","71","null","null","241","71","null","null",
"0500000US13253","Seminole County, Georgia","8437","null","*****","*****","8361","35","null","null","76","35","null","null",
"0500000US13255","Spalding County, Georgia","64719","null","*****","*****","62845","334","null","null","1874","334","null","null",
"0500000US13257","Stephens County, Georgia","25676","null","*****","*****","25137","112","null","null","539","112","null","null",
"0500000US13259","Stewart County, Georgia","6042","null","*****","*****","4097","252","null","null","1945","252","null","null",
"0500000US13261","Sumter County, Georgia","30352","null","*****","*****","29202","197","null","null","1150","197","null","null",
"0500000US13263","Talbot County, Georgia","6378","null","*****","*****","6312","48","null","null","66","48","null","null",
"0500000US13265","Taliaferro County, Georgia","1665","null","152","null","1626","155","null","null","39","35","null","null",
"0500000US13267","Tattnall County, Georgia","25353","null","*****","*****","24185","235","null","null","1168","235","null","null",
"0500000US13269","Taylor County, Georgia","8193","null","*****","*****","8083","110","null","null","110","110","null","null",
"0500000US13271","Telfair County, Georgia","16115","null","*****","*****","14061","173","null","null","2054","173","null","null",
"0500000US13273","Terrell County, Georgia","8859","null","*****","*****","8667","128","null","null","192","128","null","null",
"0500000US13275","Thomas County, Georgia","44730","null","*****","*****","43699","223","null","null","1031","223","null","null",
"0500000US13277","Tift County, Georgia","40510","null","*****","*****","38386","378","null","null","2124","378","null","null",
"0500000US13279","Toombs County, Georgia","27048","null","*****","*****","25386","223","null","null","1662","223","null","null",
"0500000US13281","Towns County, Georgia","11417","null","*****","*****","11072","132","null","null","345","132","null","null",
"0500000US13283","Treutlen County, Georgia","6777","null","*****","*****","6468","271","null","null","309","271","null","null",
"0500000US13285","Troup County, Georgia","69774","null","*****","*****","67004","465","null","null","2770","465","null","null",
"0500000US13287","Turner County, Georgia","7962","null","*****","*****","7883","71","null","null","79","71","null","null",
"0500000US13289","Twiggs County, Georgia","8284","null","*****","*****","8176","134","null","null","108","134","null","null",
"0500000US13291","Union County, Georgia","22775","null","*****","*****","22124","184","null","null","651","184","null","null",
"0500000US13293","Upson County, Georgia","26216","null","*****","*****","25816","119","null","null","400","119","null","null",
"0500000US13295","Walker County, Georgia","68824","null","*****","*****","67870","193","null","null","954","193","null","null",
"0500000US13297","Walton County, Georgia","90132","null","*****","*****","85540","446","null","null","4592","446","null","null",
"0500000US13299","Ware County, Georgia","35599","null","*****","*****","34693","318","null","null","906","318","null","null",
"0500000US13301","Warren County, Georgia","5346","null","*****","*****","5268","65","null","null","78","65","null","null",
"0500000US13303","Washington County, Georgia","20461","null","*****","*****","20084","117","null","null","377","117","null","null",
"0500000US13305","Wayne County, Georgia","29767","null","*****","*****","28908","200","null","null","859","200","null","null",
"0500000US13307","Webster County, Georgia","2613","null","*****","*****","2513","67","null","null","100","67","null","null",
"0500000US13309","Wheeler County, Georgia","7939","null","*****","*****","7871","60","null","null","68","60","null","null",
"0500000US13311","White County, Georgia","28928","null","*****","*****","28135","243","null","null","793","243","null","null",
"0500000US13313","Whitfield County, Georgia","103849","null","*****","*****","84590","789","null","null","19259","789","null","null",
"0500000US13315","Wilcox County, Georgia","8846","null","*****","*****","8599","58","null","null","247","58","null","null",
"0500000US13317","Wilkes County, Georgia","9884","null","*****","*****","9476","115","null","null","408","115","null","null",
"0500000US13319","Wilkinson County, Georgia","9078","null","*****","*****","8929","36","null","null","149","36","null","null",
"0500000US13321","Worth County, Georgia","20656","null","*****","*****","20388","121","null","null","268","121","null","null",
"0500000US15001","Hawaii County, Hawaii","197658","null","*****","*****","174140","1570","null","null","23518","1570","null","null",
"0500000US15003","Honolulu County, Hawaii","987638","null","*****","*****","794966","3630","null","null","192672","3630","null","null",
"0500000US15005","Kalawao County, Hawaii","75","null","16","null","73","16","null","null","2","2","null","null",
"0500000US15007","Kauai County, Hawaii","71377","null","*****","*****","59001","938","null","null","12376","938","null","null",
"0500000US15009","Maui County, Hawaii","165281","null","16","null","134263","1692","null","null","31018","1693","null","null",
"0500000US16001","Ada County, Idaho","446052","null","*****","*****","420283","1635","null","null","25769","1635","null","null",
"0500000US16003","Adams County, Idaho","4019","null","*****","*****","3951","39","null","null","68","39","null","null",
"0500000US16005","Bannock County, Idaho","85065","null","*****","*****","81580","426","null","null","3485","426","null","null",
"0500000US16007","Bear Lake County, Idaho","5962","null","*****","*****","5753","51","null","null","209","51","null","null",
"0500000US16009","Benewah County, Idaho","9086","null","*****","*****","8987","50","null","null","99","50","null","null",
"0500000US16011","Bingham County, Idaho","45551","null","*****","*****","42717","346","null","null","2834","346","null","null",
"0500000US16013","Blaine County, Idaho","21994","null","*****","*****","18789","300","null","null","3205","300","null","null",
"0500000US16015","Boise County, Idaho","7163","null","*****","*****","6994","74","null","null","169","74","null","null",
"0500000US16017","Bonner County, Idaho","42711","null","*****","*****","41742","223","null","null","969","223","null","null",
"0500000US16019","Bonneville County, Idaho","112397","null","*****","*****","106119","654","null","null","6278","654","null","null",
"0500000US16021","Boundary County, Idaho","11549","null","*****","*****","11023","166","null","null","526","166","null","null",
"0500000US16023","Butte County, Idaho","2602","null","*****","*****","2577","21","null","null","25","21","null","null",
"0500000US16025","Camas County, Idaho","886","null","105","null","871","107","null","null","15","17","null","null",
"0500000US16027","Canyon County, Idaho","212230","null","*****","*****","194434","1142","null","null","17796","1142","null","null",
"0500000US16029","Caribou County, Idaho","6918","null","*****","*****","6719","60","null","null","199","60","null","null",
"0500000US16031","Cassia County, Idaho","23615","null","*****","*****","21015","272","null","null","2600","272","null","null",
"0500000US16033","Clark County, Idaho","1077","null","105","null","774","126","null","null","303","86","null","null",
"0500000US16035","Clearwater County, Idaho","8640","null","*****","*****","8441","67","null","null","199","67","null","null",
"0500000US16037","Custer County, Idaho","4141","null","*****","*****","4089","34","null","null","52","34","null","null",
"0500000US16039","Elmore County, Idaho","26433","null","*****","*****","24084","234","null","null","2349","234","null","null",
"0500000US16041","Franklin County, Idaho","13279","null","*****","*****","12913","88","null","null","366","88","null","null",
"0500000US16043","Fremont County, Idaho","12965","null","*****","*****","12312","121","null","null","653","121","null","null",
"0500000US16045","Gem County, Idaho","17052","null","*****","*****","16538","150","null","null","514","150","null","null",
"0500000US16047","Gooding County, Idaho","15169","null","*****","*****","13192","217","null","null","1977","217","null","null",
"0500000US16049","Idaho County, Idaho","16337","null","*****","*****","16112","101","null","null","225","101","null","null",
"0500000US16051","Jefferson County, Idaho","27969","null","*****","*****","26872","240","null","null","1097","240","null","null",
"0500000US16053","Jerome County, Idaho","23431","null","*****","*****","19779","316","null","null","3652","316","null","null",
"0500000US16055","Kootenai County, Idaho","153605","null","*****","*****","150074","471","null","null","3531","471","null","null",
"0500000US16057","Latah County, Idaho","39239","null","*****","*****","36801","455","null","null","2438","455","null","null",
"0500000US16059","Lemhi County, Idaho","7798","null","*****","*****","7560","142","null","null","238","142","null","null",
"0500000US16061","Lewis County, Idaho","3845","null","*****","*****","3768","31","null","null","77","31","null","null",
"0500000US16063","Lincoln County, Idaho","5321","null","*****","*****","4550","121","null","null","771","121","null","null",
"0500000US16065","Madison County, Idaho","38705","null","*****","*****","37149","306","null","null","1556","306","null","null",
"0500000US16067","Minidoka County, Idaho","20615","null","*****","*****","17442","350","null","null","3173","350","null","null",
"0500000US16069","Nez Perce County, Idaho","40155","null","*****","*****","39536","175","null","null","619","175","null","null",
"0500000US16071","Oneida County, Idaho","4326","null","*****","*****","4191","59","null","null","135","59","null","null",
"0500000US16073","Owyhee County, Idaho","11455","null","*****","*****","10278","138","null","null","1177","138","null","null",
"0500000US16075","Payette County, Idaho","23041","null","*****","*****","21481","332","null","null","1560","332","null","null",
"0500000US16077","Power County, Idaho","7713","null","*****","*****","6540","187","null","null","1173","187","null","null",
"0500000US16079","Shoshone County, Idaho","12526","null","*****","*****","12334","78","null","null","192","78","null","null",
"0500000US16081","Teton County, Idaho","11080","null","*****","*****","10124","232","null","null","956","232","null","null",
"0500000US16083","Twin Falls County, Idaho","83666","null","*****","*****","76598","675","null","null","7068","675","null","null",
"0500000US16085","Valley County, Idaho","10401","null","*****","*****","10341","47","null","null","60","47","null","null",
"0500000US16087","Washington County, Idaho","10025","null","*****","*****","9386","148","null","null","639","148","null","null",
"0500000US17001","Adams County, Illinois","66427","null","*****","*****","65397","214","null","null","1030","214","null","null",
"0500000US17003","Alexander County, Illinois","6532","null","*****","*****","6489","36","null","null","43","36","null","null",
"0500000US17005","Bond County, Illinois","16712","null","*****","*****","16288","145","null","null","424","145","null","null",
"0500000US17007","Boone County, Illinois","53606","null","*****","*****","48120","564","null","null","5486","564","null","null",
"0500000US17009","Brown County, Illinois","6675","null","*****","*****","6468","96","null","null","207","96","null","null",
"0500000US17011","Bureau County, Illinois","33381","null","*****","*****","32139","147","null","null","1242","147","null","null",
"0500000US17013","Calhoun County, Illinois","4858","null","*****","*****","4821","24","null","null","37","24","null","null",
"0500000US17015","Carroll County, Illinois","14562","null","*****","*****","14233","82","null","null","329","82","null","null",
"0500000US17017","Cass County, Illinois","12665","null","*****","*****","11285","194","null","null","1380","194","null","null",
"0500000US17019","Champaign County, Illinois","209448","null","*****","*****","184360","1017","null","null","25088","1017","null","null",
"0500000US17021","Christian County, Illinois","33231","null","*****","*****","32814","125","null","null","417","125","null","null",
"0500000US17023","Clark County, Illinois","15836","null","*****","*****","15658","51","null","null","178","51","null","null",
"0500000US17025","Clay County, Illinois","13338","null","*****","*****","13208","101","null","null","130","101","null","null",
"0500000US17027","Clinton County, Illinois","37628","null","*****","*****","37036","125","null","null","592","125","null","null",
"0500000US17029","Coles County, Illinois","51736","null","*****","*****","50518","290","null","null","1218","290","null","null",
"0500000US17031","Cook County, Illinois","5223719","null","*****","*****","4124060","7906","null","null","1099659","7906","null","null",
"0500000US17033","Crawford County, Illinois","19088","null","*****","*****","18729","130","null","null","359","130","null","null",
"0500000US17035","Cumberland County, Illinois","10865","null","*****","*****","10759","55","null","null","106","55","null","null",
"0500000US17037","DeKalb County, Illinois","104200","null","*****","*****","96974","582","null","null","7226","582","null","null",
"0500000US17039","De Witt County, Illinois","16042","null","*****","*****","15792","76","null","null","250","76","null","null",
"0500000US17041","Douglas County, Illinois","19714","null","*****","*****","19008","113","null","null","706","113","null","null",
"0500000US17043","DuPage County, Illinois","931743","null","*****","*****","754529","3035","null","null","177214","3035","null","null",
"0500000US17045","Edgar County, Illinois","17539","null","*****","*****","17291","71","null","null","248","71","null","null",
"0500000US17047","Edwards County, Illinois","6507","null","*****","*****","6477","15","null","null","30","15","null","null",
"0500000US17049","Effingham County, Illinois","34174","null","*****","*****","33474","189","null","null","700","189","null","null",
"0500000US17051","Fayette County, Illinois","21724","null","*****","*****","21536","71","null","null","188","71","null","null",
"0500000US17053","Ford County, Illinois","13398","null","*****","*****","13275","54","null","null","123","54","null","null",
"0500000US17055","Franklin County, Illinois","39127","null","*****","*****","38772","109","null","null","355","109","null","null",
"0500000US17057","Fulton County, Illinois","35418","null","*****","*****","34791","207","null","null","627","207","null","null",
"0500000US17059","Gallatin County, Illinois","5157","null","*****","*****","5118","39","null","null","39","39","null","null",
"0500000US17061","Greene County, Illinois","13218","null","*****","*****","13144","38","null","null","74","38","null","null",
"0500000US17063","Grundy County, Illinois","50509","null","*****","*****","48608","296","null","null","1901","296","null","null",
"0500000US17065","Hamilton County, Illinois","8221","null","*****","*****","8090","71","null","null","131","71","null","null",
"0500000US17067","Hancock County, Illinois","18112","null","*****","*****","17883","104","null","null","229","104","null","null",
"0500000US17069","Hardin County, Illinois","4009","null","*****","*****","3998","15","null","null","11","15","null","null",
"0500000US17071","Henderson County, Illinois","6884","null","*****","*****","6796","47","null","null","88","47","null","null",
"0500000US17073","Henry County, Illinois","49464","null","*****","*****","48479","223","null","null","985","223","null","null",
"0500000US17075","Iroquois County, Illinois","28169","null","*****","*****","27263","164","null","null","906","164","null","null",
"0500000US17077","Jackson County, Illinois","58551","null","*****","*****","55296","417","null","null","3255","417","null","null",
"0500000US17079","Jasper County, Illinois","9598","null","*****","*****","9472","120","null","null","126","120","null","null",
"0500000US17081","Jefferson County, Illinois","38169","null","*****","*****","37459","99","null","null","710","99","null","null",
"0500000US17083","Jersey County, Illinois","22069","null","*****","*****","21773","204","null","null","296","204","null","null",
"0500000US17085","Jo Daviess County, Illinois","21834","null","*****","*****","21316","76","null","null","518","76","null","null",
"0500000US17087","Johnson County, Illinois","12602","null","*****","*****","12389","56","null","null","213","56","null","null",
"0500000US17089","Kane County, Illinois","530839","null","*****","*****","437070","2370","null","null","93769","2370","null","null",
"0500000US17091","Kankakee County, Illinois","111061","null","*****","*****","105594","469","null","null","5467","469","null","null",
"0500000US17093","Kendall County, Illinois","124626","null","*****","*****","113035","1161","null","null","11591","1161","null","null",
"0500000US17095","Knox County, Illinois","50999","null","*****","*****","49385","293","null","null","1614","293","null","null",
"0500000US17097","Lake County, Illinois","703619","null","*****","*****","572604","2049","null","null","131015","2049","null","null",
"0500000US17099","LaSalle County, Illinois","110401","null","*****","*****","106409","473","null","null","3992","473","null","null",
"0500000US17101","Lawrence County, Illinois","16189","null","*****","*****","15890","111","null","null","299","111","null","null",
"0500000US17103","Lee County, Illinois","34527","null","*****","*****","33574","156","null","null","953","156","null","null",
"0500000US17105","Livingston County, Illinois","36324","null","*****","*****","35578","150","null","null","746","150","null","null",
"0500000US17107","Logan County, Illinois","29207","null","*****","*****","28770","91","null","null","437","88","null","null",
"0500000US17109","McDonough County, Illinois","30875","null","*****","*****","29680","317","null","null","1195","317","null","null",
"0500000US17111","McHenry County, Illinois","307789","null","*****","*****","278250","1281","null","null","29539","1281","null","null",
"0500000US17113","McLean County, Illinois","173219","null","*****","*****","161141","732","null","null","12078","732","null","null",
"0500000US17115","Macon County, Illinois","106512","null","*****","*****","104332","267","null","null","2180","267","null","null",
"0500000US17117","Macoupin County, Illinois","45719","null","*****","*****","45344","91","null","null","375","91","null","null",
"0500000US17119","Madison County, Illinois","265670","null","*****","*****","259565","621","null","null","6105","621","null","null",
"0500000US17121","Marion County, Illinois","38084","null","*****","*****","37572","155","null","null","512","155","null","null",
"0500000US17123","Marshall County, Illinois","11794","null","*****","*****","11623","47","null","null","171","47","null","null",
"0500000US17125","Mason County, Illinois","13778","null","*****","*****","13684","38","null","null","94","38","null","null",
"0500000US17127","Massac County, Illinois","14430","null","*****","*****","14350","66","null","null","80","66","null","null",
"0500000US17129","Menard County, Illinois","12367","null","*****","*****","12271","54","null","null","96","54","null","null",
"0500000US17131","Mercer County, Illinois","15693","null","*****","*****","15502","58","null","null","191","58","null","null",
"0500000US17133","Monroe County, Illinois","33936","null","*****","*****","33376","162","null","null","560","162","null","null",
"0500000US17135","Montgomery County, Illinois","29009","null","*****","*****","28728","104","null","null","281","104","null","null",
"0500000US17137","Morgan County, Illinois","34426","null","*****","*****","33761","169","null","null","665","169","null","null",
"0500000US17139","Moultrie County, Illinois","14703","null","*****","*****","14538","59","null","null","165","59","null","null",
"0500000US17141","Ogle County, Illinois","51328","null","*****","*****","48745","460","null","null","2583","460","null","null",
"0500000US17143","Peoria County, Illinois","184463","null","*****","*****","174216","587","null","null","10247","587","null","null",
"0500000US17145","Perry County, Illinois","21384","null","*****","*****","21148","80","null","null","236","80","null","null",
"0500000US17147","Piatt County, Illinois","16427","null","*****","*****","16238","76","null","null","189","76","null","null",
"0500000US17149","Pike County, Illinois","15754","null","*****","*****","15687","34","null","null","67","34","null","null",
"0500000US17151","Pope County, Illinois","4249","null","*****","*****","4212","19","null","null","37","19","null","null",
"0500000US17153","Pulaski County, Illinois","5611","null","*****","*****","5543","44","null","null","68","44","null","null",
"0500000US17155","Putnam County, Illinois","5746","null","*****","*****","5578","65","null","null","168","65","null","null",
"0500000US17157","Randolph County, Illinois","32546","null","*****","*****","32119","97","null","null","427","97","null","null",
"0500000US17159","Richland County, Illinois","15881","null","*****","*****","15542","114","null","null","339","114","null","null",
"0500000US17161","Rock Island County, Illinois","145275","null","*****","*****","133677","836","null","null","11598","836","null","null",
"0500000US17163","St. Clair County, Illinois","263463","null","*****","*****","255774","613","null","null","7689","613","null","null",
"0500000US17165","Saline County, Illinois","24231","null","*****","*****","23985","75","null","null","246","75","null","null",
"0500000US17167","Sangamon County, Illinois","197661","null","*****","*****","191564","490","null","null","6097","490","null","null",
"0500000US17169","Schuyler County, Illinois","7064","null","*****","*****","6944","66","null","null","120","66","null","null",
"0500000US17171","Scott County, Illinois","5047","null","*****","*****","5004","24","null","null","43","24","null","null",
"0500000US17173","Shelby County, Illinois","21832","null","*****","*****","21767","51","null","null","65","51","null","null",
"0500000US17175","Stark County, Illinois","5500","null","*****","*****","5420","34","null","null","80","34","null","null",
"0500000US17177","Stephenson County, Illinois","45433","null","*****","*****","44410","229","null","null","1023","229","null","null",
"0500000US17179","Tazewell County, Illinois","133852","null","*****","*****","131221","292","null","null","2631","292","null","null",
"0500000US17181","Union County, Illinois","17127","null","*****","*****","16586","119","null","null","541","119","null","null",
"0500000US17183","Vermilion County, Illinois","78407","null","*****","*****","76715","231","null","null","1692","231","null","null",
"0500000US17185","Wabash County, Illinois","11573","null","*****","*****","11346","84","null","null","227","84","null","null",
"0500000US17187","Warren County, Illinois","17338","null","*****","*****","16490","165","null","null","848","165","null","null",
"0500000US17189","Washington County, Illinois","14155","null","*****","*****","14039","38","null","null","116","38","null","null",
"0500000US17191","Wayne County, Illinois","16487","null","*****","*****","16376","68","null","null","111","68","null","null",
"0500000US17193","White County, Illinois","14025","null","*****","*****","13850","59","null","null","175","59","null","null",
"0500000US17195","Whiteside County, Illinois","56396","null","*****","*****","54607","310","null","null","1789","310","null","null",
"0500000US17197","Will County, Illinois","688697","null","*****","*****","605352","2229","null","null","83345","2229","null","null",
"0500000US17199","Williamson County, Illinois","67299","null","*****","*****","66161","241","null","null","1138","241","null","null",
"0500000US17201","Winnebago County, Illinois","286174","null","*****","*****","262137","1154","null","null","24037","1154","null","null",
"0500000US17203","Woodford County, Illinois","38817","null","*****","*****","38316","108","null","null","501","108","null","null",
"0500000US18001","Adams County, Indiana","35195","null","*****","*****","34833","110","null","null","362","110","null","null",
"0500000US18003","Allen County, Indiana","370016","null","*****","*****","345990","1084","null","null","24026","1084","null","null",
"0500000US18005","Bartholomew County, Indiana","81893","null","*****","*****","73373","644","null","null","8520","644","null","null",
"0500000US18007","Benton County, Indiana","8667","null","*****","*****","8522","47","null","null","145","47","null","null",
"0500000US18009","Blackford County, Indiana","12129","null","*****","*****","11938","106","null","null","191","106","null","null",
"0500000US18011","Boone County, Indiana","64321","null","*****","*****","61878","326","null","null","2443","326","null","null",
"0500000US18013","Brown County, Indiana","15034","null","*****","*****","14775","115","null","null","259","115","null","null",
"0500000US18015","Carroll County, Indiana","19994","null","*****","*****","19409","133","null","null","585","133","null","null",
"0500000US18017","Cass County, Indiana","38084","null","*****","*****","34642","325","null","null","3442","325","null","null",
"0500000US18019","Clark County, Indiana","115702","null","*****","*****","111568","482","null","null","4134","482","null","null",
"0500000US18021","Clay County, Indiana","26268","null","*****","*****","26049","78","null","null","219","78","null","null",
"0500000US18023","Clinton County, Indiana","32301","null","*****","*****","30053","270","null","null","2248","270","null","null",
"0500000US18025","Crawford County, Indiana","10581","null","*****","*****","10562","18","null","null","19","18","null","null",
"0500000US18027","Daviess County, Indiana","32937","null","*****","*****","32032","195","null","null","905","195","null","null",
"0500000US18029","Dearborn County, Indiana","49501","null","*****","*****","48987","138","null","null","514","138","null","null",
"0500000US18031","Decatur County, Indiana","26552","null","*****","*****","26066","135","null","null","486","135","null","null",
"0500000US18033","DeKalb County, Indiana","42704","null","*****","*****","42115","147","null","null","589","147","null","null",
"0500000US18035","Delaware County, Indiana","115616","null","*****","*****","112985","412","null","null","2631","412","null","null",
"0500000US18037","Dubois County, Indiana","42418","null","*****","*****","40674","313","null","null","1744","313","null","null",
"0500000US18039","Elkhart County, Indiana","203604","null","*****","*****","187788","812","null","null","15816","812","null","null",
"0500000US18041","Fayette County, Indiana","23259","null","*****","*****","23097","66","null","null","162","66","null","null",
