"GEO_ID","NAME","B05012_001E","B05012_001EA","B05012_001M","B05012_001MA","B05012_002E","B05012_002M","B05012_002MA","B05012_002EA","B05012_003E","B05012_003M","B05012_003MA","B05012_003EA",
"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Estimate!!Total!!Native","Margin of Error!!Total!!Native","Annotation of Margin of Error!!Total!!Native","Annotation of Estimate!!Total!!Native","Estimate!!Total!!Foreign-Born","Margin of Error!!Total!!Foreign-Born","Annotation of Margin of Error!!Total!!Foreign-Born","Annotation of Estimate!!Total!!Foreign-Born",
"0100000US","United States","322903030","null","*****","*****","279363531","131204","null","null","43539499","131250","null","null",
"0500000US01001","Autauga County, Alabama","55200","null","*****","*****","54086","183","null","null","1114","183","null","null",
"0500000US01003","Baldwin County, Alabama","208107","null","*****","*****","200937","833","null","null","7170","833","null","null",
"0500000US01005","Barbour County, Alabama","25782","null","*****","*****","25136","109","null","null","646","109","null","null",
"0500000US01007","Bibb County, Alabama","22527","null","*****","*****","22202","131","null","null","325","131","null","null",
"0500000US01009","Blount County, Alabama","57645","null","*****","*****","55132","266","null","null","2513","266","null","null",
"0500000US01011","Bullock County, Alabama","10352","null","*****","*****","10256","71","null","null","96","71","null","null",
"0500000US01013","Butler County, Alabama","20025","null","*****","*****","19750","51","null","null","275","51","null","null",
"0500000US01015","Calhoun County, Alabama","115098","null","*****","*****","112039","357","null","null","3059","357","null","null",
"0500000US01017","Chambers County, Alabama","33826","null","*****","*****","33356","110","null","null","470","110","null","null",
"0500000US01019","Cherokee County, Alabama","25853","null","*****","*****","25648","93","null","null","205","93","null","null",
"0500000US01021","Chilton County, Alabama","43930","null","*****","*****","41960","300","null","null","1970","300","null","null",
"0500000US01023","Choctaw County, Alabama","13075","null","*****","*****","13010","47","null","null","65","47","null","null",
"0500000US01025","Clarke County, Alabama","24387","null","*****","*****","24294","62","null","null","93","62","null","null",
"0500000US01027","Clay County, Alabama","13378","null","*****","*****","13117","84","null","null","261","84","null","null",
"0500000US01029","Cleburne County, Alabama","14938","null","*****","*****","14713","56","null","null","225","56","null","null",
"0500000US01031","Coffee County, Alabama","51288","null","*****","*****","49448","345","null","null","1840","345","null","null",
"0500000US01033","Colbert County, Alabama","54495","null","*****","*****","53590","187","null","null","905","187","null","null",
"0500000US01035","Conecuh County, Alabama","12514","null","*****","*****","12425","50","null","null","89","50","null","null",
"0500000US01037","Coosa County, Alabama","10855","null","*****","*****","10804","79","null","null","51","79","null","null",
"0500000US01039","Covington County, Alabama","37351","null","*****","*****","37073","77","null","null","278","77","null","null",
"0500000US01041","Crenshaw County, Alabama","13865","null","*****","*****","13595","116","null","null","270","116","null","null",
"0500000US01043","Cullman County, Alabama","82313","null","*****","*****","80328","310","null","null","1985","310","null","null",
"0500000US01045","Dale County, Alabama","49255","null","*****","*****","47618","369","null","null","1637","369","null","null",
"0500000US01047","Dallas County, Alabama","40029","null","*****","*****","39501","146","null","null","528","146","null","null",
"0500000US01049","DeKalb County, Alabama","71200","null","*****","*****","65875","382","null","null","5325","382","null","null",
"0500000US01051","Elmore County, Alabama","81212","null","*****","*****","79766","321","null","null","1446","321","null","null",
"0500000US01053","Escambia County, Alabama","37328","null","*****","*****","36963","200","null","null","365","200","null","null",
"0500000US01055","Etowah County, Alabama","102939","null","*****","*****","99962","293","null","null","2977","293","null","null",
"0500000US01057","Fayette County, Alabama","16585","null","*****","*****","16433","101","null","null","152","101","null","null",
"0500000US01059","Franklin County, Alabama","31542","null","*****","*****","28623","564","null","null","2919","564","null","null",
"0500000US01061","Geneva County, Alabama","26491","null","*****","*****","26085","91","null","null","406","91","null","null",
"0500000US01063","Greene County, Alabama","8426","null","*****","*****","8418","7","null","null","8","7","null","null",
"0500000US01065","Hale County, Alabama","14887","null","*****","*****","14801","53","null","null","86","53","null","null",
"0500000US01067","Henry County, Alabama","17124","null","*****","*****","16939","86","null","null","185","86","null","null",
"0500000US01069","Houston County, Alabama","104352","null","*****","*****","101985","195","null","null","2367","195","null","null",
"0500000US01071","Jackson County, Alabama","52094","null","*****","*****","51195","216","null","null","899","216","null","null",
"0500000US01073","Jefferson County, Alabama","659892","null","*****","*****","633282","1055","null","null","26610","1055","null","null",
"0500000US01075","Lamar County, Alabama","13933","null","*****","*****","13847","95","null","null","86","95","null","null",
"0500000US01077","Lauderdale County, Alabama","92585","null","*****","*****","90680","316","null","null","1905","316","null","null",
"0500000US01079","Lawrence County, Alabama","33171","null","*****","*****","32847","132","null","null","324","132","null","null",
"0500000US01081","Lee County, Alabama","159287","null","*****","*****","150602","720","null","null","8685","720","null","null",
"0500000US01083","Limestone County, Alabama","93052","null","*****","*****","89613","408","null","null","3439","408","null","null",
"0500000US01085","Lowndes County, Alabama","10236","null","*****","*****","10204","31","null","null","32","31","null","null",
"0500000US01087","Macon County, Alabama","19054","null","*****","*****","18853","78","null","null","201","78","null","null",
"0500000US01089","Madison County, Alabama","357560","null","*****","*****","337989","1030","null","null","19571","1030","null","null",
"0500000US01091","Marengo County, Alabama","19538","null","*****","*****","19451","76","null","null","87","76","null","null",
"0500000US01093","Marion County, Alabama","29965","null","*****","*****","29589","124","null","null","376","124","null","null",
"0500000US01095","Marshall County, Alabama","95145","null","*****","*****","88900","511","null","null","6245","511","null","null",
"0500000US01097","Mobile County, Alabama","414659","null","*****","*****","401061","993","null","null","13598","993","null","null",
"0500000US01099","Monroe County, Alabama","21512","null","*****","*****","21376","61","null","null","136","61","null","null",
"0500000US01101","Montgomery County, Alabama","226941","null","*****","*****","216322","691","null","null","10619","691","null","null",
"0500000US01103","Morgan County, Alabama","119122","null","*****","*****","114075","448","null","null","5047","448","null","null",
"0500000US01105","Perry County, Alabama","9486","null","*****","*****","9343","129","null","null","143","129","null","null",
"0500000US01107","Pickens County, Alabama","20298","null","*****","*****","19635","145","null","null","663","145","null","null",
"0500000US01109","Pike County, Alabama","33403","null","*****","*****","31968","377","null","null","1435","377","null","null",
"0500000US01111","Randolph County, Alabama","22574","null","*****","*****","22214","113","null","null","360","113","null","null",
"0500000US01113","Russell County, Alabama","58213","null","*****","*****","56732","429","null","null","1481","429","null","null",
"0500000US01115","St. Clair County, Alabama","87306","null","*****","*****","85807","241","null","null","1499","241","null","null",
"0500000US01117","Shelby County, Alabama","211261","null","*****","*****","200101","747","null","null","11160","747","null","null",
"0500000US01119","Sumter County, Alabama","12985","null","*****","*****","12717","144","null","null","268","144","null","null",
"0500000US01121","Talladega County, Alabama","80565","null","*****","*****","79174","275","null","null","1391","275","null","null",
"0500000US01123","Tallapoosa County, Alabama","40636","null","*****","*****","40039","81","null","null","597","81","null","null",
"0500000US01125","Tuscaloosa County, Alabama","206213","null","*****","*****","198660","578","null","null","7553","578","null","null",
"0500000US01127","Walker County, Alabama","64493","null","*****","*****","63590","162","null","null","903","162","null","null",
"0500000US01129","Washington County, Alabama","16643","null","*****","*****","16468","136","null","null","175","136","null","null",
"0500000US01131","Wilcox County, Alabama","10809","null","*****","*****","10751","81","null","null","58","81","null","null",
"0500000US01133","Winston County, Alabama","23875","null","*****","*****","23616","110","null","null","259","110","null","null",
"0500000US02013","Aleutians East Borough, Alaska","3425","null","*****","*****","2307","239","null","null","1118","239","null","null",
"0500000US02016","Aleutians West Census Area, Alaska","5750","null","*****","*****","3470","136","null","null","2280","136","null","null",
"0500000US02020","Anchorage Municipality, Alaska","296112","null","*****","*****","264444","1361","null","null","31668","1361","null","null",
"0500000US02050","Bethel Census Area, Alaska","18040","null","*****","*****","17673","121","null","null","367","121","null","null",
"0500000US02060","Bristol Bay Borough, Alaska","890","null","89","null","873","87","null","null","17","12","null","null",
"0500000US02068","Denali Borough, Alaska","2232","null","380","null","2005","431","null","null","227","216","null","null",
"0500000US02070","Dillingham Census Area, Alaska","4975","null","*****","*****","4832","95","null","null","143","95","null","null",
"0500000US02090","Fairbanks North Star Borough, Alaska","99653","null","*****","*****","94517","499","null","null","5136","499","null","null",
"0500000US02100","Haines Borough, Alaska","2518","null","*****","*****","2353","83","null","null","165","83","null","null",
"0500000US02105","Hoonah-Angoon Census Area, Alaska","2132","null","*****","*****","1993","121","null","null","139","121","null","null",
"0500000US02110","Juneau City and Borough, Alaska","32330","null","*****","*****","29446","362","null","null","2884","362","null","null",
"0500000US02122","Kenai Peninsula Borough, Alaska","58220","null","*****","*****","56404","264","null","null","1816","264","null","null",
"0500000US02130","Ketchikan Gateway Borough, Alaska","13804","null","*****","*****","12645","88","null","null","1159","88","null","null",
"0500000US02150","Kodiak Island Borough, Alaska","13649","null","*****","*****","11002","217","null","null","2647","217","null","null",
"0500000US02158","Kusilvak Census Area, Alaska","8198","null","*****","*****","8109","67","null","null","89","67","null","null",
"0500000US02164","Lake and Peninsula Borough, Alaska","1375","null","380","null","1336","373","null","null","39","35","null","null",
"0500000US02170","Matanuska-Susitna Borough, Alaska","103464","null","*****","*****","99739","425","null","null","3725","425","null","null",
"0500000US02180","Nome Census Area, Alaska","9925","null","*****","*****","9640","127","null","null","285","127","null","null",
"0500000US02185","North Slope Borough, Alaska","9797","null","*****","*****","9223","84","null","null","574","84","null","null",
"0500000US02188","Northwest Arctic Borough, Alaska","7734","null","*****","*****","7637","43","null","null","97","43","null","null",
"0500000US02195","Petersburg Borough, Alaska","3255","null","*****","*****","2896","101","null","null","359","101","null","null",
"0500000US02198","Prince of Wales-Hyder Census Area, Alaska","6474","null","*****","*****","6300","33","null","null","174","33","null","null",
"0500000US02220","Sitka City and Borough, Alaska","8738","null","*****","*****","8045","99","null","null","693","99","null","null",
"0500000US02230","Skagway Municipality, Alaska","1061","null","123","null","989","136","null","null","72","30","null","null",
"0500000US02240","Southeast Fairbanks Census Area, Alaska","6876","null","*****","*****","6196","195","null","null","680","195","null","null",
"0500000US02261","Valdez-Cordova Census Area, Alaska","9301","null","*****","*****","8712","184","null","null","589","184","null","null",
"0500000US02275","Wrangell City and Borough, Alaska","2484","null","*****","*****","2358","75","null","null","126","75","null","null",
"0500000US02282","Yakutat City and Borough, Alaska","689","null","79","null","635","71","null","null","54","35","null","null",
"0500000US02290","Yukon-Koyukuk Census Area, Alaska","5415","null","*****","*****","5338","20","null","null","77","20","null","null",
"0500000US04001","Apache County, Arizona","71522","null","*****","*****","70331","318","null","null","1191","318","null","null",
"0500000US04003","Cochise County, Arizona","126279","null","*****","*****","112382","808","null","null","13897","808","null","null",
"0500000US04005","Coconino County, Arizona","140217","null","*****","*****","133424","672","null","null","6793","672","null","null",
"0500000US04007","Gila County, Arizona","53400","null","*****","*****","51392","322","null","null","2008","322","null","null",
"0500000US04009","Graham County, Arizona","37879","null","*****","*****","36506","315","null","null","1373","315","null","null",
"0500000US04011","Greenlee County, Arizona","9504","null","*****","*****","9201","109","null","null","303","109","null","null",
"0500000US04012","La Paz County, Arizona","20701","null","*****","*****","18428","422","null","null","2273","422","null","null",
"0500000US04013","Maricopa County, Arizona","4253913","null","*****","*****","3620968","6093","null","null","632945","6093","null","null",
"0500000US04015","Mohave County, Arizona","206064","null","*****","*****","192176","968","null","null","13888","968","null","null",
"0500000US04017","Navajo County, Arizona","108705","null","*****","*****","105541","398","null","null","3164","398","null","null",
"0500000US04019","Pima County, Arizona","1019722","null","*****","*****","887487","2902","null","null","132235","2902","null","null",
"0500000US04021","Pinal County, Arizona","419721","null","*****","*****","381159","1671","null","null","38562","1671","null","null",
"0500000US04023","Santa Cruz County, Arizona","46584","null","*****","*****","31620","862","null","null","14964","862","null","null",
"0500000US04025","Yavapai County, Arizona","224645","null","*****","*****","210589","1046","null","null","14056","1046","null","null",
"0500000US04027","Yuma County, Arizona","207829","null","*****","*****","152329","1628","null","null","55500","1628","null","null",
"0500000US05001","Arkansas County, Arkansas","18124","null","*****","*****","17989","112","null","null","135","112","null","null",
"0500000US05003","Ashley County, Arkansas","20537","null","*****","*****","19981","87","null","null","556","87","null","null",
"0500000US05005","Baxter County, Arkansas","41219","null","*****","*****","40484","157","null","null","735","157","null","null",
"0500000US05007","Benton County, Arkansas","258980","null","*****","*****","229609","956","null","null","29371","956","null","null",
"0500000US05009","Boone County, Arkansas","37288","null","*****","*****","36928","142","null","null","360","142","null","null",
"0500000US05011","Bradley County, Arkansas","10948","null","*****","*****","10215","118","null","null","733","118","null","null",
"0500000US05013","Calhoun County, Arkansas","5202","null","*****","*****","5172","23","null","null","30","23","null","null",
"0500000US05015","Carroll County, Arkansas","27887","null","*****","*****","25492","267","null","null","2395","267","null","null",
"0500000US05017","Chicot County, Arkansas","10826","null","*****","*****","10602","45","null","null","224","45","null","null",
"0500000US05019","Clark County, Arkansas","22385","null","*****","*****","21759","82","null","null","626","82","null","null",
"0500000US05021","Clay County, Arkansas","15061","null","*****","*****","14946","69","null","null","115","69","null","null",
"0500000US05023","Cleburne County, Arkansas","25230","null","*****","*****","24870","134","null","null","360","134","null","null",
"0500000US05025","Cleveland County, Arkansas","8226","null","*****","*****","8094","105","null","null","132","105","null","null",
"0500000US05027","Columbia County, Arkansas","23892","null","*****","*****","23420","184","null","null","472","184","null","null",
"0500000US05029","Conway County, Arkansas","20906","null","*****","*****","20432","118","null","null","474","118","null","null",
"0500000US05031","Craighead County, Arkansas","105701","null","*****","*****","101303","557","null","null","4398","557","null","null",
"0500000US05033","Crawford County, Arkansas","62472","null","*****","*****","60140","367","null","null","2332","367","null","null",
"0500000US05035","Crittenden County, Arkansas","49013","null","*****","*****","48202","177","null","null","811","177","null","null",
"0500000US05037","Cross County, Arkansas","16998","null","*****","*****","16926","82","null","null","72","82","null","null",
"0500000US05039","Dallas County, Arkansas","7432","null","*****","*****","7367","48","null","null","65","48","null","null",
"0500000US05041","Desha County, Arkansas","11887","null","*****","*****","11419","86","null","null","468","86","null","null",
"0500000US05043","Drew County, Arkansas","18502","null","*****","*****","18282","88","null","null","220","88","null","null",
"0500000US05045","Faulkner County, Arkansas","122416","null","*****","*****","118495","541","null","null","3921","541","null","null",
"0500000US05047","Franklin County, Arkansas","17780","null","*****","*****","17463","153","null","null","317","153","null","null",
"0500000US05049","Fulton County, Arkansas","12139","null","*****","*****","11989","87","null","null","150","87","null","null",
"0500000US05051","Garland County, Arkansas","98296","null","*****","*****","94871","426","null","null","3425","426","null","null",
"0500000US05053","Grant County, Arkansas","18086","null","*****","*****","17900","79","null","null","186","79","null","null",
"0500000US05055","Greene County, Arkansas","44623","null","*****","*****","44325","130","null","null","298","130","null","null",
"0500000US05057","Hempstead County, Arkansas","22018","null","*****","*****","20822","143","null","null","1196","143","null","null",
"0500000US05059","Hot Spring County, Arkansas","33520","null","*****","*****","33073","158","null","null","447","158","null","null",
"0500000US05061","Howard County, Arkansas","13389","null","*****","*****","12613","95","null","null","776","95","null","null",
"0500000US05063","Independence County, Arkansas","37264","null","*****","*****","36127","226","null","null","1137","226","null","null",
"0500000US05065","Izard County, Arkansas","13559","null","*****","*****","13307","71","null","null","252","71","null","null",
"0500000US05067","Jackson County, Arkansas","17225","null","*****","*****","17133","65","null","null","92","65","null","null",
"0500000US05069","Jefferson County, Arkansas","70424","null","*****","*****","69318","192","null","null","1106","192","null","null",
"0500000US05071","Johnson County, Arkansas","26291","null","*****","*****","23840","282","null","null","2451","282","null","null",
"0500000US05073","Lafayette County, Arkansas","6915","null","*****","*****","6792","69","null","null","123","69","null","null",
"0500000US05075","Lawrence County, Arkansas","16669","null","*****","*****","16522","66","null","null","147","66","null","null",
"0500000US05077","Lee County, Arkansas","9398","null","*****","*****","9311","88","null","null","87","88","null","null",
"0500000US05079","Lincoln County, Arkansas","13695","null","*****","*****","13441","68","null","null","254","68","null","null",
"0500000US05081","Little River County, Arkansas","12417","null","*****","*****","12380","34","null","null","37","34","null","null",
"0500000US05083","Logan County, Arkansas","21757","null","*****","*****","21361","148","null","null","396","148","null","null",
"0500000US05085","Lonoke County, Arkansas","72206","null","*****","*****","70658","310","null","null","1548","310","null","null",
"0500000US05087","Madison County, Arkansas","16076","null","*****","*****","15510","194","null","null","566","194","null","null",
"0500000US05089","Marion County, Arkansas","16438","null","*****","*****","16238","63","null","null","200","63","null","null",
"0500000US05091","Miller County, Arkansas","43759","null","*****","*****","43060","141","null","null","699","141","null","null",
"0500000US05093","Mississippi County, Arkansas","42831","null","*****","*****","42103","144","null","null","728","144","null","null",
"0500000US05095","Monroe County, Arkansas","7249","null","*****","*****","7201","39","null","null","48","39","null","null",
"0500000US05097","Montgomery County, Arkansas","8993","null","*****","*****","8691","85","null","null","302","85","null","null",
"0500000US05099","Nevada County, Arkansas","8440","null","*****","*****","8390","54","null","null","50","54","null","null",
"0500000US05101","Newton County, Arkansas","7848","null","*****","*****","7794","59","null","null","54","59","null","null",
"0500000US05103","Ouachita County, Arkansas","24106","null","*****","*****","23970","66","null","null","136","66","null","null",
"0500000US05105","Perry County, Arkansas","10322","null","*****","*****","10267","33","null","null","55","33","null","null",
"0500000US05107","Phillips County, Arkansas","19034","null","*****","*****","18927","78","null","null","107","78","null","null",
"0500000US05109","Pike County, Arkansas","10808","null","*****","*****","10368","110","null","null","440","110","null","null",
"0500000US05111","Poinsett County, Arkansas","24054","null","*****","*****","23898","64","null","null","156","64","null","null",
"0500000US05113","Polk County, Arkansas","20163","null","*****","*****","19248","109","null","null","915","109","null","null",
"0500000US05115","Pope County, Arkansas","63644","null","*****","*****","60319","414","null","null","3325","414","null","null",
"0500000US05117","Prairie County, Arkansas","8244","null","*****","*****","8239","10","null","null","5","10","null","null",
"0500000US05119","Pulaski County, Arkansas","393463","null","*****","*****","371739","1223","null","null","21724","1223","null","null",
"0500000US05121","Randolph County, Arkansas","17603","null","*****","*****","17265","191","null","null","338","191","null","null",
"0500000US05123","St. Francis County, Arkansas","26294","null","*****","*****","25915","153","null","null","379","153","null","null",
"0500000US05125","Saline County, Arkansas","118009","null","*****","*****","114390","398","null","null","3619","398","null","null",
"0500000US05127","Scott County, Arkansas","10442","null","*****","*****","10237","105","null","null","205","105","null","null",
"0500000US05129","Searcy County, Arkansas","7923","null","*****","*****","7849","50","null","null","74","50","null","null",
"0500000US05131","Sebastian County, Arkansas","127461","null","*****","*****","115954","643","null","null","11507","643","null","null",
"0500000US05133","Sevier County, Arkansas","17193","null","*****","*****","14355","240","null","null","2838","240","null","null",
"0500000US05135","Sharp County, Arkansas","17043","null","*****","*****","16912","61","null","null","131","61","null","null",
"0500000US05137","Stone County, Arkansas","12446","null","*****","*****","12401","44","null","null","45","44","null","null",
"0500000US05139","Union County, Arkansas","39732","null","*****","*****","38847","148","null","null","885","148","null","null",
"0500000US05141","Van Buren County, Arkansas","16684","null","*****","*****","16501","98","null","null","183","98","null","null",
"0500000US05143","Washington County, Arkansas","228529","null","*****","*****","203509","1079","null","null","25020","1079","null","null",
"0500000US05145","White County, Arkansas","78804","null","*****","*****","76581","293","null","null","2223","293","null","null",
"0500000US05147","Woodruff County, Arkansas","6660","null","*****","*****","6625","36","null","null","35","36","null","null",
"0500000US05149","Yell County, Arkansas","21573","null","*****","*****","19515","239","null","null","2058","239","null","null",
"0500000US06001","Alameda County, California","1643700","null","*****","*****","1111462","4624","null","null","532238","4624","null","null",
"0500000US06003","Alpine County, California","1146","null","161","null","1119","161","null","null","27","23","null","null",
"0500000US06005","Amador County, California","37829","null","*****","*****","35687","289","null","null","2142","289","null","null",
"0500000US06007","Butte County, California","227075","null","*****","*****","209909","818","null","null","17166","818","null","null",
"0500000US06009","Calaveras County, California","45235","null","*****","*****","42669","584","null","null","2566","584","null","null",
"0500000US06011","Colusa County, California","21464","null","*****","*****","15567","379","null","null","5897","379","null","null",
"0500000US06013","Contra Costa County, California","1133247","null","*****","*****","850039","4369","null","null","283208","4369","null","null",
"0500000US06015","Del Norte County, California","27424","null","*****","*****","25498","345","null","null","1926","345","null","null",
"0500000US06017","El Dorado County, California","186661","null","*****","*****","168767","1097","null","null","17894","1097","null","null",
"0500000US06019","Fresno County, California","978130","null","*****","*****","769312","3793","null","null","208818","3793","null","null",
"0500000US06021","Glenn County, California","27897","null","*****","*****","22641","471","null","null","5256","471","null","null",
"0500000US06023","Humboldt County, California","135768","null","*****","*****","128382","620","null","null","7386","620","null","null",
"0500000US06025","Imperial County, California","180216","null","*****","*****","124173","1457","null","null","56043","1457","null","null",
"0500000US06027","Inyo County, California","18085","null","*****","*****","16427","222","null","null","1658","222","null","null",
"0500000US06029","Kern County, California","883053","null","*****","*****","706709","2941","null","null","176344","2941","null","null",
"0500000US06031","Kings County, California","150075","null","*****","*****","122936","1170","null","null","27139","1170","null","null",
"0500000US06033","Lake County, California","64148","null","*****","*****","58466","548","null","null","5682","548","null","null",
"0500000US06035","Lassen County, California","31185","null","*****","*****","29559","201","null","null","1626","201","null","null",
"0500000US06037","Los Angeles County, California","10098052","null","*****","*****","6641096","13379","null","null","3456956","13379","null","null",
"0500000US06039","Madera County, California","155013","null","*****","*****","123049","1567","null","null","31964","1567","null","null",
"0500000US06041","Marin County, California","260295","null","*****","*****","212306","1410","null","null","47989","1410","null","null",
"0500000US06043","Mariposa County, California","17540","null","*****","*****","16293","304","null","null","1247","304","null","null",
"0500000US06045","Mendocino County, California","87422","null","*****","*****","76100","709","null","null","11322","709","null","null",
"0500000US06047","Merced County, California","269075","null","*****","*****","199835","1968","null","null","69240","1968","null","null",
"0500000US06049","Modoc County, California","8938","null","*****","*****","8293","185","null","null","645","185","null","null",
"0500000US06051","Mono County, California","14174","null","*****","*****","11685","525","null","null","2489","525","null","null",
"0500000US06053","Monterey County, California","433212","null","*****","*****","303311","2458","null","null","129901","2458","null","null",
"0500000US06055","Napa County, California","140530","null","*****","*****","109061","977","null","null","31469","977","null","null",
"0500000US06057","Nevada County, California","99092","null","*****","*****","93595","590","null","null","5497","590","null","null",
"0500000US06059","Orange County, California","3164182","null","*****","*****","2208880","7183","null","null","955302","7183","null","null",
"0500000US06061","Placer County, California","380077","null","*****","*****","338427","1454","null","null","41650","1454","null","null",
"0500000US06063","Plumas County, California","18699","null","*****","*****","17944","142","null","null","755","142","null","null",
"0500000US06065","Riverside County, California","2383286","null","*****","*****","1867048","4802","null","null","516238","4802","null","null",
"0500000US06067","Sacramento County, California","1510023","null","*****","*****","1195438","4220","null","null","314585","4220","null","null",
"0500000US06069","San Benito County, California","59416","null","*****","*****","47363","855","null","null","12053","855","null","null",
"0500000US06071","San Bernardino County, California","2135413","null","*****","*****","1687217","5168","null","null","448196","5168","null","null",
"0500000US06073","San Diego County, California","3302833","null","*****","*****","2528468","6807","null","null","774365","6807","null","null",
"0500000US06075","San Francisco County, California","870044","null","*****","*****","570385","3316","null","null","299659","3316","null","null",
"0500000US06077","San Joaquin County, California","732212","null","*****","*****","561324","2955","null","null","170888","2955","null","null",
"0500000US06079","San Luis Obispo County, California","281455","null","*****","*****","252344","1449","null","null","29111","1449","null","null",
"0500000US06081","San Mateo County, California","765935","null","*****","*****","499203","3291","null","null","266732","3291","null","null",
"0500000US06083","Santa Barbara County, California","443738","null","*****","*****","342132","2129","null","null","101606","2129","null","null",
"0500000US06085","Santa Clara County, California","1922200","null","*****","*****","1177545","5264","null","null","744655","5264","null","null",
"0500000US06087","Santa Cruz County, California","273765","null","*****","*****","224800","1548","null","null","48965","1548","null","null",
"0500000US06089","Shasta County, California","179085","null","*****","*****","169322","855","null","null","9763","855","null","null",
"0500000US06091","Sierra County, California","2930","null","161","null","2865","164","null","null","65","49","null","null",
"0500000US06093","Siskiyou County, California","43540","null","*****","*****","41285","195","null","null","2255","195","null","null",
"0500000US06095","Solano County, California","438530","null","*****","*****","350738","1901","null","null","87792","1901","null","null",
"0500000US06097","Sonoma County, California","501317","null","*****","*****","418378","2125","null","null","82939","2125","null","null",
"0500000US06099","Stanislaus County, California","539301","null","*****","*****","428370","2960","null","null","110931","2960","null","null",
"0500000US06101","Sutter County, California","95872","null","*****","*****","74548","782","null","null","21324","782","null","null",
"0500000US06103","Tehama County, California","63373","null","*****","*****","57814","486","null","null","5559","486","null","null",
"0500000US06105","Trinity County, California","12862","null","*****","*****","12284","213","null","null","578","213","null","null",
"0500000US06107","Tulare County, California","460477","null","*****","*****","358413","2297","null","null","102064","2297","null","null",
"0500000US06109","Tuolumne County, California","53932","null","*****","*****","51503","417","null","null","2429","417","null","null",
"0500000US06111","Ventura County, California","848112","null","*****","*****","661332","2841","null","null","186780","2841","null","null",
"0500000US06113","Yolo County, California","214977","null","*****","*****","165855","1563","null","null","49122","1563","null","null",
"0500000US06115","Yuba County, California","75493","null","*****","*****","66060","631","null","null","9433","631","null","null",
"0500000US08001","Adams County, Colorado","497115","null","*****","*****","420568","2225","null","null","76547","2225","null","null",
"0500000US08003","Alamosa County, Colorado","16444","null","*****","*****","15039","273","null","null","1405","273","null","null",
"0500000US08005","Arapahoe County, Colorado","636671","null","*****","*****","541224","2506","null","null","95447","2506","null","null",
"0500000US08007","Archuleta County, Colorado","12908","null","*****","*****","12118","196","null","null","790","196","null","null",
"0500000US08009","Baca County, Colorado","3563","null","*****","*****","3427","43","null","null","136","43","null","null",
"0500000US08011","Bent County, Colorado","5809","null","*****","*****","5536","78","null","null","273","78","null","null",
"0500000US08013","Boulder County, Colorado","321030","null","*****","*****","286338","1164","null","null","34692","1164","null","null",
"0500000US08014","Broomfield County, Colorado","66120","null","*****","*****","60022","659","null","null","6098","659","null","null",
"0500000US08015","Chaffee County, Colorado","19164","null","*****","*****","18557","198","null","null","607","198","null","null",
"0500000US08017","Cheyenne County, Colorado","2039","null","170","null","1878","166","null","null","161","85","null","null",
"0500000US08019","Clear Creek County, Colorado","9379","null","*****","*****","9074","160","null","null","305","160","null","null",
"0500000US08021","Conejos County, Colorado","8142","null","*****","*****","7937","76","null","null","205","76","null","null",
"0500000US08023","Costilla County, Colorado","3687","null","*****","*****","3325","98","null","null","362","98","null","null",
"0500000US08025","Crowley County, Colorado","5630","null","*****","*****","5368","110","null","null","262","110","null","null",
"0500000US08027","Custer County, Colorado","4640","null","*****","*****","4520","80","null","null","120","80","null","null",
"0500000US08029","Delta County, Colorado","30346","null","*****","*****","29040","219","null","null","1306","219","null","null",
"0500000US08031","Denver County, Colorado","693417","null","*****","*****","585007","3072","null","null","108410","3072","null","null",
"0500000US08033","Dolores County, Colorado","1841","null","170","null","1823","174","null","null","18","14","null","null",
"0500000US08035","Douglas County, Colorado","328614","null","*****","*****","304673","1031","null","null","23941","1031","null","null",
"0500000US08037","Eagle County, Colorado","54357","null","*****","*****","44397","779","null","null","9960","779","null","null",
"0500000US08039","Elbert County, Colorado","25162","null","*****","*****","24508","151","null","null","654","151","null","null",
"0500000US08041","El Paso County, Colorado","688153","null","*****","*****","640492","1773","null","null","47661","1773","null","null",
"0500000US08043","Fremont County, Colorado","47002","null","*****","*****","45655","290","null","null","1347","290","null","null",
"0500000US08045","Garfield County, Colorado","58538","null","*****","*****","49836","617","null","null","8702","617","null","null",
"0500000US08047","Gilpin County, Colorado","5924","null","*****","*****","5752","103","null","null","172","103","null","null",
"0500000US08049","Grand County, Colorado","15066","null","*****","*****","13857","319","null","null","1209","319","null","null",
"0500000US08051","Gunnison County, Colorado","16537","null","*****","*****","15804","174","null","null","733","174","null","null",
"0500000US08053","Hinsdale County, Colorado","878","null","108","null","866","107","null","null","12","9","null","null",
"0500000US08055","Huerfano County, Colorado","6583","null","*****","*****","6397","117","null","null","186","117","null","null",
"0500000US08057","Jackson County, Colorado","1296","null","118","null","1213","103","null","null","83","64","null","null",
"0500000US08059","Jefferson County, Colorado","570427","null","*****","*****","532825","1730","null","null","37602","1730","null","null",
"0500000US08061","Kiowa County, Colorado","1449","null","118","null","1442","118","null","null","7","6","null","null",
"0500000US08063","Kit Carson County, Colorado","7635","null","*****","*****","7036","108","null","null","599","108","null","null",
