"GEO_ID","NAME","B05012_001E","B05012_001M","B05012_001MA","B05012_001EA","B05012_002E","B05012_002EA","B05012_002M","B05012_002MA","B05012_003E","B05012_003M","B05012_003MA","B05012_003EA",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Annotation of Margin of Error!!Total:","Annotation of Estimate!!Total:","Estimate!!Total:!!Native","Annotation of Estimate!!Total:!!Native","Margin of Error!!Total:!!Native","Annotation of Margin of Error!!Total:!!Native","Estimate!!Total:!!Foreign-Born","Margin of Error!!Total:!!Foreign-Born","Annotation of Margin of Error!!Total:!!Foreign-Born","Annotation of Estimate!!Total:!!Foreign-Born",
"0500000US01087","Macon County, Alabama","19490","*****","*****","null","19350","null","60","null","140","60","null","null",
"0500000US01089","Madison County, Alabama","382149","*****","*****","null","361006","null","1144","null","21143","1144","null","null",
"0500000US01091","Marengo County, Alabama","19397","*****","*****","null","19095","null","309","null","302","309","null","null",
"0500000US01093","Marion County, Alabama","29392","*****","*****","null","28994","null","154","null","398","154","null","null",
"0500000US01095","Marshall County, Alabama","97179","*****","*****","null","90077","null","578","null","7102","578","null","null",
"0500000US01097","Mobile County, Alabama","414620","*****","*****","null","401528","null","928","null","13092","928","null","null",
"0500000US01099","Monroe County, Alabama","20115","*****","*****","null","19983","null","54","null","132","54","null","null",
"0500000US01101","Montgomery County, Alabama","229072","*****","*****","null","217899","null","851","null","11173","851","null","null",
"0500000US01103","Morgan County, Alabama","122608","*****","*****","null","117153","null","598","null","5455","598","null","null",
"0500000US01105","Perry County, Alabama","8702","*****","*****","null","8609","null","71","null","93","71","null","null",
"0500000US01107","Pickens County, Alabama","19240","*****","*****","null","18405","null","155","null","835","155","null","null",
"0500000US01109","Pike County, Alabama","33176","*****","*****","null","31873","null","294","null","1303","294","null","null",
"0500000US01111","Randolph County, Alabama","21984","*****","*****","null","21665","null","113","null","319","113","null","null",
"0500000US01113","Russell County, Alabama","58695","*****","*****","null","56863","null","487","null","1832","487","null","null",
"0500000US01115","St. Clair County, Alabama","90412","*****","*****","null","88995","null","367","null","1417","367","null","null",
"0500000US01117","Shelby County, Alabama","220780","*****","*****","null","209655","null","954","null","11125","954","null","null",
"0500000US01119","Sumter County, Alabama","12482","*****","*****","null","12363","null","60","null","119","60","null","null",
"0500000US01121","Talladega County, Alabama","81850","*****","*****","null","80312","null","302","null","1538","302","null","null",
"0500000US01123","Tallapoosa County, Alabama","41284","*****","*****","null","40561","null","161","null","723","161","null","null",
"0500000US01125","Tuscaloosa County, Alabama","223945","*****","*****","null","216038","null","657","null","7907","657","null","null",
"0500000US01127","Walker County, Alabama","65194","*****","*****","null","64361","null","208","null","833","208","null","null",
"0500000US01129","Washington County, Alabama","15574","*****","*****","null","15494","null","68","null","80","68","null","null",
"0500000US01131","Wilcox County, Alabama","10686","*****","*****","null","10650","null","44","null","36","44","null","null",
"0500000US01133","Winston County, Alabama","23650","*****","*****","null","23242","null","125","null","408","125","null","null",
"0500000US02013","Aleutians East Borough, Alaska","3409","*****","*****","null","2567","null","192","null","842","192","null","null",
"0500000US02016","Aleutians West Census Area, Alaska","5251","*****","*****","null","2872","null","206","null","2379","206","null","null",
"0500000US02020","Anchorage Municipality, Alaska","292545","*****","*****","null","260339","null","1628","null","32206","1628","null","null",
"0500000US02050","Bethel Census Area, Alaska","18514","*****","*****","null","18090","null","88","null","424","88","null","null",
"0500000US02060","Bristol Bay Borough, Alaska","849","128","null","null","782","null","121","null","67","90","null","null",
"0500000US02063","Chugach Census Area, Alaska","7015","*****","*****","null","6395","null","148","null","620","148","null","null",
"0500000US02066","Copper River Census Area, Alaska","2635","*****","*****","null","2597","null","30","null","38","30","null","null",
"0500000US02068","Denali Borough, Alaska","2187","433","null","null","1995","null","568","null","192","186","null","null",
"0500000US02070","Dillingham Census Area, Alaska","4899","*****","*****","null","4775","null","157","null","124","157","null","null",
"0500000US02090","Fairbanks North Star Borough, Alaska","97149","*****","*****","null","92155","null","509","null","4994","509","null","null",
"0500000US02100","Haines Borough, Alaska","2098","*****","*****","null","1967","null","118","null","131","118","null","null",
"0500000US02105","Hoonah-Angoon Census Area, Alaska","2327","*****","*****","null","2269","null","35","null","58","35","null","null",
"0500000US02110","Juneau City and Borough, Alaska","32240","*****","*****","null","29376","null","353","null","2864","353","null","null",
"0500000US02122","Kenai Peninsula Borough, Alaska","58711","*****","*****","null","56817","null","250","null","1894","250","null","null",
"0500000US02130","Ketchikan Gateway Borough, Alaska","13939","*****","*****","null","12724","null","110","null","1215","110","null","null",
"0500000US02150","Kodiak Island Borough, Alaska","13218","*****","*****","null","10725","null","231","null","2493","231","null","null",
"0500000US02158","Kusilvak Census Area, Alaska","8354","*****","*****","null","8330","null","28","null","24","28","null","null",
"0500000US02164","Lake and Peninsula Borough, Alaska","986","433","null","null","931","null","419","null","55","36","null","null",
"0500000US02170","Matanuska-Susitna Borough, Alaska","106807","*****","*****","null","102989","null","341","null","3818","341","null","null",
"0500000US02180","Nome Census Area, Alaska","10070","*****","*****","null","9903","null","55","null","167","55","null","null",
"0500000US02185","North Slope Borough, Alaska","10865","*****","*****","null","10070","null","144","null","795","144","null","null",
"0500000US02188","Northwest Arctic Borough, Alaska","7776","*****","*****","null","7643","null","50","null","133","50","null","null",
"0500000US02195","Petersburg Borough, Alaska","3368","*****","*****","null","2815","null","116","null","553","116","null","null",
"0500000US02198","Prince of Wales-Hyder Census Area, Alaska","5886","*****","*****","null","5737","null","38","null","149","38","null","null",
"0500000US02220","Sitka City and Borough, Alaska","8518","*****","*****","null","7687","null","97","null","831","97","null","null",
"0500000US02230","Skagway Municipality, Alaska","1329","160","null","null","1213","null","158","null","116","64","null","null",
"0500000US02240","Southeast Fairbanks Census Area, Alaska","6849","*****","*****","null","6345","null","104","null","504","104","null","null",
"0500000US02275","Wrangell City and Borough, Alaska","2162","*****","*****","null","2061","null","69","null","101","68","null","null",
"0500000US02282","Yakutat City and Borough, Alaska","562","113","null","null","497","null","88","null","65","68","null","null",
"0500000US02290","Yukon-Koyukuk Census Area, Alaska","5433","*****","*****","null","5360","null","38","null","73","38","null","null",
"0500000US04001","Apache County, Arizona","66473","*****","*****","null","65335","null","260","null","1138","260","null","null",
"0500000US04003","Cochise County, Arizona","125092","*****","*****","null","111709","null","934","null","13383","934","null","null",
"0500000US04005","Coconino County, Arizona","144942","*****","*****","null","138209","null","876","null","6733","876","null","null",
"0500000US04007","Gila County, Arizona","53211","*****","*****","null","51676","null","299","null","1535","299","null","null",
"0500000US04009","Graham County, Arizona","38145","*****","*****","null","37338","null","221","null","807","221","null","null",
"0500000US04011","Greenlee County, Arizona","9542","*****","*****","null","9310","null","112","null","232","112","null","null",
"0500000US04012","La Paz County, Arizona","16845","*****","*****","null","15105","null","287","null","1740","287","null","null",
"0500000US04013","Maricopa County, Arizona","4367186","*****","*****","null","3734348","null","7781","null","632838","7781","null","null",
"0500000US04015","Mohave County, Arizona","211274","*****","*****","null","197705","null","1189","null","13569","1189","null","null",
