"GEO_ID","NAME","B05012_001E","B05012_001M","B05012_001MA","B05012_001EA","B05012_002E","B05012_002EA","B05012_002M","B05012_002MA","B05012_003E","B05012_003M","B05012_003MA","B05012_003EA",
"0500000US01053","Escambia County, Alabama","38169","*****","*****","null","37929","null","121","null","240","121","null","null",
"0500000US01055","Etowah County, Alabama","104260","*****","*****","null","101934","null","238","null","2326","238","null","null",
"0500000US01057","Fayette County, Alabama","17110","*****","*****","null","17015","null","69","null","95","69","null","null",
"0500000US01059","Franklin County, Alabama","31666","*****","*****","null","28995","null","220","null","2671","220","null","null",
"0500000US01061","Geneva County, Alabama","26791","*****","*****","null","26300","null","167","null","491","167","null","null",
"0500000US01063","Greene County, Alabama","8934","*****","*****","null","8915","null","25","null","19","25","null","null",
"0500000US01065","Hale County, Alabama","15594","*****","*****","null","15411","null","146","null","183","146","null","null",
"0500000US01067","Henry County, Alabama","17308","*****","*****","null","16806","null","152","null","502","152","null","null",
"0500000US01069","Houston County, Alabama","102326","*****","*****","null","99894","null","241","null","2432","241","null","null",
"0500000US01071","Jackson County, Alabama","53171","*****","*****","null","52013","null","217","null","1158","217","null","null",
"0500000US01073","Jefferson County, Alabama","658552","*****","*****","null","631538","null","955","null","27014","955","null","null",
"0500000US01075","Lamar County, Alabama","14396","*****","*****","null","14309","null","61","null","87","61","null","null",
"0500000US01077","Lauderdale County, Alabama","92666","*****","*****","null","90741","null","247","null","1925","247","null","null",
"0500000US01079","Lawrence County, Alabama","34009","*****","*****","null","33654","null","129","null","355","129","null","null",
"0500000US01081","Lee County, Alabama","144405","*****","*****","null","137050","null","652","null","7355","652","null","null",
"0500000US01083","Limestone County, Alabama","85264","*****","*****","null","81556","null","344","null","3708","344","null","null",
"0500000US01085","Lowndes County, Alabama","11086","*****","*****","null","11065","null","26","null","21","26","null","null",
"0500000US01087","Macon County, Alabama","20803","*****","*****","null","20576","null","84","null","227","84","null","null",
"0500000US01089","Madison County, Alabama","339279","*****","*****","null","320919","null","925","null","18360","925","null","null",
"0500000US01091","Marengo County, Alabama","20669","*****","*****","null","20525","null","119","null","144","119","null","null",
"0500000US01093","Marion County, Alabama","30615","*****","*****","null","30303","null","178","null","312","178","null","null",
"0500000US01095","Marshall County, Alabama","93699","*****","*****","null","86165","null","415","null","7534","415","null","null",
"0500000US01097","Mobile County, Alabama","413188","*****","*****","null","399911","null","864","null","13277","864","null","null",
"0500000US01099","Monroe County, Alabama","22778","*****","*****","null","22563","null","138","null","215","138","null","null",
"0500000US01101","Montgomery County, Alabama","228980","*****","*****","null","219073","null","631","null","9907","631","null","null",
"0500000US01103","Morgan County, Alabama","119673","*****","*****","null","113511","null","526","null","6162","526","null","null",
"0500000US01105","Perry County, Alabama","10390","*****","*****","null","10335","null","42","null","55","42","null","null",
"0500000US01107","Pickens County, Alabama","19516","*****","*****","null","19462","null","59","null","54","59","null","null",
"0500000US01109","Pike County, Alabama","32977","*****","*****","null","31674","null","376","null","1303","376","null","null",
"0500000US01111","Randolph County, Alabama","22819","*****","*****","null","22435","null","152","null","384","152","null","null",
"0500000US01113","Russell County, Alabama","55544","*****","*****","null","54319","null","321","null","1225","321","null","null",
"0500000US01115","St. Clair County, Alabama","84521","*****","*****","null","83010","null","322","null","1511","322","null","null",
"0500000US01117","Shelby County, Alabama","198366","*****","*****","null","186467","null","716","null","11899","716","null","null",
"0500000US01119","Sumter County, Alabama","13552","*****","*****","null","13429","null","92","null","123","92","null","null",
"0500000US01121","Talladega County, Alabama","81845","*****","*****","null","80568","null","254","null","1277","254","null","null",
"0500000US01123","Tallapoosa County, Alabama","41428","*****","*****","null","40648","null","157","null","780","157","null","null",
"0500000US01125","Tuscaloosa County, Alabama","196824","*****","*****","null","189848","null","498","null","6976","498","null","null",
"0500000US01127","Walker County, Alabama","66622","*****","*****","null","65796","null","197","null","826","197","null","null",
"0500000US01129","Washington County, Alabama","17284","*****","*****","null","17126","null","117","null","158","117","null","null",
"0500000US01131","Wilcox County, Alabama","11531","*****","*****","null","11515","null","20","null","16","20","null","null",
"0500000US01133","Winston County, Alabama","24342","*****","*****","null","24077","null","110","null","265","110","null","null",
"0500000US02013","Aleutians East Borough, Alaska","3141","*****","*****","null","1362","null","314","null","1779","313","null","null",
"0500000US02016","Aleutians West Census Area, Alaska","5538","*****","*****","null","3603","null","118","null","1935","118","null","null",
"0500000US02020","Anchorage Municipality, Alaska","295237","*****","*****","null","267478","null","1023","null","27759","1023","null","null",
"0500000US02050","Bethel Census Area, Alaska","17356","*****","*****","null","17148","null","87","null","208","87","null","null",
"0500000US02060","Bristol Bay Borough, Alaska","933","136","null","null","927","null","133","null","6","8","null","null",
"0500000US02068","Denali Borough, Alaska","2020","128","null","null","1871","null","168","null","149","115","null","null",
"0500000US02070","Dillingham Census Area, Alaska","4923","*****","*****","null","4849","null","67","null","74","67","null","null",
"0500000US02090","Fairbanks North Star Borough, Alaska","98656","*****","*****","null","93074","null","627","null","5582","627","null","null",
"0500000US02100","Haines Borough, Alaska","2546","*****","*****","null","2418","null","114","null","128","114","null","null",
"0500000US02105","Hoonah-Angoon Census Area, Alaska","2141","*****","*****","null","2077","null","36","null","64","37","null","null",
"0500000US02110","Juneau City and Borough, Alaska","31897","*****","*****","null","29821","null","234","null","2076","234","null","null",
"0500000US02122","Kenai Peninsula Borough, Alaska","56163","*****","*****","null","54710","null","202","null","1453","202","null","null",
"0500000US02130","Ketchikan Gateway Borough, Alaska","13595","*****","*****","null","12609","null","161","null","986","161","null","null",
"0500000US02150","Kodiak Island Borough, Alaska","13850","*****","*****","null","11890","null","207","null","1960","207","null","null",
"0500000US02164","Lake and Peninsula Borough, Alaska","1454","128","null","null","1429","null","134","null","25","24","null","null",
"0500000US02170","Matanuska-Susitna Borough, Alaska","91519","*****","*****","null","88394","null","596","null","3125","596","null","null",
"0500000US02180","Nome Census Area, Alaska","9695","*****","*****","null","9558","null","40","null","137","40","null","null",
"0500000US02185","North Slope Borough, Alaska","9484","*****","*****","null","8979","null","114","null","505","114","null","null",
"0500000US02188","Northwest Arctic Borough, Alaska","7624","*****","*****","null","7529","null","42","null","95","42","null","null",
"0500000US02195","Petersburg Census Area, Alaska","3806","*****","*****","null","3632","null","134","null","174","134","null","null",
"0500000US02198","Prince of Wales-Hyder Census Area, Alaska","5672","*****","*****","null","5593","null","33","null","79","33","null","null",
"0500000US02220","Sitka City and Borough, Alaska","8945","*****","*****","null","8259","null","134","null","686","134","null","null",
"0500000US02230","Skagway Municipality, Alaska","1080","178","null","null","984","null","95","null","96","121","null","null",
"0500000US02240","Southeast Fairbanks Census Area, Alaska","7047","*****","*****","null","6405","null","222","null","642","222","null","null",
"0500000US02261","Valdez-Cordova Census Area, Alaska","9682","*****","*****","null","9240","null","121","null","442","121","null","null",
"0500000US02270","Wade Hampton Census Area, Alaska","7678","*****","*****","null","7631","null","40","null","47","40","null","null",
"0500000US02275","Wrangell City and Borough, Alaska","2371","*****","*****","null","2304","null","52","null","67","52","null","null",
"0500000US02282","Yakutat City and Borough, Alaska","607","94","null","null","571","null","93","null","36","44","null","null",
"0500000US02290","Yukon-Koyukuk Census Area, Alaska","5656","*****","*****","null","5596","null","27","null","60","27","null","null",
"0500000US04001","Apache County, Arizona","71978","*****","*****","null","70736","null","227","null","1242","227","null","null",
"0500000US04003","Cochise County, Arizona","131038","*****","*****","null","115867","null","885","null","15171","885","null","null",
"0500000US04005","Coconino County, Arizona","134795","*****","*****","null","127610","null","699","null","7185","699","null","null",
"0500000US04007","Gila County, Arizona","53335","*****","*****","null","51520","null","374","null","1815","374","null","null",
"0500000US04009","Graham County, Arizona","37168","*****","*****","null","35308","null","262","null","1860","262","null","null",
"0500000US04011","Greenlee County, Arizona","8679","*****","*****","null","8275","null","142","null","404","142","null","null",
"0500000US04012","La Paz County, Arizona","20408","*****","*****","null","17656","null","414","null","2752","414","null","null",
"0500000US04013","Maricopa County, Arizona","3889161","*****","*****","null","3311086","null","5756","null","578075","5756","null","null",
"0500000US04015","Mohave County, Arizona","201680","*****","*****","null","187857","null","1067","null","13823","1067","null","null",
"0500000US04017","Navajo County, Arizona","107326","*****","*****","null","104534","null","458","null","2792","458","null","null",
"0500000US04019","Pima County, Arizona","986891","*****","*****","null","860921","null","3483","null","125970","3483","null","null",
"0500000US04021","Pinal County, Arizona","379128","*****","*****","null","340941","null","1911","null","38187","1911","null","null",
"0500000US04023","Santa Cruz County, Arizona","47122","*****","*****","null","31333","null","784","null","15789","784","null","null",
"0500000US04025","Yavapai County, Arizona","211968","*****","*****","null","197468","null","1090","null","14500","1090","null","null",
"0500000US04027","Yuma County, Arizona","199026","*****","*****","null","148723","null","1474","null","50303","1474","null","null",
"0500000US05001","Arkansas County, Arkansas","18957","*****","*****","null","18548","null","115","null","409","115","null","null",
"0500000US05003","Ashley County, Arkansas","21645","*****","*****","null","21190","null","118","null","455","118","null","null",
"0500000US05005","Baxter County, Arkansas","41281","*****","*****","null","40488","null","176","null","793","176","null","null",
"0500000US05007","Benton County, Arkansas","227439","*****","*****","null","202548","null","1034","null","24891","1034","null","null",
"0500000US05009","Boone County, Arkansas","37099","*****","*****","null","36604","null","234","null","495","234","null","null",
"0500000US05011","Bradley County, Arkansas","11418","*****","*****","null","10653","null","155","null","765","155","null","null",
"0500000US05013","Calhoun County, Arkansas","5319","*****","*****","null","5317","null","4","null","2","4","null","null",
"0500000US05015","Carroll County, Arkansas","27531","*****","*****","null","25670","null","208","null","1861","208","null","null",
"0500000US05017","Chicot County, Arkansas","11621","*****","*****","null","11238","null","105","null","383","105","null","null",
"0500000US05019","Clark County, Arkansas","22912","*****","*****","null","22305","null","119","null","607","119","null","null",
"0500000US05021","Clay County, Arkansas","15790","*****","*****","null","15649","null","72","null","141","72","null","null",
"0500000US05023","Cleburne County, Arkansas","25856","*****","*****","null","25335","null","190","null","521","190","null","null",
"0500000US05025","Cleveland County, Arkansas","8648","*****","*****","null","8613","null","26","null","35","26","null","null",
"0500000US05027","Columbia County, Arkansas","24512","*****","*****","null","23802","null","136","null","710","136","null","null",
"0500000US05029","Conway County, Arkansas","21235","*****","*****","null","20835","null","139","null","400","139","null","null",
"0500000US05031","Craighead County, Arkansas","98398","*****","*****","null","94784","null","324","null","3614","324","null","null",
"0500000US05033","Crawford County, Arkansas","61796","*****","*****","null","59285","null","275","null","2511","275","null","null",
"0500000US05035","Crittenden County, Arkansas","50447","*****","*****","null","49566","null","205","null","881","205","null","null",
"0500000US05037","Cross County, Arkansas","17760","*****","*****","null","17639","null","69","null","121","69","null","null",
"0500000US05039","Dallas County, Arkansas","8045","*****","*****","null","7846","null","125","null","199","125","null","null",
"0500000US05041","Desha County, Arkansas","12774","*****","*****","null","12543","null","60","null","231","60","null","null",
"0500000US05043","Drew County, Arkansas","18686","*****","*****","null","18329","null","133","null","357","133","null","null",
"0500000US05045","Faulkner County, Arkansas","115928","*****","*****","null","112521","null","522","null","3407","522","null","null",
"0500000US05047","Franklin County, Arkansas","18063","*****","*****","null","17917","null","94","null","146","94","null","null",
"0500000US05049","Fulton County, Arkansas","12266","*****","*****","null","12126","null","96","null","140","96","null","null",
"0500000US05051","Garland County, Arkansas","96547","*****","*****","null","93024","null","485","null","3523","485","null","null",
"0500000US05053","Grant County, Arkansas","17922","*****","*****","null","17581","null","110","null","341","110","null","null",
"0500000US05055","Greene County, Arkansas","42580","*****","*****","null","42094","null","154","null","486","154","null","null",
"0500000US05057","Hempstead County, Arkansas","22509","*****","*****","null","21218","null","219","null","1291","219","null","null",
"0500000US05059","Hot Spring County, Arkansas","33182","*****","*****","null","32868","null","108","null","314","108","null","null",
"0500000US05061","Howard County, Arkansas","13748","*****","*****","null","12902","null","143","null","846","143","null","null",
"0500000US05063","Independence County, Arkansas","36786","*****","*****","null","35471","null","298","null","1315","298","null","null",
"0500000US05065","Izard County, Arkansas","13560","*****","*****","null","13247","null","113","null","313","113","null","null",
"0500000US05067","Jackson County, Arkansas","17809","*****","*****","null","17659","null","58","null","150","58","null","null",
"0500000US05069","Jefferson County, Arkansas","75782","*****","*****","null","74699","null","164","null","1083","164","null","null",
"0500000US05071","Johnson County, Arkansas","25655","*****","*****","null","24048","null","223","null","1607","223","null","null",
"0500000US05073","Lafayette County, Arkansas","7501","*****","*****","null","7449","null","57","null","52","57","null","null",
"0500000US05075","Lawrence County, Arkansas","17227","*****","*****","null","17126","null","43","null","101","43","null","null",
"0500000US05077","Lee County, Arkansas","10267","*****","*****","null","10184","null","63","null","83","63","null","null",
"0500000US05079","Lincoln County, Arkansas","14148","*****","*****","null","13934","null","81","null","214","81","null","null",
"0500000US05081","Little River County, Arkansas","12992","*****","*****","null","12816","null","68","null","176","68","null","null",
"0500000US05083","Logan County, Arkansas","22221","*****","*****","null","21955","null","53","null","266","53","null","null",
"0500000US05085","Lonoke County, Arkansas","69266","*****","*****","null","67780","null","267","null","1486","267","null","null",
"0500000US05087","Madison County, Arkansas","15671","*****","*****","null","15315","null","108","null","356","108","null","null",
"0500000US05089","Marion County, Arkansas","16605","*****","*****","null","16214","null","142","null","391","142","null","null",
"0500000US05091","Miller County, Arkansas","43515","*****","*****","null","43104","null","200","null","411","200","null","null",
"0500000US05093","Mississippi County, Arkansas","45912","*****","*****","null","45079","null","257","null","833","257","null","null",
"0500000US05095","Monroe County, Arkansas","8002","*****","*****","null","7940","null","37","null","62","37","null","null",
"0500000US05097","Montgomery County, Arkansas","9387","*****","*****","null","9223","null","92","null","164","92","null","null",
"0500000US05099","Nevada County, Arkansas","8948","*****","*****","null","8859","null","95","null","89","95","null","null",
"0500000US05101","Newton County, Arkansas","8211","*****","*****","null","8149","null","42","null","62","42","null","null",
"0500000US05103","Ouachita County, Arkansas","25651","*****","*****","null","25392","null","110","null","259","110","null","null",
"0500000US05105","Perry County, Arkansas","10381","*****","*****","null","10301","null","67","null","80","67","null","null",
"0500000US05107","Phillips County, Arkansas","21253","*****","*****","null","21117","null","89","null","136","89","null","null",
"0500000US05109","Pike County, Arkansas","11250","*****","*****","null","10830","null","95","null","420","95","null","null",
"0500000US05111","Poinsett County, Arkansas","24403","*****","*****","null","24096","null","149","null","307","149","null","null",
"0500000US05113","Polk County, Arkansas","20540","*****","*****","null","19964","null","113","null","576","113","null","null",
"0500000US05115","Pope County, Arkansas","62248","*****","*****","null","60066","null","254","null","2182","254","null","null",
"0500000US05117","Prairie County, Arkansas","8573","*****","*****","null","8549","null","21","null","24","21","null","null",
"0500000US05119","Pulaski County, Arkansas","386106","*****","*****","null","365913","null","1077","null","20193","1077","null","null",
"0500000US05121","Randolph County, Arkansas","17896","*****","*****","null","17782","null","78","null","114","78","null","null",
"0500000US05123","St. Francis County, Arkansas","27914","*****","*****","null","27239","null","175","null","675","175","null","null",
"0500000US05125","Saline County, Arkansas","109844","*****","*****","null","107444","null","377","null","2400","377","null","null",
"0500000US05127","Scott County, Arkansas","11111","*****","*****","null","10578","null","120","null","533","120","null","null",
"0500000US05129","Searcy County, Arkansas","8101","*****","*****","null","8035","null","43","null","66","43","null","null",
"0500000US05131","Sebastian County, Arkansas","126536","*****","*****","null","114524","null","702","null","12012","702","null","null",
"0500000US05133","Sevier County, Arkansas","17137","*****","*****","null","14245","null","181","null","2892","181","null","null",
"0500000US05135","Sharp County, Arkansas","17203","*****","*****","null","16966","null","91","null","237","91","null","null",
"0500000US05137","Stone County, Arkansas","12517","*****","*****","null","12423","null","78","null","94","78","null","null",
"0500000US05139","Union County, Arkansas","41307","*****","*****","null","40430","null","164","null","877","164","null","null",
"0500000US05141","Van Buren County, Arkansas","17147","*****","*****","null","16869","null","105","null","278","105","null","null",
"0500000US05143","Washington County, Arkansas","207911","*****","*****","null","183763","null","1068","null","24148","1068","null","null",
"0500000US05145","White County, Arkansas","77767","*****","*****","null","75801","null","397","null","1966","397","null","null",
"0500000US05147","Woodruff County, Arkansas","7180","*****","*****","null","7128","null","41","null","52","41","null","null",
"0500000US05149","Yell County, Arkansas","22014","*****","*****","null","19228","null","220","null","2786","220","null","null",
"0500000US06001","Alameda County, California","1535248","*****","*****","null","1062787","null","4154","null","472461","4154","null","null",
"0500000US06003","Alpine County, California","1165","214","null","null","1121","null","206","null","44","30","null","null",
"0500000US06005","Amador County, California","37422","*****","*****","null","35287","null","372","null","2135","372","null","null",
"0500000US06007","Butte County, California","220542","*****","*****","null","204031","null","1134","null","16511","1134","null","null",
"0500000US06009","Calaveras County, California","45147","*****","*****","null","43248","null","320","null","1899","320","null","null",
"0500000US06011","Colusa County, California","21366","*****","*****","null","16380","null","357","null","4986","357","null","null",
"0500000US06013","Contra Costa County, California","1065794","*****","*****","null","814858","null","3800","null","250936","3800","null","null",
"0500000US06015","Del Norte County, California","28357","*****","*****","null","26504","null","243","null","1853","243","null","null",
"0500000US06017","El Dorado County, California","180982","*****","*****","null","165287","null","987","null","15695","987","null","null",
"0500000US06019","Fresno County, California","939605","*****","*****","null","734256","null","2989","null","205349","2989","null","null",
"0500000US06021","Glenn County, California","28054","*****","*****","null","23217","null","354","null","4837","354","null","null",
"0500000US06023","Humboldt County, California","134613","*****","*****","null","126886","null","613","null","7727","613","null","null",
"0500000US06025","Imperial County, California","175201","*****","*****","null","118649","null","1420","null","56552","1420","null","null",
"0500000US06027","Inyo County, California","18482","*****","*****","null","16552","null","282","null","1930","282","null","null",
"0500000US06029","Kern County, California","848204","*****","*****","null","673531","null","3097","null","174673","3097","null","null",
"0500000US06031","Kings County, California","151806","*****","*****","null","121286","null","1264","null","30520","1264","null","null",
"0500000US06033","Lake County, California","64260","*****","*****","null","58763","null","715","null","5497","715","null","null",
"0500000US06035","Lassen County, California","34018","*****","*****","null","31633","null","249","null","2385","249","null","null",
"0500000US06037","Los Angeles County, California","9893481","*****","*****","null","6419087","null","13611","null","3474394","13611","null","null",
"0500000US06039","Madera County, California","151435","*****","*****","null","118853","null","1383","null","32582","1383","null","null",
"0500000US06041","Marin County, California","254643","*****","*****","null","206255","null","1710","null","48388","1710","null","null",
"0500000US06043","Mariposa County, California","18061","*****","*****","null","17217","null","204","null","844","204","null","null",
"0500000US06045","Mendocino County, California","87497","*****","*****","null","76567","null","579","null","10930","579","null","null",
"0500000US06047","Merced County, California","258707","*****","*****","null","192425","null","2121","null","66282","2121","null","null",
"0500000US06049","Modoc County, California","9468","*****","*****","null","8793","null","190","null","675","190","null","null",
"0500000US06051","Mono County, California","14217","*****","*****","null","11801","null","383","null","2416","383","null","null",
"0500000US06053","Monterey County, California","420569","*****","*****","null","294732","null","2241","null","125837","2241","null","null",
"0500000US06055","Napa County, California","137837","*****","*****","null","106893","null","1239","null","30944","1239","null","null",
"0500000US06057","Nevada County, California","98509","*****","*****","null","92629","null","691","null","5880","691","null","null",
"0500000US06059","Orange County, California","3051771","*****","*****","null","2125247","null","5980","null","926524","5980","null","null",
"0500000US06061","Placer County, California","355924","*****","*****","null","318237","null","1327","null","37687","1327","null","null",
"0500000US06063","Plumas County, California","19586","*****","*****","null","18588","null","243","null","998","243","null","null",
"0500000US06065","Riverside County, California","2228528","*****","*****","null","1741318","null","4420","null","487210","4420","null","null",
"0500000US06067","Sacramento County, California","1435207","*****","*****","null","1149248","null","3867","null","285959","3867","null","null",
"0500000US06069","San Benito County, California","56115","*****","*****","null","44823","null","840","null","11292","840","null","null",
"0500000US06071","San Bernardino County, California","2056915","*****","*****","null","1623265","null","5026","null","433650","5026","null","null",
"0500000US06073","San Diego County, California","3138265","*****","*****","null","2404688","null","5966","null","733577","5966","null","null",
"0500000US06075","San Francisco County, California","817501","*****","*****","null","526749","null","3137","null","290752","3137","null","null",
"0500000US06077","San Joaquin County, California","693177","*****","*****","null","533190","null","2878","null","159987","2878","null","null",
"0500000US06079","San Luis Obispo County, California","272094","*****","*****","null","243921","null","1404","null","28173","1404","null","null",
"0500000US06081","San Mateo County, California","729543","*****","*****","null","481276","null","2941","null","248267","2941","null","null",
"0500000US06083","Santa Barbara County, California","427288","*****","*****","null","327361","null","2353","null","99927","2353","null","null",
"0500000US06085","Santa Clara County, California","1812208","*****","*****","null","1140666","null","5199","null","671542","5199","null","null",
"0500000US06087","Santa Cruz County, California","264808","*****","*****","null","216445","null","1667","null","48363","1667","null","null",
"0500000US06089","Shasta County, California","177966","*****","*****","null","168778","null","785","null","9188","785","null","null",
"0500000US06091","Sierra County, California","3127","214","null","null","2905","null","203","null","222","109","null","null",
"0500000US06093","Siskiyou County, California","44503","*****","*****","null","42086","null","307","null","2417","307","null","null",
"0500000US06095","Solano County, California","417258","*****","*****","null","333257","null","1784","null","84001","1784","null","null",
"0500000US06097","Sonoma County, California","487469","*****","*****","null","406621","null","2013","null","80848","2013","null","null",
"0500000US06099","Stanislaus County, California","518321","*****","*****","null","412092","null","2689","null","106229","2689","null","null",
"0500000US06101","Sutter County, California","94787","*****","*****","null","73270","null","868","null","21517","868","null","null",
"0500000US06103","Tehama County, California","63241","*****","*****","null","57644","null","486","null","5597","486","null","null",
"0500000US06105","Trinity County, California","13638","*****","*****","null","13169","null","162","null","469","162","null","null",
"0500000US06107","Tulare County, California","446644","*****","*****","null","344956","null","2594","null","101688","2594","null","null",
"0500000US06109","Tuolumne County, California","54728","*****","*****","null","52092","null","351","null","2636","351","null","null",
"0500000US06111","Ventura County, California","829017","*****","*****","null","639913","null","3089","null","189104","3089","null","null",
"0500000US06113","Yolo County, California","202288","*****","*****","null","158354","null","1592","null","43934","1592","null","null",
"0500000US06115","Yuba County, California","72574","*****","*****","null","63655","null","690","null","8919","690","null","null",
"0500000US08001","Adams County, Colorado","452030","*****","*****","null","384839","null","2108","null","67191","2108","null","null",
"0500000US08003","Alamosa County, Colorado","15933","*****","*****","null","14860","null","310","null","1073","310","null","null",
"0500000US08005","Arapahoe County, Colorado","585333","*****","*****","null","497848","null","2126","null","87485","2126","null","null",
"0500000US08007","Archuleta County, Colorado","12109","*****","*****","null","11711","null","130","null","398","130","null","null",
"0500000US08009","Baca County, Colorado","3761","*****","*****","null","3657","null","31","null","104","31","null","null",
"0500000US08011","Bent County, Colorado","6141","*****","*****","null","5780","null","119","null","361","119","null","null",
"0500000US08013","Boulder County, Colorado","301072","*****","*****","null","268378","null","1336","null","32694","1336","null","null",
"0500000US08014","Broomfield County, Colorado","57171","*****","*****","null","52280","null","483","null","4891","483","null","null",
"0500000US08015","Chaffee County, Colorado","18063","*****","*****","null","17425","null","162","null","638","162","null","null",
"0500000US08017","Cheyenne County, Colorado","2189","180","null","null","2004","null","188","null","185","95","null","null",
"0500000US08019","Clear Creek County, Colorado","9048","*****","*****","null","8688","null","150","null","360","150","null","null",
"0500000US08021","Conejos County, Colorado","8256","*****","*****","null","7996","null","125","null","260","125","null","null",
"0500000US08023","Costilla County, Colorado","3552","*****","*****","null","3186","null","160","null","366","160","null","null",
"0500000US08025","Crowley County, Colorado","5629","*****","*****","null","5309","null","119","null","320","119","null","null",
"0500000US08027","Custer County, Colorado","4245","*****","*****","null","4155","null","55","null","90","55","null","null",
"0500000US08029","Delta County, Colorado","30659","*****","*****","null","29284","null","236","null","1375","236","null","null",
"0500000US08031","Denver County, Colorado","619297","*****","*****","null","521575","null","2802","null","97722","2802","null","null",
"0500000US08033","Dolores County, Colorado","1709","180","null","null","1691","null","181","null","18","20","null","null",
"0500000US08035","Douglas County, Colorado","293014","*****","*****","null","274390","null","1151","null","18624","1151","null","null",
"0500000US08037","Eagle County, Colorado","52151","*****","*****","null","42123","null","703","null","10028","703","null","null",
"0500000US08039","Elbert County, Colorado","23295","*****","*****","null","22342","null","279","null","953","279","null","null",
"0500000US08041","El Paso County, Colorado","634423","*****","*****","null","588785","null","2017","null","45638","2017","null","null",
"0500000US08043","Fremont County, Colorado","46850","*****","*****","null","44962","null","304","null","1888","304","null","null",
"0500000US08045","Garfield County, Colorado","56687","*****","*****","null","48211","null","603","null","8476","603","null","null",
"0500000US08047","Gilpin County, Colorado","5477","*****","*****","null","5337","null","106","null","140","106","null","null",
"0500000US08049","Grand County, Colorado","14535","*****","*****","null","13849","null","240","null","686","240","null","null",
"0500000US08051","Gunnison County, Colorado","15421","*****","*****","null","14757","null","201","null","664","201","null","null",
"0500000US08053","Hinsdale County, Colorado","809","100","null","null","795","null","98","null","14","12","null","null",
"0500000US08055","Huerfano County, Colorado","6625","*****","*****","null","6308","null","118","null","317","118","null","null",
"0500000US08057","Jackson County, Colorado","1371","121","null","null","1330","null","118","null","41","48","null","null",
"0500000US08059","Jefferson County, Colorado","540669","*****","*****","null","506992","null","1446","null","33677","1446","null","null",
