"GEO_ID","NAME","B05012_001E","B05012_001M","B05012_001MA","B05012_001EA","B05012_002E","B05012_002M","B05012_002MA","B05012_002EA","B05012_003E","B05012_003EA","B05012_003M","B05012_003MA",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Annotation of Estimate!!Total","Estimate!!Total!!Native","Margin of Error!!Total!!Native","Annotation of Margin of Error!!Total!!Native","Annotation of Estimate!!Total!!Native","Estimate!!Total!!Foreign-Born","Annotation of Estimate!!Total!!Foreign-Born","Margin of Error!!Total!!Foreign-Born","Annotation of Margin of Error!!Total!!Foreign-Born",
"0500000US17053","Ford County, Illinois","14045","*****","*****","null","13861","68","null","null","184","null","68","null",
"0500000US17055","Franklin County, Illinois","39518","*****","*****","null","39220","88","null","null","298","null","88","null",
"0500000US17057","Fulton County, Illinois","36989","*****","*****","null","36219","188","null","null","770","null","188","null",
"0500000US17059","Gallatin County, Illinois","5592","*****","*****","null","5578","19","null","null","14","null","19","null",
"0500000US17061","Greene County, Illinois","13828","*****","*****","null","13725","47","null","null","103","null","47","null",
"0500000US17063","Grundy County, Illinois","49870","*****","*****","null","48162","355","null","null","1708","null","355","null",
"0500000US17065","Hamilton County, Illinois","8430","*****","*****","null","8414","16","null","null","16","null","16","null",
"0500000US17067","Hancock County, Illinois","19063","*****","*****","null","18839","68","null","null","224","null","68","null",
"0500000US17069","Hardin County, Illinois","4315","*****","*****","null","4263","52","null","null","52","null","52","null",
"0500000US17071","Henderson County, Illinois","7275","*****","*****","null","7130","100","null","null","145","null","100","null",
"0500000US17073","Henry County, Illinois","50378","*****","*****","null","49160","207","null","null","1218","null","207","null",
"0500000US17075","Iroquois County, Illinois","29689","*****","*****","null","28713","179","null","null","976","null","179","null",
"0500000US17077","Jackson County, Illinois","59992","*****","*****","null","56525","402","null","null","3467","null","402","null",
"0500000US17079","Jasper County, Illinois","9707","*****","*****","null","9616","27","null","null","91","null","27","null",
"0500000US17081","Jefferson County, Illinois","38908","*****","*****","null","38298","119","null","null","610","null","119","null",
"0500000US17083","Jersey County, Illinois","22939","*****","*****","null","22733","60","null","null","206","null","60","null",
"0500000US17085","Jo Daviess County, Illinois","22663","*****","*****","null","21941","165","null","null","722","null","165","null",
"0500000US17087","Johnson County, Illinois","12653","*****","*****","null","12414","62","null","null","239","null","62","null",
"0500000US17089","Kane County, Illinois","514891","*****","*****","null","422322","1953","null","null","92569","null","1953","null",
"0500000US17091","Kankakee County, Illinois","113170","*****","*****","null","108021","426","null","null","5149","null","426","null",
"0500000US17093","Kendall County, Illinois","114226","*****","*****","null","103998","751","null","null","10228","null","751","null",
"0500000US17095","Knox County, Illinois","52698","*****","*****","null","51425","233","null","null","1273","null","233","null",
"0500000US17097","Lake County, Illinois","701282","*****","*****","null","573217","2012","null","null","128065","null","2012","null",
"0500000US17099","LaSalle County, Illinois","113688","*****","*****","null","109537","502","null","null","4151","null","502","null",
"0500000US17101","Lawrence County, Illinois","16778","*****","*****","null","16367","150","null","null","411","null","150","null",
"0500000US17103","Lee County, Illinois","35778","*****","*****","null","34976","196","null","null","802","null","196","null",
"0500000US17105","Livingston County, Illinois","38903","*****","*****","null","38263","186","null","null","640","null","186","null",
"0500000US17107","Logan County, Illinois","30278","*****","*****","null","29677","172","null","null","601","null","172","null",
"0500000US17109","McDonough County, Illinois","32568","*****","*****","null","31491","227","null","null","1077","null","227","null",
"0500000US17111","McHenry County, Illinois","308163","*****","*****","null","278987","1099","null","null","29176","null","1099","null",
"0500000US17113","McLean County, Illinois","169689","*****","*****","null","160260","544","null","null","9429","null","544","null",
"0500000US17115","Macon County, Illinois","110558","*****","*****","null","108343","321","null","null","2215","null","321","null",
"0500000US17117","Macoupin County, Illinois","47712","*****","*****","null","47239","99","null","null","473","null","99","null",
"0500000US17119","Madison County, Illinois","268586","*****","*****","null","262690","503","null","null","5896","null","503","null",
"0500000US17121","Marion County, Illinois","39319","*****","*****","null","38975","101","null","null","344","null","101","null",
"0500000US17123","Marshall County, Illinois","12567","*****","*****","null","12323","74","null","null","244","null","74","null",
"0500000US17125","Mason County, Illinois","14636","*****","*****","null","14450","73","null","null","186","null","73","null",
"0500000US17127","Massac County, Illinois","15370","*****","*****","null","15286","43","null","null","84","null","43","null",
"0500000US17129","Menard County, Illinois","12728","*****","*****","null","12653","39","null","null","75","null","39","null",
"0500000US17131","Mercer County, Illinois","16421","*****","*****","null","16304","46","null","null","117","null","46","null",
"0500000US17133","Monroe County, Illinois","33003","*****","*****","null","32731","110","null","null","272","null","110","null",
"0500000US17135","Montgomery County, Illinois","29977","*****","*****","null","29611","95","null","null","366","null","95","null",
"0500000US17137","Morgan County, Illinois","35544","*****","*****","null","34999","182","null","null","545","null","182","null",
"0500000US17139","Moultrie County, Illinois","14844","*****","*****","null","14638","103","null","null","206","null","103","null",
"0500000US17141","Ogle County, Illinois","53378","*****","*****","null","50860","322","null","null","2518","null","322","null",
"0500000US17143","Peoria County, Illinois","186399","*****","*****","null","177708","648","null","null","8691","null","648","null",
"0500000US17145","Perry County, Illinois","22287","*****","*****","null","21938","108","null","null","349","null","108","null",
"0500000US17147","Piatt County, Illinois","16679","*****","*****","null","16465","107","null","null","214","null","107","null",
"0500000US17149","Pike County, Illinois","16436","*****","*****","null","16341","40","null","null","95","null","40","null",
"0500000US17151","Pope County, Illinois","4399","*****","*****","null","4312","61","null","null","87","null","61","null",
"0500000US17153","Pulaski County, Illinois","6107","*****","*****","null","5977","102","null","null","130","null","102","null",
"0500000US17155","Putnam County, Illinois","5968","*****","*****","null","5829","63","null","null","139","null","63","null",
"0500000US17157","Randolph County, Illinois","33353","*****","*****","null","32827","124","null","null","526","null","124","null",
"0500000US17159","Richland County, Illinois","16181","*****","*****","null","15849","85","null","null","332","null","85","null",
"0500000US17161","Rock Island County, Illinois","147504","*****","*****","null","136685","788","null","null","10819","null","788","null",
"0500000US17163","St. Clair County, Illinois","268873","*****","*****","null","261776","599","null","null","7097","null","599","null",
"0500000US17165","Saline County, Illinois","24975","*****","*****","null","24653","120","null","null","322","null","120","null",
"0500000US17167","Sangamon County, Illinois","197474","*****","*****","null","190943","505","null","null","6531","null","505","null",
"0500000US17169","Schuyler County, Illinois","7499","*****","*****","null","7247","143","null","null","252","null","143","null",
"0500000US17171","Scott County, Illinois","5322","*****","*****","null","5272","41","null","null","50","null","41","null",
"0500000US17173","Shelby County, Illinois","22316","*****","*****","null","22107","100","null","null","209","null","100","null",
"0500000US17175","Stark County, Illinois","5983","*****","*****","null","5923","23","null","null","60","null","23","null",
"0500000US17177","Stephenson County, Illinois","47532","*****","*****","null","46369","281","null","null","1163","null","281","null",
"0500000US17179","Tazewell County, Illinois","135201","*****","*****","null","133288","245","null","null","1913","null","245","null",
"0500000US17181","Union County, Illinois","17799","*****","*****","null","17302","103","null","null","497","null","103","null",
"0500000US17183","Vermilion County, Illinois","81463","*****","*****","null","79839","209","null","null","1624","null","209","null",
"0500000US17185","Wabash County, Illinois","11935","*****","*****","null","11776","95","null","null","159","null","95","null",
"0500000US17187","Warren County, Illinois","17723","*****","*****","null","16882","181","null","null","841","null","181","null",
"0500000US17189","Washington County, Illinois","14692","*****","*****","null","14578","46","null","null","114","null","46","null",
"0500000US17191","Wayne County, Illinois","16727","*****","*****","null","16557","76","null","null","170","null","76","null",
"0500000US17193","White County, Illinois","14686","*****","*****","null","14514","84","null","null","172","null","84","null",
"0500000US17195","Whiteside County, Illinois","58400","*****","*****","null","56651","271","null","null","1749","null","271","null",
"0500000US17197","Will County, Illinois","677669","*****","*****","null","598129","1926","null","null","79540","null","1926","null",
"0500000US17199","Williamson County, Illinois","66335","*****","*****","null","65216","185","null","null","1119","null","185","null",
"0500000US17201","Winnebago County, Illinois","294433","*****","*****","null","272367","1056","null","null","22066","null","1056","null",
"0500000US17203","Woodford County, Illinois","38736","*****","*****","null","38262","145","null","null","474","null","145","null",
"0500000US18001","Adams County, Indiana","34343","*****","*****","null","33998","159","null","null","345","null","159","null",
"0500000US18003","Allen County, Indiana","355940","*****","*****","null","334435","1064","null","null","21505","null","1064","null",
"0500000US18005","Bartholomew County, Indiana","77297","*****","*****","null","71883","463","null","null","5414","null","463","null",
"0500000US18007","Benton County, Indiana","8816","*****","*****","null","8671","59","null","null","145","null","59","null",
"0500000US18009","Blackford County, Indiana","12742","*****","*****","null","12648","41","null","null","94","null","41","null",
"0500000US18011","Boone County, Indiana","56823","*****","*****","null","54920","323","null","null","1903","null","323","null",
"0500000US18013","Brown County, Indiana","15181","*****","*****","null","14994","64","null","null","187","null","64","null",
"0500000US18015","Carroll County, Indiana","20105","*****","*****","null","19556","108","null","null","549","null","108","null",
"0500000US18017","Cass County, Indiana","38875","*****","*****","null","35649","226","null","null","3226","null","226","null",
"0500000US18019","Clark County, Indiana","110100","*****","*****","null","106026","475","null","null","4074","null","475","null",
"0500000US18021","Clay County, Indiana","26908","*****","*****","null","26692","110","null","null","216","null","110","null",
"0500000US18023","Clinton County, Indiana","33179","*****","*****","null","30864","273","null","null","2315","null","273","null",
"0500000US18025","Crawford County, Indiana","10702","*****","*****","null","10647","49","null","null","55","null","49","null",
"0500000US18027","Daviess County, Indiana","31604","*****","*****","null","30834","125","null","null","770","null","125","null",
"0500000US18029","Dearborn County, Indiana","49904","*****","*****","null","49314","177","null","null","590","null","177","null",
"0500000US18031","Decatur County, Indiana","25772","*****","*****","null","25201","163","null","null","571","null","163","null",
"0500000US18033","DeKalb County, Indiana","42218","*****","*****","null","41643","176","null","null","575","null","176","null",
"0500000US18035","Delaware County, Indiana","117459","*****","*****","null","115221","304","null","null","2238","null","304","null",
"0500000US18037","Dubois County, Indiana","41995","*****","*****","null","40501","232","null","null","1494","null","232","null",
"0500000US18039","Elkhart County, Indiana","198214","*****","*****","null","182030","916","null","null","16184","null","916","null",
"0500000US18041","Fayette County, Indiana","24220","*****","*****","null","24069","71","null","null","151","null","71","null",
"0500000US18043","Floyd County, Indiana","74601","*****","*****","null","72752","223","null","null","1849","null","223","null",
"0500000US18045","Fountain County, Indiana","17212","*****","*****","null","16955","90","null","null","257","null","90","null",
"0500000US18047","Franklin County, Indiana","23108","*****","*****","null","22854","153","null","null","254","null","153","null",
"0500000US18049","Fulton County, Indiana","20762","*****","*****","null","20135","160","null","null","627","null","160","null",
"0500000US18051","Gibson County, Indiana","33437","*****","*****","null","33104","159","null","null","333","null","159","null",
"0500000US18053","Grant County, Indiana","69886","*****","*****","null","68665","219","null","null","1221","null","219","null",
"0500000US18055","Greene County, Indiana","33032","*****","*****","null","32815","84","null","null","217","null","84","null",
"0500000US18057","Hamilton County, Indiana","276098","*****","*****","null","257917","915","null","null","18181","null","915","null",
"0500000US18059","Hancock County, Indiana","69778","*****","*****","null","68698","226","null","null","1080","null","226","null",
"0500000US18061","Harrison County, Indiana","39102","*****","*****","null","38655","146","null","null","447","null","146","null",
"0500000US18063","Hendricks County, Indiana","145880","*****","*****","null","140162","950","null","null","5718","null","950","null",
"0500000US18065","Henry County, Indiana","49381","*****","*****","null","48948","80","null","null","433","null","80","null",
"0500000US18067","Howard County, Indiana","82914","*****","*****","null","81289","222","null","null","1625","null","222","null",
"0500000US18069","Huntington County, Indiana","37144","*****","*****","null","36609","112","null","null","535","null","112","null",
"0500000US18071","Jackson County, Indiana","42414","*****","*****","null","40524","285","null","null","1890","null","285","null",
"0500000US18073","Jasper County, Indiana","33369","*****","*****","null","32626","207","null","null","743","null","207","null",
"0500000US18075","Jay County, Indiana","21353","*****","*****","null","21134","122","null","null","219","null","122","null",
"0500000US18077","Jefferson County, Indiana","32501","*****","*****","null","31818","133","null","null","683","null","133","null",
"0500000US18079","Jennings County, Indiana","28373","*****","*****","null","28049","115","null","null","324","null","115","null",
"0500000US18081","Johnson County, Indiana","140033","*****","*****","null","134899","571","null","null","5134","null","571","null",
"0500000US18083","Knox County, Indiana","38392","*****","*****","null","37698","171","null","null","694","null","171","null",
"0500000US18085","Kosciusko County, Indiana","77328","*****","*****","null","74218","374","null","null","3110","null","374","null",
"0500000US18087","LaGrange County, Indiana","37284","*****","*****","null","36617","129","null","null","667","null","129","null",
"0500000US18089","Lake County, Indiana","495230","*****","*****","null","462555","1570","null","null","32675","null","1570","null",
"0500000US18091","LaPorte County, Indiana","111335","*****","*****","null","108098","366","null","null","3237","null","366","null",
"0500000US18093","Lawrence County, Indiana","46131","*****","*****","null","45671","129","null","null","460","null","129","null",
"0500000US18095","Madison County, Indiana","131244","*****","*****","null","128647","332","null","null","2597","null","332","null",
"0500000US18097","Marion County, Indiana","904535","*****","*****","null","830259","2064","null","null","74276","null","2064","null",
"0500000US18099","Marshall County, Indiana","47045","*****","*****","null","45023","223","null","null","2022","null","223","null",
"0500000US18101","Martin County, Indiana","10300","*****","*****","null","10189","48","null","null","111","null","48","null",
"0500000US18103","Miami County, Indiana","36850","*****","*****","null","36430","142","null","null","420","null","142","null",
"0500000US18105","Monroe County, Indiana","138048","*****","*****","null","127387","659","null","null","10661","null","659","null",
"0500000US18107","Montgomery County, Indiana","38207","*****","*****","null","37092","169","null","null","1115","null","169","null",
"0500000US18109","Morgan County, Indiana","69033","*****","*****","null","68128","170","null","null","905","null","170","null",
"0500000US18111","Newton County, Indiana","14199","*****","*****","null","13855","146","null","null","344","null","146","null",
"0500000US18113","Noble County, Indiana","47547","*****","*****","null","45194","265","null","null","2353","null","265","null",
"0500000US18115","Ohio County, Indiana","6093","*****","*****","null","6081","20","null","null","12","null","20","null",
"0500000US18117","Orange County, Indiana","19828","*****","*****","null","19752","39","null","null","76","null","39","null",
"0500000US18119","Owen County, Indiana","21583","*****","*****","null","21334","67","null","null","249","null","67","null",
"0500000US18121","Parke County, Indiana","17251","*****","*****","null","17017","102","null","null","234","null","102","null",
"0500000US18123","Perry County, Indiana","19408","*****","*****","null","19307","52","null","null","101","null","52","null",
"0500000US18125","Pike County, Indiana","12849","*****","*****","null","12797","36","null","null","52","null","36","null",
"0500000US18127","Porter County, Indiana","164386","*****","*****","null","158081","657","null","null","6305","null","657","null",
"0500000US18129","Posey County, Indiana","25840","*****","*****","null","25571","173","null","null","269","null","173","null",
"0500000US18131","Pulaski County, Indiana","13395","*****","*****","null","13329","43","null","null","66","null","43","null",
"0500000US18133","Putnam County, Indiana","37995","*****","*****","null","37368","133","null","null","627","null","133","null",
"0500000US18135","Randolph County, Indiana","26101","*****","*****","null","25906","96","null","null","195","null","97","null",
"0500000US18137","Ripley County, Indiana","28702","*****","*****","null","28383","108","null","null","319","null","108","null",
"0500000US18139","Rush County, Indiana","17349","*****","*****","null","17243","72","null","null","106","null","72","null",
"0500000US18141","St. Joseph County, Indiana","266785","*****","*****","null","252246","738","null","null","14539","null","738","null",
"0500000US18143","Scott County, Indiana","24044","*****","*****","null","23752","125","null","null","292","null","125","null",
"0500000US18145","Shelby County, Indiana","44435","*****","*****","null","43217","189","null","null","1218","null","189","null",
"0500000US18147","Spencer County, Indiana","20948","*****","*****","null","20508","105","null","null","440","null","105","null",
"0500000US18149","Starke County, Indiana","23310","*****","*****","null","22949","155","null","null","361","null","155","null",
"0500000US18151","Steuben County, Indiana","34116","*****","*****","null","33373","183","null","null","743","null","183","null",
"0500000US18153","Sullivan County, Indiana","21379","*****","*****","null","21172","64","null","null","207","null","64","null",
"0500000US18155","Switzerland County, Indiana","10509","*****","*****","null","10311","68","null","null","198","null","68","null",
"0500000US18157","Tippecanoe County, Indiana","173317","*****","*****","null","155192","774","null","null","18125","null","774","null",
"0500000US18159","Tipton County, Indiana","15917","*****","*****","null","15721","89","null","null","196","null","89","null",
"0500000US18161","Union County, Indiana","7449","*****","*****","null","7394","48","null","null","55","null","48","null",
"0500000US18163","Vanderburgh County, Indiana","179610","*****","*****","null","175290","482","null","null","4320","null","482","null",
"0500000US18165","Vermillion County, Indiana","16224","*****","*****","null","16160","30","null","null","64","null","30","null",
"0500000US18167","Vigo County, Indiana","107805","*****","*****","null","104439","391","null","null","3366","null","391","null",
"0500000US18169","Wabash County, Indiana","32804","*****","*****","null","32319","116","null","null","485","null","116","null",
"0500000US18171","Warren County, Indiana","8490","*****","*****","null","8395","53","null","null","95","null","53","null",
"0500000US18173","Warrick County, Indiana","59643","*****","*****","null","58063","290","null","null","1580","null","290","null",
"0500000US18175","Washington County, Indiana","28162","*****","*****","null","27966","82","null","null","196","null","82","null",
"0500000US18177","Wayne County, Indiana","68797","*****","*****","null","67367","267","null","null","1430","null","267","null",
"0500000US18179","Wells County, Indiana","27677","*****","*****","null","27422","122","null","null","255","null","122","null",
"0500000US18181","White County, Indiana","24612","*****","*****","null","23747","261","null","null","865","null","261","null",
"0500000US18183","Whitley County, Indiana","33234","*****","*****","null","32930","79","null","null","304","null","79","null",
"0500000US19001","Adair County, Iowa","7628","*****","*****","null","7549","34","null","null","79","null","34","null",
"0500000US19003","Adams County, Iowa","4027","*****","*****","null","4008","17","null","null","19","null","17","null",
"0500000US19005","Allamakee County, Iowa","14285","*****","*****","null","13464","163","null","null","821","null","163","null",
"0500000US19007","Appanoose County, Iowa","12858","*****","*****","null","12732","63","null","null","126","null","63","null",
"0500000US19009","Audubon County, Iowa","6077","*****","*****","null","6039","19","null","null","38","null","19","null",
"0500000US19011","Benton County, Iowa","26044","*****","*****","null","25758","79","null","null","286","null","79","null",
"0500000US19013","Black Hawk County, Iowa","130843","*****","*****","null","124955","565","null","null","5888","null","565","null",
"0500000US19015","Boone County, Iowa","26324","*****","*****","null","26160","65","null","null","164","null","65","null",
"0500000US19017","Bremer County, Iowa","24294","*****","*****","null","24059","72","null","null","235","null","72","null",
"0500000US19019","Buchanan County, Iowa","20988","*****","*****","null","20805","92","null","null","183","null","92","null",
"0500000US19021","Buena Vista County, Iowa","20215","*****","*****","null","16685","195","null","null","3530","null","195","null",
"0500000US19023","Butler County, Iowa","14899","*****","*****","null","14822","29","null","null","77","null","29","null",
"0500000US19025","Calhoun County, Iowa","9936","*****","*****","null","9885","38","null","null","51","null","38","null",
"0500000US19027","Carroll County, Iowa","20751","*****","*****","null","20569","57","null","null","182","null","57","null",
"0500000US19029","Cass County, Iowa","13865","*****","*****","null","13730","42","null","null","135","null","42","null",
"0500000US19031","Cedar County, Iowa","18446","*****","*****","null","18198","95","null","null","248","null","95","null",
"0500000US19033","Cerro Gordo County, Iowa","44083","*****","*****","null","43142","272","null","null","941","null","272","null",
"0500000US19035","Cherokee County, Iowa","12011","*****","*****","null","11925","44","null","null","86","null","44","null",
"0500000US19037","Chickasaw County, Iowa","12409","*****","*****","null","12186","52","null","null","223","null","52","null",
"0500000US19039","Clarke County, Iowa","9286","*****","*****","null","8893","74","null","null","393","null","74","null",
"0500000US19041","Clay County, Iowa","16649","*****","*****","null","16312","107","null","null","337","null","107","null",
"0500000US19043","Clayton County, Iowa","18056","*****","*****","null","17806","55","null","null","250","null","55","null",
"0500000US19045","Clinton County, Iowa","49074","*****","*****","null","48357","153","null","null","717","null","153","null",
"0500000US19047","Crawford County, Iowa","17100","*****","*****","null","14766","193","null","null","2334","null","193","null",
"0500000US19049","Dallas County, Iowa","66997","*****","*****","null","62668","495","null","null","4329","null","495","null",
"0500000US19051","Davis County, Iowa","8718","*****","*****","null","8642","38","null","null","76","null","38","null",
"0500000US19053","Decatur County, Iowa","8382","*****","*****","null","8235","49","null","null","147","null","49","null",
"0500000US19055","Delaware County, Iowa","17721","*****","*****","null","17599","62","null","null","122","null","62","null",
"0500000US19057","Des Moines County, Iowa","40268","*****","*****","null","39586","181","null","null","682","null","181","null",
"0500000US19059","Dickinson County, Iowa","16778","*****","*****","null","16600","61","null","null","178","null","61","null",
"0500000US19061","Dubuque County, Iowa","93776","*****","*****","null","92000","258","null","null","1776","null","258","null",
"0500000US19063","Emmet County, Iowa","10263","*****","*****","null","9753","74","null","null","510","null","74","null",
"0500000US19065","Fayette County, Iowa","20894","*****","*****","null","20752","52","null","null","142","null","52","null",
"0500000US19067","Floyd County, Iowa","16204","*****","*****","null","15911","97","null","null","293","null","97","null",
"0500000US19069","Franklin County, Iowa","10650","*****","*****","null","10144","102","null","null","506","null","102","null",
"0500000US19071","Fremont County, Iowa","7373","*****","*****","null","7338","19","null","null","35","null","19","null",
"0500000US19073","Greene County, Iowa","9304","*****","*****","null","9119","49","null","null","185","null","49","null",
"0500000US19075","Grundy County, Iowa","12431","*****","*****","null","12382","17","null","null","49","null","17","null",
"0500000US19077","Guthrie County, Iowa","10915","*****","*****","null","10797","40","null","null","118","null","40","null",
"0500000US19079","Hamilton County, Iowa","15614","*****","*****","null","15193","158","null","null","421","null","158","null",
"0500000US19081","Hancock County, Iowa","11320","*****","*****","null","11163","62","null","null","157","null","62","null",
"0500000US19083","Hardin County, Iowa","17479","*****","*****","null","17066","121","null","null","413","null","121","null",
"0500000US19085","Harrison County, Iowa","14838","*****","*****","null","14712","37","null","null","126","null","37","null",
"0500000US19087","Henry County, Iowa","20242","*****","*****","null","19411","203","null","null","831","null","203","null",
"0500000US19089","Howard County, Iowa","9568","*****","*****","null","9447","85","null","null","121","null","85","null",
"0500000US19091","Humboldt County, Iowa","9818","*****","*****","null","9637","48","null","null","181","null","48","null",
"0500000US19093","Ida County, Iowa","7113","*****","*****","null","7088","14","null","null","25","null","14","null",
"0500000US19095","Iowa County, Iowa","16320","*****","*****","null","16157","75","null","null","163","null","75","null",
"0500000US19097","Jackson County, Iowa","19807","*****","*****","null","19685","48","null","null","122","null","48","null",
"0500000US19099","Jasper County, Iowa","36823","*****","*****","null","36453","99","null","null","370","null","99","null",
"0500000US19101","Jefferson County, Iowa","16791","*****","*****","null","14889","246","null","null","1902","null","246","null",
"0500000US19103","Johnson County, Iowa","131627","*****","*****","null","119467","763","null","null","12160","null","763","null",
"0500000US19105","Jones County, Iowa","20686","*****","*****","null","20478","59","null","null","208","null","59","null",
"0500000US19107","Keokuk County, Iowa","10480","*****","*****","null","10435","21","null","null","45","null","21","null",
"0500000US19109","Kossuth County, Iowa","15510","*****","*****","null","15359","41","null","null","151","null","41","null",
"0500000US19111","Lee County, Iowa","35741","*****","*****","null","35088","173","null","null","653","null","173","null",
"0500000US19113","Linn County, Iowa","211954","*****","*****","null","205718","636","null","null","6236","null","636","null",
"0500000US19115","Louisa County, Iowa","11448","*****","*****","null","10559","89","null","null","889","null","89","null",
"0500000US19117","Lucas County, Iowa","8913","*****","*****","null","8490","176","null","null","423","null","176","null",
"0500000US19119","Lyon County, Iowa","11623","*****","*****","null","11489","63","null","null","134","null","63","null",
"0500000US19121","Madison County, Iowa","15630","*****","*****","null","15460","61","null","null","170","null","61","null",
"0500000US19123","Mahaska County, Iowa","22432","*****","*****","null","22063","107","null","null","369","null","107","null",
"0500000US19125","Marion County, Iowa","33388","*****","*****","null","32630","141","null","null","758","null","141","null",
"0500000US19127","Marshall County, Iowa","40568","*****","*****","null","35944","274","null","null","4624","null","274","null",
"0500000US19129","Mills County, Iowa","15028","*****","*****","null","14851","70","null","null","177","null","70","null",
"0500000US19131","Mitchell County, Iowa","10761","*****","*****","null","10624","54","null","null","137","null","54","null",
"0500000US19133","Monona County, Iowa","9242","*****","*****","null","9153","37","null","null","89","null","37","null",
"0500000US19135","Monroe County, Iowa","7979","*****","*****","null","7732","136","null","null","247","null","136","null",
"0500000US19137","Montgomery County, Iowa","10710","*****","*****","null","10535","60","null","null","175","null","60","null",
"0500000US19139","Muscatine County, Iowa","42729","*****","*****","null","39961","358","null","null","2768","null","358","null",
"0500000US19141","O'Brien County, Iowa","14302","*****","*****","null","13965","80","null","null","337","null","80","null",
"0500000US19143","Osceola County, Iowa","6413","*****","*****","null","6166","46","null","null","247","null","46","null",
"0500000US19145","Page County, Iowa","15902","*****","*****","null","15570","121","null","null","332","null","121","null",
"0500000US19147","Palo Alto County, Iowa","9402","*****","*****","null","9288","40","null","null","114","null","40","null",
"0500000US19149","Plymouth County, Iowa","24911","*****","*****","null","24479","63","null","null","432","null","63","null",
"0500000US19151","Pocahontas County, Iowa","7307","*****","*****","null","7194","35","null","null","113","null","35","null",
"0500000US19153","Polk County, Iowa","431811","*****","*****","null","397005","1508","null","null","34806","null","1508","null",
"0500000US19155","Pottawattamie County, Iowa","92793","*****","*****","null","89688","382","null","null","3105","null","382","null",
"0500000US19157","Poweshiek County, Iowa","18888","*****","*****","null","18378","105","null","null","510","null","105","null",
"0500000US19159","Ringgold County, Iowa","5123","*****","*****","null","5076","32","null","null","47","null","32","null",
"0500000US19161","Sac County, Iowa","10307","*****","*****","null","10182","35","null","null","125","null","35","null",
"0500000US19163","Scott County, Iowa","165432","*****","*****","null","159632","472","null","null","5800","null","472","null",
"0500000US19165","Shelby County, Iowa","12158","*****","*****","null","12006","62","null","null","152","null","62","null",
"0500000US19167","Sioux County, Iowa","33776","*****","*****","null","31593","212","null","null","2183","null","212","null",
"0500000US19169","Story County, Iowa","89734","*****","*****","null","82141","524","null","null","7593","null","524","null",
"0500000US19171","Tama County, Iowa","17746","*****","*****","null","17226","77","null","null","520","null","77","null",
"0500000US19173","Taylor County, Iowa","6292","*****","*****","null","6076","59","null","null","216","null","59","null",
"0500000US19175","Union County, Iowa","12525","*****","*****","null","12400","95","null","null","125","null","95","null",
"0500000US19177","Van Buren County, Iowa","7565","*****","*****","null","7501","27","null","null","64","null","27","null",
"0500000US19179","Wapello County, Iowa","35449","*****","*****","null","33184","271","null","null","2265","null","271","null",
"0500000US19181","Warren County, Iowa","46239","*****","*****","null","45664","158","null","null","575","null","158","null",
"0500000US19183","Washington County, Iowa","21765","*****","*****","null","21213","136","null","null","552","null","136","null",
"0500000US19185","Wayne County, Iowa","6372","*****","*****","null","6322","28","null","null","50","null","28","null",
"0500000US19187","Webster County, Iowa","37895","*****","*****","null","37093","207","null","null","802","null","207","null",
"0500000US19189","Winnebago County, Iowa","10800","*****","*****","null","10534","63","null","null","266","null","63","null",
"0500000US19191","Winneshiek County, Iowa","21033","*****","*****","null","20575","92","null","null","458","null","92","null",
"0500000US19193","Woodbury County, Iowa","101948","*****","*****","null","93810","475","null","null","8138","null","475","null",
"0500000US19195","Worth County, Iowa","7581","*****","*****","null","7509","31","null","null","72","null","31","null",
"0500000US19197","Wright County, Iowa","13173","*****","*****","null","12578","114","null","null","595","null","114","null",
"0500000US20001","Allen County, Kansas","13364","*****","*****","null","13244","79","null","null","120","null","79","null",
"0500000US20003","Anderson County, Kansas","8066","*****","*****","null","8040","22","null","null","26","null","22","null",
"0500000US20005","Atchison County, Kansas","16854","*****","*****","null","16755","49","null","null","99","null","49","null",
"0500000US20007","Barber County, Kansas","4867","*****","*****","null","4860","8","null","null","7","null","8","null",
"0500000US20009","Barton County, Kansas","27556","*****","*****","null","25723","269","null","null","1833","null","269","null",
"0500000US20011","Bourbon County, Kansas","15060","*****","*****","null","14964","38","null","null","96","null","38","null",
"0500000US20013","Brown County, Kansas","9962","*****","*****","null","9817","50","null","null","145","null","50","null",
"0500000US20015","Butler County, Kansas","65647","*****","*****","null","64398","268","null","null","1249","null","268","null",
"0500000US20017","Chase County, Kansas","2788","*****","*****","null","2744","28","null","null","44","null","28","null",
"0500000US20019","Chautauqua County, Kansas","3654","*****","*****","null","3605","32","null","null","49","null","32","null",
"0500000US20021","Cherokee County, Kansas","21521","*****","*****","null","21328","97","null","null","193","null","97","null",
"0500000US20023","Cheyenne County, Kansas","2724","*****","*****","null","2634","40","null","null","90","null","40","null",
"0500000US20025","Clark County, Kansas","2198","*****","*****","null","2121","44","null","null","77","null","44","null",
"0500000US20027","Clay County, Kansas","8547","*****","*****","null","8500","29","null","null","47","null","29","null",
"0500000US20029","Cloud County, Kansas","9479","*****","*****","null","9324","73","null","null","155","null","73","null",
"0500000US20031","Coffey County, Kansas","8553","*****","*****","null","8486","37","null","null","67","null","37","null",
