"GEO_ID","NAME","B05012_001E","B05012_001EA","B05012_001M","B05012_001MA","B05012_002E","B05012_002EA","B05012_002M","B05012_002MA","B05012_003E","B05012_003EA","B05012_003M","B05012_003MA",
"0500000US02240","Southeast Fairbanks Census Area, Alaska","6878","null","*****","*****","6120","null","214","null","758","null","214","null",
"0500000US02261","Valdez-Cordova Census Area, Alaska","9243","null","*****","*****","8637","null","205","null","606","null","205","null",
"0500000US02275","Wrangell City and Borough, Alaska","2502","null","*****","*****","2431","null","45","null","71","null","45","null",
"0500000US02282","Yakutat City and Borough, Alaska","649","null","89","null","617","null","88","null","32","null","32","null",
"0500000US02290","Yukon-Koyukuk Census Area, Alaska","5377","null","*****","*****","5306","null","15","null","71","null","15","null",
"0500000US04001","Apache County, Arizona","71511","null","*****","*****","70506","null","254","null","1005","null","254","null",
"0500000US04003","Cochise County, Arizona","125867","null","*****","*****","112338","null","752","null","13529","null","752","null",
"0500000US04005","Coconino County, Arizona","141274","null","*****","*****","135019","null","683","null","6255","null","683","null",
"0500000US04007","Gila County, Arizona","53546","null","*****","*****","51650","null","312","null","1896","null","312","null",
"0500000US04009","Graham County, Arizona","37996","null","*****","*****","36842","null","360","null","1154","null","360","null",
"0500000US04011","Greenlee County, Arizona","9522","null","*****","*****","9299","null","88","null","223","null","88","null",
"0500000US04012","La Paz County, Arizona","20793","null","*****","*****","18783","null","450","null","2010","null","450","null",
"0500000US04013","Maricopa County, Arizona","4328810","null","*****","*****","3686881","null","6624","null","641929","null","6624","null",
"0500000US04015","Mohave County, Arizona","207695","null","*****","*****","195161","null","887","null","12534","null","887","null",
"0500000US04017","Navajo County, Arizona","109270","null","*****","*****","106088","null","398","null","3182","null","398","null",
"0500000US04019","Pima County, Arizona","1027207","null","*****","*****","893973","null","2917","null","133234","null","2917","null",
"0500000US04021","Pinal County, Arizona","432793","null","*****","*****","393650","null","2005","null","39143","null","2005","null",
"0500000US04023","Santa Cruz County, Arizona","46480","null","*****","*****","31077","null","785","null","15403","null","785","null",
"0500000US04025","Yavapai County, Arizona","228067","null","*****","*****","213992","null","1103","null","14075","null","1103","null",
"0500000US04027","Yuma County, Arizona","209468","null","*****","*****","154389","null","1586","null","55079","null","1586","null",
"0500000US05001","Arkansas County, Arkansas","17914","null","*****","*****","17769","null","94","null","145","null","94","null",
"0500000US05003","Ashley County, Arkansas","20270","null","*****","*****","19767","null","80","null","503","null","80","null",
"0500000US05005","Baxter County, Arkansas","41427","null","*****","*****","40688","null","158","null","739","null","158","null",
"0500000US05007","Benton County, Arkansas","265759","null","*****","*****","234983","null","926","null","30776","null","926","null",
"0500000US05009","Boone County, Arkansas","37331","null","*****","*****","37027","null","118","null","304","null","118","null",
"0500000US05011","Bradley County, Arkansas","10874","null","*****","*****","10095","null","117","null","779","null","117","null",
"0500000US05013","Calhoun County, Arkansas","5192","null","*****","*****","5135","null","32","null","57","null","32","null",
"0500000US05015","Carroll County, Arkansas","27965","null","*****","*****","25559","null","263","null","2406","null","263","null",
"0500000US05017","Chicot County, Arkansas","10615","null","*****","*****","10369","null","42","null","246","null","42","null",
"0500000US05019","Clark County, Arkansas","22386","null","*****","*****","21766","null","87","null","620","null","87","null",
"0500000US05021","Clay County, Arkansas","14889","null","*****","*****","14764","null","65","null","125","null","65","null",
"0500000US05023","Cleburne County, Arkansas","25100","null","*****","*****","24754","null","157","null","346","null","157","null",
"0500000US05025","Cleveland County, Arkansas","8128","null","*****","*****","8059","null","78","null","69","null","78","null",
"0500000US05027","Columbia County, Arkansas","23776","null","*****","*****","23376","null","125","null","400","null","125","null",
"0500000US05029","Conway County, Arkansas","20858","null","*****","*****","20353","null","103","null","505","null","103","null",
"0500000US05031","Craighead County, Arkansas","107345","null","*****","*****","103040","null","580","null","4305","null","580","null",
"0500000US05033","Crawford County, Arkansas","62739","null","*****","*****","60224","null","414","null","2515","null","414","null",
"0500000US05035","Crittenden County, Arkansas","48672","null","*****","*****","47810","null","157","null","862","null","157","null",
"0500000US05037","Cross County, Arkansas","16824","null","*****","*****","16778","null","37","null","46","null","37","null",
"0500000US05039","Dallas County, Arkansas","7279","null","*****","*****","7262","null","16","null","17","null","16","null",
"0500000US05041","Desha County, Arkansas","11709","null","*****","*****","11288","null","114","null","421","null","114","null",
"0500000US05043","Drew County, Arkansas","18417","null","*****","*****","18191","null","92","null","226","null","92","null",
"0500000US05045","Faulkner County, Arkansas","123624","null","*****","*****","119634","null","574","null","3990","null","574","null",
"0500000US05047","Franklin County, Arkansas","17738","null","*****","*****","17513","null","162","null","225","null","162","null",
"0500000US05049","Fulton County, Arkansas","12231","null","*****","*****","12022","null","86","null","209","null","86","null",
"0500000US05051","Garland County, Arkansas","98555","null","*****","*****","94804","null","571","null","3751","null","571","null",
"0500000US05053","Grant County, Arkansas","18126","null","*****","*****","17837","null","103","null","289","null","103","null",
"0500000US05055","Greene County, Arkansas","44937","null","*****","*****","44604","null","140","null","333","null","140","null",
"0500000US05057","Hempstead County, Arkansas","21842","null","*****","*****","20822","null","129","null","1020","null","129","null",
"0500000US05059","Hot Spring County, Arkansas","33597","null","*****","*****","33215","null","163","null","382","null","163","null",
"0500000US05061","Howard County, Arkansas","13311","null","*****","*****","12451","null","128","null","860","null","128","null",
"0500000US05063","Independence County, Arkansas","37427","null","*****","*****","36369","null","257","null","1058","null","257","null",
"0500000US05065","Izard County, Arkansas","13570","null","*****","*****","13416","null","89","null","154","null","89","null",
"0500000US05067","Jackson County, Arkansas","17027","null","*****","*****","16959","null","47","null","68","null","47","null",
"0500000US05069","Jefferson County, Arkansas","69282","null","*****","*****","68145","null","209","null","1137","null","209","null",
"0500000US05071","Johnson County, Arkansas","26372","null","*****","*****","23903","null","265","null","2469","null","265","null",
"0500000US05073","Lafayette County, Arkansas","6800","null","*****","*****","6666","null","66","null","134","null","66","null",
"0500000US05075","Lawrence County, Arkansas","16549","null","*****","*****","16412","null","67","null","137","null","67","null",
"0500000US05077","Lee County, Arkansas","9194","null","*****","*****","9089","null","91","null","105","null","91","null",
"0500000US05079","Lincoln County, Arkansas","13455","null","*****","*****","13215","null","64","null","240","null","64","null",
"0500000US05081","Little River County, Arkansas","12347","null","*****","*****","12303","null","33","null","44","null","33","null",
"0500000US05083","Logan County, Arkansas","21668","null","*****","*****","21340","null","110","null","328","null","110","null",
"0500000US05085","Lonoke County, Arkansas","72528","null","*****","*****","70849","null","310","null","1679","null","310","null",
"0500000US05087","Madison County, Arkansas","16211","null","*****","*****","15651","null","179","null","560","null","179","null",
"0500000US05089","Marion County, Arkansas","16476","null","*****","*****","16148","null","115","null","328","null","115","null",
"0500000US05091","Miller County, Arkansas","43572","null","*****","*****","42687","null","220","null","885","null","220","null",
"0500000US05093","Mississippi County, Arkansas","42126","null","*****","*****","41380","null","185","null","746","null","185","null",
"0500000US05095","Monroe County, Arkansas","7050","null","*****","*****","7027","null","22","null","23","null","22","null",
"0500000US05097","Montgomery County, Arkansas","8950","null","*****","*****","8710","null","67","null","240","null","67","null",
"0500000US05099","Nevada County, Arkansas","8351","null","*****","*****","8348","null","5","null","3","null","5","null",
"0500000US05101","Newton County, Arkansas","7812","null","*****","*****","7717","null","77","null","95","null","77","null",
"0500000US05103","Ouachita County, Arkansas","23830","null","*****","*****","23657","null","89","null","173","null","89","null",
"0500000US05105","Perry County, Arkansas","10355","null","*****","*****","10289","null","47","null","66","null","47","null",
"0500000US05107","Phillips County, Arkansas","18606","null","*****","*****","18525","null","68","null","81","null","68","null",
"0500000US05109","Pike County, Arkansas","10756","null","*****","*****","10365","null","68","null","391","null","68","null",
"0500000US05111","Poinsett County, Arkansas","23896","null","*****","*****","23662","null","82","null","234","null","82","null",
"0500000US05113","Polk County, Arkansas","20094","null","*****","*****","19221","null","134","null","873","null","134","null",
"0500000US05115","Pope County, Arkansas","63761","null","*****","*****","60304","null","591","null","3457","null","591","null",
"0500000US05117","Prairie County, Arkansas","8189","null","*****","*****","8171","null","22","null","18","null","22","null",
"0500000US05119","Pulaski County, Arkansas","392967","null","*****","*****","371541","null","1025","null","21426","null","1025","null",
"0500000US05121","Randolph County, Arkansas","17695","null","*****","*****","17382","null","102","null","313","null","102","null",
"0500000US05123","St. Francis County, Arkansas","25900","null","*****","*****","25495","null","192","null","405","null","192","null",
"0500000US05125","Saline County, Arkansas","119415","null","*****","*****","115541","null","382","null","3874","null","382","null",
"0500000US05127","Scott County, Arkansas","10376","null","*****","*****","10208","null","106","null","168","null","106","null",
"0500000US05129","Searcy County, Arkansas","7908","null","*****","*****","7829","null","54","null","79","null","54","null",
"0500000US05131","Sebastian County, Arkansas","127591","null","*****","*****","116171","null","644","null","11420","null","644","null",
"0500000US05133","Sevier County, Arkansas","17081","null","*****","*****","14283","null","230","null","2798","null","230","null",
"0500000US05135","Sharp County, Arkansas","17139","null","*****","*****","17010","null","56","null","129","null","56","null",
"0500000US05137","Stone County, Arkansas","12475","null","*****","*****","12382","null","69","null","93","null","69","null",
"0500000US05139","Union County, Arkansas","39449","null","*****","*****","38720","null","147","null","729","null","147","null",
"0500000US05141","Van Buren County, Arkansas","16642","null","*****","*****","16419","null","89","null","223","null","89","null",
"0500000US05143","Washington County, Arkansas","232289","null","*****","*****","206618","null","1165","null","25671","null","1165","null",
"0500000US05145","White County, Arkansas","78762","null","*****","*****","76401","null","299","null","2361","null","299","null",
"0500000US05147","Woodruff County, Arkansas","6533","null","*****","*****","6504","null","29","null","29","null","29","null",
"0500000US05149","Yell County, Arkansas","21464","null","*****","*****","19332","null","227","null","2132","null","227","null",
"0500000US06001","Alameda County, California","1656754","null","*****","*****","1117856","null","4355","null","538898","null","4355","null",
"0500000US06003","Alpine County, California","1039","null","161","null","986","null","162","null","53","null","34","null",
"0500000US06005","Amador County, California","38429","null","*****","*****","36113","null","320","null","2316","null","320","null",
"0500000US06007","Butte County, California","225817","null","*****","*****","209296","null","913","null","16521","null","913","null",
"0500000US06009","Calaveras County, California","45514","null","*****","*****","43309","null","478","null","2205","null","478","null",
"0500000US06011","Colusa County, California","21454","null","*****","*****","15653","null","387","null","5801","null","387","null",
"0500000US06013","Contra Costa County, California","1142251","null","*****","*****","852077","null","4097","null","290174","null","4097","null",
"0500000US06015","Del Norte County, California","27495","null","*****","*****","25418","null","331","null","2077","null","331","null",
"0500000US06017","El Dorado County, California","188563","null","*****","*****","171164","null","1074","null","17399","null","1074","null",
"0500000US06019","Fresno County, California","984521","null","*****","*****","775582","null","3830","null","208939","null","3830","null",
"0500000US06021","Glenn County, California","27976","null","*****","*****","22887","null","476","null","5089","null","476","null",
"0500000US06023","Humboldt County, California","135940","null","*****","*****","128734","null","757","null","7206","null","757","null",
"0500000US06025","Imperial County, California","180701","null","*****","*****","125184","null","1971","null","55517","null","1971","null",
"0500000US06027","Inyo County, California","17977","null","*****","*****","16306","null","268","null","1671","null","268","null",
"0500000US06029","Kern County, California","887641","null","*****","*****","710767","null","3245","null","176874","null","3245","null",
"0500000US06031","Kings County, California","150691","null","*****","*****","122250","null","1191","null","28441","null","1191","null",
"0500000US06033","Lake County, California","64195","null","*****","*****","58602","null","562","null","5593","null","562","null",
"0500000US06035","Lassen County, California","30818","null","*****","*****","29091","null","199","null","1727","null","199","null",
"0500000US06037","Los Angeles County, California","10081570","null","*****","*****","6651035","null","14118","null","3430535","null","14118","null",
"0500000US06039","Madera County, California","155433","null","*****","*****","123975","null","1430","null","31458","null","1430","null",
"0500000US06041","Marin County, California","259943","null","*****","*****","212849","null","1301","null","47094","null","1301","null",
"0500000US06043","Mariposa County, California","17420","null","*****","*****","16401","null","235","null","1019","null","235","null",
"0500000US06045","Mendocino County, California","87224","null","*****","*****","76419","null","731","null","10805","null","731","null",
"0500000US06047","Merced County, California","271382","null","*****","*****","200077","null","2203","null","71305","null","2203","null",
"0500000US06049","Modoc County, California","8907","null","*****","*****","8242","null","186","null","665","null","186","null",
"0500000US06051","Mono County, California","14310","null","*****","*****","11486","null","644","null","2824","null","644","null",
"0500000US06053","Monterey County, California","433410","null","*****","*****","304325","null","2388","null","129085","null","2388","null",
"0500000US06055","Napa County, California","139623","null","*****","*****","108765","null","1055","null","30858","null","1055","null",
"0500000US06057","Nevada County, California","99244","null","*****","*****","94480","null","722","null","4764","null","722","null",
"0500000US06059","Orange County, California","3168044","null","*****","*****","2213938","null","6484","null","954106","null","6484","null",
"0500000US06061","Placer County, California","385512","null","*****","*****","341647","null","1628","null","43865","null","1628","null",
"0500000US06063","Plumas County, California","18660","null","*****","*****","17882","null","199","null","778","null","199","null",
"0500000US06065","Riverside County, California","2411439","null","*****","*****","1891569","null","5738","null","519870","null","5738","null",
"0500000US06067","Sacramento County, California","1524553","null","*****","*****","1205191","null","4691","null","319362","null","4691","null",
"0500000US06069","San Benito County, California","60376","null","*****","*****","48376","null","921","null","12000","null","921","null",
"0500000US06071","San Bernardino County, California","2149031","null","*****","*****","1697995","null","5234","null","451036","null","5234","null",
"0500000US06073","San Diego County, California","3316073","null","*****","*****","2541214","null","6681","null","774859","null","6681","null",
"0500000US06075","San Francisco County, California","874961","null","*****","*****","574996","null","2691","null","299965","null","2691","null",
"0500000US06077","San Joaquin County, California","742603","null","*****","*****","569512","null","3411","null","173091","null","3411","null",
"0500000US06079","San Luis Obispo County, California","282165","null","*****","*****","253632","null","1522","null","28533","null","1522","null",
"0500000US06081","San Mateo County, California","767423","null","*****","*****","500013","null","3230","null","267410","null","3230","null",
"0500000US06083","Santa Barbara County, California","444829","null","*****","*****","342338","null","2340","null","102491","null","2340","null",
"0500000US06085","Santa Clara County, California","1927470","null","*****","*****","1172464","null","5415","null","755006","null","5415","null",
"0500000US06087","Santa Cruz County, California","273962","null","*****","*****","225236","null","1453","null","48726","null","1453","null",
"0500000US06089","Shasta County, California","179212","null","*****","*****","169387","null","635","null","9825","null","635","null",
"0500000US06091","Sierra County, California","3040","null","161","null","2970","null","159","null","70","null","58","null",
"0500000US06093","Siskiyou County, California","43468","null","*****","*****","41115","null","259","null","2353","null","259","null",
"0500000US06095","Solano County, California","441829","null","*****","*****","353110","null","1820","null","88719","null","1820","null",
"0500000US06097","Sonoma County, California","499772","null","*****","*****","417729","null","1872","null","82043","null","1872","null",
"0500000US06099","Stanislaus County, California","543194","null","*****","*****","432832","null","2451","null","110362","null","2451","null",
"0500000US06101","Sutter County, California","96109","null","*****","*****","74733","null","827","null","21376","null","827","null",
"0500000US06103","Tehama County, California","63912","null","*****","*****","58548","null","477","null","5364","null","477","null",
"0500000US06105","Trinity County, California","12700","null","*****","*****","12109","null","168","null","591","null","168","null",
"0500000US06107","Tulare County, California","461898","null","*****","*****","360989","null","2917","null","100909","null","2917","null",
"0500000US06109","Tuolumne County, California","54045","null","*****","*****","51457","null","428","null","2588","null","428","null",
"0500000US06111","Ventura County, California","847263","null","*****","*****","662477","null","2852","null","184786","null","2852","null",
"0500000US06113","Yolo County, California","217352","null","*****","*****","166880","null","1756","null","50472","null","1756","null",
"0500000US06115","Yuba County, California","76360","null","*****","*****","66619","null","698","null","9741","null","698","null",
"0500000US08001","Adams County, Colorado","504108","null","*****","*****","426942","null","2465","null","77166","null","2465","null",
"0500000US08003","Alamosa County, Colorado","16107","null","*****","*****","14643","null","291","null","1464","null","291","null",
"0500000US08005","Arapahoe County, Colorado","644560","null","*****","*****","546994","null","2527","null","97566","null","2527","null",
"0500000US08007","Archuleta County, Colorado","13253","null","*****","*****","12590","null","164","null","663","null","164","null",
"0500000US08009","Baca County, Colorado","3561","null","*****","*****","3446","null","39","null","115","null","39","null",
"0500000US08011","Bent County, Colorado","5787","null","*****","*****","5519","null","87","null","268","null","87","null",
"0500000US08013","Boulder County, Colorado","322510","null","*****","*****","288116","null","1333","null","34394","null","1333","null",
"0500000US08014","Broomfield County, Colorado","67886","null","*****","*****","61831","null","533","null","6055","null","533","null",
"0500000US08015","Chaffee County, Colorado","19557","null","*****","*****","18818","null","204","null","739","null","204","null",
"0500000US08017","Cheyenne County, Colorado","2026","null","186","null","1843","null","198","null","183","null","99","null",
"0500000US08019","Clear Creek County, Colorado","9495","null","*****","*****","9282","null","94","null","213","null","94","null",
"0500000US08021","Conejos County, Colorado","8128","null","*****","*****","7985","null","54","null","143","null","54","null",
"0500000US08023","Costilla County, Colorado","3745","null","*****","*****","3400","null","98","null","345","null","98","null",
"0500000US08025","Crowley County, Colorado","5754","null","*****","*****","5556","null","75","null","198","null","75","null",
"0500000US08027","Custer County, Colorado","4776","null","*****","*****","4627","null","108","null","149","null","108","null",
"0500000US08029","Delta County, Colorado","30565","null","*****","*****","29149","null","254","null","1416","null","254","null",
"0500000US08031","Denver County, Colorado","705576","null","*****","*****","599918","null","2663","null","105658","null","2663","null",
"0500000US08033","Dolores County, Colorado","1857","null","186","null","1835","null","190","null","22","null","18","null",
"0500000US08035","Douglas County, Colorado","336041","null","*****","*****","310382","null","1021","null","25659","null","1021","null",
"0500000US08037","Eagle County, Colorado","54681","null","*****","*****","45089","null","707","null","9592","null","707","null",
"0500000US08039","Elbert County, Colorado","25717","null","*****","*****","25015","null","195","null","702","null","195","null",
"0500000US08041","El Paso County, Colorado","698974","null","*****","*****","650176","null","1907","null","48798","null","1907","null",
"0500000US08043","Fremont County, Colorado","47321","null","*****","*****","46058","null","254","null","1263","null","254","null",
"0500000US08045","Garfield County, Colorado","59055","null","*****","*****","50343","null","544","null","8712","null","544","null",
"0500000US08047","Gilpin County, Colorado","6018","null","*****","*****","5742","null","148","null","276","null","148","null",
"0500000US08049","Grand County, Colorado","15303","null","*****","*****","14472","null","246","null","831","null","246","null",
"0500000US08051","Gunnison County, Colorado","16802","null","*****","*****","16165","null","152","null","637","null","152","null",
"0500000US08053","Hinsdale County, Colorado","857","null","111","null","845","null","111","null","12","null","10","null",
"0500000US08055","Huerfano County, Colorado","6679","null","*****","*****","6524","null","104","null","155","null","104","null",
"0500000US08057","Jackson County, Colorado","1261","null","128","null","1189","null","125","null","72","null","61","null",
"0500000US08059","Jefferson County, Colorado","574798","null","*****","*****","537994","null","1674","null","36804","null","1674","null",
