"GEO_ID","NAME","B05012_001E","B05012_001EA","B05012_001M","B05012_001MA","B05012_002E","B05012_002EA","B05012_002M","B05012_002MA","B05012_003E","B05012_003EA","B05012_003M","B05012_003MA",
"0500000US13083","Dade County, Georgia","16197","null","*****","*****","15858","null","154","null","339","null","154","null",
"0500000US13085","Dawson County, Georgia","24536","null","*****","*****","23616","null","252","null","920","null","252","null",
"0500000US13087","Decatur County, Georgia","26682","null","*****","*****","25962","null","129","null","720","null","129","null",
"0500000US13089","DeKalb County, Georgia","749323","null","*****","*****","629409","null","3041","null","119914","null","3041","null",
"0500000US13091","Dodge County, Georgia","20829","null","*****","*****","20490","null","105","null","339","null","105","null",
"0500000US13093","Dooly County, Georgia","13736","null","*****","*****","13176","null","110","null","560","null","110","null",
"0500000US13095","Dougherty County, Georgia","89703","null","*****","*****","87849","null","213","null","1854","null","213","null",
"0500000US13097","Douglas County, Georgia","143316","null","*****","*****","130616","null","946","null","12700","null","946","null",
"0500000US13099","Early County, Georgia","10312","null","*****","*****","10179","null","119","null","133","null","119","null",
"0500000US13101","Echols County, Georgia","3981","null","*****","*****","3738","null","159","null","243","null","159","null",
"0500000US13103","Effingham County, Georgia","60477","null","*****","*****","58546","null","380","null","1931","null","380","null",
"0500000US13105","Elbert County, Georgia","19166","null","*****","*****","18670","null","162","null","496","null","162","null",
"0500000US13107","Emanuel County, Georgia","22533","null","*****","*****","21977","null","131","null","556","null","131","null",
"0500000US13109","Evans County, Georgia","10687","null","*****","*****","10192","null","143","null","495","null","143","null",
"0500000US13111","Fannin County, Georgia","25395","null","*****","*****","25010","null","94","null","385","null","94","null",
"0500000US13113","Fayette County, Georgia","112303","null","*****","*****","100881","null","899","null","11422","null","899","null",
"0500000US13115","Floyd County, Georgia","97369","null","*****","*****","90519","null","607","null","6850","null","607","null",
"0500000US13117","Forsyth County, Georgia","228383","null","*****","*****","188417","null","1264","null","39966","null","1264","null",
"0500000US13119","Franklin County, Georgia","22766","null","*****","*****","21973","null","120","null","793","null","120","null",
"0500000US13121","Fulton County, Georgia","1036200","null","*****","*****","900669","null","3062","null","135531","null","3062","null",
"0500000US13123","Gilmer County, Georgia","30414","null","*****","*****","28291","null","307","null","2123","null","307","null",
"0500000US13125","Glascock County, Georgia","2996","null","*****","*****","2992","null","7","null","4","null","7","null",
"0500000US13127","Glynn County, Georgia","84470","null","*****","*****","80184","null","478","null","4286","null","478","null",
"0500000US13129","Gordon County, Georgia","57202","null","*****","*****","52363","null","454","null","4839","null","454","null",
"0500000US13131","Grady County, Georgia","24828","null","*****","*****","23542","null","183","null","1286","null","183","null",
"0500000US13133","Greene County, Georgia","17349","null","*****","*****","16580","null","187","null","769","null","187","null",
"0500000US13135","Gwinnett County, Georgia","915046","null","*****","*****","679157","null","4126","null","235889","null","4126","null",
"0500000US13137","Habersham County, Georgia","44626","null","*****","*****","40591","null","412","null","4035","null","412","null",
"0500000US13139","Hall County, Georgia","198667","null","*****","*****","166264","null","1045","null","32403","null","1045","null",
"0500000US13141","Hancock County, Georgia","8515","null","*****","*****","8366","null","77","null","149","null","77","null",
"0500000US13143","Haralson County, Georgia","29227","null","*****","*****","28991","null","118","null","236","null","118","null",
"0500000US13145","Harris County, Georgia","34105","null","*****","*****","33348","null","211","null","757","null","211","null",
"0500000US13147","Hart County, Georgia","25773","null","*****","*****","25283","null","131","null","490","null","131","null",
"0500000US13149","Heard County, Georgia","11736","null","*****","*****","11525","null","106","null","211","null","106","null",
"0500000US13151","Henry County, Georgia","225356","null","*****","*****","207471","null","1496","null","17885","null","1496","null",
"0500000US13153","Houston County, Georgia","153507","null","*****","*****","144669","null","1041","null","8838","null","1041","null",
"0500000US13155","Irwin County, Georgia","9320","null","*****","*****","9212","null","75","null","108","null","75","null",
"0500000US13157","Jackson County, Georgia","67885","null","*****","*****","64267","null","415","null","3618","null","415","null",
"0500000US13159","Jasper County, Georgia","13916","null","*****","*****","13581","null","93","null","335","null","93","null",
"0500000US13161","Jeff Davis County, Georgia","15036","null","*****","*****","14513","null","183","null","523","null","183","null",
"0500000US13163","Jefferson County, Georgia","15618","null","*****","*****","15269","null","94","null","349","null","94","null",
"0500000US13165","Jenkins County, Georgia","8793","null","*****","*****","8330","null","221","null","463","null","221","null",
"0500000US13167","Johnson County, Georgia","9691","null","*****","*****","9616","null","43","null","75","null","43","null",
"0500000US13169","Jones County, Georgia","28579","null","*****","*****","28251","null","101","null","328","null","101","null",
"0500000US13171","Lamar County, Georgia","18672","null","*****","*****","18295","null","159","null","377","null","159","null",
"0500000US13173","Lanier County, Georgia","10380","null","*****","*****","10236","null","165","null","144","null","165","null",
"0500000US13175","Laurens County, Georgia","47405","null","*****","*****","46562","null","150","null","843","null","150","null",
"0500000US13177","Lee County, Georgia","29502","null","*****","*****","28424","null","205","null","1078","null","205","null",
"0500000US13179","Liberty County, Georgia","61349","null","*****","*****","57835","null","430","null","3514","null","430","null",
"0500000US13181","Lincoln County, Georgia","7856","null","*****","*****","7783","null","31","null","73","null","31","null",
"0500000US13183","Long County, Georgia","18692","null","*****","*****","17670","null","283","null","1022","null","283","null",
"0500000US13185","Lowndes County, Georgia","115364","null","*****","*****","111384","null","537","null","3980","null","537","null",
"0500000US13187","Lumpkin County, Georgia","32402","null","*****","*****","31137","null","371","null","1265","null","371","null",
"0500000US13189","McDuffie County, Georgia","21455","null","*****","*****","20917","null","191","null","538","null","191","null",
"0500000US13191","McIntosh County, Georgia","14174","null","*****","*****","13946","null","173","null","228","null","173","null",
"0500000US13193","Macon County, Georgia","13305","null","*****","*****","13032","null","77","null","273","null","77","null",
"0500000US13195","Madison County, Georgia","29218","null","*****","*****","28336","null","170","null","882","null","170","null",
"0500000US13197","Marion County, Georgia","8432","null","*****","*****","8159","null","89","null","273","null","89","null",
"0500000US13199","Meriwether County, Georgia","21106","null","*****","*****","20907","null","121","null","199","null","121","null",
"0500000US13201","Miller County, Georgia","5787","null","*****","*****","5759","null","26","null","28","null","26","null",
"0500000US13205","Mitchell County, Georgia","22244","null","*****","*****","21618","null","107","null","626","null","107","null",
"0500000US13207","Monroe County, Georgia","27171","null","*****","*****","26361","null","235","null","810","null","235","null",
"0500000US13209","Montgomery County, Georgia","9058","null","*****","*****","8598","null","120","null","460","null","120","null",
"0500000US13211","Morgan County, Georgia","18507","null","*****","*****","18141","null","186","null","366","null","186","null",
"0500000US13213","Murray County, Georgia","39724","null","*****","*****","36883","null","274","null","2841","null","274","null",
"0500000US13215","Muscogee County, Georgia","195739","null","*****","*****","185284","null","868","null","10455","null","868","null",
"0500000US13217","Newton County, Georgia","108079","null","*****","*****","101581","null","858","null","6498","null","858","null",
"0500000US13219","Oconee County, Georgia","38132","null","*****","*****","35625","null","344","null","2507","null","344","null",
"0500000US13221","Oglethorpe County, Georgia","14931","null","*****","*****","14789","null","68","null","142","null","68","null",
"0500000US13223","Paulding County, Georgia","159825","null","*****","*****","151126","null","780","null","8699","null","780","null",
"0500000US13225","Peach County, Georgia","27145","null","*****","*****","25655","null","194","null","1490","null","194","null",
"0500000US13227","Pickens County, Georgia","31387","null","*****","*****","30673","null","230","null","714","null","230","null",
"0500000US13229","Pierce County, Georgia","19250","null","*****","*****","18794","null","149","null","456","null","149","null",
"0500000US13231","Pike County, Georgia","18327","null","*****","*****","18005","null","89","null","322","null","89","null",
"0500000US13233","Polk County, Georgia","41908","null","*****","*****","39040","null","305","null","2868","null","305","null",
"0500000US13235","Pulaski County, Georgia","11216","null","*****","*****","11036","null","101","null","180","null","101","null",
"0500000US13237","Putnam County, Georgia","21691","null","*****","*****","20867","null","273","null","824","null","273","null",
"0500000US13239","Quitman County, Georgia","2289","null","180","null","2142","null","192","null","147","null","107","null",
"0500000US13241","Rabun County, Georgia","16645","null","*****","*****","15752","null","186","null","893","null","186","null",
"0500000US13243","Randolph County, Georgia","6973","null","*****","*****","6952","null","34","null","21","null","34","null",
"0500000US13245","Richmond County, Georgia","201852","null","*****","*****","194284","null","938","null","7568","null","938","null",
"0500000US13247","Rockdale County, Georgia","89717","null","*****","*****","80807","null","879","null","8910","null","879","null",
"0500000US13249","Schley County, Georgia","5221","null","*****","*****","5159","null","51","null","62","null","51","null",
"0500000US13251","Screven County, Georgia","13989","null","*****","*****","13756","null","80","null","233","null","80","null",
"0500000US13253","Seminole County, Georgia","8321","null","*****","*****","8261","null","63","null","60","null","63","null",
"0500000US13255","Spalding County, Georgia","65306","null","*****","*****","63273","null","401","null","2033","null","401","null",
"0500000US13257","Stephens County, Georgia","25750","null","*****","*****","25179","null","183","null","571","null","183","null",
"0500000US13259","Stewart County, Georgia","6293","null","*****","*****","4212","null","241","null","2081","null","241","null",
"0500000US13261","Sumter County, Georgia","30064","null","*****","*****","28719","null","227","null","1345","null","227","null",
"0500000US13263","Talbot County, Georgia","6321","null","*****","*****","6257","null","44","null","64","null","44","null",
"0500000US13265","Taliaferro County, Georgia","1611","null","180","null","1546","null","176","null","65","null","51","null",
"0500000US13267","Tattnall County, Georgia","25382","null","*****","*****","24102","null","214","null","1280","null","214","null",
"0500000US13269","Taylor County, Georgia","8116","null","*****","*****","7983","null","118","null","133","null","118","null",
"0500000US13271","Telfair County, Georgia","16035","null","*****","*****","14095","null","169","null","1940","null","169","null",
"0500000US13273","Terrell County, Georgia","8737","null","*****","*****","8556","null","126","null","181","null","126","null",
"0500000US13275","Thomas County, Georgia","44630","null","*****","*****","43498","null","226","null","1132","null","226","null",
"0500000US13277","Tift County, Georgia","40541","null","*****","*****","38399","null","314","null","2142","null","314","null",
"0500000US13279","Toombs County, Georgia","26972","null","*****","*****","25446","null","238","null","1526","null","238","null",
"0500000US13281","Towns County, Georgia","11617","null","*****","*****","11312","null","117","null","305","null","117","null",
"0500000US13283","Treutlen County, Georgia","6795","null","*****","*****","6559","null","254","null","236","null","254","null",
"0500000US13285","Troup County, Georgia","69919","null","*****","*****","66940","null","436","null","2979","null","436","null",
"0500000US13287","Turner County, Georgia","7943","null","*****","*****","7702","null","135","null","241","null","135","null",
"0500000US13289","Twiggs County, Georgia","8229","null","*****","*****","8104","null","150","null","125","null","150","null",
"0500000US13291","Union County, Georgia","23288","null","*****","*****","22622","null","162","null","666","null","162","null",
"0500000US13293","Upson County, Georgia","26236","null","*****","*****","25722","null","184","null","514","null","184","null",
"0500000US13295","Walker County, Georgia","69039","null","*****","*****","68037","null","220","null","1002","null","220","null",
"0500000US13297","Walton County, Georgia","91442","null","*****","*****","87067","null","511","null","4375","null","511","null",
"0500000US13299","Ware County, Georgia","35593","null","*****","*****","35142","null","115","null","451","null","115","null",
"0500000US13301","Warren County, Georgia","5297","null","*****","*****","5223","null","60","null","74","null","60","null",
"0500000US13303","Washington County, Georgia","20436","null","*****","*****","20040","null","109","null","396","null","109","null",
"0500000US13305","Wayne County, Georgia","29788","null","*****","*****","29071","null","233","null","717","null","233","null",
"0500000US13307","Webster County, Georgia","2610","null","*****","*****","2504","null","65","null","106","null","65","null",
"0500000US13309","Wheeler County, Georgia","7928","null","*****","*****","7911","null","11","null","17","null","11","null",
"0500000US13311","White County, Georgia","29489","null","*****","*****","28819","null","224","null","670","null","224","null",
"0500000US13313","Whitfield County, Georgia","104237","null","*****","*****","84782","null","798","null","19455","null","798","null",
"0500000US13315","Wilcox County, Georgia","8824","null","*****","*****","8510","null","81","null","314","null","81","null",
"0500000US13317","Wilkes County, Georgia","9844","null","*****","*****","9525","null","119","null","319","null","119","null",
"0500000US13319","Wilkinson County, Georgia","9010","null","*****","*****","8844","null","42","null","166","null","42","null",
"0500000US13321","Worth County, Georgia","20494","null","*****","*****","20168","null","136","null","326","null","136","null",
"0500000US15001","Hawaii County, Hawaii","199459","null","*****","*****","174173","null","1907","null","25286","null","1907","null",
"0500000US15003","Honolulu County, Hawaii","984821","null","*****","*****","790761","null","3184","null","194060","null","3184","null",
"0500000US15005","Kalawao County, Hawaii","66","null","15","null","63","null","13","null","3","null","4","null",
"0500000US15007","Kauai County, Hawaii","71769","null","*****","*****","59725","null","1024","null","12044","null","1024","null",
"0500000US15009","Maui County, Hawaii","165979","null","15","null","134933","null","1508","null","31046","null","1507","null",
"0500000US16001","Ada County, Idaho","456849","null","*****","*****","430194","null","1840","null","26655","null","1840","null",
"0500000US16003","Adams County, Idaho","4097","null","*****","*****","4049","null","31","null","48","null","31","null",
"0500000US16005","Bannock County, Idaho","85765","null","*****","*****","82253","null","422","null","3512","null","422","null",
"0500000US16007","Bear Lake County, Idaho","6000","null","*****","*****","5815","null","57","null","185","null","57","null",
"0500000US16009","Benewah County, Idaho","9138","null","*****","*****","9028","null","51","null","110","null","51","null",
"0500000US16011","Bingham County, Idaho","45839","null","*****","*****","43606","null","325","null","2233","null","325","null",
"0500000US16013","Blaine County, Idaho","22373","null","*****","*****","18867","null","346","null","3506","null","346","null",
"0500000US16015","Boise County, Idaho","7378","null","*****","*****","7130","null","75","null","248","null","75","null",
"0500000US16017","Bonner County, Idaho","43611","null","*****","*****","42576","null","235","null","1035","null","235","null",
"0500000US16019","Bonneville County, Idaho","114392","null","*****","*****","108298","null","557","null","6094","null","557","null",
"0500000US16021","Boundary County, Idaho","11845","null","*****","*****","11339","null","184","null","506","null","184","null",
"0500000US16023","Butte County, Idaho","2581","null","*****","*****","2564","null","16","null","17","null","16","null",
"0500000US16025","Camas County, Idaho","1048","null","125","null","1026","null","127","null","22","null","25","null",
"0500000US16027","Canyon County, Idaho","217633","null","*****","*****","200347","null","1059","null","17286","null","1059","null",
"0500000US16029","Caribou County, Idaho","6953","null","*****","*****","6742","null","68","null","211","null","68","null",
"0500000US16031","Cassia County, Idaho","23690","null","*****","*****","21161","null","322","null","2529","null","322","null",
"0500000US16033","Clark County, Idaho","913","null","125","null","611","null","116","null","302","null","104","null",
"0500000US16035","Clearwater County, Idaho","8673","null","*****","*****","8490","null","65","null","183","null","65","null",
"0500000US16037","Custer County, Idaho","4169","null","*****","*****","4144","null","19","null","25","null","19","null",
"0500000US16039","Elmore County, Idaho","26743","null","*****","*****","24133","null","278","null","2610","null","278","null",
"0500000US16041","Franklin County, Idaho","13464","null","*****","*****","13121","null","139","null","343","null","139","null",
"0500000US16043","Fremont County, Idaho","13020","null","*****","*****","12243","null","133","null","777","null","133","null",
"0500000US16045","Gem County, Idaho","17331","null","*****","*****","16774","null","177","null","557","null","177","null",
"0500000US16047","Gooding County, Idaho","15148","null","*****","*****","13197","null","212","null","1951","null","212","null",
"0500000US16049","Idaho County, Idaho","16411","null","*****","*****","16194","null","99","null","217","null","99","null",
"0500000US16051","Jefferson County, Idaho","28534","null","*****","*****","27463","null","269","null","1071","null","269","null",
"0500000US16053","Jerome County, Idaho","23730","null","*****","*****","19830","null","345","null","3900","null","345","null",
"0500000US16055","Kootenai County, Idaho","157322","null","*****","*****","153529","null","521","null","3793","null","521","null",
"0500000US16057","Latah County, Idaho","39505","null","*****","*****","37096","null","492","null","2409","null","492","null",
"0500000US16059","Lemhi County, Idaho","7847","null","*****","*****","7672","null","96","null","175","null","96","null",
"0500000US16061","Lewis County, Idaho","3838","null","*****","*****","3754","null","27","null","84","null","27","null",
"0500000US16063","Lincoln County, Idaho","5350","null","*****","*****","4518","null","85","null","832","null","85","null",
"0500000US16065","Madison County, Idaho","39100","null","*****","*****","37293","null","276","null","1807","null","276","null",
"0500000US16067","Minidoka County, Idaho","20705","null","*****","*****","17728","null","325","null","2977","null","325","null",
"0500000US16069","Nez Perce County, Idaho","40217","null","*****","*****","39449","null","169","null","768","null","169","null",
"0500000US16071","Oneida County, Idaho","4385","null","*****","*****","4255","null","45","null","130","null","45","null",
"0500000US16073","Owyhee County, Idaho","11552","null","*****","*****","10429","null","159","null","1123","null","159","null",
"0500000US16075","Payette County, Idaho","23260","null","*****","*****","21582","null","259","null","1678","null","259","null",
"0500000US16077","Power County, Idaho","7671","null","*****","*****","6502","null","232","null","1169","null","232","null",
"0500000US16079","Shoshone County, Idaho","12609","null","*****","*****","12461","null","65","null","148","null","65","null",
"0500000US16081","Teton County, Idaho","11426","null","*****","*****","10532","null","260","null","894","null","260","null",
"0500000US16083","Twin Falls County, Idaho","84869","null","*****","*****","77250","null","909","null","7619","null","909","null",
"0500000US16085","Valley County, Idaho","10709","null","*****","*****","10638","null","50","null","71","null","50","null",
"0500000US16087","Washington County, Idaho","10057","null","*****","*****","9424","null","178","null","633","null","178","null",
"0500000US17001","Adams County, Illinois","66085","null","*****","*****","65166","null","210","null","919","null","210","null",
"0500000US17003","Alexander County, Illinois","6260","null","*****","*****","6244","null","13","null","16","null","13","null",
"0500000US17005","Bond County, Illinois","16589","null","*****","*****","16228","null","139","null","361","null","139","null",
"0500000US17007","Boone County, Illinois","53537","null","*****","*****","48043","null","583","null","5494","null","583","null",
"0500000US17009","Brown County, Illinois","6628","null","*****","*****","6411","null","97","null","217","null","97","null",
"0500000US17011","Bureau County, Illinois","33122","null","*****","*****","31877","null","133","null","1245","null","133","null",
"0500000US17013","Calhoun County, Illinois","4830","null","*****","*****","4793","null","20","null","37","null","20","null",
"0500000US17015","Carroll County, Illinois","14466","null","*****","*****","14185","null","75","null","281","null","75","null",
"0500000US17017","Cass County, Illinois","12493","null","*****","*****","11107","null","179","null","1386","null","179","null",
"0500000US17019","Champaign County, Illinois","209922","null","*****","*****","184370","null","1013","null","25552","null","1013","null",
"0500000US17021","Christian County, Illinois","32931","null","*****","*****","32540","null","96","null","391","null","96","null",
"0500000US17023","Clark County, Illinois","15716","null","*****","*****","15526","null","61","null","190","null","61","null",
"0500000US17025","Clay County, Illinois","13287","null","*****","*****","13227","null","42","null","60","null","42","null",
"0500000US17027","Clinton County, Illinois","37634","null","*****","*****","36976","null","158","null","658","null","158","null",
"0500000US17029","Coles County, Illinois","51353","null","*****","*****","50235","null","253","null","1118","null","253","null",
"0500000US17031","Cook County, Illinois","5198275","null","*****","*****","4099447","null","8174","null","1098828","null","8174","null",
"0500000US17033","Crawford County, Illinois","18972","null","*****","*****","18655","null","118","null","317","null","118","null",
"0500000US17035","Cumberland County, Illinois","10836","null","*****","*****","10727","null","66","null","109","null","66","null",
"0500000US17037","DeKalb County, Illinois","104366","null","*****","*****","97594","null","774","null","6772","null","774","null",
"0500000US17039","De Witt County, Illinois","15932","null","*****","*****","15697","null","60","null","235","null","60","null",
"0500000US17041","Douglas County, Illinois","19623","null","*****","*****","18914","null","140","null","709","null","140","null",
"0500000US17043","DuPage County, Illinois","929060","null","*****","*****","751453","null","2714","null","177607","null","2714","null",
"0500000US17045","Edgar County, Illinois","17407","null","*****","*****","17274","null","48","null","133","null","48","null",
"0500000US17047","Edwards County, Illinois","6455","null","*****","*****","6424","null","16","null","31","null","16","null",
"0500000US17049","Effingham County, Illinois","34137","null","*****","*****","33375","null","183","null","762","null","183","null",
"0500000US17051","Fayette County, Illinois","21565","null","*****","*****","21288","null","113","null","277","null","113","null",
"0500000US17053","Ford County, Illinois","13270","null","*****","*****","13133","null","64","null","137","null","64","null",
"0500000US17055","Franklin County, Illinois","38923","null","*****","*****","38599","null","103","null","324","null","103","null",
"0500000US17057","Fulton County, Illinois","35092","null","*****","*****","34658","null","148","null","434","null","148","null",
"0500000US17059","Gallatin County, Illinois","5064","null","*****","*****","5041","null","26","null","23","null","26","null",
"0500000US17061","Greene County, Illinois","13132","null","*****","*****","13067","null","34","null","65","null","34","null",
"0500000US17063","Grundy County, Illinois","50666","null","*****","*****","48699","null","397","null","1967","null","397","null",
"0500000US17065","Hamilton County, Illinois","8176","null","*****","*****","8114","null","39","null","62","null","39","null",
"0500000US17067","Hancock County, Illinois","17983","null","*****","*****","17757","null","103","null","226","null","103","null",
"0500000US17069","Hardin County, Illinois","3939","null","*****","*****","3924","null","17","null","15","null","17","null",
"0500000US17071","Henderson County, Illinois","6809","null","*****","*****","6723","null","54","null","86","null","54","null",
"0500000US17073","Henry County, Illinois","49267","null","*****","*****","48270","null","168","null","997","null","168","null",
"0500000US17075","Iroquois County, Illinois","27812","null","*****","*****","26930","null","163","null","882","null","163","null",
"0500000US17077","Jackson County, Illinois","57977","null","*****","*****","54615","null","476","null","3362","null","476","null",
"0500000US17079","Jasper County, Illinois","9594","null","*****","*****","9504","null","88","null","90","null","88","null",
"0500000US17081","Jefferson County, Illinois","37985","null","*****","*****","37235","null","115","null","750","null","115","null",
"0500000US17083","Jersey County, Illinois","21937","null","*****","*****","21715","null","95","null","222","null","95","null",
"0500000US17085","Jo Daviess County, Illinois","21588","null","*****","*****","21098","null","80","null","490","null","80","null",
"0500000US17087","Johnson County, Illinois","12494","null","*****","*****","12261","null","53","null","233","null","53","null",
"0500000US17089","Kane County, Illinois","531376","null","*****","*****","438430","null","2287","null","92946","null","2287","null",
"0500000US17091","Kankakee County, Illinois","110637","null","*****","*****","105197","null","546","null","5440","null","546","null",
"0500000US17093","Kendall County, Illinois","126054","null","*****","*****","114128","null","1305","null","11926","null","1305","null",
"0500000US17095","Knox County, Illinois","50508","null","*****","*****","48859","null","326","null","1649","null","326","null",
"0500000US17097","Lake County, Illinois","701473","null","*****","*****","570075","null","2582","null","131398","null","2582","null",
"0500000US17099","LaSalle County, Illinois","109737","null","*****","*****","105695","null","470","null","4042","null","470","null",
"0500000US17101","Lawrence County, Illinois","16033","null","*****","*****","15669","null","154","null","364","null","154","null",
"0500000US17103","Lee County, Illinois","34389","null","*****","*****","33525","null","133","null","864","null","133","null",
"0500000US17105","Livingston County, Illinois","36040","null","*****","*****","35272","null","184","null","768","null","184","null",
"0500000US17107","Logan County, Illinois","29003","null","*****","*****","28535","null","102","null","468","null","102","null",
"0500000US17109","McDonough County, Illinois","30479","null","*****","*****","29356","null","265","null","1123","null","265","null",
"0500000US17111","McHenry County, Illinois","307714","null","*****","*****","279096","null","1286","null","28618","null","1286","null",
"0500000US17113","McLean County, Illinois","172578","null","*****","*****","161179","null","810","null","11399","null","810","null",
"0500000US17115","Macon County, Illinois","105528","null","*****","*****","103421","null","309","null","2107","null","309","null",
"0500000US17117","Macoupin County, Illinois","45463","null","*****","*****","45076","null","100","null","387","null","100","null",
"0500000US17119","Madison County, Illinois","264776","null","*****","*****","258335","null","612","null","6441","null","612","null",
"0500000US17121","Marion County, Illinois","37743","null","*****","*****","37303","null","121","null","440","null","121","null",
"0500000US17123","Marshall County, Illinois","11679","null","*****","*****","11483","null","61","null","196","null","61","null",
"0500000US17125","Mason County, Illinois","13621","null","*****","*****","13508","null","57","null","113","null","57","null",
"0500000US17127","Massac County, Illinois","14219","null","*****","*****","14073","null","109","null","146","null","109","null",
"0500000US17129","Menard County, Illinois","12306","null","*****","*****","12208","null","49","null","98","null","49","null",
"0500000US17131","Mercer County, Illinois","15589","null","*****","*****","15427","null","61","null","162","null","61","null",
"0500000US17133","Monroe County, Illinois","34168","null","*****","*****","33504","null","143","null","664","null","143","null",
"0500000US17135","Montgomery County, Illinois","28828","null","*****","*****","28495","null","112","null","333","null","112","null",
"0500000US17137","Morgan County, Illinois","34247","null","*****","*****","33592","null","201","null","655","null","201","null",
"0500000US17139","Moultrie County, Illinois","14641","null","*****","*****","14497","null","48","null","144","null","48","null",
"0500000US17141","Ogle County, Illinois","51025","null","*****","*****","48823","null","270","null","2202","null","270","null",
"0500000US17143","Peoria County, Illinois","182770","null","*****","*****","172962","null","616","null","9808","null","616","null",
"0500000US17145","Perry County, Illinois","21251","null","*****","*****","20985","null","73","null","266","null","73","null",
"0500000US17147","Piatt County, Illinois","16401","null","*****","*****","16190","null","72","null","211","null","72","null",
"0500000US17149","Pike County, Illinois","15672","null","*****","*****","15574","null","36","null","98","null","36","null",
"0500000US17151","Pope County, Illinois","4203","null","*****","*****","4152","null","31","null","51","null","31","null",
"0500000US17153","Pulaski County, Illinois","5510","null","*****","*****","5462","null","34","null","48","null","34","null",
"0500000US17155","Putnam County, Illinois","5721","null","*****","*****","5571","null","63","null","150","null","63","null",
"0500000US17157","Randolph County, Illinois","32295","null","*****","*****","31853","null","97","null","442","null","97","null",
"0500000US17159","Richland County, Illinois","15766","null","*****","*****","15520","null","126","null","246","null","126","null",
"0500000US17161","Rock Island County, Illinois","143873","null","*****","*****","132389","null","903","null","11484","null","903","null",
"0500000US17163","St. Clair County, Illinois","262338","null","*****","*****","254135","null","737","null","8203","null","737","null",
"0500000US17165","Saline County, Illinois","23994","null","*****","*****","23753","null","79","null","241","null","79","null",
"0500000US17167","Sangamon County, Illinois","196861","null","*****","*****","190490","null","472","null","6371","null","472","null",
"0500000US17169","Schuyler County, Illinois","6953","null","*****","*****","6734","null","120","null","219","null","120","null",
"0500000US17171","Scott County, Illinois","5005","null","*****","*****","4959","null","22","null","46","null","22","null",
"0500000US17173","Shelby County, Illinois","21737","null","*****","*****","21634","null","46","null","103","null","46","null",
"0500000US17175","Stark County, Illinois","5447","null","*****","*****","5384","null","22","null","63","null","22","null",
"0500000US17177","Stephenson County, Illinois","45093","null","*****","*****","43969","null","260","null","1124","null","260","null",
"0500000US17179","Tazewell County, Illinois","133195","null","*****","*****","130849","null","296","null","2346","null","296","null",
"0500000US17181","Union County, Illinois","16968","null","*****","*****","16501","null","87","null","467","null","87","null",
"0500000US17183","Vermilion County, Illinois","77563","null","*****","*****","75792","null","226","null","1771","null","226","null",
"0500000US17185","Wabash County, Illinois","11546","null","*****","*****","11324","null","89","null","222","null","89","null",
"0500000US17187","Warren County, Illinois","17146","null","*****","*****","16136","null","165","null","1010","null","165","null",
"0500000US17189","Washington County, Illinois","14058","null","*****","*****","13934","null","49","null","124","null","49","null",
"0500000US17191","Wayne County, Illinois","16402","null","*****","*****","16278","null","65","null","124","null","65","null",
"0500000US17193","White County, Illinois","13868","null","*****","*****","13623","null","86","null","245","null","86","null",
"0500000US17195","Whiteside County, Illinois","56016","null","*****","*****","54236","null","283","null","1780","null","283","null",
"0500000US17197","Will County, Illinois","689315","null","*****","*****","604385","null","1892","null","84930","null","1892","null",
"0500000US17199","Williamson County, Illinois","67102","null","*****","*****","65906","null","216","null","1196","null","216","null",
"0500000US17201","Winnebago County, Illinois","284819","null","*****","*****","260903","null","1177","null","23916","null","1177","null",
"0500000US17203","Woodford County, Illinois","38700","null","*****","*****","38206","null","115","null","494","null","115","null",
"0500000US18001","Adams County, Indiana","35376","null","*****","*****","35069","null","110","null","307","null","110","null",
"0500000US18003","Allen County, Indiana","372575","null","*****","*****","347519","null","987","null","25056","null","987","null",
"0500000US18005","Bartholomew County, Indiana","82481","null","*****","*****","73957","null","630","null","8524","null","630","null",
"0500000US18007","Benton County, Indiana","8677","null","*****","*****","8558","null","31","null","119","null","31","null",
"0500000US18009","Blackford County, Indiana","12013","null","*****","*****","11799","null","92","null","214","null","92","null",
"0500000US18011","Boone County, Indiana","65544","null","*****","*****","62581","null","406","null","2963","null","406","null",
"0500000US18013","Brown County, Indiana","15064","null","*****","*****","14753","null","110","null","311","null","110","null",
"0500000US18015","Carroll County, Indiana","20074","null","*****","*****","19553","null","140","null","521","null","140","null",
"0500000US18017","Cass County, Indiana","37880","null","*****","*****","34418","null","319","null","3462","null","319","null",
"0500000US18019","Clark County, Indiana","116507","null","*****","*****","112331","null","435","null","4176","null","435","null",
"0500000US18021","Clay County, Indiana","26234","null","*****","*****","26009","null","81","null","225","null","81","null",
"0500000US18023","Clinton County, Indiana","32273","null","*****","*****","30060","null","268","null","2213","null","268","null",
"0500000US18025","Crawford County, Indiana","10569","null","*****","*****","10546","null","17","null","23","null","17","null",
"0500000US18027","Daviess County, Indiana","33120","null","*****","*****","32053","null","152","null","1067","null","152","null",
"0500000US18029","Dearborn County, Indiana","49479","null","*****","*****","48871","null","159","null","608","null","159","null",
"0500000US18031","Decatur County, Indiana","26562","null","*****","*****","26036","null","123","null","526","null","123","null",
"0500000US18033","DeKalb County, Indiana","42927","null","*****","*****","42309","null","174","null","618","null","174","null",
