"GEO_ID","NAME","B05012_001E","B05012_001M","B05012_001MA","B05012_001EA","B05012_002E","B05012_002M","B05012_002MA","B05012_002EA","B05012_003E","B05012_003M","B05012_003MA","B05012_003EA",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Annotation of Estimate!!Total","Estimate!!Total!!Native","Margin of Error!!Total!!Native","Annotation of Margin of Error!!Total!!Native","Annotation of Estimate!!Total!!Native","Estimate!!Total!!Foreign-Born","Margin of Error!!Total!!Foreign-Born","Annotation of Margin of Error!!Total!!Foreign-Born","Annotation of Estimate!!Total!!Foreign-Born",
"0500000US36077","Otsego County, New York","60750","*****","*****","null","58548","240","null","null","2202","240","null","null",
"0500000US36079","Putnam County, New York","99464","*****","*****","null","86260","1217","null","null","13204","1217","null","null",
"0500000US36081","Queens County, New York","2339280","*****","*****","null","1227500","6588","null","null","1111780","6588","null","null",
"0500000US36083","Rensselaer County, New York","159800","*****","*****","null","151962","522","null","null","7838","522","null","null",
"0500000US36085","Richmond County, New York","475948","*****","*****","null","370090","2900","null","null","105858","2900","null","null",
"0500000US36087","Rockland County, New York","325027","*****","*****","null","255522","1785","null","null","69505","1785","null","null",
"0500000US36089","St. Lawrence County, New York","110817","*****","*****","null","106324","489","null","null","4493","489","null","null",
"0500000US36091","Saratoga County, New York","226632","*****","*****","null","214620","808","null","null","12012","808","null","null",
"0500000US36093","Schenectady County, New York","155239","*****","*****","null","138743","1206","null","null","16496","1206","null","null",
"0500000US36095","Schoharie County, New York","31611","*****","*****","null","30681","107","null","null","930","107","null","null",
"0500000US36097","Schuyler County, New York","18112","*****","*****","null","17807","99","null","null","305","99","null","null",
"0500000US36099","Seneca County, New York","34843","*****","*****","null","34065","131","null","null","778","131","null","null",
"0500000US36101","Steuben County, New York","97539","*****","*****","null","94833","294","null","null","2706","294","null","null",
"0500000US36103","Suffolk County, New York","1497595","*****","*****","null","1264684","4131","null","null","232911","4131","null","null",
"0500000US36105","Sullivan County, New York","75783","*****","*****","null","68628","587","null","null","7155","587","null","null",
"0500000US36107","Tioga County, New York","49322","*****","*****","null","48315","193","null","null","1007","193","null","null",
"0500000US36109","Tompkins County, New York","104415","*****","*****","null","90663","828","null","null","13752","828","null","null",
"0500000US36111","Ulster County, New York","180129","*****","*****","null","166146","836","null","null","13983","836","null","null",
"0500000US36113","Warren County, New York","64701","*****","*****","null","62398","339","null","null","2303","339","null","null",
"0500000US36115","Washington County, New York","62183","*****","*****","null","60904","256","null","null","1279","256","null","null",
"0500000US36117","Wayne County, New York","91442","*****","*****","null","88785","341","null","null","2657","341","null","null",
"0500000US36119","Westchester County, New York","975321","*****","*****","null","727351","3298","null","null","247970","3298","null","null",
"0500000US36121","Wyoming County, New York","40886","*****","*****","null","40158","148","null","null","728","148","null","null",
"0500000US36123","Yates County, New York","25083","*****","*****","null","24615","113","null","null","468","113","null","null",
"0500000US37001","Alamance County, North Carolina","157844","*****","*****","null","144969","627","null","null","12875","627","null","null",
"0500000US37003","Alexander County, North Carolina","37159","*****","*****","null","35846","203","null","null","1313","203","null","null",
"0500000US37005","Alleghany County, North Carolina","10935","*****","*****","null","10311","73","null","null","624","73","null","null",
"0500000US37007","Anson County, North Carolina","25531","*****","*****","null","24667","94","null","null","864","94","null","null",
"0500000US37009","Ashe County, North Carolina","26833","*****","*****","null","25773","167","null","null","1060","167","null","null",
"0500000US37011","Avery County, North Carolina","17535","*****","*****","null","16834","108","null","null","701","108","null","null",
"0500000US37013","Beaufort County, North Carolina","47316","*****","*****","null","45636","281","null","null","1680","281","null","null",
"0500000US37015","Bertie County, North Carolina","19913","*****","*****","null","19673","97","null","null","240","97","null","null",
"0500000US37017","Bladen County, North Carolina","34130","*****","*****","null","32609","125","null","null","1521","125","null","null",
"0500000US37019","Brunswick County, North Carolina","122586","*****","*****","null","117488","537","null","null","5098","537","null","null",
"0500000US37021","Buncombe County, North Carolina","252268","*****","*****","null","237444","1051","null","null","14824","1051","null","null",
"0500000US37023","Burke County, North Carolina","88898","*****","*****","null","85085","440","null","null","3813","440","null","null",
"0500000US37025","Cabarrus County, North Carolina","196716","*****","*****","null","180922","862","null","null","15794","862","null","null",
"0500000US37027","Caldwell County, North Carolina","81805","*****","*****","null","78979","351","null","null","2826","351","null","null",
"0500000US37029","Camden County, North Carolina","10336","*****","*****","null","10004","115","null","null","332","115","null","null",
"0500000US37031","Carteret County, North Carolina","68699","*****","*****","null","66279","272","null","null","2420","272","null","null",
"0500000US37033","Caswell County, North Carolina","22833","*****","*****","null","22240","126","null","null","593","126","null","null",
"0500000US37035","Catawba County, North Carolina","156182","*****","*****","null","145178","726","null","null","11004","726","null","null",
"0500000US37037","Chatham County, North Carolina","68364","*****","*****","null","62462","401","null","null","5902","401","null","null",
"0500000US37039","Cherokee County, North Carolina","27463","*****","*****","null","26754","167","null","null","709","167","null","null",
"0500000US37041","Chowan County, North Carolina","14370","*****","*****","null","13942","165","null","null","428","165","null","null",
"0500000US37043","Clay County, North Carolina","10753","*****","*****","null","10404","151","null","null","349","151","null","null",
"0500000US37045","Cleveland County, North Carolina","97038","*****","*****","null","94464","318","null","null","2574","318","null","null",
"0500000US37047","Columbus County, North Carolina","56589","*****","*****","null","54806","357","null","null","1783","357","null","null",
"0500000US37049","Craven County, North Carolina","103374","*****","*****","null","98412","536","null","null","4962","536","null","null",
"0500000US37051","Cumberland County, North Carolina","332766","*****","*****","null","312792","867","null","null","19974","867","null","null",
"0500000US37053","Currituck County, North Carolina","25247","*****","*****","null","24603","171","null","null","644","171","null","null",
"0500000US37055","Dare County, North Carolina","35412","*****","*****","null","33621","267","null","null","1791","267","null","null",
"0500000US37057","Davidson County, North Carolina","164118","*****","*****","null","156267","497","null","null","7851","497","null","null",
"0500000US37059","Davie County, North Carolina","41766","*****","*****","null","39923","319","null","null","1843","319","null","null",
"0500000US37061","Duplin County, North Carolina","59350","*****","*****","null","52209","375","null","null","7141","375","null","null",
"0500000US37063","Durham County, North Carolina","300865","*****","*****","null","259015","1677","null","null","41850","1677","null","null",
"0500000US37065","Edgecombe County, North Carolina","54032","*****","*****","null","52899","177","null","null","1133","177","null","null",
"0500000US37067","Forsyth County, North Carolina","368362","*****","*****","null","336506","1085","null","null","31856","1085","null","null",
"0500000US37069","Franklin County, North Carolina","63866","*****","*****","null","60290","426","null","null","3576","426","null","null",
"0500000US37071","Gaston County, North Carolina","214049","*****","*****","null","202422","680","null","null","11627","680","null","null",
"0500000US37073","Gates County, North Carolina","11601","*****","*****","null","11476","84","null","null","125","84","null","null",
"0500000US37075","Graham County, North Carolina","8607","*****","*****","null","8534","48","null","null","73","48","null","null",
"0500000US37077","Granville County, North Carolina","58503","*****","*****","null","56068","376","null","null","2435","376","null","null",
"0500000US37079","Greene County, North Carolina","21059","*****","*****","null","19494","114","null","null","1565","114","null","null",
"0500000US37081","Guilford County, North Carolina","517197","*****","*****","null","464409","1626","null","null","52788","1626","null","null",
"0500000US37083","Halifax County, North Carolina","52300","*****","*****","null","51302","253","null","null","998","253","null","null",
"0500000US37085","Harnett County, North Carolina","128753","*****","*****","null","121295","564","null","null","7458","564","null","null",
"0500000US37087","Haywood County, North Carolina","59854","*****","*****","null","58370","227","null","null","1484","227","null","null",
"0500000US37089","Henderson County, North Carolina","112156","*****","*****","null","104000","640","null","null","8156","640","null","null",
"0500000US37091","Hertford County, North Carolina","24262","*****","*****","null","23418","140","null","null","844","139","null","null",
"0500000US37093","Hoke County, North Carolina","52571","*****","*****","null","49237","420","null","null","3334","420","null","null",
"0500000US37095","Hyde County, North Carolina","5507","*****","*****","null","5258","79","null","null","249","79","null","null",
"0500000US37097","Iredell County, North Carolina","169798","*****","*****","null","159152","610","null","null","10646","610","null","null",
"0500000US37099","Jackson County, North Carolina","41725","*****","*****","null","40405","256","null","null","1320","256","null","null",
"0500000US37101","Johnston County, North Carolina","186308","*****","*****","null","172047","1026","null","null","14261","1026","null","null",
"0500000US37103","Jones County, North Carolina","9776","*****","*****","null","9491","49","null","null","285","49","null","null",
"0500000US37105","Lee County, North Carolina","59805","*****","*****","null","53394","420","null","null","6411","420","null","null",
"0500000US37107","Lenoir County, North Carolina","57934","*****","*****","null","55201","254","null","null","2733","254","null","null",
"0500000US37109","Lincoln County, North Carolina","80504","*****","*****","null","76750","369","null","null","3754","369","null","null",
"0500000US37111","McDowell County, North Carolina","45069","*****","*****","null","43251","252","null","null","1818","252","null","null",
"0500000US37113","Macon County, North Carolina","34160","*****","*****","null","32514","241","null","null","1646","241","null","null",
"0500000US37115","Madison County, North Carolina","21347","*****","*****","null","20864","133","null","null","483","133","null","null",
"0500000US37117","Martin County, North Carolina","23227","*****","*****","null","22715","246","null","null","512","246","null","null",
"0500000US37119","Mecklenburg County, North Carolina","1034290","*****","*****","null","879462","2728","null","null","154828","2728","null","null",
"0500000US37121","Mitchell County, North Carolina","15155","*****","*****","null","14738","132","null","null","417","132","null","null",
"0500000US37123","Montgomery County, North Carolina","27445","*****","*****","null","25085","208","null","null","2360","208","null","null",
"0500000US37125","Moore County, North Carolina","94191","*****","*****","null","89955","447","null","null","4236","447","null","null",
"0500000US37127","Nash County, North Carolina","94125","*****","*****","null","90114","404","null","null","4011","404","null","null",
"0500000US37129","New Hanover County, North Carolina","219866","*****","*****","null","208854","791","null","null","11012","791","null","null",
"0500000US37131","Northampton County, North Carolina","20426","*****","*****","null","20129","121","null","null","297","121","null","null",
"0500000US37133","Onslow County, North Carolina","192685","*****","*****","null","184986","721","null","null","7699","721","null","null",
"0500000US37135","Orange County, North Carolina","141812","*****","*****","null","123633","738","null","null","18179","738","null","null",
"0500000US37137","Pamlico County, North Carolina","12803","*****","*****","null","12488","80","null","null","315","80","null","null",
"0500000US37139","Pasquotank County, North Carolina","39546","*****","*****","null","37981","266","null","null","1565","266","null","null",
"0500000US37141","Pender County, North Carolina","57630","*****","*****","null","55215","255","null","null","2415","255","null","null",
"0500000US37143","Perquimans County, North Carolina","13506","*****","*****","null","13168","121","null","null","338","121","null","null",
"0500000US37145","Person County, North Carolina","39240","*****","*****","null","38272","245","null","null","968","245","null","null",
"0500000US37147","Pitt County, North Carolina","176484","*****","*****","null","168153","671","null","null","8331","671","null","null",
"0500000US37149","Polk County, North Carolina","20434","*****","*****","null","19651","184","null","null","783","184","null","null",
"0500000US37151","Randolph County, North Carolina","142827","*****","*****","null","133687","594","null","null","9140","594","null","null",
"0500000US37153","Richmond County, North Carolina","45447","*****","*****","null","43694","199","null","null","1753","199","null","null",
"0500000US37155","Robeson County, North Carolina","134187","*****","*****","null","128043","434","null","null","6144","434","null","null",
"0500000US37157","Rockingham County, North Carolina","91566","*****","*****","null","88402","392","null","null","3164","392","null","null",
"0500000US37159","Rowan County, North Carolina","138940","*****","*****","null","132734","496","null","null","6206","496","null","null",
"0500000US37161","Rutherford County, North Carolina","66523","*****","*****","null","64755","351","null","null","1768","351","null","null",
"0500000US37163","Sampson County, North Carolina","63664","*****","*****","null","57499","388","null","null","6165","388","null","null",
"0500000US37165","Scotland County, North Carolina","35445","*****","*****","null","34682","125","null","null","763","125","null","null",
"0500000US37167","Stanly County, North Carolina","60875","*****","*****","null","59032","202","null","null","1843","202","null","null",
"0500000US37169","Stokes County, North Carolina","46124","*****","*****","null","45303","198","null","null","821","198","null","null",
"0500000US37171","Surry County, North Carolina","72315","*****","*****","null","68531","335","null","null","3784","335","null","null",
"0500000US37173","Swain County, North Carolina","14208","*****","*****","null","13931","154","null","null","277","154","null","null",
"0500000US37175","Transylvania County, North Carolina","33291","*****","*****","null","31926","293","null","null","1365","293","null","null",
"0500000US37177","Tyrrell County, North Carolina","4090","*****","*****","null","3903","75","null","null","187","75","null","null",
"0500000US37179","Union County, North Carolina","222095","*****","*****","null","202594","971","null","null","19501","971","null","null",
"0500000US37181","Vance County, North Carolina","44420","*****","*****","null","42701","193","null","null","1719","193","null","null",
"0500000US37183","Wake County, North Carolina","1023811","*****","*****","null","887525","3497","null","null","136286","3497","null","null",
"0500000US37185","Warren County, North Carolina","20190","*****","*****","null","19526","200","null","null","664","200","null","null",
"0500000US37187","Washington County, North Carolina","12331","*****","*****","null","12029","86","null","null","302","86","null","null",
"0500000US37189","Watauga County, North Carolina","53421","*****","*****","null","51910","228","null","null","1511","228","null","null",
"0500000US37191","Wayne County, North Carolina","124496","*****","*****","null","115384","662","null","null","9112","662","null","null",
"0500000US37193","Wilkes County, North Carolina","68525","*****","*****","null","65604","420","null","null","2921","420","null","null",
"0500000US37195","Wilson County, North Carolina","81379","*****","*****","null","75946","645","null","null","5433","645","null","null",
"0500000US37197","Yadkin County, North Carolina","37825","*****","*****","null","35947","265","null","null","1878","265","null","null",
"0500000US37199","Yancey County, North Carolina","17605","*****","*****","null","17048","108","null","null","557","108","null","null",
"0500000US38001","Adams County, North Dakota","2368","*****","*****","null","2324","24","null","null","44","24","null","null",
"0500000US38003","Barnes County, North Dakota","10971","*****","*****","null","10835","72","null","null","136","72","null","null",
"0500000US38005","Benson County, North Dakota","6875","*****","*****","null","6830","21","null","null","45","21","null","null",
"0500000US38007","Billings County, North Dakota","983","80","null","null","963","82","null","null","20","18","null","null",
"0500000US38009","Bottineau County, North Dakota","6651","*****","*****","null","6475","63","null","null","176","63","null","null",
"0500000US38011","Bowman County, North Dakota","3226","*****","*****","null","3190","26","null","null","36","26","null","null",
"0500000US38013","Burke County, North Dakota","2253","*****","*****","null","2205","16","null","null","48","16","null","null",
"0500000US38015","Burleigh County, North Dakota","92372","*****","*****","null","90323","366","null","null","2049","366","null","null",
"0500000US38017","Cass County, North Dakota","170620","*****","*****","null","159444","801","null","null","11176","801","null","null",
"0500000US38019","Cavalier County, North Dakota","3817","*****","*****","null","3788","24","null","null","29","24","null","null",
"0500000US38021","Dickey County, North Dakota","5041","*****","*****","null","4913","67","null","null","128","67","null","null",
"0500000US38023","Divide County, North Dakota","2378","*****","*****","null","2279","46","null","null","99","46","null","null",
"0500000US38025","Dunn County, North Dakota","4349","*****","*****","null","4223","35","null","null","126","35","null","null",
"0500000US38027","Eddy County, North Dakota","2321","*****","*****","null","2304","13","null","null","17","15","null","null",
"0500000US38029","Emmons County, North Dakota","3389","*****","*****","null","3340","18","null","null","49","18","null","null",
"0500000US38031","Foster County, North Dakota","3318","*****","*****","null","3288","26","null","null","30","26","null","null",
"0500000US38033","Golden Valley County, North Dakota","1892","107","null","null","1889","107","null","null","3","4","null","null",
"0500000US38035","Grand Forks County, North Dakota","70130","*****","*****","null","66903","272","null","null","3227","272","null","null",
"0500000US38037","Grant County, North Dakota","2387","*****","*****","null","2370","10","null","null","17","10","null","null",
"0500000US38039","Griggs County, North Dakota","2276","*****","*****","null","2264","11","null","null","12","11","null","null",
"0500000US38041","Hettinger County, North Dakota","2601","*****","*****","null","2565","18","null","null","36","18","null","null",
"0500000US38043","Kidder County, North Dakota","2457","*****","*****","null","2417","24","null","null","40","24","null","null",
"0500000US38045","LaMoure County, North Dakota","4106","*****","*****","null","4046","33","null","null","60","33","null","null",
"0500000US38047","Logan County, North Dakota","1932","*****","*****","null","1906","18","null","null","26","18","null","null",
"0500000US38049","McHenry County, North Dakota","5951","*****","*****","null","5872","35","null","null","79","35","null","null",
"0500000US38051","McIntosh County, North Dakota","2680","*****","*****","null","2614","28","null","null","66","28","null","null",
"0500000US38053","McKenzie County, North Dakota","11679","*****","*****","null","11332","228","null","null","347","228","null","null",
"0500000US38055","McLean County, North Dakota","9607","*****","*****","null","9501","47","null","null","106","47","null","null",
"0500000US38057","Mercer County, North Dakota","8637","*****","*****","null","8516","52","null","null","121","52","null","null",
"0500000US38059","Morton County, North Dakota","30059","*****","*****","null","29724","112","null","null","335","112","null","null",
"0500000US38061","Mountrail County, North Dakota","9986","*****","*****","null","9766","78","null","null","220","78","null","null",
"0500000US38063","Nelson County, North Dakota","2971","*****","*****","null","2904","27","null","null","67","25","null","null",
"0500000US38065","Oliver County, North Dakota","1822","88","null","null","1812","87","null","null","10","9","null","null",
"0500000US38067","Pembina County, North Dakota","7050","*****","*****","null","6716","54","null","null","334","54","null","null",
"0500000US38069","Pierce County, North Dakota","4272","*****","*****","null","4267","8","null","null","5","8","null","null",
"0500000US38071","Ramsey County, North Dakota","11574","*****","*****","null","11390","138","null","null","184","138","null","null",
"0500000US38073","Ransom County, North Dakota","5411","*****","*****","null","5310","31","null","null","101","31","null","null",
"0500000US38075","Renville County, North Dakota","2543","*****","*****","null","2456","45","null","null","87","45","null","null",
"0500000US38077","Richland County, North Dakota","16333","*****","*****","null","16083","85","null","null","250","85","null","null",
"0500000US38079","Rolette County, North Dakota","14657","*****","*****","null","14563","58","null","null","94","58","null","null",
"0500000US38081","Sargent County, North Dakota","3883","*****","*****","null","3780","40","null","null","103","40","null","null",
"0500000US38083","Sheridan County, North Dakota","1403","88","null","null","1394","87","null","null","9","6","null","null",
"0500000US38085","Sioux County, North Dakota","4420","*****","*****","null","4395","20","null","null","25","20","null","null",
"0500000US38087","Slope County, North Dakota","674","68","null","null","672","68","null","null","2","2","null","null",
"0500000US38089","Stark County, North Dakota","30316","*****","*****","null","29396","238","null","null","920","238","null","null",
"0500000US38091","Steele County, North Dakota","1915","*****","*****","null","1884","22","null","null","31","22","null","null",
"0500000US38093","Stutsman County, North Dakota","21058","*****","*****","null","20622","122","null","null","436","122","null","null",
"0500000US38095","Towner County, North Dakota","2258","*****","*****","null","2212","30","null","null","46","30","null","null",
"0500000US38097","Traill County, North Dakota","8050","*****","*****","null","7910","37","null","null","140","37","null","null",
"0500000US38099","Walsh County, North Dakota","10920","*****","*****","null","10427","162","null","null","493","162","null","null",
"0500000US38101","Ward County, North Dakota","69628","*****","*****","null","66496","599","null","null","3132","599","null","null",
"0500000US38103","Wells County, North Dakota","4089","*****","*****","null","4064","16","null","null","25","17","null","null",
"0500000US38105","Williams County, North Dakota","32916","*****","*****","null","31598","383","null","null","1318","383","null","null",
"0500000US39001","Adams County, Ohio","27926","*****","*****","null","27698","138","null","null","228","138","null","null",
"0500000US39003","Allen County, Ohio","104157","*****","*****","null","102784","283","null","null","1373","283","null","null",
"0500000US39005","Ashland County, Ohio","53299","*****","*****","null","52084","256","null","null","1215","256","null","null",
"0500000US39007","Ashtabula County, Ohio","98622","*****","*****","null","97243","222","null","null","1379","222","null","null",
"0500000US39009","Athens County, Ohio","65563","*****","*****","null","62572","357","null","null","2991","357","null","null",
"0500000US39011","Auglaize County, Ohio","45778","*****","*****","null","45260","117","null","null","518","117","null","null",
"0500000US39013","Belmont County, Ohio","68889","*****","*****","null","68219","167","null","null","670","167","null","null",
"0500000US39015","Brown County, Ohio","43799","*****","*****","null","43557","82","null","null","242","82","null","null",
"0500000US39017","Butler County, Ohio","375702","*****","*****","null","354340","927","null","null","21362","927","null","null",
"0500000US39019","Carroll County, Ohio","27825","*****","*****","null","27593","119","null","null","232","119","null","null",
"0500000US39021","Champaign County, Ohio","39005","*****","*****","null","38613","87","null","null","392","87","null","null",
"0500000US39023","Clark County, Ohio","135520","*****","*****","null","132745","341","null","null","2775","341","null","null",
"0500000US39025","Clermont County, Ohio","202166","*****","*****","null","197547","463","null","null","4619","463","null","null",
"0500000US39027","Clinton County, Ohio","41869","*****","*****","null","41341","141","null","null","528","141","null","null",
"0500000US39029","Columbiana County, Ohio","104584","*****","*****","null","103469","277","null","null","1115","277","null","null",
"0500000US39031","Coshocton County, Ohio","36602","*****","*****","null","36361","112","null","null","241","112","null","null",
"0500000US39033","Crawford County, Ohio","42231","*****","*****","null","41817","144","null","null","414","144","null","null",
"0500000US39035","Cuyahoga County, Ohio","1257401","*****","*****","null","1167511","2447","null","null","89890","2447","null","null",
"0500000US39037","Darke County, Ohio","51919","*****","*****","null","51423","127","null","null","496","127","null","null",
"0500000US39039","Defiance County, Ohio","38311","*****","*****","null","37589","206","null","null","722","206","null","null",
"0500000US39041","Delaware County, Ohio","193024","*****","*****","null","179928","796","null","null","13096","796","null","null",
"0500000US39043","Erie County, Ohio","75369","*****","*****","null","73705","295","null","null","1664","295","null","null",
"0500000US39045","Fairfield County, Ohio","151526","*****","*****","null","147137","510","null","null","4389","510","null","null",
"0500000US39047","Fayette County, Ohio","28659","*****","*****","null","28202","101","null","null","457","101","null","null",
"0500000US39049","Franklin County, Ohio","1253507","*****","*****","null","1127237","3116","null","null","126270","3116","null","null",
"0500000US39051","Fulton County, Ohio","42296","*****","*****","null","41554","213","null","null","742","213","null","null",
"0500000US39053","Gallia County, Ohio","30203","*****","*****","null","29913","125","null","null","290","125","null","null",
"0500000US39055","Geauga County, Ohio","93895","*****","*****","null","91478","388","null","null","2417","388","null","null",
"0500000US39057","Greene County, Ohio","164825","*****","*****","null","156521","547","null","null","8304","547","null","null",
"0500000US39059","Guernsey County, Ohio","39414","*****","*****","null","39096","79","null","null","318","79","null","null",
"0500000US39061","Hamilton County, Ohio","808703","*****","*****","null","765658","1656","null","null","43045","1656","null","null",
"0500000US39063","Hancock County, Ohio","75508","*****","*****","null","72587","491","null","null","2921","491","null","null",
"0500000US39065","Hardin County, Ohio","31576","*****","*****","null","31130","125","null","null","446","125","null","null",
"0500000US39067","Harrison County, Ohio","15397","*****","*****","null","15302","56","null","null","95","56","null","null",
"0500000US39069","Henry County, Ohio","27463","*****","*****","null","27096","86","null","null","367","86","null","null",
"0500000US39071","Highland County, Ohio","43031","*****","*****","null","42657","92","null","null","374","92","null","null",
"0500000US39073","Hocking County, Ohio","28547","*****","*****","null","28367","93","null","null","180","93","null","null",
"0500000US39075","Holmes County, Ohio","43808","*****","*****","null","43567","106","null","null","241","106","null","null",
"0500000US39077","Huron County, Ohio","58497","*****","*****","null","57168","245","null","null","1329","245","null","null",
"0500000US39079","Jackson County, Ohio","32624","*****","*****","null","32291","219","null","null","333","219","null","null",
"0500000US39081","Jefferson County, Ohio","67349","*****","*****","null","66555","192","null","null","794","192","null","null",
"0500000US39083","Knox County, Ohio","60945","*****","*****","null","60183","179","null","null","762","179","null","null",
"0500000US39085","Lake County, Ohio","229701","*****","*****","null","217483","867","null","null","12218","867","null","null",
"0500000US39087","Lawrence County, Ohio","61057","*****","*****","null","60651","121","null","null","406","121","null","null",
"0500000US39089","Licking County, Ohio","170678","*****","*****","null","167245","470","null","null","3433","470","null","null",
"0500000US39091","Logan County, Ohio","45323","*****","*****","null","44705","158","null","null","618","158","null","null",
"0500000US39093","Lorain County, Ohio","305405","*****","*****","null","296370","839","null","null","9035","839","null","null",
"0500000US39095","Lucas County, Ohio","433404","*****","*****","null","416960","1065","null","null","16444","1065","null","null",
"0500000US39097","Madison County, Ohio","43732","*****","*****","null","43127","151","null","null","605","151","null","null",
"0500000US39099","Mahoning County, Ohio","231857","*****","*****","null","225900","613","null","null","5957","613","null","null",
"0500000US39101","Marion County, Ohio","65483","*****","*****","null","64364","351","null","null","1119","351","null","null",
"0500000US39103","Medina County, Ohio","176362","*****","*****","null","171382","554","null","null","4980","554","null","null",
"0500000US39105","Meigs County, Ohio","23234","*****","*****","null","23199","23","null","null","35","23","null","null",
"0500000US39107","Mercer County, Ohio","40723","*****","*****","null","40293","125","null","null","430","125","null","null",
"0500000US39109","Miami County, Ohio","104081","*****","*****","null","102143","376","null","null","1938","376","null","null",
"0500000US39111","Monroe County, Ohio","14239","*****","*****","null","14201","23","null","null","38","23","null","null",
"0500000US39113","Montgomery County, Ohio","531987","*****","*****","null","507471","1586","null","null","24516","1586","null","null",
"0500000US39115","Morgan County, Ohio","14773","*****","*****","null","14686","43","null","null","87","43","null","null",
"0500000US39117","Morrow County, Ohio","34935","*****","*****","null","34815","71","null","null","120","71","null","null",
"0500000US39119","Muskingum County, Ohio","85933","*****","*****","null","84855","255","null","null","1078","255","null","null",
"0500000US39121","Noble County, Ohio","14498","*****","*****","null","14408","57","null","null","90","57","null","null",
"0500000US39123","Ottawa County, Ohio","40769","*****","*****","null","40436","86","null","null","333","86","null","null",
"0500000US39125","Paulding County, Ohio","18951","*****","*****","null","18692","62","null","null","259","62","null","null",
"0500000US39127","Perry County, Ohio","35983","*****","*****","null","35816","102","null","null","167","102","null","null",
"0500000US39129","Pickaway County, Ohio","57075","*****","*****","null","56403","227","null","null","672","227","null","null",
"0500000US39131","Pike County, Ohio","28291","*****","*****","null","28245","39","null","null","46","39","null","null",
"0500000US39133","Portage County, Ohio","162080","*****","*****","null","155441","854","null","null","6639","854","null","null",
"0500000US39135","Preble County, Ohio","41328","*****","*****","null","40947","111","null","null","381","111","null","null",
"0500000US39137","Putnam County, Ohio","34037","*****","*****","null","33704","101","null","null","333","101","null","null",
"0500000US39139","Richland County, Ohio","121533","*****","*****","null","119751","269","null","null","1782","269","null","null",
"0500000US39141","Ross County, Ohio","77125","*****","*****","null","76374","95","null","null","751","95","null","null",
"0500000US39143","Sandusky County, Ohio","59559","*****","*****","null","58620","263","null","null","939","263","null","null",
"0500000US39145","Scioto County, Ohio","76871","*****","*****","null","76213","173","null","null","658","173","null","null",
"0500000US39147","Seneca County, Ohio","55549","*****","*****","null","54688","199","null","null","861","199","null","null",
"0500000US39149","Shelby County, Ohio","48902","*****","*****","null","47935","193","null","null","967","193","null","null",
"0500000US39151","Stark County, Ohio","374273","*****","*****","null","366493","557","null","null","7780","557","null","null",
"0500000US39153","Summit County, Ohio","541318","*****","*****","null","514080","1075","null","null","27238","1075","null","null",
"0500000US39155","Trumbull County, Ohio","203341","*****","*****","null","200358","406","null","null","2983","406","null","null",
"0500000US39157","Tuscarawas County, Ohio","92531","*****","*****","null","91016","259","null","null","1515","259","null","null",
"0500000US39159","Union County, Ohio","54688","*****","*****","null","52634","232","null","null","2054","232","null","null",
"0500000US39161","Van Wert County, Ohio","28262","*****","*****","null","28077","89","null","null","185","89","null","null",
"0500000US39163","Vinton County, Ohio","13142","*****","*****","null","13101","31","null","null","41","31","null","null",
"0500000US39165","Warren County, Ohio","223868","*****","*****","null","209663","722","null","null","14205","722","null","null",
"0500000US39167","Washington County, Ohio","60871","*****","*****","null","60095","134","null","null","776","134","null","null",
"0500000US39169","Wayne County, Ohio","115915","*****","*****","null","113467","278","null","null","2448","278","null","null",
"0500000US39171","Williams County, Ohio","37061","*****","*****","null","36584","137","null","null","477","137","null","null",
"0500000US39173","Wood County, Ohio","129504","*****","*****","null","125417","433","null","null","4087","433","null","null",
"0500000US39175","Wyandot County, Ohio","22190","*****","*****","null","21815","130","null","null","375","130","null","null",
"0500000US40001","Adair County, Oklahoma","22136","*****","*****","null","21713","65","null","null","423","65","null","null",
"0500000US40003","Alfalfa County, Oklahoma","5877","*****","*****","null","5711","68","null","null","166","68","null","null",
"0500000US40005","Atoka County, Oklahoma","13899","*****","*****","null","13682","84","null","null","217","84","null","null",
"0500000US40007","Beaver County, Oklahoma","5445","*****","*****","null","4946","71","null","null","499","71","null","null",
"0500000US40009","Beckham County, Oklahoma","22971","*****","*****","null","22213","170","null","null","758","170","null","null",
"0500000US40011","Blaine County, Oklahoma","9680","*****","*****","null","9132","111","null","null","548","111","null","null",
"0500000US40013","Bryan County, Oklahoma","45068","*****","*****","null","44076","146","null","null","992","146","null","null",
"0500000US40015","Caddo County, Oklahoma","29437","*****","*****","null","28126","196","null","null","1311","196","null","null",
"0500000US40017","Canadian County, Oklahoma","132922","*****","*****","null","126729","579","null","null","6193","579","null","null",
"0500000US40019","Carter County, Oklahoma","48407","*****","*****","null","46939","192","null","null","1468","192","null","null",
"0500000US40021","Cherokee County, Oklahoma","48404","*****","*****","null","46996","245","null","null","1408","245","null","null",
"0500000US40023","Choctaw County, Oklahoma","14979","*****","*****","null","14839","51","null","null","140","51","null","null",
"0500000US40025","Cimarron County, Oklahoma","2221","*****","*****","null","2015","48","null","null","206","48","null","null",
