"GEO_ID","NAME","B05012_001E","B05012_001M","B05012_001MA","B05012_001EA","B05012_002E","B05012_002M","B05012_002MA","B05012_002EA","B05012_003E","B05012_003M","B05012_003MA","B05012_003EA",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Annotation of Estimate!!Total","Estimate!!Total!!Native","Margin of Error!!Total!!Native","Annotation of Margin of Error!!Total!!Native","Annotation of Estimate!!Total!!Native","Estimate!!Total!!Foreign-Born","Margin of Error!!Total!!Foreign-Born","Annotation of Margin of Error!!Total!!Foreign-Born","Annotation of Estimate!!Total!!Foreign-Born",
"0100000US","United States","321004407","*****","*****","null","277976280","123808","null","null","43028127","123858","null","null",
"0500000US01001","Autauga County, Alabama","55036","*****","*****","null","53873","271","null","null","1163","271","null","null",
"0500000US01003","Baldwin County, Alabama","203360","*****","*****","null","196754","703","null","null","6606","703","null","null",
"0500000US01005","Barbour County, Alabama","26201","*****","*****","null","25504","115","null","null","697","115","null","null",
"0500000US01007","Bibb County, Alabama","22580","*****","*****","null","22349","76","null","null","231","76","null","null",
"0500000US01009","Blount County, Alabama","57667","*****","*****","null","55046","247","null","null","2621","247","null","null",
"0500000US01011","Bullock County, Alabama","10478","*****","*****","null","10286","157","null","null","192","157","null","null",
"0500000US01013","Butler County, Alabama","20126","*****","*****","null","19915","45","null","null","211","45","null","null",
"0500000US01015","Calhoun County, Alabama","115527","*****","*****","null","112506","333","null","null","3021","333","null","null",
"0500000US01017","Chambers County, Alabama","33895","*****","*****","null","33454","120","null","null","441","120","null","null",
"0500000US01019","Cherokee County, Alabama","25855","*****","*****","null","25682","104","null","null","173","104","null","null",
"0500000US01021","Chilton County, Alabama","43805","*****","*****","null","41587","181","null","null","2218","181","null","null",
"0500000US01023","Choctaw County, Alabama","13188","*****","*****","null","13138","36","null","null","50","36","null","null",
"0500000US01025","Clarke County, Alabama","24625","*****","*****","null","24519","88","null","null","106","88","null","null",
"0500000US01027","Clay County, Alabama","13407","*****","*****","null","13146","65","null","null","261","65","null","null",
"0500000US01029","Cleburne County, Alabama","14939","*****","*****","null","14694","69","null","null","245","69","null","null",
"0500000US01031","Coffee County, Alabama","51073","*****","*****","null","49180","332","null","null","1893","332","null","null",
"0500000US01033","Colbert County, Alabama","54435","*****","*****","null","53476","221","null","null","959","221","null","null",
"0500000US01035","Conecuh County, Alabama","12649","*****","*****","null","12546","59","null","null","103","59","null","null",
"0500000US01037","Coosa County, Alabama","10955","*****","*****","null","10891","79","null","null","64","79","null","null",
"0500000US01039","Covington County, Alabama","37519","*****","*****","null","37219","90","null","null","300","90","null","null",
"0500000US01041","Crenshaw County, Alabama","13866","*****","*****","null","13578","130","null","null","288","130","null","null",
"0500000US01043","Cullman County, Alabama","81703","*****","*****","null","79432","228","null","null","2271","228","null","null",
"0500000US01045","Dale County, Alabama","49393","*****","*****","null","47980","280","null","null","1413","280","null","null",
"0500000US01047","Dallas County, Alabama","40755","*****","*****","null","40167","148","null","null","588","148","null","null",
"0500000US01049","DeKalb County, Alabama","71194","*****","*****","null","65886","418","null","null","5308","418","null","null",
"0500000US01051","Elmore County, Alabama","80989","*****","*****","null","79517","336","null","null","1472","336","null","null",
"0500000US01053","Escambia County, Alabama","37621","*****","*****","null","37324","187","null","null","297","187","null","null",
"0500000US01055","Etowah County, Alabama","103132","*****","*****","null","100150","333","null","null","2982","333","null","null",
"0500000US01057","Fayette County, Alabama","16657","*****","*****","null","16543","86","null","null","114","86","null","null",
"0500000US01059","Franklin County, Alabama","31507","*****","*****","null","28458","510","null","null","3049","510","null","null",
"0500000US01061","Geneva County, Alabama","26572","*****","*****","null","26183","119","null","null","389","119","null","null",
"0500000US01063","Greene County, Alabama","8533","*****","*****","null","8530","5","null","null","3","5","null","null",
"0500000US01065","Hale County, Alabama","14995","*****","*****","null","14829","70","null","null","166","70","null","null",
"0500000US01067","Henry County, Alabama","17110","*****","*****","null","16891","107","null","null","219","107","null","null",
"0500000US01069","Houston County, Alabama","104108","*****","*****","null","101736","200","null","null","2372","200","null","null",
"0500000US01071","Jackson County, Alabama","52326","*****","*****","null","51320","216","null","null","1006","216","null","null",
"0500000US01073","Jefferson County, Alabama","659460","*****","*****","null","633038","1252","null","null","26422","1252","null","null",
"0500000US01075","Lamar County, Alabama","14021","*****","*****","null","13933","66","null","null","88","66","null","null",
"0500000US01077","Lauderdale County, Alabama","92590","*****","*****","null","90727","341","null","null","1863","341","null","null",
"0500000US01079","Lawrence County, Alabama","33288","*****","*****","null","33069","115","null","null","219","115","null","null",
"0500000US01081","Lee County, Alabama","156597","*****","*****","null","148004","832","null","null","8593","832","null","null",
"0500000US01083","Limestone County, Alabama","91695","*****","*****","null","88153","422","null","null","3542","422","null","null",
"0500000US01085","Lowndes County, Alabama","10362","*****","*****","null","10328","28","null","null","34","28","null","null",
"0500000US01087","Macon County, Alabama","19358","*****","*****","null","19127","86","null","null","231","86","null","null",
"0500000US01089","Madison County, Alabama","353213","*****","*****","null","333790","1014","null","null","19423","1014","null","null",
"0500000US01091","Marengo County, Alabama","19743","*****","*****","null","19654","70","null","null","89","70","null","null",
"0500000US01093","Marion County, Alabama","30058","*****","*****","null","29570","152","null","null","488","152","null","null",
"0500000US01095","Marshall County, Alabama","94738","*****","*****","null","87861","433","null","null","6877","433","null","null",
"0500000US01097","Mobile County, Alabama","414328","*****","*****","null","401219","885","null","null","13109","885","null","null",
"0500000US01099","Monroe County, Alabama","21745","*****","*****","null","21629","47","null","null","116","47","null","null",
"0500000US01101","Montgomery County, Alabama","227120","*****","*****","null","216698","710","null","null","10422","710","null","null",
"0500000US01103","Morgan County, Alabama","119157","*****","*****","null","114047","408","null","null","5110","408","null","null",
"0500000US01105","Perry County, Alabama","9680","*****","*****","null","9620","81","null","null","60","81","null","null",
"0500000US01107","Pickens County, Alabama","20170","*****","*****","null","19623","144","null","null","547","144","null","null",
"0500000US01109","Pike County, Alabama","33287","*****","*****","null","32159","339","null","null","1128","339","null","null",
"0500000US01111","Randolph County, Alabama","22530","*****","*****","null","22181","78","null","null","349","78","null","null",
"0500000US01113","Russell County, Alabama","58480","*****","*****","null","56671","437","null","null","1809","437","null","null",
"0500000US01115","St. Clair County, Alabama","86937","*****","*****","null","85424","261","null","null","1513","261","null","null",
"0500000US01117","Shelby County, Alabama","208721","*****","*****","null","197725","752","null","null","10996","752","null","null",
"0500000US01119","Sumter County, Alabama","13084","*****","*****","null","12795","133","null","null","289","133","null","null",
"0500000US01121","Talladega County, Alabama","80888","*****","*****","null","79545","203","null","null","1343","203","null","null",
"0500000US01123","Tallapoosa County, Alabama","40756","*****","*****","null","40204","104","null","null","552","104","null","null",
"0500000US01125","Tuscaloosa County, Alabama","204424","*****","*****","null","196713","674","null","null","7711","674","null","null",
"0500000US01127","Walker County, Alabama","64927","*****","*****","null","64003","142","null","null","924","142","null","null",
"0500000US01129","Washington County, Alabama","16746","*****","*****","null","16484","191","null","null","262","191","null","null",
"0500000US01131","Wilcox County, Alabama","10919","*****","*****","null","10919","18","null","null","0","18","null","null",
"0500000US01133","Winston County, Alabama","23968","*****","*****","null","23643","93","null","null","325","93","null","null",
"0500000US02013","Aleutians East Borough, Alaska","3338","*****","*****","null","2129","263","null","null","1209","263","null","null",
"0500000US02016","Aleutians West Census Area, Alaska","5784","*****","*****","null","3621","118","null","null","2163","118","null","null",
"0500000US02020","Anchorage Municipality, Alaska","298225","*****","*****","null","266858","1383","null","null","31367","1383","null","null",
"0500000US02050","Bethel Census Area, Alaska","17957","*****","*****","null","17564","135","null","null","393","135","null","null",
"0500000US02060","Bristol Bay Borough, Alaska","917","74","null","null","891","73","null","null","26","14","null","null",
"0500000US02068","Denali Borough, Alaska","2303","308","null","null","2067","341","null","null","236","249","null","null",
"0500000US02070","Dillingham Census Area, Alaska","4974","*****","*****","null","4872","50","null","null","102","50","null","null",
"0500000US02090","Fairbanks North Star Borough, Alaska","100031","*****","*****","null","94940","605","null","null","5091","605","null","null",
"0500000US02100","Haines Borough, Alaska","2537","*****","*****","null","2369","84","null","null","168","84","null","null",
"0500000US02105","Hoonah-Angoon Census Area, Alaska","2146","*****","*****","null","2021","98","null","null","125","97","null","null",
"0500000US02110","Juneau City and Borough, Alaska","32434","*****","*****","null","29651","295","null","null","2783","295","null","null",
"0500000US02122","Kenai Peninsula Borough, Alaska","57961","*****","*****","null","56276","276","null","null","1685","276","null","null",
"0500000US02130","Ketchikan Gateway Borough, Alaska","13745","*****","*****","null","12663","95","null","null","1082","95","null","null",
"0500000US02150","Kodiak Island Borough, Alaska","13773","*****","*****","null","11230","209","null","null","2543","209","null","null",
"0500000US02158","Kusilvak Census Area, Alaska","8129","*****","*****","null","8015","60","null","null","114","60","null","null",
"0500000US02164","Lake and Peninsula Borough, Alaska","1301","308","null","null","1260","307","null","null","41","37","null","null",
"0500000US02170","Matanuska-Susitna Borough, Alaska","101135","*****","*****","null","97673","394","null","null","3462","394","null","null",
"0500000US02180","Nome Census Area, Alaska","9869","*****","*****","null","9657","75","null","null","212","75","null","null",
"0500000US02185","North Slope Borough, Alaska","9757","*****","*****","null","9260","66","null","null","497","66","null","null",
"0500000US02188","Northwest Arctic Borough, Alaska","7715","*****","*****","null","7617","41","null","null","98","41","null","null",
"0500000US02195","Petersburg Borough, Alaska","3275","*****","*****","null","2971","102","null","null","304","102","null","null",
"0500000US02198","Prince of Wales-Hyder Census Area, Alaska","6473","*****","*****","null","6325","28","null","null","148","28","null","null",
"0500000US02220","Sitka City and Borough, Alaska","8810","*****","*****","null","8107","115","null","null","703","115","null","null",
"0500000US02230","Skagway Municipality, Alaska","1038","86","null","null","951","78","null","null","87","49","null","null",
"0500000US02240","Southeast Fairbanks Census Area, Alaska","6889","*****","*****","null","6158","253","null","null","731","253","null","null",
"0500000US02261","Valdez-Cordova Census Area, Alaska","9439","*****","*****","null","8981","165","null","null","458","165","null","null",
"0500000US02275","Wrangell City and Borough, Alaska","2475","*****","*****","null","2366","73","null","null","109","73","null","null",
"0500000US02282","Yakutat City and Borough, Alaska","682","71","null","null","641","68","null","null","41","34","null","null",
"0500000US02290","Yukon-Koyukuk Census Area, Alaska","5453","*****","*****","null","5388","16","null","null","65","16","null","null",
"0500000US04001","Apache County, Arizona","71602","*****","*****","null","70214","256","null","null","1388","256","null","null",
"0500000US04003","Cochise County, Arizona","126516","*****","*****","null","112322","683","null","null","14194","683","null","null",
"0500000US04005","Coconino County, Arizona","138639","*****","*****","null","132071","722","null","null","6568","722","null","null",
"0500000US04007","Gila County, Arizona","53145","*****","*****","null","51041","309","null","null","2104","309","null","null",
"0500000US04009","Graham County, Arizona","37700","*****","*****","null","36255","295","null","null","1445","295","null","null",
"0500000US04011","Greenlee County, Arizona","9368","*****","*****","null","9044","107","null","null","324","107","null","null",
"0500000US04012","La Paz County, Arizona","20477","*****","*****","null","18344","392","null","null","2133","392","null","null",
"0500000US04013","Maricopa County, Arizona","4155501","*****","*****","null","3541073","6295","null","null","614428","6295","null","null",
"0500000US04015","Mohave County, Arizona","204691","*****","*****","null","190954","971","null","null","13737","971","null","null",
"0500000US04017","Navajo County, Arizona","107902","*****","*****","null","104923","397","null","null","2979","397","null","null",
"0500000US04019","Pima County, Arizona","1007257","*****","*****","null","878023","2797","null","null","129234","2797","null","null",
"0500000US04021","Pinal County, Arizona","405537","*****","*****","null","366605","1756","null","null","38932","1756","null","null",
"0500000US04023","Santa Cruz County, Arizona","46358","*****","*****","null","31507","656","null","null","14851","656","null","null",
"0500000US04025","Yavapai County, Arizona","220972","*****","*****","null","206908","1056","null","null","14064","1056","null","null",
"0500000US04027","Yuma County, Arizona","204281","*****","*****","null","148852","1775","null","null","55429","1775","null","null",
"0500000US05001","Arkansas County, Arkansas","18352","*****","*****","null","18130","108","null","null","222","108","null","null",
"0500000US05003","Ashley County, Arkansas","20771","*****","*****","null","20186","101","null","null","585","101","null","null",
"0500000US05005","Baxter County, Arkansas","41093","*****","*****","null","40201","218","null","null","892","218","null","null",
"0500000US05007","Benton County, Arkansas","251823","*****","*****","null","223446","791","null","null","28377","791","null","null",
"0500000US05009","Boone County, Arkansas","37212","*****","*****","null","36942","93","null","null","270","93","null","null",
"0500000US05011","Bradley County, Arkansas","10994","*****","*****","null","10240","118","null","null","754","118","null","null",
"0500000US05013","Calhoun County, Arkansas","5194","*****","*****","null","5155","22","null","null","39","22","null","null",
"0500000US05015","Carroll County, Arkansas","27782","*****","*****","null","25489","265","null","null","2293","265","null","null",
"0500000US05017","Chicot County, Arkansas","11008","*****","*****","null","10714","112","null","null","294","112","null","null",
"0500000US05019","Clark County, Arkansas","22495","*****","*****","null","21828","101","null","null","667","101","null","null",
"0500000US05021","Clay County, Arkansas","15190","*****","*****","null","15068","48","null","null","122","48","null","null",
"0500000US05023","Cleburne County, Arkansas","25361","*****","*****","null","24921","185","null","null","440","185","null","null",
"0500000US05025","Cleveland County, Arkansas","8332","*****","*****","null","8195","102","null","null","137","102","null","null",
"0500000US05027","Columbia County, Arkansas","23992","*****","*****","null","23370","193","null","null","622","193","null","null",
"0500000US05029","Conway County, Arkansas","20954","*****","*****","null","20570","98","null","null","384","98","null","null",
"0500000US05031","Craighead County, Arkansas","104246","*****","*****","null","99896","497","null","null","4350","497","null","null",
"0500000US05033","Crawford County, Arkansas","62119","*****","*****","null","59597","384","null","null","2522","384","null","null",
"0500000US05035","Crittenden County, Arkansas","49278","*****","*****","null","48478","154","null","null","800","154","null","null",
"0500000US05037","Cross County, Arkansas","17164","*****","*****","null","17117","33","null","null","47","33","null","null",
"0500000US05039","Dallas County, Arkansas","7585","*****","*****","null","7400","94","null","null","185","94","null","null",
"0500000US05041","Desha County, Arkansas","12094","*****","*****","null","11686","128","null","null","408","128","null","null",
"0500000US05043","Drew County, Arkansas","18620","*****","*****","null","18388","74","null","null","232","74","null","null",
"0500000US05045","Faulkner County, Arkansas","121282","*****","*****","null","117470","551","null","null","3812","551","null","null",
"0500000US05047","Franklin County, Arkansas","17803","*****","*****","null","17508","131","null","null","295","131","null","null",
"0500000US05049","Fulton County, Arkansas","12092","*****","*****","null","11974","79","null","null","118","79","null","null",
"0500000US05051","Garland County, Arkansas","97994","*****","*****","null","94652","480","null","null","3342","480","null","null",
"0500000US05053","Grant County, Arkansas","18076","*****","*****","null","17856","78","null","null","220","78","null","null",
"0500000US05055","Greene County, Arkansas","44197","*****","*****","null","43876","129","null","null","321","129","null","null",
"0500000US05057","Hempstead County, Arkansas","22154","*****","*****","null","20984","172","null","null","1170","172","null","null",
"0500000US05059","Hot Spring County, Arkansas","33480","*****","*****","null","33074","136","null","null","406","136","null","null",
"0500000US05061","Howard County, Arkansas","13472","*****","*****","null","12770","104","null","null","702","104","null","null",
"0500000US05063","Independence County, Arkansas","37097","*****","*****","null","35960","244","null","null","1137","244","null","null",
"0500000US05065","Izard County, Arkansas","13521","*****","*****","null","13226","85","null","null","295","85","null","null",
"0500000US05067","Jackson County, Arkansas","17429","*****","*****","null","17354","57","null","null","75","57","null","null",
"0500000US05069","Jefferson County, Arkansas","71373","*****","*****","null","70199","228","null","null","1174","228","null","null",
"0500000US05071","Johnson County, Arkansas","26155","*****","*****","null","23979","187","null","null","2176","187","null","null",
"0500000US05073","Lafayette County, Arkansas","7051","*****","*****","null","6980","41","null","null","71","41","null","null",
"0500000US05075","Lawrence County, Arkansas","16777","*****","*****","null","16643","54","null","null","134","54","null","null",
"0500000US05077","Lee County, Arkansas","9614","*****","*****","null","9568","38","null","null","46","38","null","null",
"0500000US05079","Lincoln County, Arkansas","13885","*****","*****","null","13595","60","null","null","290","60","null","null",
"0500000US05081","Little River County, Arkansas","12494","*****","*****","null","12394","56","null","null","100","56","null","null",
"0500000US05083","Logan County, Arkansas","21802","*****","*****","null","21374","211","null","null","428","211","null","null",
"0500000US05085","Lonoke County, Arkansas","71568","*****","*****","null","70074","290","null","null","1494","290","null","null",
"0500000US05087","Madison County, Arkansas","15907","*****","*****","null","15376","170","null","null","531","170","null","null",
"0500000US05089","Marion County, Arkansas","16374","*****","*****","null","16173","60","null","null","201","60","null","null",
"0500000US05091","Miller County, Arkansas","43760","*****","*****","null","43216","154","null","null","544","154","null","null",
"0500000US05093","Mississippi County, Arkansas","43534","*****","*****","null","42642","225","null","null","892","225","null","null",
"0500000US05095","Monroe County, Arkansas","7420","*****","*****","null","7360","36","null","null","60","36","null","null",
"0500000US05097","Montgomery County, Arkansas","9059","*****","*****","null","8816","85","null","null","243","85","null","null",
"0500000US05099","Nevada County, Arkansas","8528","*****","*****","null","8412","96","null","null","116","96","null","null",
"0500000US05101","Newton County, Arkansas","7898","*****","*****","null","7821","61","null","null","77","61","null","null",
"0500000US05103","Ouachita County, Arkansas","24378","*****","*****","null","24189","102","null","null","189","102","null","null",
"0500000US05105","Perry County, Arkansas","10320","*****","*****","null","10254","47","null","null","66","47","null","null",
"0500000US05107","Phillips County, Arkansas","19518","*****","*****","null","19418","92","null","null","100","92","null","null",
"0500000US05109","Pike County, Arkansas","10893","*****","*****","null","10428","125","null","null","465","125","null","null",
"0500000US05111","Poinsett County, Arkansas","24098","*****","*****","null","23921","57","null","null","177","57","null","null",
"0500000US05113","Polk County, Arkansas","20212","*****","*****","null","19403","124","null","null","809","124","null","null",
"0500000US05115","Pope County, Arkansas","63372","*****","*****","null","60066","330","null","null","3306","330","null","null",
"0500000US05117","Prairie County, Arkansas","8309","*****","*****","null","8301","11","null","null","8","11","null","null",
"0500000US05119","Pulaski County, Arkansas","392848","*****","*****","null","371664","1036","null","null","21184","1036","null","null",
"0500000US05121","Randolph County, Arkansas","17514","*****","*****","null","17351","81","null","null","163","81","null","null",
"0500000US05123","St. Francis County, Arkansas","26688","*****","*****","null","26291","152","null","null","397","152","null","null",
"0500000US05125","Saline County, Arkansas","116252","*****","*****","null","112898","397","null","null","3354","397","null","null",
"0500000US05127","Scott County, Arkansas","10584","*****","*****","null","10202","115","null","null","382","115","null","null",
"0500000US05129","Searcy County, Arkansas","7925","*****","*****","null","7842","48","null","null","83","48","null","null",
"0500000US05131","Sebastian County, Arkansas","127362","*****","*****","null","115666","586","null","null","11696","586","null","null",
"0500000US05133","Sevier County, Arkansas","17206","*****","*****","null","14331","196","null","null","2875","196","null","null",
"0500000US05135","Sharp County, Arkansas","17041","*****","*****","null","16874","64","null","null","167","64","null","null",
"0500000US05137","Stone County, Arkansas","12443","*****","*****","null","12409","28","null","null","34","28","null","null",
"0500000US05139","Union County, Arkansas","40022","*****","*****","null","39198","162","null","null","824","162","null","null",
"0500000US05141","Van Buren County, Arkansas","16751","*****","*****","null","16503","113","null","null","248","113","null","null",
"0500000US05143","Washington County, Arkansas","223683","*****","*****","null","198576","880","null","null","25107","880","null","null",
"0500000US05145","White County, Arkansas","78706","*****","*****","null","76588","277","null","null","2118","277","null","null",
"0500000US05147","Woodruff County, Arkansas","6763","*****","*****","null","6720","43","null","null","43","43","null","null",
"0500000US05149","Yell County, Arkansas","21601","*****","*****","null","19429","197","null","null","2172","197","null","null",
"0500000US06001","Alameda County, California","1629615","*****","*****","null","1105799","4289","null","null","523816","4289","null","null",
"0500000US06003","Alpine County, California","1203","179","null","null","1180","177","null","null","23","16","null","null",
"0500000US06005","Amador County, California","37306","*****","*****","null","35055","356","null","null","2251","356","null","null",
"0500000US06007","Butte County, California","225207","*****","*****","null","208032","931","null","null","17175","931","null","null",
"0500000US06009","Calaveras County, California","45057","*****","*****","null","42489","465","null","null","2568","465","null","null",
"0500000US06011","Colusa County, California","21479","*****","*****","null","15949","424","null","null","5530","424","null","null",
"0500000US06013","Contra Costa County, California","1123678","*****","*****","null","846082","3646","null","null","277596","3646","null","null",
"0500000US06015","Del Norte County, California","27442","*****","*****","null","25713","309","null","null","1729","309","null","null",
"0500000US06017","El Dorado County, California","185015","*****","*****","null","167950","903","null","null","17065","903","null","null",
"0500000US06019","Fresno County, California","971616","*****","*****","null","767250","3305","null","null","204366","3305","null","null",
"0500000US06021","Glenn County, California","27935","*****","*****","null","22356","446","null","null","5579","446","null","null",
"0500000US06023","Humboldt County, California","135490","*****","*****","null","128244","665","null","null","7246","665","null","null",
"0500000US06025","Imperial County, California","179957","*****","*****","null","122960","1861","null","null","56997","1861","null","null",
"0500000US06027","Inyo County, California","18195","*****","*****","null","16484","230","null","null","1711","230","null","null",
"0500000US06029","Kern County, California","878744","*****","*****","null","703457","3001","null","null","175287","3001","null","null",
"0500000US06031","Kings County, California","150183","*****","*****","null","122424","1164","null","null","27759","1164","null","null",
"0500000US06033","Lake County, California","64095","*****","*****","null","58490","579","null","null","5605","579","null","null",
"0500000US06035","Lassen County, California","31470","*****","*****","null","29625","208","null","null","1845","208","null","null",
"0500000US06037","Los Angeles County, California","10105722","*****","*****","null","6626843","11751","null","null","3478879","11751","null","null",
"0500000US06039","Madera County, California","154440","*****","*****","null","121211","1516","null","null","33229","1516","null","null",
"0500000US06041","Marin County, California","260814","*****","*****","null","213796","1740","null","null","47018","1740","null","null",
"0500000US06043","Mariposa County, California","17658","*****","*****","null","16450","257","null","null","1208","257","null","null",
"0500000US06045","Mendocino County, California","87497","*****","*****","null","76008","711","null","null","11489","711","null","null",
"0500000US06047","Merced County, California","267390","*****","*****","null","199186","1963","null","null","68204","1963","null","null",
"0500000US06049","Modoc County, California","9017","*****","*****","null","8376","168","null","null","641","168","null","null",
"0500000US06051","Mono County, California","14058","*****","*****","null","11612","485","null","null","2446","485","null","null",
"0500000US06053","Monterey County, California","433168","*****","*****","null","304214","2350","null","null","128954","2350","null","null",
"0500000US06055","Napa County, California","141005","*****","*****","null","110127","916","null","null","30878","916","null","null",
"0500000US06057","Nevada County, California","98838","*****","*****","null","92869","730","null","null","5969","730","null","null",
"0500000US06059","Orange County, California","3155816","*****","*****","null","2201107","6868","null","null","954709","6868","null","null",
"0500000US06061","Placer County, California","374985","*****","*****","null","334462","1306","null","null","40523","1306","null","null",
"0500000US06063","Plumas County, California","18724","*****","*****","null","18081","161","null","null","643","161","null","null",
"0500000US06065","Riverside County, California","2355002","*****","*****","null","1842485","4927","null","null","512517","4927","null","null",
"0500000US06067","Sacramento County, California","1495400","*****","*****","null","1185329","4006","null","null","310071","4006","null","null",
"0500000US06069","San Benito County, California","58671","*****","*****","null","46661","823","null","null","12010","823","null","null",
"0500000US06071","San Bernardino County, California","2121220","*****","*****","null","1677310","3933","null","null","443910","3933","null","null",
"0500000US06073","San Diego County, California","3283665","*****","*****","null","2509303","6283","null","null","774362","6283","null","null",
"0500000US06075","San Francisco County, California","864263","*****","*****","null","563721","2607","null","null","300542","2607","null","null",
"0500000US06077","San Joaquin County, California","724153","*****","*****","null","555776","2683","null","null","168377","2683","null","null",
"0500000US06079","San Luis Obispo County, California","280119","*****","*****","null","251010","1459","null","null","29109","1459","null","null",
"0500000US06081","San Mateo County, California","763450","*****","*****","null","498544","3448","null","null","264906","3448","null","null",
"0500000US06083","Santa Barbara County, California","442996","*****","*****","null","341234","2320","null","null","101762","2320","null","null",
"0500000US06085","Santa Clara County, California","1911226","*****","*****","null","1173132","4796","null","null","738094","4796","null","null",
"0500000US06087","Santa Cruz County, California","273263","*****","*****","null","223948","1480","null","null","49315","1480","null","null",
"0500000US06089","Shasta County, California","178919","*****","*****","null","169480","921","null","null","9439","921","null","null",
"0500000US06091","Sierra County, California","2885","179","null","null","2810","178","null","null","75","48","null","null",
"0500000US06093","Siskiyou County, California","43530","*****","*****","null","41244","220","null","null","2286","220","null","null",
"0500000US06095","Solano County, California","434981","*****","*****","null","347612","1461","null","null","87369","1461","null","null",
"0500000US06097","Sonoma County, California","500943","*****","*****","null","417736","2046","null","null","83207","2046","null","null",
"0500000US06099","Stanislaus County, California","535684","*****","*****","null","424955","2832","null","null","110729","2832","null","null",
"0500000US06101","Sutter County, California","95583","*****","*****","null","73924","734","null","null","21659","734","null","null",
"0500000US06103","Tehama County, California","63247","*****","*****","null","57467","512","null","null","5780","512","null","null",
"0500000US06105","Trinity County, California","13037","*****","*****","null","12371","223","null","null","666","223","null","null",
"0500000US06107","Tulare County, California","458809","*****","*****","null","356042","2232","null","null","102767","2232","null","null",
"0500000US06109","Tuolumne County, California","53899","*****","*****","null","51379","354","null","null","2520","354","null","null",
"0500000US06111","Ventura County, California","847834","*****","*****","null","657052","3096","null","null","190782","3096","null","null",
"0500000US06113","Yolo County, California","212605","*****","*****","null","164396","1720","null","null","48209","1720","null","null",
"0500000US06115","Yuba County, California","74644","*****","*****","null","65557","550","null","null","9087","550","null","null",
"0500000US08001","Adams County, Colorado","487850","*****","*****","null","413382","2509","null","null","74468","2509","null","null",
"0500000US08003","Alamosa County, Colorado","16345","*****","*****","null","14688","330","null","null","1657","330","null","null",
"0500000US08005","Arapahoe County, Colorado","626612","*****","*****","null","533523","2412","null","null","93089","2412","null","null",
"0500000US08007","Archuleta County, Colorado","12592","*****","*****","null","11778","228","null","null","814","228","null","null",
"0500000US08009","Baca County, Colorado","3581","*****","*****","null","3436","43","null","null","145","43","null","null",
"0500000US08011","Bent County, Colorado","5806","*****","*****","null","5494","113","null","null","312","113","null","null",
"0500000US08013","Boulder County, Colorado","316782","*****","*****","null","282635","1057","null","null","34147","1057","null","null",
"0500000US08014","Broomfield County, Colorado","64283","*****","*****","null","58010","623","null","null","6273","623","null","null",
"0500000US08015","Chaffee County, Colorado","18818","*****","*****","null","18163","208","null","null","655","208","null","null",
"0500000US08017","Cheyenne County, Colorado","2127","165","null","null","1942","164","null","null","185","81","null","null",
"0500000US08019","Clear Creek County, Colorado","9257","*****","*****","null","8975","162","null","null","282","162","null","null",
"0500000US08021","Conejos County, Colorado","8147","*****","*****","null","7884","89","null","null","263","89","null","null",
"0500000US08023","Costilla County, Colorado","3628","*****","*****","null","3321","88","null","null","307","88","null","null",
"0500000US08025","Crowley County, Colorado","5514","*****","*****","null","5207","106","null","null","307","106","null","null",
"0500000US08027","Custer County, Colorado","4505","*****","*****","null","4410","78","null","null","95","78","null","null",
"0500000US08029","Delta County, Colorado","30217","*****","*****","null","28907","198","null","null","1310","198","null","null",
"0500000US08031","Denver County, Colorado","678467","*****","*****","null","571326","2693","null","null","107141","2693","null","null",
"0500000US08033","Dolores County, Colorado","1736","165","null","null","1710","167","null","null","26","26","null","null",
"0500000US08035","Douglas County, Colorado","320940","*****","*****","null","297753","955","null","null","23187","955","null","null",
"0500000US08037","Eagle County, Colorado","53726","*****","*****","null","44240","727","null","null","9486","727","null","null",
"0500000US08039","Elbert County, Colorado","24553","*****","*****","null","23722","229","null","null","831","229","null","null",
"0500000US08041","El Paso County, Colorado","674826","*****","*****","null","628411","1643","null","null","46415","1643","null","null",
"0500000US08043","Fremont County, Colorado","46601","*****","*****","null","45245","271","null","null","1356","271","null","null",
"0500000US08045","Garfield County, Colorado","57945","*****","*****","null","49259","546","null","null","8686","546","null","null",
"0500000US08047","Gilpin County, Colorado","5793","*****","*****","null","5614","111","null","null","179","111","null","null",
"0500000US08049","Grand County, Colorado","14793","*****","*****","null","13507","341","null","null","1286","341","null","null",
"0500000US08051","Gunnison County, Colorado","16215","*****","*****","null","15630","175","null","null","585","175","null","null",
"0500000US08053","Hinsdale County, Colorado","820","97","null","null","811","98","null","null","9","10","null","null",
"0500000US08055","Huerfano County, Colorado","6498","*****","*****","null","6375","63","null","null","123","63","null","null",
"0500000US08057","Jackson County, Colorado","1372","119","null","null","1249","111","null","null","123","63","null","null",
"0500000US08059","Jefferson County, Colorado","564029","*****","*****","null","526339","1213","null","null","37690","1213","null","null",
"0500000US08061","Kiowa County, Colorado","1368","120","null","null","1366","120","null","null","2","3","null","null",
"0500000US08063","Kit Carson County, Colorado","7846","*****","*****","null","7174","108","null","null","672","108","null","null",
