"GEO_ID","NAME","B05012_001E","B05012_001M","B05012_001MA","B05012_001EA","B05012_002E","B05012_002M","B05012_002MA","B05012_002EA","B05012_003E","B05012_003EA","B05012_003M","B05012_003MA",
"0500000US01087","Macon County, Alabama","20018","*****","*****","null","19752","100","null","null","266","null","100","null",
"0500000US01089","Madison County, Alabama","346438","*****","*****","null","327751","1048","null","null","18687","null","1048","null",
"0500000US01091","Marengo County, Alabama","20306","*****","*****","null","20082","91","null","null","224","null","91","null",
"0500000US01093","Marion County, Alabama","30387","*****","*****","null","29872","228","null","null","515","null","228","null",
"0500000US01095","Marshall County, Alabama","94318","*****","*****","null","87056","378","null","null","7262","null","378","null",
"0500000US01097","Mobile County, Alabama","414251","*****","*****","null","401452","877","null","null","12799","null","877","null",
"0500000US01099","Monroe County, Alabama","22217","*****","*****","null","22162","51","null","null","55","null","51","null",
"0500000US01101","Montgomery County, Alabama","228138","*****","*****","null","218306","726","null","null","9832","null","726","null",
"0500000US01103","Morgan County, Alabama","119786","*****","*****","null","114188","481","null","null","5598","null","481","null",
"0500000US01105","Perry County, Alabama","10038","*****","*****","null","9984","42","null","null","54","null","42","null",
"0500000US01107","Pickens County, Alabama","19856","*****","*****","null","19638","113","null","null","218","null","113","null",
"0500000US01109","Pike County, Alabama","33155","*****","*****","null","32091","268","null","null","1064","null","268","null",
"0500000US01111","Randolph County, Alabama","22648","*****","*****","null","22241","112","null","null","407","null","112","null",
"0500000US01113","Russell County, Alabama","58302","*****","*****","null","56848","402","null","null","1454","null","402","null",
"0500000US01115","St. Clair County, Alabama","85864","*****","*****","null","84312","278","null","null","1552","null","278","null",
"0500000US01117","Shelby County, Alabama","203530","*****","*****","null","192215","722","null","null","11315","null","722","null",
"0500000US01119","Sumter County, Alabama","13341","*****","*****","null","13145","91","null","null","196","null","91","null",
"0500000US01121","Talladega County, Alabama","81437","*****","*****","null","80165","220","null","null","1272","null","220","null",
"0500000US01123","Tallapoosa County, Alabama","41153","*****","*****","null","40520","143","null","null","633","null","143","null",
"0500000US01125","Tuscaloosa County, Alabama","200458","*****","*****","null","193420","547","null","null","7038","null","547","null",
"0500000US01127","Walker County, Alabama","65923","*****","*****","null","65040","166","null","null","883","null","166","null",
"0500000US01129","Washington County, Alabama","16997","*****","*****","null","16875","99","null","null","122","null","99","null",
"0500000US01131","Wilcox County, Alabama","11235","*****","*****","null","11235","18","null","null","0","null","18","null",
"0500000US01133","Winston County, Alabama","24130","*****","*****","null","23835","102","null","null","295","null","102","null",
"0500000US02013","Aleutians East Borough, Alaska","3304","*****","*****","null","1813","260","null","null","1491","null","260","null",
"0500000US02016","Aleutians West Census Area, Alaska","5684","*****","*****","null","3672","116","null","null","2012","null","116","null",
"0500000US02020","Anchorage Municipality, Alaska","299107","*****","*****","null","269304","1275","null","null","29803","null","1275","null",
"0500000US02050","Bethel Census Area, Alaska","17776","*****","*****","null","17448","119","null","null","328","null","119","null",
"0500000US02060","Bristol Bay Borough, Alaska","970","91","null","null","951","87","null","null","19","null","15","null",
"0500000US02068","Denali Borough, Alaska","2060","143","null","null","1921","182","null","null","139","null","105","null",
"0500000US02070","Dillingham Census Area, Alaska","4979","*****","*****","null","4896","42","null","null","83","null","42","null",
"0500000US02090","Fairbanks North Star Borough, Alaska","99705","*****","*****","null","94638","545","null","null","5067","null","545","null",
"0500000US02100","Haines Borough, Alaska","2560","*****","*****","null","2379","106","null","null","181","null","106","null",
"0500000US02105","Hoonah-Angoon Census Area, Alaska","2128","*****","*****","null","2014","92","null","null","114","null","92","null",
"0500000US02110","Juneau City and Borough, Alaska","32531","*****","*****","null","29979","277","null","null","2552","null","277","null",
"0500000US02122","Kenai Peninsula Borough, Alaska","57221","*****","*****","null","55624","249","null","null","1597","null","249","null",
"0500000US02130","Ketchikan Gateway Borough, Alaska","13699","*****","*****","null","12630","97","null","null","1069","null","97","null",
"0500000US02150","Kodiak Island Borough, Alaska","13973","*****","*****","null","11594","207","null","null","2379","null","207","null",
"0500000US02158","Kusilvak Census Area, Alaska","7914","*****","*****","null","7845","40","null","null","69","null","40","null",
"0500000US02164","Lake and Peninsula Borough, Alaska","1474","143","null","null","1421","138","null","null","53","null","62","null",
"0500000US02170","Matanuska-Susitna Borough, Alaska","96178","*****","*****","null","92480","471","null","null","3698","null","471","null",
"0500000US02180","Nome Census Area, Alaska","9854","*****","*****","null","9685","46","null","null","169","null","46","null",
"0500000US02185","North Slope Borough, Alaska","9667","*****","*****","null","9041","125","null","null","626","null","125","null",
"0500000US02188","Northwest Arctic Borough, Alaska","7732","*****","*****","null","7659","20","null","null","73","null","20","null",
"0500000US02195","Petersburg Borough, Alaska","3221","*****","*****","null","3025","114","null","null","196","null","114","null",
"0500000US02198","Prince of Wales-Hyder Census Area, Alaska","6376","*****","*****","null","6275","24","null","null","101","null","24","null",
"0500000US02220","Sitka City and Borough, Alaska","8943","*****","*****","null","8188","117","null","null","755","null","117","null",
"0500000US02230","Skagway Municipality, Alaska","999","112","null","null","902","67","null","null","97","null","75","null",
"0500000US02240","Southeast Fairbanks Census Area, Alaska","7029","*****","*****","null","6295","205","null","null","734","null","205","null",
"0500000US02261","Valdez-Cordova Census Area, Alaska","9617","*****","*****","null","9190","153","null","null","427","null","153","null",
"0500000US02275","Wrangell City and Borough, Alaska","2387","*****","*****","null","2275","60","null","null","112","null","60","null",
"0500000US02282","Yakutat City and Borough, Alaska","643","91","null","null","603","59","null","null","40","null","51","null",
"0500000US02290","Yukon-Koyukuk Census Area, Alaska","5644","*****","*****","null","5581","20","null","null","63","null","20","null",
"0500000US04001","Apache County, Arizona","72124","*****","*****","null","70715","246","null","null","1409","null","246","null",
"0500000US04003","Cochise County, Arizona","129647","*****","*****","null","114846","889","null","null","14801","null","889","null",
"0500000US04005","Coconino County, Arizona","136701","*****","*****","null","129271","628","null","null","7430","null","628","null",
"0500000US04007","Gila County, Arizona","53165","*****","*****","null","50860","417","null","null","2305","null","417","null",
"0500000US04009","Graham County, Arizona","37407","*****","*****","null","35614","275","null","null","1793","null","275","null",
"0500000US04011","Greenlee County, Arizona","9023","*****","*****","null","8604","173","null","null","419","null","173","null",
"0500000US04012","La Paz County, Arizona","20335","*****","*****","null","17748","396","null","null","2587","null","396","null",
"0500000US04013","Maricopa County, Arizona","4018143","*****","*****","null","3422889","6338","null","null","595254","null","6338","null",
"0500000US04015","Mohave County, Arizona","203362","*****","*****","null","188550","992","null","null","14812","null","992","null",
"0500000US04017","Navajo County, Arizona","107656","*****","*****","null","104794","424","null","null","2862","null","424","null",
"0500000US04019","Pima County, Arizona","998537","*****","*****","null","869470","2743","null","null","129067","null","2743","null",
"0500000US04021","Pinal County, Arizona","389772","*****","*****","null","350249","2016","null","null","39523","null","2016","null",
"0500000US04023","Santa Cruz County, Arizona","47073","*****","*****","null","31256","722","null","null","15817","null","722","null",
"0500000US04025","Yavapai County, Arizona","215996","*****","*****","null","201437","1205","null","null","14559","null","1205","null",
"0500000US04027","Yuma County, Arizona","202987","*****","*****","null","149621","1398","null","null","53366","null","1398","null",
"0500000US05001","Arkansas County, Arkansas","18731","*****","*****","null","18353","143","null","null","378","null","143","null",
"0500000US05003","Ashley County, Arkansas","21229","*****","*****","null","20722","115","null","null","507","null","115","null",
"0500000US05005","Baxter County, Arkansas","41040","*****","*****","null","40060","217","null","null","980","null","217","null",
"0500000US05007","Benton County, Arkansas","238198","*****","*****","null","211016","947","null","null","27182","null","947","null",
"0500000US05009","Boone County, Arkansas","37227","*****","*****","null","36783","261","null","null","444","null","261","null",
"0500000US05011","Bradley County, Arkansas","11206","*****","*****","null","10477","118","null","null","729","null","118","null",
"0500000US05013","Calhoun County, Arkansas","5245","*****","*****","null","5213","22","null","null","32","null","22","null",
"0500000US05015","Carroll County, Arkansas","27635","*****","*****","null","25362","278","null","null","2273","null","278","null",
"0500000US05017","Chicot County, Arkansas","11353","*****","*****","null","11025","127","null","null","328","null","127","null",
"0500000US05019","Clark County, Arkansas","22751","*****","*****","null","22127","111","null","null","624","null","111","null",
"0500000US05021","Clay County, Arkansas","15400","*****","*****","null","15199","56","null","null","201","null","56","null",
"0500000US05023","Cleburne County, Arkansas","25711","*****","*****","null","25354","96","null","null","357","null","96","null",
"0500000US05025","Cleveland County, Arkansas","8510","*****","*****","null","8371","81","null","null","139","null","81","null",
"0500000US05027","Columbia County, Arkansas","24327","*****","*****","null","23549","224","null","null","778","null","224","null",
"0500000US05029","Conway County, Arkansas","21110","*****","*****","null","20664","99","null","null","446","null","99","null",
"0500000US05031","Craighead County, Arkansas","101409","*****","*****","null","97604","405","null","null","3805","null","405","null",
"0500000US05033","Crawford County, Arkansas","61748","*****","*****","null","59156","326","null","null","2592","null","326","null",
"0500000US05035","Crittenden County, Arkansas","49765","*****","*****","null","48942","207","null","null","823","null","207","null",
"0500000US05037","Cross County, Arkansas","17467","*****","*****","null","17358","53","null","null","109","null","53","null",
"0500000US05039","Dallas County, Arkansas","7868","*****","*****","null","7648","128","null","null","220","null","128","null",
"0500000US05041","Desha County, Arkansas","12379","*****","*****","null","12040","146","null","null","339","null","146","null",
"0500000US05043","Drew County, Arkansas","18740","*****","*****","null","18432","107","null","null","308","null","107","null",
"0500000US05045","Faulkner County, Arkansas","119343","*****","*****","null","115854","471","null","null","3489","null","471","null",
"0500000US05047","Franklin County, Arkansas","17866","*****","*****","null","17645","105","null","null","221","null","105","null",
"0500000US05049","Fulton County, Arkansas","12224","*****","*****","null","12036","110","null","null","188","null","110","null",
"0500000US05051","Garland County, Arkansas","96954","*****","*****","null","93897","410","null","null","3057","null","410","null",
"0500000US05053","Grant County, Arkansas","18054","*****","*****","null","17791","114","null","null","263","null","114","null",
"0500000US05055","Greene County, Arkansas","43382","*****","*****","null","42960","173","null","null","422","null","173","null",
"0500000US05057","Hempstead County, Arkansas","22336","*****","*****","null","20891","206","null","null","1445","null","206","null",
"0500000US05059","Hot Spring County, Arkansas","33316","*****","*****","null","32950","131","null","null","366","null","131","null",
"0500000US05061","Howard County, Arkansas","13555","*****","*****","null","12785","66","null","null","770","null","66","null",
"0500000US05063","Independence County, Arkansas","36952","*****","*****","null","35634","161","null","null","1318","null","161","null",
"0500000US05065","Izard County, Arkansas","13480","*****","*****","null","13164","92","null","null","316","null","92","null",
"0500000US05067","Jackson County, Arkansas","17597","*****","*****","null","17469","56","null","null","128","null","56","null",
"0500000US05069","Jefferson County, Arkansas","73548","*****","*****","null","72303","169","null","null","1245","null","169","null",
"0500000US05071","Johnson County, Arkansas","25930","*****","*****","null","23948","196","null","null","1982","null","196","null",
"0500000US05073","Lafayette County, Arkansas","7270","*****","*****","null","7218","35","null","null","52","null","35","null",
"0500000US05075","Lawrence County, Arkansas","17029","*****","*****","null","16907","51","null","null","122","null","51","null",
"0500000US05077","Lee County, Arkansas","9966","*****","*****","null","9856","71","null","null","110","null","71","null",
"0500000US05079","Lincoln County, Arkansas","14062","*****","*****","null","13856","52","null","null","206","null","52","null",
"0500000US05081","Little River County, Arkansas","12720","*****","*****","null","12574","70","null","null","146","null","70","null",
"0500000US05083","Logan County, Arkansas","22001","*****","*****","null","21596","127","null","null","405","null","127","null",
"0500000US05085","Lonoke County, Arkansas","70691","*****","*****","null","69218","306","null","null","1473","null","306","null",
"0500000US05087","Madison County, Arkansas","15702","*****","*****","null","15190","152","null","null","512","null","152","null",
"0500000US05089","Marion County, Arkansas","16458","*****","*****","null","16225","100","null","null","233","null","100","null",
"0500000US05091","Miller County, Arkansas","43652","*****","*****","null","43262","177","null","null","390","null","177","null",
"0500000US05093","Mississippi County, Arkansas","44864","*****","*****","null","44039","210","null","null","825","null","210","null",
"0500000US05095","Monroe County, Arkansas","7713","*****","*****","null","7609","31","null","null","104","null","31","null",
"0500000US05097","Montgomery County, Arkansas","9197","*****","*****","null","8981","146","null","null","216","null","146","null",
"0500000US05099","Nevada County, Arkansas","8793","*****","*****","null","8656","126","null","null","137","null","126","null",
"0500000US05101","Newton County, Arkansas","8052","*****","*****","null","7968","58","null","null","84","null","58","null",
"0500000US05103","Ouachita County, Arkansas","25044","*****","*****","null","24841","76","null","null","203","null","76","null",
"0500000US05105","Perry County, Arkansas","10300","*****","*****","null","10214","54","null","null","86","null","54","null",
"0500000US05107","Phillips County, Arkansas","20391","*****","*****","null","20234","76","null","null","157","null","76","null",
"0500000US05109","Pike County, Arkansas","11087","*****","*****","null","10621","121","null","null","466","null","121","null",
"0500000US05111","Poinsett County, Arkansas","24210","*****","*****","null","23993","120","null","null","217","null","120","null",
"0500000US05113","Polk County, Arkansas","20364","*****","*****","null","19719","101","null","null","645","null","101","null",
"0500000US05115","Pope County, Arkansas","62830","*****","*****","null","60055","327","null","null","2775","null","327","null",
"0500000US05117","Prairie County, Arkansas","8402","*****","*****","null","8376","23","null","null","26","null","23","null",
"0500000US05119","Pulaski County, Arkansas","390463","*****","*****","null","370113","1217","null","null","20350","null","1217","null",
"0500000US05121","Randolph County, Arkansas","17695","*****","*****","null","17592","68","null","null","103","null","68","null",
"0500000US05123","St. Francis County, Arkansas","27345","*****","*****","null","26672","222","null","null","673","null","222","null",
"0500000US05125","Saline County, Arkansas","113833","*****","*****","null","110979","348","null","null","2854","null","348","null",
"0500000US05127","Scott County, Arkansas","10870","*****","*****","null","10350","120","null","null","520","null","120","null",
"0500000US05129","Searcy County, Arkansas","7965","*****","*****","null","7899","42","null","null","66","null","42","null",
"0500000US05131","Sebastian County, Arkansas","127273","*****","*****","null","114749","580","null","null","12524","null","580","null",
"0500000US05133","Sevier County, Arkansas","17268","*****","*****","null","14322","206","null","null","2946","null","206","null",
"0500000US05135","Sharp County, Arkansas","17055","*****","*****","null","16941","36","null","null","114","null","36","null",
"0500000US05137","Stone County, Arkansas","12512","*****","*****","null","12473","38","null","null","39","null","38","null",
"0500000US05139","Union County, Arkansas","40633","*****","*****","null","39788","124","null","null","845","null","124","null",
"0500000US05141","Van Buren County, Arkansas","17002","*****","*****","null","16615","150","null","null","387","null","150","null",
"0500000US05143","Washington County, Arkansas","216432","*****","*****","null","191746","1044","null","null","24686","null","1044","null",
"0500000US05145","White County, Arkansas","78660","*****","*****","null","76797","355","null","null","1863","null","355","null",
"0500000US05147","Woodruff County, Arkansas","6983","*****","*****","null","6939","39","null","null","44","null","39","null",
"0500000US05149","Yell County, Arkansas","21835","*****","*****","null","19421","243","null","null","2414","null","243","null",
"0500000US06001","Alameda County, California","1584983","*****","*****","null","1087969","4281","null","null","497014","null","4281","null",
"0500000US06003","Alpine County, California","1131","167","null","null","1093","170","null","null","38","null","30","null",
"0500000US06005","Amador County, California","36995","*****","*****","null","34949","364","null","null","2046","null","364","null",
"0500000US06007","Butte County, California","222564","*****","*****","null","205603","839","null","null","16961","null","839","null",
"0500000US06009","Calaveras County, California","44767","*****","*****","null","42443","438","null","null","2324","null","438","null",
"0500000US06011","Colusa County, California","21396","*****","*****","null","16151","311","null","null","5245","null","311","null",
"0500000US06013","Contra Costa County, California","1096068","*****","*****","null","833642","2958","null","null","262426","null","2958","null",
"0500000US06015","Del Norte County, California","27788","*****","*****","null","26158","249","null","null","1630","null","249","null",
"0500000US06017","El Dorado County, California","182093","*****","*****","null","164918","910","null","null","17175","null","910","null",
"0500000US06019","Fresno County, California","956749","*****","*****","null","752002","3229","null","null","204747","null","3229","null",
"0500000US06021","Glenn County, California","28029","*****","*****","null","23001","305","null","null","5028","null","305","null",
"0500000US06023","Humboldt County, California","135034","*****","*****","null","127263","700","null","null","7771","null","700","null",
"0500000US06025","Imperial County, California","178206","*****","*****","null","120149","1622","null","null","58057","null","1622","null",
"0500000US06027","Inyo County, California","18373","*****","*****","null","16513","240","null","null","1860","null","240","null",
"0500000US06029","Kern County, California","865736","*****","*****","null","689621","3258","null","null","176115","null","3258","null",
"0500000US06031","Kings County, California","150998","*****","*****","null","122901","1254","null","null","28097","null","1254","null",
"0500000US06033","Lake County, California","64158","*****","*****","null","58399","638","null","null","5759","null","638","null",
"0500000US06035","Lassen County, California","32645","*****","*****","null","30495","215","null","null","2150","null","215","null",
"0500000US06037","Los Angeles County, California","10038388","*****","*****","null","6552664","12335","null","null","3485724","null","12335","null",
"0500000US06039","Madera County, California","153187","*****","*****","null","120065","1409","null","null","33122","null","1409","null",
"0500000US06041","Marin County, California","258349","*****","*****","null","211295","1443","null","null","47054","null","1443","null",
"0500000US06043","Mariposa County, California","17789","*****","*****","null","16632","282","null","null","1157","null","282","null",
"0500000US06045","Mendocino County, California","87544","*****","*****","null","76408","667","null","null","11136","null","667","null",
"0500000US06047","Merced County, California","263885","*****","*****","null","196630","1698","null","null","67255","null","1698","null",
"0500000US06049","Modoc County, California","9184","*****","*****","null","8618","170","null","null","566","null","170","null",
"0500000US06051","Mono County, California","14146","*****","*****","null","11782","422","null","null","2364","null","422","null",
"0500000US06053","Monterey County, California","428441","*****","*****","null","299455","2516","null","null","128986","null","2516","null",
"0500000US06055","Napa County, California","140295","*****","*****","null","108017","1164","null","null","32278","null","1164","null",
"0500000US06057","Nevada County, California","98570","*****","*****","null","92410","543","null","null","6160","null","543","null",
"0500000US06059","Orange County, California","3116069","*****","*****","null","2165327","5782","null","null","950742","null","5782","null",
"0500000US06061","Placer County, California","366280","*****","*****","null","327775","1640","null","null","38505","null","1640","null",
"0500000US06063","Plumas County, California","18966","*****","*****","null","18121","160","null","null","845","null","160","null",
"0500000US06065","Riverside County, California","2298032","*****","*****","null","1792241","4931","null","null","505791","null","4931","null",
"0500000US06067","Sacramento County, California","1465832","*****","*****","null","1166185","4017","null","null","299647","null","4017","null",
"0500000US06069","San Benito County, California","57557","*****","*****","null","45855","750","null","null","11702","null","750","null",
"0500000US06071","San Bernardino County, California","2094769","*****","*****","null","1649052","5572","null","null","445717","null","5572","null",
"0500000US06073","San Diego County, California","3223096","*****","*****","null","2464569","5953","null","null","758527","null","5953","null",
"0500000US06075","San Francisco County, California","840763","*****","*****","null","545346","2932","null","null","295417","null","2932","null",
"0500000US06077","San Joaquin County, California","708554","*****","*****","null","543294","3196","null","null","165260","null","3196","null",
"0500000US06079","San Luis Obispo County, California","276517","*****","*****","null","247346","1472","null","null","29171","null","1472","null",
"0500000US06081","San Mateo County, California","748731","*****","*****","null","490022","2764","null","null","258709","null","2764","null",
"0500000US06083","Santa Barbara County, California","435850","*****","*****","null","335552","2182","null","null","100298","null","2182","null",
"0500000US06085","Santa Clara County, California","1868149","*****","*****","null","1164068","5211","null","null","704081","null","5211","null",
"0500000US06087","Santa Cruz County, California","269278","*****","*****","null","219833","1367","null","null","49445","null","1367","null",
"0500000US06089","Shasta County, California","178942","*****","*****","null","170172","832","null","null","8770","null","832","null",
"0500000US06091","Sierra County, California","3021","167","null","null","2909","160","null","null","112","null","63","null",
"0500000US06093","Siskiyou County, California","43895","*****","*****","null","41748","270","null","null","2147","null","270","null",
"0500000US06095","Solano County, California","425753","*****","*****","null","340260","2050","null","null","85493","null","2050","null",
"0500000US06097","Sonoma County, California","495078","*****","*****","null","412878","1973","null","null","82200","null","1973","null",
"0500000US06099","Stanislaus County, California","527367","*****","*****","null","418571","2295","null","null","108796","null","2295","null",
"0500000US06101","Sutter County, California","95247","*****","*****","null","73844","993","null","null","21403","null","993","null",
"0500000US06103","Tehama County, California","63152","*****","*****","null","57859","565","null","null","5293","null","565","null",
"0500000US06105","Trinity County, California","13373","*****","*****","null","12642","269","null","null","731","null","269","null",
"0500000US06107","Tulare County, California","454033","*****","*****","null","351719","2502","null","null","102314","null","2502","null",
"0500000US06109","Tuolumne County, California","54079","*****","*****","null","51621","339","null","null","2458","null","339","null",
"0500000US06111","Ventura County, California","840833","*****","*****","null","649094","2680","null","null","191739","null","2680","null",
"0500000US06113","Yolo County, California","207320","*****","*****","null","161585","1760","null","null","45735","null","1760","null",
"0500000US06115","Yuba County, California","73437","*****","*****","null","64644","616","null","null","8793","null","616","null",
"0500000US08001","Adams County, Colorado","471206","*****","*****","null","400256","2010","null","null","70950","null","2010","null",
"0500000US08003","Alamosa County, Colorado","16269","*****","*****","null","15106","289","null","null","1163","null","289","null",
"0500000US08005","Arapahoe County, Colorado","608310","*****","*****","null","518346","2610","null","null","89964","null","2610","null",
"0500000US08007","Archuleta County, Colorado","12174","*****","*****","null","11532","200","null","null","642","null","200","null",
"0500000US08009","Baca County, Colorado","3701","*****","*****","null","3606","35","null","null","95","null","35","null",
"0500000US08011","Bent County, Colorado","5895","*****","*****","null","5483","169","null","null","412","null","169","null",
"0500000US08013","Boulder County, Colorado","310032","*****","*****","null","276953","1095","null","null","33079","null","1095","null",
"0500000US08014","Broomfield County, Colorado","60699","*****","*****","null","54918","539","null","null","5781","null","539","null",
"0500000US08015","Chaffee County, Colorado","18309","*****","*****","null","17827","120","null","null","482","null","120","null",
"0500000US08017","Cheyenne County, Colorado","2002","144","null","null","1895","150","null","null","107","null","46","null",
"0500000US08019","Clear Creek County, Colorado","9136","*****","*****","null","8807","177","null","null","329","null","177","null",
"0500000US08021","Conejos County, Colorado","8249","*****","*****","null","7983","96","null","null","266","null","96","null",
"0500000US08023","Costilla County, Colorado","3581","*****","*****","null","3320","82","null","null","261","null","82","null",
"0500000US08025","Crowley County, Colorado","5551","*****","*****","null","5337","88","null","null","214","null","88","null",
"0500000US08027","Custer County, Colorado","4303","*****","*****","null","4218","52","null","null","85","null","52","null",
"0500000US08029","Delta County, Colorado","30214","*****","*****","null","28980","225","null","null","1234","null","225","null",
"0500000US08031","Denver County, Colorado","649654","*****","*****","null","545284","2431","null","null","104370","null","2431","null",
"0500000US08033","Dolores County, Colorado","1862","144","null","null","1842","145","null","null","20","null","17","null",
"0500000US08035","Douglas County, Colorado","306974","*****","*****","null","285583","1120","null","null","21391","null","1120","null",
"0500000US08037","Eagle County, Colorado","52576","*****","*****","null","42564","709","null","null","10012","null","709","null",
"0500000US08039","Elbert County, Colorado","23855","*****","*****","null","22869","292","null","null","986","null","292","null",
"0500000US08041","El Paso County, Colorado","655024","*****","*****","null","608218","1803","null","null","46806","null","1803","null",
"0500000US08043","Fremont County, Colorado","46809","*****","*****","null","45245","286","null","null","1564","null","286","null",
"0500000US08045","Garfield County, Colorado","57076","*****","*****","null","48697","654","null","null","8379","null","654","null",
"0500000US08047","Gilpin County, Colorado","5605","*****","*****","null","5410","132","null","null","195","null","132","null",
"0500000US08049","Grand County, Colorado","14411","*****","*****","null","13393","338","null","null","1018","null","338","null",
"0500000US08051","Gunnison County, Colorado","15651","*****","*****","null","15041","174","null","null","610","null","174","null",
"0500000US08053","Hinsdale County, Colorado","874","88","null","null","865","88","null","null","9","null","9","null",
"0500000US08055","Huerfano County, Colorado","6502","*****","*****","null","6310","79","null","null","192","null","79","null",
"0500000US08057","Jackson County, Colorado","1335","121","null","null","1281","115","null","null","54","null","47","null",
"0500000US08059","Jefferson County, Colorado","552344","*****","*****","null","516407","1301","null","null","35937","null","1301","null",
