"GEO_ID","NAME","B05012_001E","B05012_001M","B05012_001MA","B05012_001EA","B05012_002E","B05012_002EA","B05012_002M","B05012_002MA","B05012_003E","B05012_003M","B05012_003MA","B05012_003EA",
"0500000US02185","North Slope Borough, Alaska","8852","*****","*****","null","8547","null","188","null","305","188","null","null",
"0500000US02188","Northwest Arctic Borough, Alaska","7477","*****","*****","null","7387","null","52","null","90","52","null","null",
"0500000US02195","Petersburg Census Area, Alaska","3841","*****","*****","null","3745","null","46","null","96","46","null","null",
"0500000US02198","Prince of Wales-Hyder Census Area, Alaska","5507","*****","*****","null","5376","null","32","null","131","32","null","null",
"0500000US02220","Sitka City and Borough, Alaska","8894","*****","*****","null","8245","null","203","null","649","203","null","null",
"0500000US02230","Skagway Municipality, Alaska","1140","196","null","null","979","null","76","null","161","188","null","null",
"0500000US02240","Southeast Fairbanks Census Area, Alaska","6935","*****","*****","null","6582","null","137","null","353","137","null","null",
"0500000US02261","Valdez-Cordova Census Area, Alaska","9606","*****","*****","null","9134","null","114","null","472","114","null","null",
"0500000US02270","Wade Hampton Census Area, Alaska","7398","*****","*****","null","7387","null","8","null","11","8","null","null",
"0500000US02275","Wrangell City and Borough, Alaska","2338","*****","*****","null","2294","null","44","null","44","44","null","null",
"0500000US02282","Yakutat City and Borough, Alaska","638","113","null","null","624","null","111","null","14","13","null","null",
"0500000US02290","Yukon-Koyukuk Census Area, Alaska","5635","*****","*****","null","5582","null","30","null","53","30","null","null",
"0500000US04001","Apache County, Arizona","70312","*****","*****","null","69158","null","279","null","1154","279","null","null",
"0500000US04003","Cochise County, Arizona","129268","*****","*****","null","113413","null","956","null","15855","956","null","null",
"0500000US04005","Coconino County, Arizona","131824","*****","*****","null","124340","null","893","null","7484","893","null","null",
"0500000US04007","Gila County, Arizona","53272","*****","*****","null","51603","null","299","null","1669","299","null","null",
"0500000US04009","Graham County, Arizona","36030","*****","*****","null","34243","null","317","null","1787","317","null","null",
"0500000US04011","Greenlee County, Arizona","8318","*****","*****","null","7951","null","133","null","367","133","null","null",
"0500000US04012","La Paz County, Arizona","20549","*****","*****","null","18050","null","308","null","2499","308","null","null",
"0500000US04013","Maricopa County, Arizona","3751410","*****","*****","null","3154608","null","6358","null","596802","6358","null","null",
"0500000US04015","Mohave County, Arizona","199177","*****","*****","null","186468","null","879","null","12709","879","null","null",
"0500000US04017","Navajo County, Arizona","107060","*****","*****","null","104254","null","477","null","2806","477","null","null",
"0500000US04019","Pima County, Arizona","964462","*****","*****","null","836971","null","3242","null","127491","3242","null","null",
"0500000US04021","Pinal County, Arizona","329297","*****","*****","null","294696","null","1771","null","34601","1771","null","null",
"0500000US04023","Santa Cruz County, Arizona","46051","*****","*****","null","30614","null","1027","null","15437","1027","null","null",
"0500000US04025","Yavapai County, Arizona","209260","*****","*****","null","194134","null","945","null","15126","945","null","null",
"0500000US04027","Yuma County, Arizona","190526","*****","*****","null","141688","null","1525","null","48838","1525","null","null",
"0500000US05001","Arkansas County, Arkansas","19321","*****","*****","null","19015","null","132","null","306","132","null","null",
"0500000US05003","Ashley County, Arkansas","22126","*****","*****","null","21690","null","97","null","436","97","null","null",
"0500000US05005","Baxter County, Arkansas","41388","*****","*****","null","40583","null","193","null","805","193","null","null",
"0500000US05007","Benton County, Arkansas","209911","*****","*****","null","189941","null","841","null","19970","841","null","null",
"0500000US05009","Boone County, Arkansas","36710","*****","*****","null","36351","null","89","null","359","89","null","null",
"0500000US05011","Bradley County, Arkansas","11638","*****","*****","null","10841","null","143","null","797","143","null","null",
"0500000US05013","Calhoun County, Arkansas","5529","*****","*****","null","5449","null","93","null","80","93","null","null",
"0500000US05015","Carroll County, Arkansas","26971","*****","*****","null","24990","null","195","null","1981","195","null","null",
"0500000US05017","Chicot County, Arkansas","12102","*****","*****","null","11828","null","95","null","274","95","null","null",
"0500000US05019","Clark County, Arkansas","23083","*****","*****","null","22567","null","161","null","516","161","null","null",
"0500000US05021","Clay County, Arkansas","16297","*****","*****","null","16228","null","45","null","69","45","null","null",
"0500000US05023","Cleburne County, Arkansas","25692","*****","*****","null","25335","null","174","null","357","174","null","null",
"0500000US05025","Cleveland County, Arkansas","8769","*****","*****","null","8742","null","30","null","27","30","null","null",
"0500000US05027","Columbia County, Arkansas","24756","*****","*****","null","24188","null","194","null","568","194","null","null",
"0500000US05029","Conway County, Arkansas","21059","*****","*****","null","20666","null","134","null","393","134","null","null",
"0500000US05031","Craighead County, Arkansas","93329","*****","*****","null","90373","null","315","null","2956","315","null","null",
"0500000US05033","Crawford County, Arkansas","60778","*****","*****","null","58498","null","255","null","2280","255","null","null",
"0500000US05035","Crittenden County, Arkansas","50673","*****","*****","null","50150","null","254","null","523","254","null","null",
"0500000US05037","Cross County, Arkansas","18144","*****","*****","null","18116","null","48","null","28","48","null","null",
"0500000US05039","Dallas County, Arkansas","8280","*****","*****","null","8262","null","24","null","18","24","null","null",
"0500000US05041","Desha County, Arkansas","13351","*****","*****","null","13099","null","55","null","252","55","null","null",
"0500000US05043","Drew County, Arkansas","18546","*****","*****","null","18231","null","133","null","315","133","null","null",
"0500000US05045","Faulkner County, Arkansas","108375","*****","*****","null","104435","null","475","null","3940","475","null","null",
"0500000US05047","Franklin County, Arkansas","18176","*****","*****","null","17987","null","86","null","189","86","null","null",
"0500000US05049","Fulton County, Arkansas","12263","*****","*****","null","12216","null","49","null","47","49","null","null",
"0500000US05051","Garland County, Arkansas","95290","*****","*****","null","91161","null","496","null","4129","496","null","null",
"0500000US05053","Grant County, Arkansas","17657","*****","*****","null","17420","null","98","null","237","98","null","null",
"0500000US05055","Greene County, Arkansas","41318","*****","*****","null","40921","null","139","null","397","139","null","null",
"0500000US05057","Hempstead County, Arkansas","22747","*****","*****","null","21459","null","184","null","1288","184","null","null",
"0500000US05059","Hot Spring County, Arkansas","32671","*****","*****","null","32400","null","91","null","271","91","null","null",
"0500000US05061","Howard County, Arkansas","13778","*****","*****","null","12975","null","156","null","803","156","null","null",
"0500000US05063","Independence County, Arkansas","35994","*****","*****","null","34544","null","246","null","1450","246","null","null",
"0500000US05065","Izard County, Arkansas","13636","*****","*****","null","13386","null","115","null","250","115","null","null",
"0500000US05067","Jackson County, Arkansas","18015","*****","*****","null","17859","null","69","null","156","69","null","null",
"0500000US05069","Jefferson County, Arkansas","78447","*****","*****","null","77237","null","245","null","1210","245","null","null",
"0500000US05071","Johnson County, Arkansas","25180","*****","*****","null","23487","null","260","null","1693","260","null","null",
"0500000US05073","Lafayette County, Arkansas","7764","*****","*****","null","7729","null","45","null","35","45","null","null",
"0500000US05075","Lawrence County, Arkansas","17340","*****","*****","null","17264","null","38","null","76","38","null","null",
"0500000US05077","Lee County, Arkansas","10709","*****","*****","null","10564","null","116","null","145","116","null","null",
"0500000US05079","Lincoln County, Arkansas","14203","*****","*****","null","14044","null","39","null","159","39","null","null",
"0500000US05081","Little River County, Arkansas","13145","*****","*****","null","13102","null","48","null","43","48","null","null",
"0500000US05083","Logan County, Arkansas","22580","*****","*****","null","22318","null","68","null","262","68","null","null",
"0500000US05085","Lonoke County, Arkansas","65846","*****","*****","null","64725","null","238","null","1121","238","null","null",
"0500000US05087","Madison County, Arkansas","15507","*****","*****","null","15170","null","128","null","337","128","null","null",
"0500000US05089","Marion County, Arkansas","16779","*****","*****","null","16437","null","155","null","342","155","null","null",
"0500000US05091","Miller County, Arkansas","43048","*****","*****","null","42337","null","142","null","711","142","null","null",
"0500000US05093","Mississippi County, Arkansas","46815","*****","*****","null","45803","null","236","null","1012","236","null","null",
"0500000US05095","Monroe County, Arkansas","8492","*****","*****","null","8391","null","78","null","101","78","null","null",
"0500000US05097","Montgomery County, Arkansas","9490","*****","*****","null","9381","null","58","null","109","58","null","null",
"0500000US05099","Nevada County, Arkansas","9149","*****","*****","null","9109","null","38","null","40","38","null","null",
"0500000US05101","Newton County, Arkansas","8394","*****","*****","null","8322","null","63","null","72","63","null","null",
"0500000US05103","Ouachita County, Arkansas","26293","*****","*****","null","26088","null","95","null","205","95","null","null",
"0500000US05105","Perry County, Arkansas","10435","*****","*****","null","10375","null","54","null","60","54","null","null",
"0500000US05107","Phillips County, Arkansas","22412","*****","*****","null","22339","null","49","null","73","49","null","null",
"0500000US05109","Pike County, Arkansas","11286","*****","*****","null","10989","null","140","null","297","140","null","null",
"0500000US05111","Poinsett County, Arkansas","24703","*****","*****","null","24515","null","81","null","188","81","null","null",
"0500000US05113","Polk County, Arkansas","20490","*****","*****","null","19924","null","105","null","566","105","null","null",
"0500000US05115","Pope County, Arkansas","60460","*****","*****","null","58500","null","265","null","1960","265","null","null",
"0500000US05117","Prairie County, Arkansas","8839","*****","*****","null","8832","null","10","null","7","10","null","null",
"0500000US05119","Pulaski County, Arkansas","377060","*****","*****","null","357135","null","1025","null","19925","1025","null","null",
"0500000US05121","Randolph County, Arkansas","18049","*****","*****","null","17802","null","104","null","247","104","null","null",
"0500000US05123","St. Francis County, Arkansas","28302","*****","*****","null","27753","null","152","null","549","152","null","null",
"0500000US05125","Saline County, Arkansas","102439","*****","*****","null","100045","null","326","null","2394","326","null","null",
"0500000US05127","Scott County, Arkansas","11226","*****","*****","null","10699","null","136","null","527","136","null","null",
"0500000US05129","Searcy County, Arkansas","8227","*****","*****","null","8146","null","55","null","81","55","null","null",
"0500000US05131","Sebastian County, Arkansas","123847","*****","*****","null","112662","null","562","null","11185","562","null","null",
"0500000US05133","Sevier County, Arkansas","16636","*****","*****","null","13817","null","288","null","2819","288","null","null",
"0500000US05135","Sharp County, Arkansas","17432","*****","*****","null","17321","null","57","null","111","57","null","null",
"0500000US05137","Stone County, Arkansas","12321","*****","*****","null","12232","null","64","null","89","64","null","null",
"0500000US05139","Union County, Arkansas","42180","*****","*****","null","41295","null","127","null","885","127","null","null",
"0500000US05141","Van Buren County, Arkansas","17237","*****","*****","null","17036","null","89","null","201","89","null","null",
"0500000US05143","Washington County, Arkansas","197192","*****","*****","null","175679","null","889","null","21513","889","null","null",
"0500000US05145","White County, Arkansas","74957","*****","*****","null","73233","null","255","null","1724","255","null","null",
"0500000US05147","Woodruff County, Arkansas","7505","*****","*****","null","7458","null","44","null","47","44","null","null",
"0500000US05149","Yell County, Arkansas","21895","*****","*****","null","19037","null","204","null","2858","204","null","null",
"0500000US06001","Alameda County, California","1477980","*****","*****","null","1022541","null","3635","null","455439","3635","null","null",
"0500000US06003","Alpine County, California","1176","177","null","null","1117","null","167","null","59","39","null","null",
"0500000US06005","Amador County, California","38327","*****","*****","null","35998","null","383","null","2329","383","null","null",
"0500000US06007","Butte County, California","218635","*****","*****","null","201339","null","931","null","17296","931","null","null",
"0500000US06009","Calaveras County, California","45994","*****","*****","null","44131","null","403","null","1863","403","null","null",
"0500000US06011","Colusa County, California","21165","*****","*****","null","15814","null","437","null","5351","437","null","null",
"0500000US06013","Contra Costa County, California","1024809","*****","*****","null","782896","null","4070","null","241913","4070","null","null",
"0500000US06015","Del Norte County, California","28471","*****","*****","null","26405","null","302","null","2066","302","null","null",
"0500000US06017","El Dorado County, California","179053","*****","*****","null","164976","null","928","null","14077","928","null","null",
"0500000US06019","Fresno County, California","908830","*****","*****","null","711335","null","3119","null","197495","3119","null","null",
"0500000US06021","Glenn County, California","27935","*****","*****","null","23547","null","341","null","4388","341","null","null",
"0500000US06023","Humboldt County, California","133058","*****","*****","null","125885","null","619","null","7173","619","null","null",
"0500000US06025","Imperial County, California","168052","*****","*****","null","114438","null","1302","null","53614","1302","null","null",
"0500000US06027","Inyo County, California","18434","*****","*****","null","16548","null","319","null","1886","319","null","null",
"0500000US06029","Kern County, California","815693","*****","*****","null","648344","null","3018","null","167349","3018","null","null",
"0500000US06031","Kings County, California","151122","*****","*****","null","118604","null","1532","null","32518","1532","null","null",
"0500000US06033","Lake County, California","64371","*****","*****","null","58651","null","723","null","5720","723","null","null",
"0500000US06035","Lassen County, California","35081","*****","*****","null","32565","null","316","null","2516","316","null","null",
"0500000US06037","Los Angeles County, California","9758256","*****","*****","null","6280433","null","13635","null","3477823","13635","null","null",
"0500000US06039","Madera County, California","147738","*****","*****","null","117356","null","1362","null","30382","1362","null","null",
"0500000US06041","Marin County, California","248601","*****","*****","null","201756","null","1486","null","46845","1486","null","null",
"0500000US06043","Mariposa County, California","18290","*****","*****","null","17606","null","196","null","684","196","null","null",
"0500000US06045","Mendocino County, California","87487","*****","*****","null","77324","null","777","null","10163","777","null","null",
"0500000US06047","Merced County, California","250699","*****","*****","null","188498","null","1984","null","62201","1984","null","null",
"0500000US06049","Modoc County, California","9605","*****","*****","null","8971","null","123","null","634","123","null","null",
"0500000US06051","Mono County, California","13905","*****","*****","null","11341","null","443","null","2564","443","null","null",
"0500000US06053","Monterey County, California","407435","*****","*****","null","284647","null","1953","null","122788","1953","null","null",
"0500000US06055","Napa County, California","134051","*****","*****","null","103891","null","1488","null","30160","1488","null","null",
"0500000US06057","Nevada County, California","98186","*****","*****","null","92793","null","620","null","5393","620","null","null",
"0500000US06059","Orange County, California","2965525","*****","*****","null","2062488","null","6154","null","903037","6154","null","null",
"0500000US06061","Placer County, California","336477","*****","*****","null","302458","null","1498","null","34019","1498","null","null",
"0500000US06063","Plumas County, California","20392","*****","*****","null","19221","null","263","null","1171","263","null","null",
"0500000US06065","Riverside County, California","2109464","*****","*****","null","1637537","null","4453","null","471927","4453","null","null",
"0500000US06067","Sacramento County, California","1395144","*****","*****","null","1121374","null","4327","null","273770","4327","null","null",
"0500000US06069","San Benito County, California","54492","*****","*****","null","42906","null","1653","null","11586","1653","null","null",
"0500000US06071","San Bernardino County, California","2005287","*****","*****","null","1572656","null","5107","null","432631","5107","null","null",
"0500000US06073","San Diego County, California","3022468","*****","*****","null","2323982","null","6423","null","698486","6423","null","null",
"0500000US06075","San Francisco County, California","789172","*****","*****","null","508110","null","3411","null","281062","3411","null","null",
"0500000US06077","San Joaquin County, California","673613","*****","*****","null","516632","null","3158","null","156981","3158","null","null",
"0500000US06079","San Luis Obispo County, California","265577","*****","*****","null","239021","null","1228","null","26556","1228","null","null",
"0500000US06081","San Mateo County, California","704327","*****","*****","null","465102","null","3117","null","239225","3117","null","null",
"0500000US06083","Santa Barbara County, California","416051","*****","*****","null","317266","null","2091","null","98785","2091","null","null",
"0500000US06085","Santa Clara County, California","1739396","*****","*****","null","1095966","null","4960","null","643430","4960","null","null",
"0500000US06087","Santa Cruz County, California","256901","*****","*****","null","209644","null","1641","null","47257","1641","null","null",
"0500000US06089","Shasta County, California","176906","*****","*****","null","167881","null","731","null","9025","731","null","null",
"0500000US06091","Sierra County, California","3366","177","null","null","3189","null","179","null","177","95","null","null",
"0500000US06093","Siskiyou County, California","44690","*****","*****","null","42085","null","308","null","2605","308","null","null",
"0500000US06095","Solano County, California","410042","*****","*****","null","328413","null","1774","null","81629","1774","null","null",
"0500000US06097","Sonoma County, California","474047","*****","*****","null","395419","null","1984","null","78628","1984","null","null",
"0500000US06099","Stanislaus County, California","509682","*****","*****","null","405861","null","2850","null","103821","2850","null","null",
"0500000US06101","Sutter County, California","93420","*****","*****","null","72601","null","1023","null","20819","1023","null","null",
"0500000US06103","Tehama County, California","62575","*****","*****","null","55819","null","647","null","6756","647","null","null",
"0500000US06105","Trinity County, California","13701","*****","*****","null","13276","null","196","null","425","196","null","null",
"0500000US06107","Tulare County, California","429404","*****","*****","null","330131","null","2200","null","99273","2200","null","null",
"0500000US06109","Tuolumne County, California","56074","*****","*****","null","53869","null","348","null","2205","348","null","null",
"0500000US06111","Ventura County, California","809080","*****","*****","null","624069","null","3175","null","185011","3175","null","null",
"0500000US06113","Yolo County, California","196418","*****","*****","null","156261","null","1463","null","40157","1463","null","null",
"0500000US06115","Yuba County, California","71160","*****","*****","null","61831","null","702","null","9329","702","null","null",
"0500000US08001","Adams County, Colorado","425330","*****","*****","null","361017","null","2054","null","64313","2054","null","null",
"0500000US08003","Alamosa County, Colorado","15293","*****","*****","null","14371","null","277","null","922","277","null","null",
"0500000US08005","Arapahoe County, Colorado","552860","*****","*****","null","470446","null","2105","null","82414","2105","null","null",
"0500000US08007","Archuleta County, Colorado","12136","*****","*****","null","11926","null","92","null","210","92","null","null",
"0500000US08009","Baca County, Colorado","3833","*****","*****","null","3728","null","51","null","105","51","null","null",
"0500000US08011","Bent County, Colorado","6125","*****","*****","null","5841","null","171","null","284","171","null","null",
"0500000US08013","Boulder County, Colorado","290177","*****","*****","null","257764","null","1090","null","32413","1090","null","null",
"0500000US08014","Broomfield County, Colorado","52872","*****","*****","null","48616","null","465","null","4256","465","null","null",
"0500000US08015","Chaffee County, Colorado","17540","*****","*****","null","16982","null","215","null","558","215","null","null",
"0500000US08017","Cheyenne County, Colorado","2194","341","null","null","2075","null","307","null","119","104","null","null",
"0500000US08019","Clear Creek County, Colorado","9088","*****","*****","null","8809","null","126","null","279","126","null","null",
"0500000US08021","Conejos County, Colorado","8220","*****","*****","null","7876","null","133","null","344","133","null","null",
"0500000US08023","Costilla County, Colorado","3536","*****","*****","null","3201","null","118","null","335","118","null","null",
"0500000US08025","Crowley County, Colorado","5897","*****","*****","null","5535","null","91","null","362","91","null","null",
"0500000US08027","Custer County, Colorado","3899","189","null","null","3815","null","187","null","84","58","null","null",
"0500000US08029","Delta County, Colorado","30533","*****","*****","null","29098","null","234","null","1435","234","null","null",
"0500000US08031","Denver County, Colorado","578087","*****","*****","null","481857","null","2330","null","96230","2330","null","null",
"0500000US08033","Dolores County, Colorado","2027","*****","*****","null","2023","null","6","null","4","6","null","null",
"0500000US08035","Douglas County, Colorado","273440","*****","*****","null","257256","null","1042","null","16184","1042","null","null",
"0500000US08037","Eagle County, Colorado","50793","*****","*****","null","40690","null","635","null","10103","635","null","null",
"0500000US08039","Elbert County, Colorado","22712","*****","*****","null","22132","null","143","null","580","143","null","null",
"0500000US08041","El Paso County, Colorado","599988","*****","*****","null","556805","null","1566","null","43183","1566","null","null",
"0500000US08043","Fremont County, Colorado","46941","*****","*****","null","43880","null","614","null","3061","614","null","null",
"0500000US08045","Garfield County, Colorado","54761","*****","*****","null","45613","null","574","null","9148","574","null","null",
"0500000US08047","Gilpin County, Colorado","5126","*****","*****","null","4975","null","90","null","151","90","null","null",
"0500000US08049","Grand County, Colorado","14526","*****","*****","null","13824","null","265","null","702","265","null","null",
"0500000US08051","Gunnison County, Colorado","15136","*****","*****","null","14309","null","250","null","827","250","null","null",
"0500000US08053","Hinsdale County, Colorado","489","128","null","null","475","null","125","null","14","16","null","null",
"0500000US08055","Huerfano County, Colorado","6948","*****","*****","null","6651","null","147","null","297","147","null","null",
"0500000US08057","Jackson County, Colorado","1464","152","null","null","1441","null","143","null","23","20","null","null",
"0500000US08059","Jefferson County, Colorado","528614","*****","*****","null","494914","null","1367","null","33700","1367","null","null",
