"GEO_ID","NAME","B05012_001E","B05012_001M","B05012_001MA","B05012_001EA","B05012_002E","B05012_002EA","B05012_002M","B05012_002MA","B05012_003E","B05012_003EA","B05012_003M","B05012_003MA",
"0500000US01067","Henry County, Alabama","17270","*****","*****","null","16844","null","123","null","426","null","123","null",
"0500000US01069","Houston County, Alabama","103079","*****","*****","null","100620","null","210","null","2459","null","210","null",
"0500000US01071","Jackson County, Alabama","53012","*****","*****","null","51769","null","195","null","1243","null","195","null",
"0500000US01073","Jefferson County, Alabama","658834","*****","*****","null","632890","null","1037","null","25944","null","1037","null",
"0500000US01075","Lamar County, Alabama","14268","*****","*****","null","14170","null","64","null","98","null","64","null",
"0500000US01077","Lauderdale County, Alabama","92780","*****","*****","null","90898","null","248","null","1882","null","248","null",
"0500000US01079","Lawrence County, Alabama","33835","*****","*****","null","33555","null","135","null","280","null","135","null",
"0500000US01081","Lee County, Alabama","147790","*****","*****","null","139457","null","741","null","8333","null","741","null",
"0500000US01083","Limestone County, Alabama","87167","*****","*****","null","83250","null","379","null","3917","null","379","null",
"0500000US01085","Lowndes County, Alabama","10918","*****","*****","null","10881","null","26","null","37","null","26","null",
"0500000US01087","Macon County, Alabama","20505","*****","*****","null","20244","null","81","null","261","null","81","null",
"0500000US01089","Madison County, Alabama","343229","*****","*****","null","324670","null","882","null","18559","null","882","null",
"0500000US01091","Marengo County, Alabama","20489","*****","*****","null","20322","null","150","null","167","null","150","null",
"0500000US01093","Marion County, Alabama","30527","*****","*****","null","30023","null","247","null","504","null","247","null",
"0500000US01095","Marshall County, Alabama","94121","*****","*****","null","86870","null","486","null","7251","null","486","null",
"0500000US01097","Mobile County, Alabama","414045","*****","*****","null","400903","null","703","null","13142","null","703","null",
"0500000US01099","Monroe County, Alabama","22509","*****","*****","null","22321","null","96","null","188","null","96","null",
"0500000US01101","Montgomery County, Alabama","228850","*****","*****","null","218926","null","667","null","9924","null","667","null",
"0500000US01103","Morgan County, Alabama","119744","*****","*****","null","114105","null","510","null","5639","null","510","null",
"0500000US01105","Perry County, Alabama","10203","*****","*****","null","10128","null","52","null","75","null","52","null",
"0500000US01107","Pickens County, Alabama","19629","*****","*****","null","19575","null","50","null","54","null","50","null",
"0500000US01109","Pike County, Alabama","33216","*****","*****","null","32005","null","222","null","1211","null","222","null",
"0500000US01111","Randolph County, Alabama","22724","*****","*****","null","22276","null","122","null","448","null","122","null",
"0500000US01113","Russell County, Alabama","56980","*****","*****","null","55720","null","319","null","1260","null","319","null",
"0500000US01115","St. Clair County, Alabama","85242","*****","*****","null","83589","null","285","null","1653","null","285","null",
"0500000US01117","Shelby County, Alabama","201168","*****","*****","null","189950","null","652","null","11218","null","652","null",
"0500000US01119","Sumter County, Alabama","13433","*****","*****","null","13247","null","96","null","186","null","96","null",
"0500000US01121","Talladega County, Alabama","81673","*****","*****","null","80413","null","262","null","1260","null","262","null",
"0500000US01123","Tallapoosa County, Alabama","41295","*****","*****","null","40564","null","158","null","731","null","158","null",
"0500000US01125","Tuscaloosa County, Alabama","198670","*****","*****","null","191803","null","489","null","6867","null","489","null",
"0500000US01127","Walker County, Alabama","66211","*****","*****","null","65395","null","160","null","816","null","160","null",
"0500000US01129","Washington County, Alabama","17137","*****","*****","null","16974","null","125","null","163","null","125","null",
"0500000US01131","Wilcox County, Alabama","11367","*****","*****","null","11359","null","12","null","8","null","12","null",
"0500000US01133","Winston County, Alabama","24256","*****","*****","null","24036","null","106","null","220","null","106","null",
"0500000US02013","Aleutians East Borough, Alaska","3296","*****","*****","null","1664","null","299","null","1632","null","299","null",
"0500000US02016","Aleutians West Census Area, Alaska","5650","*****","*****","null","3655","null","145","null","1995","null","145","null",
"0500000US02020","Anchorage Municipality, Alaska","298178","*****","*****","null","269249","null","1400","null","28929","null","1400","null",
"0500000US02050","Bethel Census Area, Alaska","17576","*****","*****","null","17366","null","83","null","210","null","83","null",
"0500000US02060","Bristol Bay Borough, Alaska","995","94","null","null","985","null","90","null","10","null","12","null",
"0500000US02068","Denali Borough, Alaska","2048","126","null","null","1859","null","177","null","189","null","128","null",
"0500000US02070","Dillingham Census Area, Alaska","4956","*****","*****","null","4869","null","50","null","87","null","50","null",
"0500000US02090","Fairbanks North Star Borough, Alaska","99319","*****","*****","null","94143","null","709","null","5176","null","709","null",
"0500000US02100","Haines Borough, Alaska","2557","*****","*****","null","2420","null","104","null","137","null","104","null",
"0500000US02105","Hoonah-Angoon Census Area, Alaska","2126","*****","*****","null","2067","null","52","null","59","null","52","null",
"0500000US02110","Juneau City and Borough, Alaska","32200","*****","*****","null","29970","null","324","null","2230","null","324","null",
"0500000US02122","Kenai Peninsula Borough, Alaska","56687","*****","*****","null","55328","null","211","null","1359","null","211","null",
"0500000US02130","Ketchikan Gateway Borough, Alaska","13676","*****","*****","null","12700","null","156","null","976","null","156","null",
"0500000US02150","Kodiak Island Borough, Alaska","13924","*****","*****","null","11942","null","234","null","1982","null","234","null",
"0500000US02164","Lake and Peninsula Borough, Alaska","1490","126","null","null","1460","null","127","null","30","null","23","null",
"0500000US02170","Matanuska-Susitna Borough, Alaska","93843","*****","*****","null","90342","null","614","null","3501","null","614","null",
"0500000US02180","Nome Census Area, Alaska","9792","*****","*****","null","9652","null","44","null","140","null","44","null",
"0500000US02185","North Slope Borough, Alaska","9618","*****","*****","null","9038","null","116","null","580","null","116","null",
"0500000US02188","Northwest Arctic Borough, Alaska","7672","*****","*****","null","7596","null","26","null","76","null","26","null",
"0500000US02195","Petersburg Borough, Alaska","3212","*****","*****","null","3002","null","136","null","210","null","136","null",
"0500000US02198","Prince of Wales-Hyder Census Area, Alaska","6356","*****","*****","null","6274","null","28","null","82","null","28","null",
"0500000US02220","Sitka City and Borough, Alaska","8957","*****","*****","null","8194","null","143","null","763","null","143","null",
"0500000US02230","Skagway Municipality, Alaska","996","140","null","null","907","null","82","null","89","null","89","null",
"0500000US02240","Southeast Fairbanks Census Area, Alaska","7044","*****","*****","null","6501","null","156","null","543","null","156","null",
"0500000US02261","Valdez-Cordova Census Area, Alaska","9685","*****","*****","null","9273","null","133","null","412","null","133","null",
"0500000US02270","Wade Hampton Census Area, Alaska","7778","*****","*****","null","7738","null","14","null","40","null","14","null",
"0500000US02275","Wrangell City and Borough, Alaska","2383","*****","*****","null","2276","null","69","null","107","null","69","null",
"0500000US02282","Yakutat City and Borough, Alaska","635","83","null","null","570","null","69","null","65","null","62","null",
"0500000US02290","Yukon-Koyukuk Census Area, Alaska","5651","*****","*****","null","5580","null","24","null","71","null","24","null",
"0500000US04001","Apache County, Arizona","72142","*****","*****","null","70715","null","262","null","1427","null","262","null",
"0500000US04003","Cochise County, Arizona","130807","*****","*****","null","115823","null","936","null","14984","null","936","null",
"0500000US04005","Coconino County, Arizona","135817","*****","*****","null","128158","null","662","null","7659","null","662","null",
"0500000US04007","Gila County, Arizona","53242","*****","*****","null","51100","null","331","null","2142","null","331","null",
"0500000US04009","Graham County, Arizona","37311","*****","*****","null","35424","null","287","null","1887","null","287","null",
"0500000US04011","Greenlee County, Arizona","8800","*****","*****","null","8296","null","150","null","504","null","150","null",
"0500000US04012","La Paz County, Arizona","20348","*****","*****","null","17900","null","375","null","2448","null","375","null",
"0500000US04013","Maricopa County, Arizona","3947382","*****","*****","null","3360500","null","7561","null","586882","null","7561","null",
"0500000US04015","Mohave County, Arizona","202482","*****","*****","null","187424","null","1055","null","15058","null","1055","null",
"0500000US04017","Navajo County, Arizona","107489","*****","*****","null","104802","null","453","null","2687","null","453","null",
"0500000US04019","Pima County, Arizona","993144","*****","*****","null","866038","null","2562","null","127106","null","2562","null",
"0500000US04021","Pinal County, Arizona","390160","*****","*****","null","351306","null","1662","null","38854","null","1662","null",
"0500000US04023","Santa Cruz County, Arizona","47250","*****","*****","null","31865","null","806","null","15385","null","806","null",
"0500000US04025","Yavapai County, Arizona","213689","*****","*****","null","199015","null","1001","null","14674","null","1001","null",
"0500000US04027","Yuma County, Arizona","201453","*****","*****","null","149503","null","1349","null","51950","null","1349","null",
"0500000US05001","Arkansas County, Arkansas","18861","*****","*****","null","18541","null","120","null","320","null","120","null",
"0500000US05003","Ashley County, Arkansas","21437","*****","*****","null","20951","null","99","null","486","null","99","null",
"0500000US05005","Baxter County, Arkansas","41154","*****","*****","null","40418","null","167","null","736","null","167","null",
"0500000US05007","Benton County, Arkansas","232611","*****","*****","null","206929","null","1096","null","25682","null","1096","null",
"0500000US05009","Boone County, Arkansas","37169","*****","*****","null","36696","null","248","null","473","null","248","null",
"0500000US05011","Bradley County, Arkansas","11316","*****","*****","null","10602","null","154","null","714","null","154","null",
"0500000US05013","Calhoun County, Arkansas","5266","*****","*****","null","5264","null","4","null","2","null","4","null",
"0500000US05015","Carroll County, Arkansas","27626","*****","*****","null","25679","null","227","null","1947","null","227","null",
"0500000US05017","Chicot County, Arkansas","11489","*****","*****","null","11126","null","130","null","363","null","130","null",
"0500000US05019","Clark County, Arkansas","22800","*****","*****","null","22168","null","98","null","632","null","98","null",
"0500000US05021","Clay County, Arkansas","15577","*****","*****","null","15388","null","77","null","189","null","77","null",
"0500000US05023","Cleburne County, Arkansas","25793","*****","*****","null","25387","null","137","null","406","null","137","null",
"0500000US05025","Cleveland County, Arkansas","8597","*****","*****","null","8504","null","56","null","93","null","56","null",
"0500000US05027","Columbia County, Arkansas","24400","*****","*****","null","23662","null","216","null","738","null","216","null",
"0500000US05029","Conway County, Arkansas","21175","*****","*****","null","20736","null","96","null","439","null","96","null",
"0500000US05031","Craighead County, Arkansas","99835","*****","*****","null","96080","null","438","null","3755","null","438","null",
"0500000US05033","Crawford County, Arkansas","61825","*****","*****","null","58996","null","300","null","2829","null","300","null",
"0500000US05035","Crittenden County, Arkansas","50172","*****","*****","null","49473","null","235","null","699","null","235","null",
"0500000US05037","Cross County, Arkansas","17595","*****","*****","null","17477","null","69","null","118","null","69","null",
"0500000US05039","Dallas County, Arkansas","7954","*****","*****","null","7753","null","118","null","201","null","118","null",
"0500000US05041","Desha County, Arkansas","12602","*****","*****","null","12354","null","114","null","248","null","114","null",
"0500000US05043","Drew County, Arkansas","18705","*****","*****","null","18449","null","99","null","256","null","99","null",
"0500000US05045","Faulkner County, Arkansas","117804","*****","*****","null","114359","null","455","null","3445","null","455","null",
"0500000US05047","Franklin County, Arkansas","17960","*****","*****","null","17848","null","78","null","112","null","78","null",
"0500000US05049","Fulton County, Arkansas","12218","*****","*****","null","12085","null","105","null","133","null","105","null",
"0500000US05051","Garland County, Arkansas","96804","*****","*****","null","93344","null","435","null","3460","null","435","null",
"0500000US05053","Grant County, Arkansas","18014","*****","*****","null","17716","null","93","null","298","null","93","null",
"0500000US05055","Greene County, Arkansas","42970","*****","*****","null","42495","null","136","null","475","null","136","null",
"0500000US05057","Hempstead County, Arkansas","22419","*****","*****","null","21123","null","208","null","1296","null","208","null",
"0500000US05059","Hot Spring County, Arkansas","33277","*****","*****","null","32896","null","122","null","381","null","122","null",
"0500000US05061","Howard County, Arkansas","13685","*****","*****","null","12915","null","73","null","770","null","73","null",
"0500000US05063","Independence County, Arkansas","36861","*****","*****","null","35512","null","258","null","1349","null","258","null",
"0500000US05065","Izard County, Arkansas","13522","*****","*****","null","13163","null","113","null","359","null","113","null",
"0500000US05067","Jackson County, Arkansas","17746","*****","*****","null","17569","null","80","null","177","null","80","null",
"0500000US05069","Jefferson County, Arkansas","74655","*****","*****","null","73552","null","162","null","1103","null","162","null",
"0500000US05071","Johnson County, Arkansas","25791","*****","*****","null","23713","null","244","null","2078","null","244","null",
"0500000US05073","Lafayette County, Arkansas","7391","*****","*****","null","7348","null","41","null","43","null","41","null",
"0500000US05075","Lawrence County, Arkansas","17163","*****","*****","null","17062","null","47","null","101","null","47","null",
"0500000US05077","Lee County, Arkansas","10151","*****","*****","null","10055","null","72","null","96","null","72","null",
"0500000US05079","Lincoln County, Arkansas","14113","*****","*****","null","13965","null","68","null","148","null","68","null",
"0500000US05081","Little River County, Arkansas","12852","*****","*****","null","12684","null","84","null","168","null","84","null",
"0500000US05083","Logan County, Arkansas","22129","*****","*****","null","21746","null","87","null","383","null","87","null",
"0500000US05085","Lonoke County, Arkansas","70118","*****","*****","null","68641","null","292","null","1477","null","292","null",
"0500000US05087","Madison County, Arkansas","15696","*****","*****","null","15281","null","104","null","415","null","104","null",
"0500000US05089","Marion County, Arkansas","16534","*****","*****","null","16267","null","99","null","267","null","99","null",
"0500000US05091","Miller County, Arkansas","43537","*****","*****","null","43232","null","170","null","305","null","170","null",
"0500000US05093","Mississippi County, Arkansas","45385","*****","*****","null","44627","null","193","null","758","null","193","null",
"0500000US05095","Monroe County, Arkansas","7855","*****","*****","null","7785","null","38","null","70","null","38","null",
"0500000US05097","Montgomery County, Arkansas","9296","*****","*****","null","9084","null","127","null","212","null","127","null",
"0500000US05099","Nevada County, Arkansas","8877","*****","*****","null","8718","null","134","null","159","null","134","null",
"0500000US05101","Newton County, Arkansas","8131","*****","*****","null","8073","null","42","null","58","null","42","null",
"0500000US05103","Ouachita County, Arkansas","25421","*****","*****","null","25152","null","89","null","269","null","89","null",
"0500000US05105","Perry County, Arkansas","10350","*****","*****","null","10255","null","69","null","95","null","69","null",
"0500000US05107","Phillips County, Arkansas","20847","*****","*****","null","20668","null","82","null","179","null","82","null",
"0500000US05109","Pike County, Arkansas","11187","*****","*****","null","10730","null","114","null","457","null","114","null",
"0500000US05111","Poinsett County, Arkansas","24359","*****","*****","null","24132","null","146","null","227","null","146","null",
"0500000US05113","Polk County, Arkansas","20454","*****","*****","null","19857","null","93","null","597","null","93","null",
"0500000US05115","Pope County, Arkansas","62687","*****","*****","null","60250","null","294","null","2437","null","294","null",
"0500000US05117","Prairie County, Arkansas","8475","*****","*****","null","8445","null","20","null","30","null","20","null",
"0500000US05119","Pulaski County, Arkansas","388752","*****","*****","null","368135","null","1083","null","20617","null","1083","null",
"0500000US05121","Randolph County, Arkansas","17794","*****","*****","null","17631","null","83","null","163","null","83","null",
"0500000US05123","St. Francis County, Arkansas","27642","*****","*****","null","26945","null","206","null","697","null","206","null",
"0500000US05125","Saline County, Arkansas","111811","*****","*****","null","109083","null","345","null","2728","null","345","null",
"0500000US05127","Scott County, Arkansas","11024","*****","*****","null","10411","null","129","null","613","null","129","null",
"0500000US05129","Searcy County, Arkansas","8036","*****","*****","null","7969","null","44","null","67","null","44","null",
"0500000US05131","Sebastian County, Arkansas","126801","*****","*****","null","114784","null","626","null","12017","null","626","null",
"0500000US05133","Sevier County, Arkansas","17250","*****","*****","null","14487","null","221","null","2763","null","221","null",
"0500000US05135","Sharp County, Arkansas","17117","*****","*****","null","16930","null","52","null","187","null","52","null",
"0500000US05137","Stone County, Arkansas","12531","*****","*****","null","12468","null","49","null","63","null","49","null",
"0500000US05139","Union County, Arkansas","40954","*****","*****","null","40068","null","136","null","886","null","136","null",
"0500000US05141","Van Buren County, Arkansas","17090","*****","*****","null","16771","null","114","null","319","null","114","null",
"0500000US05143","Washington County, Arkansas","212238","*****","*****","null","187553","null","990","null","24685","null","990","null",
"0500000US05145","White County, Arkansas","78275","*****","*****","null","76475","null","320","null","1800","null","320","null",
"0500000US05147","Woodruff County, Arkansas","7094","*****","*****","null","7071","null","21","null","23","null","21","null",
"0500000US05149","Yell County, Arkansas","21934","*****","*****","null","19505","null","260","null","2429","null","260","null",
"0500000US06001","Alameda County, California","1559308","*****","*****","null","1075558","null","4681","null","483750","null","4681","null",
"0500000US06003","Alpine County, California","1202","190","null","null","1162","null","181","null","40","null","24","null",
"0500000US06005","Amador County, California","37159","*****","*****","null","34859","null","448","null","2300","null","448","null",
"0500000US06007","Butte County, California","221578","*****","*****","null","204809","null","1058","null","16769","null","1058","null",
"0500000US06009","Calaveras County, California","44921","*****","*****","null","42844","null","407","null","2077","null","407","null",
"0500000US06011","Colusa County, California","21424","*****","*****","null","16271","null","369","null","5153","null","369","null",
"0500000US06013","Contra Costa County, California","1081232","*****","*****","null","826284","null","3131","null","254948","null","3131","null",
"0500000US06015","Del Norte County, California","28066","*****","*****","null","26382","null","224","null","1684","null","224","null",
"0500000US06017","El Dorado County, California","181465","*****","*****","null","164759","null","924","null","16706","null","924","null",
"0500000US06019","Fresno County, California","948844","*****","*****","null","742519","null","3068","null","206325","null","3068","null",
"0500000US06021","Glenn County, California","28019","*****","*****","null","23247","null","322","null","4772","null","322","null",
"0500000US06023","Humboldt County, California","134876","*****","*****","null","127066","null","646","null","7810","null","646","null",
"0500000US06025","Imperial County, California","177026","*****","*****","null","119221","null","1614","null","57805","null","1614","null",
"0500000US06027","Inyo County, California","18439","*****","*****","null","16533","null","254","null","1906","null","254","null",
"0500000US06029","Kern County, California","857730","*****","*****","null","682468","null","3257","null","175262","null","3257","null",
"0500000US06031","Kings County, California","151390","*****","*****","null","121749","null","1277","null","29641","null","1277","null",
"0500000US06033","Lake County, California","64209","*****","*****","null","58323","null","636","null","5886","null","636","null",
"0500000US06035","Lassen County, California","33356","*****","*****","null","31064","null","269","null","2292","null","269","null",
"0500000US06037","Los Angeles County, California","9974203","*****","*****","null","6489853","null","13462","null","3484350","null","13462","null",
"0500000US06039","Madera County, California","152452","*****","*****","null","119293","null","1358","null","33159","null","1358","null",
"0500000US06041","Marin County, California","256802","*****","*****","null","208325","null","1508","null","48477","null","1508","null",
"0500000US06043","Mariposa County, California","17946","*****","*****","null","16933","null","238","null","1013","null","238","null",
"0500000US06045","Mendocino County, California","87612","*****","*****","null","75905","null","657","null","11707","null","657","null",
"0500000US06047","Merced County, California","261609","*****","*****","null","194976","null","1744","null","66633","null","1744","null",
"0500000US06049","Modoc County, California","9335","*****","*****","null","8642","null","183","null","693","null","183","null",
"0500000US06051","Mono County, California","14193","*****","*****","null","11697","null","358","null","2496","null","358","null",
"0500000US06053","Monterey County, California","424927","*****","*****","null","297083","null","2193","null","127844","null","2193","null",
"0500000US06055","Napa County, California","139253","*****","*****","null","106957","null","1175","null","32296","null","1175","null",
"0500000US06057","Nevada County, California","98606","*****","*****","null","92252","null","592","null","6354","null","592","null",
"0500000US06059","Orange County, California","3086331","*****","*****","null","2149818","null","5851","null","936513","null","5851","null",
"0500000US06061","Placer County, California","361518","*****","*****","null","323725","null","1708","null","37793","null","1708","null",
"0500000US06063","Plumas County, California","19286","*****","*****","null","18364","null","255","null","922","null","255","null",
"0500000US06065","Riverside County, California","2266899","*****","*****","null","1768523","null","4903","null","498376","null","4903","null",
"0500000US06067","Sacramento County, California","1450277","*****","*****","null","1159092","null","4155","null","291185","null","4155","null",
"0500000US06069","San Benito County, California","56888","*****","*****","null","45239","null","840","null","11649","null","840","null",
"0500000US06071","San Bernardino County, California","2078586","*****","*****","null","1635599","null","5780","null","442987","null","5780","null",
"0500000US06073","San Diego County, California","3183143","*****","*****","null","2439663","null","6249","null","743480","null","6249","null",
"0500000US06075","San Francisco County, California","829072","*****","*****","null","534549","null","4206","null","294523","null","4206","null",
"0500000US06077","San Joaquin County, California","701050","*****","*****","null","539364","null","2951","null","161686","null","2951","null",
"0500000US06079","San Luis Obispo County, California","274184","*****","*****","null","244792","null","1493","null","29392","null","1493","null",
"0500000US06081","San Mateo County, California","739837","*****","*****","null","485490","null","3495","null","254347","null","3495","null",
"0500000US06083","Santa Barbara County, California","431555","*****","*****","null","331540","null","1864","null","100015","null","1864","null",
"0500000US06085","Santa Clara County, California","1841569","*****","*****","null","1153169","null","5016","null","688400","null","5016","null",
"0500000US06087","Santa Cruz County, California","267203","*****","*****","null","218683","null","1332","null","48520","null","1332","null",
"0500000US06089","Shasta County, California","178520","*****","*****","null","169822","null","734","null","8698","null","734","null",
"0500000US06091","Sierra County, California","3019","190","null","null","2801","null","172","null","218","null","111","null",
"0500000US06093","Siskiyou County, California","44261","*****","*****","null","41916","null","349","null","2345","null","349","null",
"0500000US06095","Solano County, California","421624","*****","*****","null","337089","null","1788","null","84535","null","1788","null",
"0500000US06097","Sonoma County, California","491790","*****","*****","null","410462","null","1966","null","81328","null","1966","null",
"0500000US06099","Stanislaus County, California","522794","*****","*****","null","415850","null","2547","null","106944","null","2547","null",
"0500000US06101","Sutter County, California","95067","*****","*****","null","73235","null","916","null","21832","null","916","null",
"0500000US06103","Tehama County, California","63284","*****","*****","null","57828","null","572","null","5456","null","572","null",
"0500000US06105","Trinity County, California","13515","*****","*****","null","13018","null","174","null","497","null","174","null",
"0500000US06107","Tulare County, California","451108","*****","*****","null","348366","null","2547","null","102742","null","2547","null",
"0500000US06109","Tuolumne County, California","54347","*****","*****","null","51730","null","405","null","2617","null","405","null",
"0500000US06111","Ventura County, California","835790","*****","*****","null","645228","null","2992","null","190562","null","2992","null",
"0500000US06113","Yolo County, California","204162","*****","*****","null","160493","null","1609","null","43669","null","1609","null",
"0500000US06115","Yuba County, California","73059","*****","*****","null","63802","null","759","null","9257","null","759","null",
"0500000US08001","Adams County, Colorado","461558","*****","*****","null","391951","null","2069","null","69607","null","2069","null",
"0500000US08003","Alamosa County, Colorado","16111","*****","*****","null","15024","null","317","null","1087","null","317","null",
"0500000US08005","Arapahoe County, Colorado","596684","*****","*****","null","507355","null","2304","null","89329","null","2304","null",
"0500000US08007","Archuleta County, Colorado","12132","*****","*****","null","11538","null","152","null","594","null","152","null",
"0500000US08009","Baca County, Colorado","3735","*****","*****","null","3619","null","35","null","116","null","35","null",
"0500000US08011","Bent County, Colorado","6000","*****","*****","null","5669","null","154","null","331","null","154","null",
"0500000US08013","Boulder County, Colorado","305166","*****","*****","null","272733","null","1177","null","32433","null","1177","null",
"0500000US08014","Broomfield County, Colorado","59027","*****","*****","null","53607","null","588","null","5420","null","588","null",
"0500000US08015","Chaffee County, Colorado","18121","*****","*****","null","17454","null","157","null","667","null","157","null",
"0500000US08017","Cheyenne County, Colorado","2153","160","null","null","1970","null","172","null","183","null","85","null",
"0500000US08019","Clear Creek County, Colorado","9114","*****","*****","null","8750","null","187","null","364","null","187","null",
"0500000US08021","Conejos County, Colorado","8276","*****","*****","null","7962","null","115","null","314","null","115","null",
"0500000US08023","Costilla County, Colorado","3578","*****","*****","null","3356","null","78","null","222","null","78","null",
"0500000US08025","Crowley County, Colorado","5558","*****","*****","null","5210","null","152","null","348","null","152","null",
"0500000US08027","Custer County, Colorado","4274","*****","*****","null","4172","null","66","null","102","null","66","null",
"0500000US08029","Delta County, Colorado","30378","*****","*****","null","29184","null","191","null","1194","null","191","null",
"0500000US08031","Denver County, Colorado","633777","*****","*****","null","532072","null","2796","null","101705","null","2796","null",
"0500000US08033","Dolores County, Colorado","1736","160","null","null","1713","null","161","null","23","null","23","null",
"0500000US08035","Douglas County, Colorado","299794","*****","*****","null","279817","null","1125","null","19977","null","1125","null",
"0500000US08037","Eagle County, Colorado","52233","*****","*****","null","42328","null","643","null","9905","null","643","null",
"0500000US08039","Elbert County, Colorado","23545","*****","*****","null","22577","null","309","null","968","null","309","null",
"0500000US08041","El Paso County, Colorado","645707","*****","*****","null","599458","null","1638","null","46249","null","1638","null",
"0500000US08043","Fremont County, Colorado","46879","*****","*****","null","44749","null","327","null","2130","null","327","null",
"0500000US08045","Garfield County, Colorado","56684","*****","*****","null","48214","null","511","null","8470","null","511","null",
"0500000US08047","Gilpin County, Colorado","5557","*****","*****","null","5385","null","117","null","172","null","117","null",
"0500000US08049","Grand County, Colorado","14478","*****","*****","null","13568","null","348","null","910","null","348","null",
"0500000US08051","Gunnison County, Colorado","15503","*****","*****","null","14860","null","164","null","643","null","164","null",
"0500000US08053","Hinsdale County, Colorado","871","116","null","null","861","null","118","null","10","null","11","null",
"0500000US08055","Huerfano County, Colorado","6550","*****","*****","null","6326","null","98","null","224","null","98","null",
"0500000US08057","Jackson County, Colorado","1389","114","null","null","1288","null","101","null","101","null","66","null",
"0500000US08059","Jefferson County, Colorado","546162","*****","*****","null","511065","null","1523","null","35097","null","1523","null",
