"GEO_ID","NAME","B05012_001E","B05012_001M","B05012_001MA","B05012_001EA","B05012_002E","B05012_002EA","B05012_002M","B05012_002MA","B05012_003E","B05012_003EA","B05012_003M","B05012_003MA",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Annotation of Estimate!!Total","Estimate!!Total!!Native","Annotation of Estimate!!Total!!Native","Margin of Error!!Total!!Native","Annotation of Margin of Error!!Total!!Native","Estimate!!Total!!Foreign-Born","Annotation of Estimate!!Total!!Foreign-Born","Margin of Error!!Total!!Foreign-Born","Annotation of Margin of Error!!Total!!Foreign-Born",
"0100000US","United States","306603772","*****","*****","null","267334934","null","113167","null","39268838","null","113205","null",
"0500000US01001","Autauga County, Alabama","53944","*****","*****","null","52871","null","225","null","1073","null","225","null",
"0500000US01003","Baldwin County, Alabama","179523","*****","*****","null","172792","null","833","null","6731","null","833","null",
"0500000US01005","Barbour County, Alabama","27546","*****","*****","null","26713","null","206","null","833","null","206","null",
"0500000US01007","Bibb County, Alabama","22746","*****","*****","null","22455","null","100","null","291","null","100","null",
"0500000US01009","Blount County, Alabama","57140","*****","*****","null","54550","null","286","null","2590","null","286","null",
"0500000US01011","Bullock County, Alabama","10877","*****","*****","null","10383","null","330","null","494","null","330","null",
"0500000US01013","Butler County, Alabama","20860","*****","*****","null","20643","null","134","null","217","null","134","null",
"0500000US01015","Calhoun County, Alabama","117614","*****","*****","null","114924","null","331","null","2690","null","331","null",
"0500000US01017","Chambers County, Alabama","34375","*****","*****","null","33981","null","126","null","394","null","126","null",
"0500000US01019","Cherokee County, Alabama","25819","*****","*****","null","25602","null","119","null","217","null","119","null",
"0500000US01021","Chilton County, Alabama","43444","*****","*****","null","41542","null","235","null","1902","null","235","null",
"0500000US01023","Choctaw County, Alabama","13953","*****","*****","null","13892","null","45","null","61","null","45","null",
"0500000US01025","Clarke County, Alabama","26046","*****","*****","null","25910","null","44","null","136","null","44","null",
"0500000US01027","Clay County, Alabama","14010","*****","*****","null","13700","null","50","null","310","null","50","null",
"0500000US01029","Cleburne County, Alabama","14881","*****","*****","null","14696","null","105","null","185","null","105","null",
"0500000US01031","Coffee County, Alabama","49221","*****","*****","null","46906","null","259","null","2315","null","259","null",
"0500000US01033","Colbert County, Alabama","54478","*****","*****","null","53565","null","220","null","913","null","220","null",
"0500000US01035","Conecuh County, Alabama","13286","*****","*****","null","13260","null","28","null","26","null","28","null",
"0500000US01037","Coosa County, Alabama","11303","*****","*****","null","11083","null","69","null","220","null","69","null",
"0500000US01039","Covington County, Alabama","37736","*****","*****","null","37232","null","138","null","504","null","138","null",
"0500000US01041","Crenshaw County, Alabama","13938","*****","*****","null","13659","null","50","null","279","null","50","null",
"0500000US01043","Cullman County, Alabama","80246","*****","*****","null","78090","null","254","null","2156","null","254","null",
"0500000US01045","Dale County, Alabama","49920","*****","*****","null","47976","null","313","null","1944","null","313","null",
"0500000US01047","Dallas County, Alabama","43868","*****","*****","null","43510","null","106","null","358","null","106","null",
"0500000US01049","DeKalb County, Alabama","70608","*****","*****","null","65461","null","328","null","5147","null","328","null",
"0500000US01051","Elmore County, Alabama","78641","*****","*****","null","76922","null","274","null","1719","null","274","null",
"0500000US01053","Escambia County, Alabama","38081","*****","*****","null","37676","null","153","null","405","null","153","null",
"0500000US01055","Etowah County, Alabama","104216","*****","*****","null","101957","null","300","null","2259","null","300","null",
"0500000US01057","Fayette County, Alabama","17361","*****","*****","null","17255","null","72","null","106","null","72","null",
"0500000US01059","Franklin County, Alabama","31532","*****","*****","null","29023","null","247","null","2509","null","247","null",
"0500000US01061","Geneva County, Alabama","26646","*****","*****","null","26137","null","187","null","509","null","187","null",
"0500000US01063","Greene County, Alabama","9170","*****","*****","null","9170","null","89","null","0","null","89","null",
"0500000US01065","Hale County, Alabama","15972","*****","*****","null","15824","null","112","null","148","null","112","null",
"0500000US01067","Henry County, Alabama","17240","*****","*****","null","16775","null","197","null","465","null","197","null",
"0500000US01069","Houston County, Alabama","100310","*****","*****","null","98062","null","236","null","2248","null","236","null",
"0500000US01071","Jackson County, Alabama","53357","*****","*****","null","52441","null","137","null","916","null","137","null",
"0500000US01073","Jefferson County, Alabama","657486","*****","*****","null","629857","null","1112","null","27629","null","1112","null",
"0500000US01075","Lamar County, Alabama","14644","*****","*****","null","14602","null","30","null","42","null","30","null",
"0500000US01077","Lauderdale County, Alabama","92269","*****","*****","null","90471","null","289","null","1798","null","289","null",
"0500000US01079","Lawrence County, Alabama","34250","*****","*****","null","33812","null","126","null","438","null","126","null",
"0500000US01081","Lee County, Alabama","137855","*****","*****","null","131231","null","572","null","6624","null","572","null",
"0500000US01083","Limestone County, Alabama","80966","*****","*****","null","77900","null","300","null","3066","null","300","null",
"0500000US01085","Lowndes County, Alabama","11538","*****","*****","null","11513","null","34","null","25","null","34","null",
"0500000US01087","Macon County, Alabama","21489","*****","*****","null","21346","null","77","null","143","null","77","null",
"0500000US01089","Madison County, Alabama","329299","*****","*****","null","311748","null","798","null","17551","null","798","null",
"0500000US01091","Marengo County, Alabama","21130","*****","*****","null","21100","null","46","null","30","null","46","null",
"0500000US01093","Marion County, Alabama","30771","*****","*****","null","30440","null","129","null","331","null","129","null",
"0500000US01095","Marshall County, Alabama","92052","*****","*****","null","84543","null","414","null","7509","null","414","null",
"0500000US01097","Mobile County, Alabama","410520","*****","*****","null","397163","null","893","null","13357","null","893","null",
"0500000US01099","Monroe County, Alabama","23159","*****","*****","null","22867","null","111","null","292","null","111","null",
"0500000US01101","Montgomery County, Alabama","228939","*****","*****","null","219584","null","735","null","9355","null","735","null",
"0500000US01103","Morgan County, Alabama","118521","*****","*****","null","112325","null","587","null","6196","null","587","null",
"0500000US01105","Perry County, Alabama","10620","*****","*****","null","10546","null","62","null","74","null","62","null",
"0500000US01107","Pickens County, Alabama","19765","*****","*****","null","19687","null","44","null","78","null","44","null",
"0500000US01109","Pike County, Alabama","32471","*****","*****","null","31321","null","324","null","1150","null","324","null",
"0500000US01111","Randolph County, Alabama","22838","*****","*****","null","22406","null","191","null","432","null","191","null",
"0500000US01113","Russell County, Alabama","52490","*****","*****","null","51668","null","194","null","822","null","194","null",
"0500000US01115","St. Clair County, Alabama","82363","*****","*****","null","80764","null","289","null","1599","null","289","null",
"0500000US01117","Shelby County, Alabama","191705","*****","*****","null","180436","null","582","null","11269","null","582","null",
"0500000US01119","Sumter County, Alabama","13758","*****","*****","null","13717","null","47","null","41","null","47","null",
"0500000US01121","Talladega County, Alabama","82265","*****","*****","null","80846","null","324","null","1419","null","324","null",
"0500000US01123","Tallapoosa County, Alabama","41614","*****","*****","null","40867","null","134","null","747","null","134","null",
"0500000US01125","Tuscaloosa County, Alabama","191489","*****","*****","null","184740","null","565","null","6749","null","565","null",
"0500000US01127","Walker County, Alabama","67308","*****","*****","null","66529","null","174","null","779","null","174","null",
"0500000US01129","Washington County, Alabama","17487","*****","*****","null","17397","null","67","null","90","null","67","null",
"0500000US01131","Wilcox County, Alabama","11862","*****","*****","null","11835","null","30","null","27","null","30","null",
"0500000US01133","Winston County, Alabama","24593","*****","*****","null","24266","null","201","null","327","null","201","null",
"0500000US02013","Aleutians East Borough, Alaska","3084","*****","*****","null","1130","null","369","null","1954","null","369","null",
"0500000US02016","Aleutians West Census Area, Alaska","5488","*****","*****","null","3697","null","359","null","1791","null","359","null",
"0500000US02020","Anchorage Municipality, Alaska","287390","*****","*****","null","261158","null","999","null","26232","null","999","null",
"0500000US02050","Bethel Census Area, Alaska","16973","*****","*****","null","16821","null","67","null","152","null","67","null",
"0500000US02060","Bristol Bay Borough, Alaska","1035","105","null","null","1026","null","104","null","9","null","8","null",
"0500000US02068","Denali Borough, Alaska","1770","250","null","null","1619","null","237","null","151","null","134","null",
"0500000US02070","Dillingham Census Area, Alaska","4845","*****","*****","null","4765","null","26","null","80","null","26","null",
"0500000US02090","Fairbanks North Star Borough, Alaska","96161","*****","*****","null","91059","null","585","null","5102","null","585","null",
"0500000US02100","Haines Borough, Alaska","2519","250","null","null","2429","null","262","null","90","null","79","null",
"0500000US02105","Hoonah-Angoon Census Area, Alaska","2029","171","null","null","1934","null","172","null","95","null","44","null",
"0500000US02110","Juneau City and Borough, Alaska","31244","*****","*****","null","29369","null","255","null","1875","null","255","null",
"0500000US02122","Kenai Peninsula Borough, Alaska","54718","*****","*****","null","52987","null","210","null","1731","null","210","null",
"0500000US02130","Ketchikan Gateway Borough, Alaska","13417","*****","*****","null","12462","null","190","null","955","null","190","null",
"0500000US02150","Kodiak Island Borough, Alaska","13488","*****","*****","null","11438","null","321","null","2050","null","321","null",
"0500000US02164","Lake and Peninsula Borough, Alaska","1540","137","null","null","1521","null","131","null","19","null","51","null",
"0500000US02170","Matanuska-Susitna Borough, Alaska","86817","*****","*****","null","83562","null","646","null","3255","null","646","null",
"0500000US02180","Nome Census Area, Alaska","9443","*****","*****","null","9247","null","63","null","196","null","63","null",
"0500000US02185","North Slope Borough, Alaska","9088","*****","*****","null","8918","null","69","null","170","null","69","null",
"0500000US02188","Northwest Arctic Borough, Alaska","7532","*****","*****","null","7387","null","91","null","145","null","91","null",
"0500000US02195","Petersburg Census Area, Alaska","3831","*****","*****","null","3612","null","140","null","219","null","140","null",
"0500000US02198","Prince of Wales-Hyder Census Area, Alaska","5541","*****","*****","null","5441","null","40","null","100","null","40","null",
"0500000US02220","Sitka City and Borough, Alaska","8879","*****","*****","null","8282","null","203","null","597","null","203","null",
"0500000US02230","Skagway Municipality, Alaska","1105","171","null","null","940","null","106","null","165","null","184","null",
"0500000US02240","Southeast Fairbanks Census Area, Alaska","7000","*****","*****","null","6478","null","163","null","522","null","163","null",
"0500000US02261","Valdez-Cordova Census Area, Alaska","9596","*****","*****","null","9125","null","116","null","471","null","116","null",
"0500000US02270","Wade Hampton Census Area, Alaska","7473","*****","*****","null","7450","null","12","null","23","null","12","null",
"0500000US02275","Wrangell City and Borough, Alaska","2353","*****","*****","null","2275","null","50","null","78","null","50","null",
"0500000US02282","Yakutat City and Borough, Alaska","731","127","null","null","668","null","123","null","63","null","74","null",
"0500000US02290","Yukon-Koyukuk Census Area, Alaska","5613","*****","*****","null","5547","null","33","null","66","null","33","null",
"0500000US04001","Apache County, Arizona","70906","*****","*****","null","69663","null","260","null","1243","null","260","null",
"0500000US04003","Cochise County, Arizona","130464","*****","*****","null","114627","null","991","null","15837","null","991","null",
"0500000US04005","Coconino County, Arizona","132978","*****","*****","null","125144","null","708","null","7834","null","708","null",
"0500000US04007","Gila County, Arizona","53380","*****","*****","null","51462","null","364","null","1918","null","364","null",
"0500000US04009","Graham County, Arizona","36720","*****","*****","null","34969","null","276","null","1751","null","276","null",
"0500000US04011","Greenlee County, Arizona","8472","*****","*****","null","8147","null","124","null","325","null","124","null",
"0500000US04012","La Paz County, Arizona","20521","*****","*****","null","18071","null","321","null","2450","null","321","null",
"0500000US04013","Maricopa County, Arizona","3798374","*****","*****","null","3205725","null","7373","null","592649","null","7373","null",
"0500000US04015","Mohave County, Arizona","200690","*****","*****","null","187995","null","1026","null","12695","null","1026","null",
"0500000US04017","Navajo County, Arizona","107418","*****","*****","null","104388","null","506","null","3030","null","506","null",
"0500000US04019","Pima County, Arizona","974181","*****","*****","null","845874","null","3278","null","128307","null","3278","null",
"0500000US04021","Pinal County, Arizona","351709","*****","*****","null","314369","null","1608","null","37340","null","1608","null",
"0500000US04023","Santa Cruz County, Arizona","46727","*****","*****","null","31440","null","909","null","15287","null","909","null",
"0500000US04025","Yavapai County, Arizona","210838","*****","*****","null","196137","null","1365","null","14701","null","1365","null",
"0500000US04027","Yuma County, Arizona","193995","*****","*****","null","146458","null","1730","null","47537","null","1730","null",
"0500000US05001","Arkansas County, Arkansas","19146","*****","*****","null","18670","null","160","null","476","null","160","null",
"0500000US05003","Ashley County, Arkansas","21966","*****","*****","null","21543","null","92","null","423","null","92","null",
"0500000US05005","Baxter County, Arkansas","41527","*****","*****","null","40727","null","193","null","800","null","193","null",
"0500000US05007","Benton County, Arkansas","216314","*****","*****","null","194344","null","981","null","21970","null","981","null",
"0500000US05009","Boone County, Arkansas","36908","*****","*****","null","36501","null","140","null","407","null","140","null",
"0500000US05011","Bradley County, Arkansas","11580","*****","*****","null","10850","null","131","null","730","null","131","null",
"0500000US05013","Calhoun County, Arkansas","5417","*****","*****","null","5415","null","3","null","2","null","3","null",
"0500000US05015","Carroll County, Arkansas","27145","*****","*****","null","25061","null","172","null","2084","null","172","null",
"0500000US05017","Chicot County, Arkansas","11947","*****","*****","null","11670","null","111","null","277","null","111","null",
"0500000US05019","Clark County, Arkansas","23066","*****","*****","null","22592","null","127","null","474","null","127","null",
"0500000US05021","Clay County, Arkansas","16136","*****","*****","null","16084","null","32","null","52","null","32","null",
"0500000US05023","Cleburne County, Arkansas","25788","*****","*****","null","25348","null","205","null","440","null","205","null",
"0500000US05025","Cleveland County, Arkansas","8738","*****","*****","null","8678","null","45","null","60","null","45","null",
"0500000US05027","Columbia County, Arkansas","24607","*****","*****","null","23964","null","90","null","643","null","90","null",
"0500000US05029","Conway County, Arkansas","21164","*****","*****","null","20746","null","151","null","418","null","151","null",
"0500000US05031","Craighead County, Arkansas","95034","*****","*****","null","91996","null","356","null","3038","null","356","null",
"0500000US05033","Crawford County, Arkansas","61336","*****","*****","null","58917","null","307","null","2419","null","307","null",
"0500000US05035","Crittenden County, Arkansas","50701","*****","*****","null","49974","null","263","null","727","null","263","null",
"0500000US05037","Cross County, Arkansas","17992","*****","*****","null","17905","null","57","null","87","null","57","null",
"0500000US05039","Dallas County, Arkansas","8200","*****","*****","null","8181","null","22","null","19","null","22","null",
"0500000US05041","Desha County, Arkansas","13131","*****","*****","null","12847","null","55","null","284","null","55","null",
"0500000US05043","Drew County, Arkansas","18499","*****","*****","null","18142","null","166","null","357","null","166","null",
"0500000US05045","Faulkner County, Arkansas","111058","*****","*****","null","107077","null","515","null","3981","null","515","null",
"0500000US05047","Franklin County, Arkansas","18157","*****","*****","null","18029","null","74","null","128","null","74","null",
"0500000US05049","Fulton County, Arkansas","12301","*****","*****","null","12155","null","117","null","146","null","117","null",
"0500000US05051","Garland County, Arkansas","95914","*****","*****","null","91870","null","393","null","4044","null","393","null",
"0500000US05053","Grant County, Arkansas","17767","*****","*****","null","17448","null","123","null","319","null","123","null",
"0500000US05055","Greene County, Arkansas","41764","*****","*****","null","41380","null","149","null","384","null","149","null",
"0500000US05057","Hempstead County, Arkansas","22658","*****","*****","null","21483","null","213","null","1175","null","213","null",
"0500000US05059","Hot Spring County, Arkansas","32797","*****","*****","null","32395","null","126","null","402","null","126","null",
"0500000US05061","Howard County, Arkansas","13786","*****","*****","null","13032","null","135","null","754","null","135","null",
"0500000US05063","Independence County, Arkansas","36279","*****","*****","null","34719","null","171","null","1560","null","171","null",
"0500000US05065","Izard County, Arkansas","13600","*****","*****","null","13406","null","137","null","194","null","137","null",
"0500000US05067","Jackson County, Arkansas","17969","*****","*****","null","17776","null","71","null","193","null","71","null",
"0500000US05069","Jefferson County, Arkansas","77693","*****","*****","null","76651","null","219","null","1042","null","219","null",
"0500000US05071","Johnson County, Arkansas","25408","*****","*****","null","23497","null","278","null","1911","null","278","null",
"0500000US05073","Lafayette County, Arkansas","7691","*****","*****","null","7663","null","40","null","28","null","40","null",
"0500000US05075","Lawrence County, Arkansas","17336","*****","*****","null","17215","null","54","null","121","null","54","null",
"0500000US05077","Lee County, Arkansas","10563","*****","*****","null","10408","null","106","null","155","null","106","null",
"0500000US05079","Lincoln County, Arkansas","14141","*****","*****","null","14022","null","58","null","119","null","58","null",
"0500000US05081","Little River County, Arkansas","13113","*****","*****","null","12948","null","76","null","165","null","76","null",
"0500000US05083","Logan County, Arkansas","22502","*****","*****","null","22265","null","61","null","237","null","61","null",
"0500000US05085","Lonoke County, Arkansas","67189","*****","*****","null","66073","null","249","null","1116","null","249","null",
"0500000US05087","Madison County, Arkansas","15626","*****","*****","null","15269","null","112","null","357","null","112","null",
"0500000US05089","Marion County, Arkansas","16744","*****","*****","null","16419","null","131","null","325","null","131","null",
"0500000US05091","Miller County, Arkansas","43266","*****","*****","null","42650","null","188","null","616","null","188","null",
"0500000US05093","Mississippi County, Arkansas","46608","*****","*****","null","45661","null","223","null","947","null","223","null",
"0500000US05095","Monroe County, Arkansas","8322","*****","*****","null","8238","null","71","null","84","null","71","null",
"0500000US05097","Montgomery County, Arkansas","9492","*****","*****","null","9328","null","79","null","164","null","79","null",
"0500000US05099","Nevada County, Arkansas","9078","*****","*****","null","9034","null","27","null","44","null","27","null",
"0500000US05101","Newton County, Arkansas","8353","*****","*****","null","8273","null","57","null","80","null","57","null",
"0500000US05103","Ouachita County, Arkansas","26137","*****","*****","null","25919","null","75","null","218","null","75","null",
"0500000US05105","Perry County, Arkansas","10450","*****","*****","null","10352","null","75","null","98","null","75","null",
"0500000US05107","Phillips County, Arkansas","22055","*****","*****","null","21990","null","47","null","65","null","47","null",
"0500000US05109","Pike County, Arkansas","11288","*****","*****","null","10766","null","81","null","522","null","81","null",
"0500000US05111","Poinsett County, Arkansas","24622","*****","*****","null","24464","null","71","null","158","null","71","null",
"0500000US05113","Polk County, Arkansas","20524","*****","*****","null","19922","null","137","null","602","null","137","null",
"0500000US05115","Pope County, Arkansas","61166","*****","*****","null","59107","null","252","null","2059","null","252","null",
"0500000US05117","Prairie County, Arkansas","8768","*****","*****","null","8747","null","19","null","21","null","19","null",
"0500000US05119","Pulaski County, Arkansas","379981","*****","*****","null","359386","null","1075","null","20595","null","1075","null",
"0500000US05121","Randolph County, Arkansas","18015","*****","*****","null","17788","null","107","null","227","null","107","null",
"0500000US05123","St. Francis County, Arkansas","28195","*****","*****","null","27779","null","140","null","416","null","140","null",
"0500000US05125","Saline County, Arkansas","105033","*****","*****","null","102761","null","338","null","2272","null","338","null",
"0500000US05127","Scott County, Arkansas","11232","*****","*****","null","10667","null","145","null","565","null","145","null",
"0500000US05129","Searcy County, Arkansas","8192","*****","*****","null","8087","null","60","null","105","null","60","null",
"0500000US05131","Sebastian County, Arkansas","124961","*****","*****","null","113363","null","568","null","11598","null","568","null",
"0500000US05133","Sevier County, Arkansas","16841","*****","*****","null","14068","null","306","null","2773","null","306","null",
"0500000US05135","Sharp County, Arkansas","17386","*****","*****","null","17264","null","71","null","122","null","71","null",
"0500000US05137","Stone County, Arkansas","12395","*****","*****","null","12325","null","53","null","70","null","53","null",
"0500000US05139","Union County, Arkansas","41879","*****","*****","null","41013","null","163","null","866","null","163","null",
"0500000US05141","Van Buren County, Arkansas","17255","*****","*****","null","17006","null","79","null","249","null","79","null",
"0500000US05143","Washington County, Arkansas","200621","*****","*****","null","178340","null","890","null","22281","null","890","null",
"0500000US05145","White County, Arkansas","76041","*****","*****","null","74371","null","294","null","1670","null","294","null",
"0500000US05147","Woodruff County, Arkansas","7379","*****","*****","null","7330","null","44","null","49","null","44","null",
"0500000US05149","Yell County, Arkansas","21995","*****","*****","null","19093","null","208","null","2902","null","208","null",
"0500000US06001","Alameda County, California","1494876","*****","*****","null","1035264","null","4151","null","459612","null","4151","null",
"0500000US06003","Alpine County, California","1167","175","null","null","1113","null","172","null","54","null","25","null",
"0500000US06005","Amador County, California","38244","*****","*****","null","36012","null","406","null","2232","null","406","null",
"0500000US06007","Butte County, California","219309","*****","*****","null","202093","null","1120","null","17216","null","1120","null",
"0500000US06009","Calaveras County, California","45794","*****","*****","null","43803","null","437","null","1991","null","437","null",
"0500000US06011","Colusa County, California","21297","*****","*****","null","16150","null","354","null","5147","null","354","null",
"0500000US06013","Contra Costa County, California","1037817","*****","*****","null","792691","null","3467","null","245126","null","3467","null",
"0500000US06015","Del Norte County, California","28561","*****","*****","null","26653","null","311","null","1908","null","311","null",
"0500000US06017","El Dorado County, California","179878","*****","*****","null","164732","null","886","null","15146","null","886","null",
"0500000US06019","Fresno County, California","920623","*****","*****","null","717400","null","4193","null","203223","null","4193","null",
"0500000US06021","Glenn County, California","28027","*****","*****","null","23649","null","362","null","4378","null","362","null",
"0500000US06023","Humboldt County, California","133585","*****","*****","null","126094","null","610","null","7491","null","610","null",
"0500000US06025","Imperial County, California","171343","*****","*****","null","116470","null","1531","null","54873","null","1531","null",
"0500000US06027","Inyo County, California","18457","*****","*****","null","16654","null","273","null","1803","null","273","null",
"0500000US06029","Kern County, California","829254","*****","*****","null","659233","null","2910","null","170021","null","2910","null",
"0500000US06031","Kings County, California","152335","*****","*****","null","120145","null","1377","null","32190","null","1377","null",
"0500000US06033","Lake County, California","64392","*****","*****","null","58946","null","705","null","5446","null","705","null",
"0500000US06035","Lassen County, California","35001","*****","*****","null","32549","null","259","null","2452","null","259","null",
"0500000US06037","Los Angeles County, California","9787747","*****","*****","null","6306016","null","14566","null","3481731","null","14566","null",
"0500000US06039","Madera County, California","149611","*****","*****","null","117722","null","1480","null","31889","null","1480","null",
"0500000US06041","Marin County, California","250666","*****","*****","null","204261","null","1456","null","46405","null","1456","null",
"0500000US06043","Mariposa County, California","18290","*****","*****","null","17404","null","261","null","886","null","261","null",
"0500000US06045","Mendocino County, California","87525","*****","*****","null","77154","null","683","null","10371","null","683","null",
"0500000US06047","Merced County, California","253606","*****","*****","null","190266","null","1921","null","63340","null","1921","null",
"0500000US06049","Modoc County, California","9587","*****","*****","null","8944","null","150","null","643","null","150","null",
"0500000US06051","Mono County, California","14016","*****","*****","null","11487","null","389","null","2529","null","389","null",
"0500000US06053","Monterey County, California","411385","*****","*****","null","286543","null","2356","null","124842","null","2356","null",
"0500000US06055","Napa County, California","135377","*****","*****","null","105463","null","1271","null","29914","null","1271","null",
"0500000US06057","Nevada County, California","98392","*****","*****","null","93126","null","667","null","5266","null","667","null",
"0500000US06059","Orange County, California","2989948","*****","*****","null","2077755","null","6102","null","912193","null","6102","null",
"0500000US06061","Placer County, California","343554","*****","*****","null","308262","null","1569","null","35292","null","1569","null",
"0500000US06063","Plumas County, California","20192","*****","*****","null","18939","null","297","null","1253","null","297","null",
"0500000US06065","Riverside County, California","2154844","*****","*****","null","1676992","null","5493","null","477852","null","5493","null",
"0500000US06067","Sacramento County, California","1408480","*****","*****","null","1132009","null","3889","null","276471","null","3889","null",
"0500000US06069","San Benito County, California","54873","*****","*****","null","43233","null","922","null","11640","null","922","null",
"0500000US06071","San Bernardino County, California","2023452","*****","*****","null","1589579","null","6083","null","433873","null","6083","null",
"0500000US06073","San Diego County, California","3060849","*****","*****","null","2351579","null","5728","null","709270","null","5728","null",
"0500000US06075","San Francisco County, California","797983","*****","*****","null","513703","null","3442","null","284280","null","3442","null",
"0500000US06077","San Joaquin County, California","680277","*****","*****","null","522803","null","3062","null","157474","null","3062","null",
"0500000US06079","San Luis Obispo County, California","267871","*****","*****","null","239841","null","1222","null","28030","null","1222","null",
"0500000US06081","San Mateo County, California","711622","*****","*****","null","469081","null","3143","null","242541","null","3143","null",
"0500000US06083","Santa Barbara County, California","419793","*****","*****","null","321201","null","2318","null","98592","null","2318","null",
"0500000US06085","Santa Clara County, California","1762754","*****","*****","null","1111589","null","5564","null","651165","null","5564","null",
"0500000US06087","Santa Cruz County, California","259402","*****","*****","null","211163","null","1507","null","48239","null","1507","null",
"0500000US06089","Shasta County, California","177231","*****","*****","null","167574","null","802","null","9657","null","802","null",
"0500000US06091","Sierra County, California","3277","175","null","null","3090","null","177","null","187","null","104","null",
"0500000US06093","Siskiyou County, California","44687","*****","*****","null","42158","null","319","null","2529","null","319","null",
"0500000US06095","Solano County, California","411620","*****","*****","null","329308","null","1784","null","82312","null","1784","null",
"0500000US06097","Sonoma County, California","478551","*****","*****","null","400071","null","1991","null","78480","null","1991","null",
"0500000US06099","Stanislaus County, California","512469","*****","*****","null","407545","null","2525","null","104924","null","2525","null",
"0500000US06101","Sutter County, California","94192","*****","*****","null","72999","null","989","null","21193","null","989","null",
"0500000US06103","Tehama County, California","62985","*****","*****","null","56308","null","582","null","6677","null","582","null",
"0500000US06105","Trinity County, California","13711","*****","*****","null","13190","null","155","null","521","null","155","null",
"0500000US06107","Tulare County, California","436234","*****","*****","null","335381","null","2926","null","100853","null","2926","null",
"0500000US06109","Tuolumne County, California","55736","*****","*****","null","53298","null","354","null","2438","null","354","null",
"0500000US06111","Ventura County, California","815745","*****","*****","null","629732","null","3441","null","186013","null","3441","null",
"0500000US06113","Yolo County, California","198889","*****","*****","null","156800","null","1702","null","42089","null","1702","null",
"0500000US06115","Yuba County, California","71817","*****","*****","null","63406","null","642","null","8411","null","642","null",
"0500000US08001","Adams County, Colorado","434295","*****","*****","null","369011","null","2317","null","65284","null","2317","null",
"0500000US08003","Alamosa County, Colorado","15395","*****","*****","null","14366","null","259","null","1029","null","259","null",
"0500000US08005","Arapahoe County, Colorado","563508","*****","*****","null","479286","null","2408","null","84222","null","2408","null",
"0500000US08007","Archuleta County, Colorado","12152","*****","*****","null","11889","null","109","null","263","null","109","null",
"0500000US08009","Baca County, Colorado","3807","*****","*****","null","3707","null","38","null","100","null","38","null",
"0500000US08011","Bent County, Colorado","6164","*****","*****","null","5952","null","92","null","212","null","92","null",
"0500000US08013","Boulder County, Colorado","293205","*****","*****","null","260327","null","1321","null","32878","null","1321","null",
"0500000US08014","Broomfield County, Colorado","54592","*****","*****","null","50049","null","461","null","4543","null","461","null",
"0500000US08015","Chaffee County, Colorado","17707","*****","*****","null","17086","null","202","null","621","null","202","null",
"0500000US08017","Cheyenne County, Colorado","2247","312","null","null","2097","null","286","null","150","null","108","null",
"0500000US08019","Clear Creek County, Colorado","9083","*****","*****","null","8761","null","128","null","322","null","128","null",
"0500000US08021","Conejos County, Colorado","8228","*****","*****","null","7887","null","153","null","341","null","153","null",
"0500000US08023","Costilla County, Colorado","3556","*****","*****","null","3169","null","172","null","387","null","172","null",
"0500000US08025","Crowley County, Colorado","5866","*****","*****","null","5500","null","144","null","366","null","144","null",
"0500000US08027","Custer County, Colorado","3853","177","null","null","3766","null","189","null","87","null","66","null",
"0500000US08029","Delta County, Colorado","30666","*****","*****","null","29262","null","281","null","1404","null","281","null",
"0500000US08031","Denver County, Colorado","590507","*****","*****","null","493583","null","2696","null","96924","null","2696","null",
"0500000US08033","Dolores County, Colorado","2043","*****","*****","null","2036","null","9","null","7","null","9","null",
"0500000US08035","Douglas County, Colorado","280643","*****","*****","null","263692","null","881","null","16951","null","881","null",
"0500000US08037","Eagle County, Colorado","51457","*****","*****","null","41306","null","820","null","10151","null","820","null",
"0500000US08039","Elbert County, Colorado","22859","*****","*****","null","22161","null","174","null","698","null","174","null",
"0500000US08041","El Paso County, Colorado","611377","*****","*****","null","567947","null","1692","null","43430","null","1692","null",
"0500000US08043","Fremont County, Colorado","47040","*****","*****","null","44913","null","299","null","2127","null","299","null",
"0500000US08045","Garfield County, Colorado","55696","*****","*****","null","47047","null","599","null","8649","null","599","null",
"0500000US08047","Gilpin County, Colorado","5241","*****","*****","null","5107","null","79","null","134","null","79","null",
"0500000US08049","Grand County, Colorado","14634","*****","*****","null","13749","null","261","null","885","null","261","null",
"0500000US08051","Gunnison County, Colorado","15274","*****","*****","null","14413","null","193","null","861","null","193","null",
"0500000US08053","Hinsdale County, Colorado","731","133","null","null","716","null","133","null","15","null","13","null",
"0500000US08055","Huerfano County, Colorado","6829","*****","*****","null","6489","null","144","null","340","null","145","null",
"0500000US08057","Jackson County, Colorado","1494","152","null","null","1467","null","144","null","27","null","27","null",
"0500000US08059","Jefferson County, Colorado","532243","*****","*****","null","499758","null","1662","null","32485","null","1662","null",
"0500000US08061","Kiowa County, Colorado","1728","177","null","null","1682","null","176","null","46","null","41","null",
"0500000US08063","Kit Carson County, Colorado","8178","*****","*****","null","7503","null","157","null","675","null","157","null",
